uid	category	xcomet_noisy	xcomet_clean	xcomet_d	kiwi_noisy	kiwi_clean	kiwi_d	nta_noisy	nta_clean	nta_d	src_noisy	hyp_noisy	src_clean	hyp_clean	ref_en
A-NEO-253	NEO	78.13	91.81	13.69	76.10	76.62	0.52	0	0	0	知道为什么他父母接受他是0还配合拍视频吗 原因竟是...	Know why his parents accepted him as 0 and cooperated to take videos? The reason is actually...	知道为什么他父母接受他是受还配合拍视频吗 原因竟是...	Do you know why his parents accepted him and even agreed to film videos? The reason is actually...	Do you know why his parents accept that he’s a bottom and even cooperate in making videos? The reason turns out to be...
A-HOM-019	HOM	59.57	59.80	0.23	63.73	65.11	1.38	100	100	0	固体香薰挂！！有7.8个香味都好特别 不是那种浓郁型的，挂在衣柜里淡淡的香灰常舒心！每次来小韩都要囤一堆！！！！	Solid scent diffuser!! There are 7.8 scents, all very unique, not the strong浓郁 type. Hanging in the closet, the subtle fragrance is very soothing! Every time I visit Xiaohan, I have to buy a pile!!	固体香薰挂！！有7.8个香味都好特别 不是那种浓郁型的，挂在衣柜里淡淡的香非常舒心！每次来小韩都要囤一堆！！！！	Solid fragrance hanging! There are 7.8 scents, all very special, not the strong,浓郁 type. When hung in the closet, the subtle fragrance is very soothing! Every time I visit Xiaohan, I have to stock up a bunch!!!	Solid fragrance hangers!! There are seven or eight scents, and every one is so unique. They’re not overpowering; hanging one in the wardrobe leaves a soft scent that feels incredibly soothing! I stock up on a bunch every time I visit Xiao Han!!!!
A-PYA-001	PYA	67.61	85.90	18.29	44.08	73.43	29.34	0	100	100	小窗口dd你吧	Small window dd you	小窗口联系你吧	Let me contact you through a small window.	I'll DM you.
A-PYA-002	PYA	64.33	87.35	23.01	78.77	82.21	3.44	0	0	0	350 q安	350 qian an	350 QQ安卓区	350 QQ Android Zone	Offering ¥350 on the QQ Android server.
A-PYA-003	PYA	81.79	100.00	18.21	74.23	87.50	13.27	0	100	100	我喜欢你 CPDD	I like your CPDD	我喜欢你 想和你谈恋爱	I like you and want to date you.	I like you—want to date?
A-PYA-004	PYA	19.85	96.08	76.23	24.33	76.65	52.31	0	0	0	好可爱cpdd...	Such noise falls into four categories: homophones or near-homophones spelling standard words, pinyin initialisms typed as Latin letters, internet slang replacing plain expressions, and Latin/English fragments embedded in Chinese text.	好可爱想找对象...	So cute, wanting to find a partner...	So cute—looking for someone to date...
A-PYA-005	PYA	79.02	91.46	12.44	49.04	76.98	27.94	0	100	100	Chuan搭🔴⚪️红白配	Chuan搭 red and white color matching	穿搭🔴⚪️红白配	Outfit: Red and white color coordination 🔴⚪️	Outfit 🔴⚪️ red and white.
A-PYA-006	PYA	88.47	97.28	8.81	81.13	77.82	-3.31	100	100	0	xhs是得加个翻译功能了	Xhs needs to add a translation feature.	小红书是得加个翻译功能了	Xiaohongshu needs to add a translation function.	Xiaohongshu really needs to add a translation feature.
A-PYA-007	PYA	76.19	88.37	12.18	61.20	66.76	5.56	100	100	0	愿逆风如解意，蛇年多挣RMB	May the headwinds understand my intent, and in the year of the snake, earn more RMB	愿逆风如解意，蛇年多挣人民币	May the headwinds understand my intent, and may the Year of the Snake bring in more RMB.	May even the headwinds understand your wishes, and may you make lots of RMB in the Year of the Snake.
A-PYA-008	PYA	76.53	61.13	-15.40	79.34	69.47	-9.87	100	0	-100	说 WOC 和 NB 欢迎来中国旅游和交朋友	Say WOC and NB are welcome to travel and make friends in China	说 我操 和 NB 欢迎来中国旅游和交朋友	"Say ""F***"" and ""NB"", welcome to China for tourism and making friends."	Just say “holy crap” and “awesome.” Welcome to China—come travel and make friends!
A-PYA-009	PYA	39.93	33.10	-6.83	49.80	57.37	7.56	100	100	0	还是得看对口白话 对口白话兄弟yyds	You still need to look for good spoken language, spoken language brothers yyds	还是得看对口白话 对口白话兄弟永远的神	Still, it depends on the dialect. Dialect brothers are forever the gods.	You’ve got to watch Duikou Baihua. The Duikou Baihua guys are the GOAT.
A-PYA-010	PYA	91.32	97.51	6.19	77.90	78.94	1.04	100	0	-100	一打开小红书发现变成国际版le	When I open Xiaohongshu, it has become the international version le	一打开小红书发现变成国际版了	As soon as I opened Xiaohongshu, I found it had become the international version.	I opened Xiaohongshu and found it had turned into an international app.
A-PYA-011	PYA	65.73	84.56	18.83	66.18	66.34	0.16	100	100	0	💙15w左右女生建议入手的BBA二手车	Girls around 15w are recommended to buy used BBA cars	💙15万左右女生建议入手的BBA二手车	BBA used cars recommended for girls around 150,000 yuan 💙	💙 Recommended used BBA cars for women with a budget of around ¥150,000.
A-PYA-012	PYA	71.82	79.03	7.22	55.56	60.78	5.22	0	0	0	上次还有人说瘦的是P的 搞不懂根本搞不懂	Last time someone said being thin was P, I don't get it, I don't get it at all.	上次还有人说瘦的是修图的 搞不懂根本搞不懂	Last time someone said the thin one was photo-edited, I don't get it, I just don't get it.	Last time someone even said the slim look was photoshopped. I don’t get it—seriously, I just don’t.
A-NEO-001	NEO	77.10	96.59	19.49	55.05	71.08	16.03	0	0	0	中中中哦[doge]	Middle middle middle oh [doge]	好好好哦[doge]	Hehehe~ [doge]	Okay, okay, okay [doge].
A-NEO-002	NEO	90.20	95.79	5.59	70.55	83.31	12.76	0	0	0	噗哈哈哈还是你6666	Haha, still you are the best 6666	噗哈哈哈还是你最厉害	Puhahahaha, you're still the best!	Pfft, hahaha—you're still the best!
A-NEO-003	NEO	91.92	89.76	-2.16	65.92	76.26	10.34	0	100	100	想到他们的“快乐水”	"Thinking of their ""happy water"""	想到他们的“可乐”	"Thinking of their ""Coca-Cola"""	Thinking about their so-called “happy water”—Coke.
A-NEO-004	NEO	35.70	70.89	35.19	34.59	45.44	10.85	0	0	0	来了中中中	Came middle middle middle	来了好好好	Come here, good good.	I'm here—okay, okay, okay!
A-NEO-005	NEO	68.99	78.84	9.85	63.81	72.14	8.33	0	0	0	割肉？22年1.1买的，1.7算割肉吗	Cutting meat? Bought it at 1.1 in 2022, is 1.7 considered cutting meat?	亏本卖出？22年1.1买的，1.7算亏本卖出吗	Loss selling? Bought at 1.1 in year 22, is selling at 1.7 considered a loss?	Selling at a loss? I bought it for 1.1 in 2022; does selling at 1.7 really count as taking a loss?
A-NEO-006	NEO	69.47	79.63	10.16	51.56	73.34	21.78	0	0	0	不在鱼上了吗	Is the fish not on the plate?	不在闲鱼上了吗	Are you not on Xiaohongshu anymore?	Aren't you selling it on Xianyu anymore?
A-NEO-007	NEO	49.91	96.39	46.48	84.25	83.48	-0.77	0	0	0	巴拉巴拉说的啥	What did Balabala say?	说了这么多，到底在说什么	So much has been said, but what exactly is being talked about?	After all that rambling, what are you even talking about?
A-NEO-008	NEO	90.44	99.96	9.52	56.25	80.18	23.92	0	0	0	这是老广啊	This is a old Guangdong person	这是广东本地人啊	This is a local from Guangdong.	That's a true Guangdong local.
A-NEO-009	NEO	50.43	87.11	36.68	47.86	62.42	14.55	0	100	100	交?已关[doge]	Is the connection closed? [doge]	互相关注?已经关注[doge]	Mutual follow? Already following [doge]	Want to be mutuals? I have already followed you. [doge]
A-NEO-010	NEO	44.54	91.13	46.59	51.39	80.86	29.47	0	0	0	多的不说，给我中中中	Say no more, give me the middle ones.	多的不说，希望我能中奖	Not much to say, I hope I can win the prize.	Enough talk—hope I win!
A-NEO-011	NEO	62.34	91.01	28.66	53.63	71.23	17.61	0	0	0	五！老！师！我！想！你！了！	Five! Old! Teacher! Me! Want! You! So much!	五条悟老师我！想！你！了！	Sensei, Satoru Gojo! I! Miss! You! So much!	Gojo-sensei! I miss you!
A-NEO-012	NEO	90.93	85.70	-5.22	73.95	75.31	1.36	0	0	0	杭州现货，价格美丽	Hangzhou fresh goods, beautiful price	杭州现货，价格很划算	Hangzhou spot, very cost-effective price	In stock in Hangzhou at a great price.
A-NEO-013	NEO	72.05	73.98	1.93	62.17	75.85	13.67	0	0	0	318走🐟（24/6生产日期）	318 goes fish (production date 24/6)	318通过闲鱼交易（24/6生产日期）	318 sold through Xiaohongshu (production date 24/6)	¥318 via Xianyu (manufactured in June 2024).
A-NEO-014	NEO	93.00	95.60	2.60	54.21	76.92	22.72	100	100	0	蹲了很久[doge]	Waited for a long time [doge]	等了很久[doge]	Waited for a long time [doge]	I've been waiting a long time [doge].
A-NEO-015	NEO	76.14	96.00	19.86	38.67	82.68	44.01	0	100	100	蹲蹲哈哈	Dun dun ha ha	在这里等候哈哈	Wait here, haha.	Waiting, waiting, haha.
A-NEO-016	NEO	73.03	64.65	-8.38	65.31	64.17	-1.14	0	100	100	3.0下配套的限时常驻自选池子呀	The limited-time permanent self-selection pool accompanying version 3.0	3.0下半期配套的限时常驻自选卡池呀	The limited-time permanent self-selection pool for the second half of version 3.0	It’s the limited-time permanent-character selector banner that comes with the second half of Version 3.0.
A-NEO-017	NEO	64.54	57.06	-7.47	66.96	70.04	3.08	0	100	100	体育西路，珠江新城可带，3号线都可以带	Sports West Road, Zhujiang New City can be taken, Line 3 can also be taken	体育西路，珠江新城可交付，3号线都可以交付	Shidu West Road, Zhujiang New City, and Line 3 are all deliverable.	I can meet at Tiyu Xilu, Zhujiang New Town, or anywhere along Guangzhou Metro Line 3.
A-NEO-018	NEO	51.43	88.00	36.57	58.56	75.31	16.75	0	0	0	老六，666	Old sixth, 666	出其不意的人，太厉害了	The person who caught us off guard is really impressive.	You little schemer—well played!
A-NEO-019	NEO	57.72	62.52	4.80	53.99	47.61	-6.39	0	100	100	直接多少，🐟跳转不了	How direct it is, the fish can't jump over	直接多少，闲鱼跳转不了	How much directly, Xiaoyu can't jump over.	How much for it directly? I can’t open the Xianyu link.
A-NEO-020	NEO	29.70	87.14	57.45	28.39	42.36	13.96	0	100	100	这个❤️是🐴扁	This heart is a horse's flat	这个点赞是骗来的	This like was bought.	That like was obtained by tricking people.
A-NEO-021	NEO	67.26	91.68	24.42	55.92	77.55	21.63	0	100	100	重庆，九龙坡蹲	Chongqing, Jiujiangpo sitting	重庆，九龙坡寻找本地卖家	Chongqing, Jiulongpo looking for local sellers	Looking for a local seller in Jiulongpo, Chongqing.
A-NEO-022	NEO	93.90	91.32	-2.58	79.17	76.80	-2.37	0	0	0	宝宝黄色毛衣有链接吗	Is there a link for the yellow baby sweater?	宝贝黄色毛衣有链接吗	Is there a link for the baby yellow sweater?	Babe, do you have a link to the yellow sweater?
A-NEO-023	NEO	72.24	95.04	22.79	51.13	72.94	21.81	0	0	0	耳朵动起来好可爱啊QQ弹弹	Ears moving around are so cute, QQ bouncy	耳朵动起来好可爱啊柔软又有弹性	The ears are so cute, soft, and elastic.	The way its ears wiggle is so cute—they look soft and bouncy.
A-NEO-024	NEO	58.60	72.17	13.57	61.50	78.65	17.14	0	0	0	许愿温迪伴生金温迪宝宝保佑我	Make a wish for Windy's companion gold Windy baby to bless me	希望抽到温迪和他的专属武器温迪宝宝保佑我	I hope to draw Windy and his exclusive weapon, Windy Baby, to bless me.	Manifesting Venti and his signature weapon—Venti, please bless my pulls!
A-NEO-025	NEO	82.90	88.31	5.41	51.81	68.20	16.39	0	100	100	无盒200出	No box for 200 out	无盒200出售	No box 200 for sale	No original box; selling for ¥200.
A-NEO-026	NEO	82.25	97.10	14.85	80.76	85.32	4.57	0	0	0	接出血停止，积血消失，宝宝健康平安出生。	The bleeding stops, the accumulated blood disappears, and the baby is born healthy and safe.	希望出血停止，积血消失，宝宝健康平安出生。	May the bleeding stop, the accumulated blood dissipate, and the baby be born healthy and safe.	Praying that the bleeding stops, the hematoma disappears, and the baby is born safe and healthy.
A-NEO-027	NEO	67.26	77.70	10.44	71.69	70.81	-0.88	100	100	0	卡皮巴拉土豆豚12星座插画头像表情包原创	Capybara potato pig 12 zodiac signs illustration avatar emoji pack original	卡皮巴拉12星座插画头像表情包原创	Original Capybara 12 Zodiac Signs Illustration Avatar Emoji Pack	Original capybara zodiac illustrations for profile pictures and stickers.
A-NEO-028	NEO	77.74	98.63	20.90	63.17	79.84	16.68	0	100	100	台州本地蹲蹲	Zhangzhou local hangout spot	台州寻找本地卖家	Looking for local sellers in Taizhou	Looking for a local seller in Taizhou.
A-NEO-029	NEO	84.06	93.46	9.40	64.54	80.58	16.03	0	0	0	已私，求图，谢谢	I already have it, please send a picture, thank you	已经发私信了，想要图片，谢谢	I've already sent a private message; if you want the picture, thank you.	I've sent you a DM. Could I get the picture? Thanks.
A-NEO-030	NEO	63.03	81.03	18.00	59.12	70.38	11.26	0	100	100	滴我滴我[doge]	Drop me drop me [doge]	私信我私信我[doge]	DM me DM me [doge]	DM me, DM me. [doge]
A-NEO-031	NEO	84.52	93.45	8.92	50.58	83.98	33.40	0	0	0	！！！！同担啊！！！！！	Same group member!	！！！！喜欢同一个偶像的人啊！！！！！	Oh my god, people who like the same idol!!!	We’re fans of the same idol!!!!!
A-NEO-032	NEO	73.41	71.11	-2.30	44.32	54.55	10.23	0	0	0	雀魂 和 for the king+1	Queso and for the king plus one	雀魂 和 for the king，我也是	Quesoul and for the king, I am also.	Mahjong Soul and For the King—same here!
A-NEO-033	NEO	43.48	87.78	44.30	58.13	81.62	23.49	0	0	0	人不开心，也要咪哄	People may not be happy, but they still need to pretend to be.	人不开心，也要让猫咪哄	When people are unhappy, they still need cats to comfort them.	Even when you're feeling down, let a cat cheer you up.
A-NEO-034	NEO	72.72	96.62	23.89	70.10	69.85	-0.25	0	100	100	➕吗宝宝	Is that a plus? Baby	互相加好友吗宝宝	Add each other as friends, baby.	Babe, want to add each other as friends?
A-NEO-035	NEO	84.91	79.08	-5.84	62.04	79.44	17.40	0	100	100	蹲蹲，南南新年快乐	Dun dun, Nan Nan, Happy New Year	在这里等待，南南新年快乐	Wait here, Happy Southern New Year!	Waiting here. Happy New Year, Nannan!
A-NEO-036	NEO	79.10	86.74	7.64	62.44	75.29	12.86	0	100	100	蹲蹲，好可爱啊	Cute, cute, how adorable!	在这里等待，好可爱啊	Wait here, you're so cute.	Waiting here—this is so cute!
A-NEO-037	NEO	84.35	92.94	8.59	85.28	84.97	-0.31	0	0	0	我去，这个帅啊	Wow, he's really handsome.	天啊，这个帅啊	Oh my goodness, he's so handsome!	Whoa, this is so cool!
A-NEO-038	NEO	81.09	93.88	12.79	71.17	71.04	-0.13	0	0	0	你是手控吗？	Are you a hand control person?	你是特别喜欢好看的手的人吗？	Are you particularly fond of people who are good-looking?	Are you really into attractive hands?
A-NEO-039	NEO	64.66	97.30	32.65	58.24	85.37	27.12	0	0	0	卷成这样了	Rolling like this is already bad enough.	竞争已经这么激烈了	Competition has already become so fierce.	Has the competition really gotten this intense?
A-NEO-040	NEO	32.56	64.11	31.55	35.12	70.90	35.77	0	0	0	宝接昼吗	Is your baby boy or girl?	宝贝接受夏以昼相关的委托吗	Does the baby accept the commission related to Xia Yizhou?	Babe, do you take commissions for Caleb from Love and Deepspace?
A-NEO-041	NEO	90.19	98.37	8.17	82.82	63.85	-18.97	0	0	0	老师我也想要你	I also want you, teacher	卖家我也想要这个商品	I also want this product.	I want one too, please.
A-NEO-042	NEO	90.75	98.88	8.13	64.02	83.15	19.13	0	0	0	第二捏~欢迎欢迎	Second one~ Welcome welcome	我是第二个~欢迎欢迎	I'm the second one~ Welcome, welcome!	I'm second—welcome, welcome!
A-NEO-043	NEO	63.03	96.25	33.21	72.15	83.33	11.18	0	100	100	敦门永恒！	Dunmen eternal!	永远支持蒋敦豪！	Always support Jiang Dunhao!	Team Jiang Dunhao forever!
A-NEO-044	NEO	58.58	74.30	15.72	47.84	83.52	35.67	0	0	0	瓜哥三分爆头	Gua Ge three-point shot headshot	卡梅隆·安东尼投进了一记关键三分球	Cameron Anthony made a crucial three-pointer.	Melo drills a three-pointer!
A-NEO-045	NEO	86.85	75.81	-11.04	65.74	75.63	9.88	0	100	100	蹲蹲第一个羊羔毛外套的链接	Click on the first link for the sheepskin coat	等待第一个羊羔毛外套的链接	Wait for the link to the first lamb wool coat	Waiting for the link to the first shearling jacket.
A-NEO-046	NEO	31.22	61.31	30.09	43.09	67.57	24.48	0	100	100	接接接 借你吉言	Re-re-re, borrow your good words	我接受这份祝福 借你吉言	I accept this blessing, thank you.	Claiming it, claiming it, claiming it—thanks for the good wishes.
A-NEO-047	NEO	61.89	73.36	11.46	73.04	72.68	-0.35	0	0	0	瑶瑶公主，蹲蹲蹲蹲	Yao Yao Princess, sit down and squat down repeatedly	瑶瑶公主，一直在寻找	Princess Yao Yao, has been searching all along.	Still waiting for Princess Yaoyao.
A-NEO-048	NEO	59.36	85.27	25.91	41.81	59.34	17.54	0	100	100	啊呀蹲蹲现代狼尾张邈	Ah, modern wolf tail Zhang Miao crouching crouching	啊呀寻找现代狼尾张邈	Ah, seeking the modern wolf-tail Zhang Miao	Ah, waiting for modern wolf-cut Zhang Miao.
A-NEO-049	NEO	83.09	95.04	11.95	55.48	76.12	20.65	0	0	0	楼主的意思是“这就是他想来的地方”	"The楼主's meaning is ""This is where he wants to come"""	发帖人的意思是“这就是他想来的地方”	"The poster's meaning is ""This is where he wants to come."""	The OP means, “This is exactly where he wanted to come.”
A-NEO-050	NEO	61.50	100.00	38.50	59.05	82.89	23.84	0	100	100	05辽宁的	May 5th, Liaoning's	2005年出生，来自辽宁	Born in 2005, from Liaoning	Born in 2005, from Liaoning.
A-NEO-051	NEO	57.33	78.04	20.70	61.32	73.35	12.03	0	0	0	番禺 我司招聘前台。真实有效。🉑️滴滴	Panyu, my company is hiring a front desk staff. Genuine and valid. You can take a ride.	番禺 我司招聘前台。真实有效。可以私信联系	Panyu, our company is hiring a front desk staff. Genuine and valid. You can contact us via private message.	Our company in Panyu, Guangzhou, is hiring a receptionist. This is a genuine vacancy—DM me if interested.
A-NEO-052	NEO	78.51	96.17	17.66	50.74	82.98	32.24	0	0	0	嘤嘤嘤～～快回来	Squeaky～～Come back quickly	我很难过～～快回来	I'm really sad～～Come back soon	I'm so sad~~ Please come back soon.
A-NEO-053	NEO	24.40	85.88	61.48	38.08	68.60	30.52	0	100	100	我我我蹲蹲蹲	I I I crouch crouch crouch	我我我在这里等待	I am waiting here.	Me, me, me—waiting, waiting, waiting.
A-NEO-054	NEO	94.55	96.60	2.05	83.15	84.92	1.76	0	0	0	第三个我推	The third one I recommend	第三个我喜欢和支持的角色	The third character I like and support	The third one is my favorite character.
A-NEO-055	NEO	97.03	92.78	-4.25	43.69	84.48	40.79	0	0	0	！蹲蹲！	Wait for it!	！在这里等待！	Wait here!	Waiting here!
A-NEO-056	NEO	41.51	89.71	48.20	51.15	68.06	16.91	0	0	0	②没了哦，其他私	You're all set, no more, other private messages	第二件没了哦，其他私信咨询	The second one is gone, please consult via private message for others.	Item 2 is sold out. DM me about the others.
A-NEO-057	NEO	86.55	86.18	-0.38	55.15	78.06	22.91	0	100	100	宝宝羽绒服🔗！	Baby down jacket link!	宝宝羽绒服的购买链接！	Purchase link for baby down jackets!	Babe, please send me the link to this down jacket!
A-NEO-058	NEO	50.67	66.43	15.76	67.91	74.70	6.79	0	100	100	看预算，直接r1+r52+大三元最优	Look at the budget, directly r1 + r52 + big three yuan is the best option	看预算，直接r1+r52+三支恒定F2.8光圈的变焦镜头最优	Check the budget; directly choose R1 + R52 + three constant F2.8 zoom lenses.	It depends on your budget. The best setup is the R1, the R5 Mark II, and the holy trinity of constant-f/2.8 zoom lenses.
A-NEO-059	NEO	63.23	66.67	3.44	54.51	59.99	5.48	0	0	0	佛山日结禅城张槎30/小时 需要滴滴	Foshan daily paid job in Zhangcha, Chancheng, 30 yuan per hour, need Didi	佛山日结禅城张槎30/小时 需要私信联系	Foshan daily paid job in Zhangcha, Chancheng, 30 RMB per hour, need to contact via private message.	Same-day-pay job in Zhangcha, Chancheng District, Foshan: ¥30 per hour. DM if interested.
A-NEO-060	NEO	73.17	89.74	16.57	74.72	81.34	6.61	0	100	100	老外来之前不给我推这种视频	Foreigners don't push this kind of video to me before they come	老外来之前不给我推荐这种视频	Before the foreigners came, they didn't recommend this video to me.	The platform never recommended videos like this before foreign users arrived.
A-NEO-061	NEO	74.74	87.70	12.96	54.07	67.49	13.42	0	0	0	目前估7️⃣1️⃣0️⃣💼邮不包手续费	Currently estimated 710 💼 mail does not include handling fee	目前估7️⃣1️⃣0️⃣包邮不包手续费	Currently estimated at 710, including shipping but not handling fee	Currently asking ¥710, shipping included; transaction fees are not included.
A-NEO-062	NEO	55.17	94.57	39.40	43.21	71.69	28.48	0	0	0	蹲蹲拼320的	Sit and wait for the 320 deal	寻找一起拼单、共同分担320元费用的人	Looking for people to split the cost of 320 yuan together.	Looking for someone to join a ¥320 group buy with me.
A-NEO-063	NEO	84.65	97.39	12.73	73.18	83.41	10.23	0	100	100	ruby蹲蹲	ruby sits down	等待Ruby	Wait for Ruby	Waiting for Ruby.
A-NEO-064	NEO	52.56	66.29	13.73	58.47	71.40	12.93	0	100	100	新年衣有富贵香！🔍当妮留香珠	New Year clothes carry the fragrance of wealth and honor! 🔍 When妮 leaves scented pearls	新年衣服有富贵香！搜索当妮留香珠	New Year clothes have a rich and fragrant scent! Search for Danni's lingering fragrance pearls.	Give your New Year outfit a luxurious scent—search for Downy scent booster beads.
A-NEO-065	NEO	82.27	93.50	11.22	63.65	75.61	11.96	0	0	0	19配 35/1	19 pairs with 35/1	19号可配 35元一份	On the 19th, you can get a portion for 35 yuan.	No. 19 is available; ¥35 each.
A-NEO-066	NEO	36.16	64.80	28.65	42.28	47.77	5.49	0	0	0	狼青土松弟弟	Wolf grey soil loose younger brother	狼青土松公幼犬	Black and tan Chinese Spitz puppy	A male Chinese Wolfdog–local Songshi mix.
A-NEO-067	NEO	75.77	81.66	5.89	47.34	65.32	17.99	0	100	100	包姜晓的呀[doge]	Packed with Jiang Xiaoxiao's stuff, right? [doge]	肯定是姜晓的呀[doge]	Definitely Jiang Xiaohao's [doge]	Of course it's for Jiang Xiao. [doge]
A-NEO-068	NEO	60.74	94.64	33.90	56.81	73.67	16.86	0	0	0	借楼蹲！！！	Borrow a building to squat!!!	借用评论区寻找！！！	Look for it in the comments section!!!	Borrowing the comments—looking for this!!!
A-NEO-069	NEO	77.90	93.70	15.80	78.20	73.70	-4.50	0	100	100	我！要！原！图！关啦	I want the original image! Turn it off!	我！要！原！图！已经关注你了	I! Want! Original! Image! I've already followed you!	I! Want! The! Original! Image! I've followed you.
A-NEO-070	NEO	92.41	98.17	5.77	77.78	82.76	4.98	0	0	0	蹲一下🐍	Take a break🐍	在这里等待一下🐍	Wait here a moment 🐍	Waiting here for a bit 🐍
A-NEO-071	NEO	91.73	98.16	6.42	57.16	71.68	14.53	0	100	100	蹲反馈。甜不甜	Give feedback. Is it sweet?	等待反馈。甜不甜	Wait for the feedback. Is it sweet or not?	Waiting for feedback. Is it sweet?
A-NEO-072	NEO	26.36	91.30	64.94	54.96	69.33	14.36	0	0	0	什么刀子都有[doge]	What knives are there not? [doge]	什么让人难过的情节都有[doge]	What a sad plot there is [doge]	It has every kind of heartbreaking twist [doge].
A-NEO-073	NEO	91.19	99.12	7.93	82.48	85.61	3.13	0	0	0	笑爆了	Laughing out loud	太好笑了	That's too funny.	That's hilarious.
A-NEO-074	NEO	75.75	85.33	9.59	68.28	75.05	6.77	0	100	100	冷知识： #小孩也可以学水袖 所以中国文化永不可少。	Cold knowledge: #Children can also learn water sleeves, so Chinese culture is always indispensable.	小知识： #小孩也可以学水袖 所以中国文化永不可少。	Fun fact: #Children can also learn water sleeves, so Chinese culture is indispensable.	Fun fact: #KidsCanLearnWaterSleevesToo. That’s why Chinese culture will always be essential.
