uid	category	xcomet_noisy	xcomet_clean	xcomet_d	kiwi_noisy	kiwi_clean	kiwi_d	nta_noisy	nta_clean	nta_d	src_noisy	hyp_noisy	src_clean	hyp_clean	ref_en
A-NEO-006	NEO	65.29	82.12	16.83	46.60	64.92	18.32	0	100	100	不在鱼上了吗	Aren't you on the fish anymore?	不在闲鱼上了吗	Aren't you on Xianyu anymore?	Aren't you selling it on Xianyu anymore?
A-NEO-007	NEO	71.77	93.89	22.12	82.36	79.93	-2.43	0	0	0	巴拉巴拉说的啥	What is Balabala saying?	说了这么多，到底在说什么	After saying so much, what are you actually trying to say?	After all that rambling, what are you even talking about?
A-NEO-008	NEO	86.53	99.96	13.43	55.37	80.18	24.80	0	0	0	这是老广啊	This is the old Guangzhou folks.	这是广东本地人啊	This is a local from Guangdong.	That's a true Guangdong local.
A-NEO-009	NEO	59.86	87.42	27.56	55.33	57.94	2.61	0	100	100	交?已关[doge]	Delivery? Already closed [doge]	互相关注?已经关注[doge]	Mutual follow? Already followed [doge]	Want to be mutuals? I have already followed you. [doge]
A-NEO-010	NEO	64.25	97.99	33.74	52.62	83.39	30.77	0	0	0	多的不说，给我中中中	Don't talk too much, just give me the middle one.	多的不说，希望我能中奖	I won't say much more, I just hope I can win the prize.	Enough talk—hope I win!
A-NEO-011	NEO	67.36	90.78	23.41	61.96	74.16	12.21	0	0	0	五！老！师！我！想！你！了！	Five! Old! Teacher! I! Miss! You!	五条悟老师我！想！你！了！	Teacher Gojo! I! Miss! You!	Gojo-sensei! I miss you!
A-NEO-012	NEO	92.97	91.66	-1.30	74.06	72.83	-1.23	100	0	-100	杭州现货，价格美丽	Hangzhou spot market, attractive price	杭州现货，价格很划算	Hangzhou spot market, the price is very cost-effective.	In stock in Hangzhou at a great price.
A-NEO-013	NEO	75.22	71.20	-4.01	68.95	69.59	0.65	0	0	0	318走🐟（24/6生产日期）	318 Walk 🐟 (Production Date: 24/6)	318通过闲鱼交易（24/6生产日期）	318 transaction via Xianyu (manufacturing date 24/6)	¥318 via Xianyu (manufactured in June 2024).
A-NEO-014	NEO	87.80	95.60	7.80	69.48	76.92	7.44	0	100	100	蹲了很久[doge]	Sat for a long time [doge]	等了很久[doge]	Waited for a long time [doge]	I've been waiting a long time [doge].
A-NEO-015	NEO	76.14	96.00	19.86	38.67	82.68	44.01	0	100	100	蹲蹲哈哈	Dun dun ha ha	在这里等候哈哈	Wait here, haha.	Waiting, waiting, haha.
A-NEO-016	NEO	74.55	58.18	-16.37	67.74	49.48	-18.26	0	100	100	3.0下配套的限时常驻自选池子呀	The limited-time permanent self-select pool accompanying version 3.0.	3.0下半期配套的限时常驻自选卡池呀	The limited-time gacha pool for the second half of version 3.0!	It’s the limited-time permanent-character selector banner that comes with the second half of Version 3.0.
A-NEO-017	NEO	60.28	65.42	5.13	65.67	69.92	4.25	0	100	100	体育西路，珠江新城可带，3号线都可以带	Tiyu West Road, Zhujiang New Town can be covered, Line 3 can also be covered.	体育西路，珠江新城可交付，3号线都可以交付	Tiyu West Road, Zhujiang New Town can be delivered, Line 3 can also be delivered.	I can meet at Tiyu Xilu, Zhujiang New Town, or anywhere along Guangzhou Metro Line 3.
A-NEO-018	NEO	62.49	63.87	1.38	78.37	67.92	-10.45	0	0	0	老六，666	Old Six, 666	出其不意的人，太厉害了	The person who struck unexpectedly is too formidable.	You little schemer—well played!
A-NEO-019	NEO	74.83	74.24	-0.59	45.56	53.65	8.09	0	100	100	直接多少，🐟跳转不了	Directly how much, 🐟 can't jump to	直接多少，闲鱼跳转不了	How much exactly, I can't redirect to Xianyu.	How much for it directly? I can’t open the Xianyu link.
A-NEO-020	NEO	44.80	87.14	42.35	38.99	42.36	3.37	0	100	100	这个❤️是🐴扁	This ❤️ is a horse's flatulence.	这个点赞是骗来的	This like was bought.	That like was obtained by tricking people.
A-NEO-021	NEO	77.40	91.68	14.28	74.15	77.55	3.41	0	100	100	重庆，九龙坡蹲	Chongqing, Jiulongpo District	重庆，九龙坡寻找本地卖家	Chongqing, Jiulongpo looking for local sellers	Looking for a local seller in Jiulongpo, Chongqing.
A-NEO-022	NEO	92.84	85.41	-7.43	79.76	73.33	-6.43	0	0	0	宝宝黄色毛衣有链接吗	Do you have a link for the baby yellow sweater?	宝贝黄色毛衣有链接吗	Does the baby yellow sweater have a link?	Babe, do you have a link to the yellow sweater?
A-NEO-023	NEO	78.97	89.77	10.80	53.29	80.46	27.17	0	0	0	耳朵动起来好可爱啊QQ弹弹	Your ears moving are so cute and bouncy QQ.	耳朵动起来好可爱啊柔软又有弹性	It's so cute when your ears move, they're soft and elastic.	The way its ears wiggle is so cute—they look soft and bouncy.
A-NEO-024	NEO	45.97	65.89	19.92	55.23	74.50	19.28	0	0	0	许愿温迪伴生金温迪宝宝保佑我	Wish for a companion Windwaker, Golden Windwaker Baby to bless me.	希望抽到温迪和他的专属武器温迪宝宝保佑我	Hope to draw Wenyi and his exclusive weapon Wenyi Baby to bless me.	Manifesting Venti and his signature weapon—Venti, please bless my pulls!
A-NEO-025	NEO	84.77	88.31	3.53	50.59	68.20	17.61	0	100	100	无盒200出	No box 200 out	无盒200出售	No box 200 for sale	No original box; selling for ¥200.
A-NEO-026	NEO	89.82	96.24	6.42	82.22	84.51	2.29	0	0	0	接出血停止，积血消失，宝宝健康平安出生。	The bleeding stopped, the accumulated blood disappeared, and the baby was born healthy and safely.	希望出血停止，积血消失，宝宝健康平安出生。	Hope the bleeding stops, the accumulated blood disappears, and the baby is born healthy and safely.	Praying that the bleeding stops, the hematoma disappears, and the baby is born safe and healthy.
A-NEO-027	NEO	66.15	71.01	4.85	71.01	70.77	-0.24	100	100	0	卡皮巴拉土豆豚12星座插画头像表情包原创	Capibara Potato Pig 12 Zodiac Illustration Avatar Emoji Original	卡皮巴拉12星座插画头像表情包原创	Capibara 12 Zodiac Illustration Avatar Emoji Original	Original capybara zodiac illustrations for profile pictures and stickers.
A-NEO-028	NEO	81.45	98.63	17.18	49.35	79.84	30.49	0	100	100	台州本地蹲蹲	Taizhou local netizen	台州寻找本地卖家	Looking for local sellers in Taizhou	Looking for a local seller in Taizhou.
A-NEO-029	NEO	74.60	93.71	19.11	58.69	79.05	20.36	0	0	0	已私，求图，谢谢	Private, seek map, thank you.	已经发私信了，想要图片，谢谢	Already sent a private message, want the picture, thank you.	I've sent you a DM. Could I get the picture? Thanks.
A-NEO-030	NEO	63.24	75.92	12.68	46.18	74.58	28.40	0	100	100	滴我滴我[doge]	Drip me drip me [doge]	私信我私信我[doge]	Message me, message me [doge]	DM me, DM me. [doge]
A-NEO-031	NEO	77.00	90.68	13.68	40.16	82.20	42.04	0	0	0	！！！！同担啊！！！！！	!!!!Same担!!!!!!	！！！！喜欢同一个偶像的人啊！！！！！	!!!! People who like the same idol !!!!!	We’re fans of the same idol!!!!!
A-NEO-032	NEO	83.93	78.70	-5.23	64.44	54.44	-10.00	0	0	0	雀魂 和 for the king+1	Mahjong and for the king+1	雀魂 和 for the king，我也是	Mahjong and For the King, I am also.	Mahjong Soul and For the King—same here!
A-NEO-033	NEO	51.47	93.98	42.51	61.54	75.21	13.67	0	0	0	人不开心，也要咪哄	If a person is not happy, they still have to pretend to be okay.	人不开心，也要让猫咪哄	If a person is not happy, the cat should comfort them.	Even when you're feeling down, let a cat cheer you up.
A-NEO-034	NEO	85.09	96.56	11.47	55.47	77.05	21.58	0	100	100	➕吗宝宝	Plus, baby?	互相加好友吗宝宝	Add each other as friends, baby?	Babe, want to add each other as friends?
A-NEO-035	NEO	87.86	83.69	-4.18	70.88	66.85	-4.03	0	100	100	蹲蹲，南南新年快乐	Sit down, Nannan, Happy New Year!	在这里等待，南南新年快乐	Wait here, Happy New Year, Nana.	Waiting here. Happy New Year, Nannan!
A-NEO-036	NEO	87.87	95.64	7.77	79.51	80.50	0.99	0	100	100	蹲蹲，好可爱啊	Crouch down, so cute!	在这里等待，好可爱啊	Wait here, it's so cute.	Waiting here—this is so cute!
A-NEO-037	NEO	100.00	93.66	-6.34	82.30	85.52	3.21	0	0	0	我去，这个帅啊	Wow, this is so cool.	天啊，这个帅啊	Oh my god, he's so handsome!	Whoa, this is so cool!
A-NEO-038	NEO	73.98	97.76	23.78	77.13	84.42	7.29	0	0	0	你是手控吗？	Are you a hand controller?	你是特别喜欢好看的手的人吗？	Are you someone who particularly likes people with good-looking hands?	Are you really into attractive hands?
A-NEO-039	NEO	72.20	98.97	26.77	59.54	85.01	25.47	0	0	0	卷成这样了	It's all messed up like this.	竞争已经这么激烈了	The competition has already become so intense.	Has the competition really gotten this intense?
A-NEO-040	NEO	36.61	62.87	26.26	45.23	71.21	25.98	0	0	0	宝接昼吗	Bao jie zhou ma?	宝贝接受夏以昼相关的委托吗	Will the baby accept the commission related to Xia Yizhou?	Babe, do you take commissions for Caleb from Love and Deepspace?
A-NEO-041	NEO	89.52	93.02	3.50	85.04	82.93	-2.11	0	100	100	老师我也想要你	Teacher, I also want you.	卖家我也想要这个商品	Seller, I also want this product.	I want one too, please.
A-NEO-042	NEO	82.81	97.36	14.56	60.18	81.28	21.10	0	0	0	第二捏~欢迎欢迎	Second pinch~ Welcome welcome	我是第二个~欢迎欢迎	I'm the second one~ Welcome welcome!	I'm second—welcome, welcome!
A-NEO-043	NEO	55.40	96.30	40.90	61.78	78.93	17.14	0	100	100	敦门永恒！	Everlasting Gate!	永远支持蒋敦豪！	Forever support Jiang Dunhao!	Team Jiang Dunhao forever!
A-NEO-044	NEO	56.13	91.96	35.82	58.18	85.01	26.84	0	100	100	瓜哥三分爆头	Gua's three-pointer hit the head.	卡梅隆·安东尼投进了一记关键三分球	Carmelo Anthony hit a crucial three-pointer.	Melo drills a three-pointer!
A-NEO-045	NEO	85.70	85.14	-0.56	61.71	76.53	14.82	0	100	100	蹲蹲第一个羊羔毛外套的链接	Check the link to the first sheepskin coat.	等待第一个羊羔毛外套的链接	Wait for the link to the first lambskin coat.	Waiting for the link to the first shearling jacket.
A-NEO-046	NEO	36.28	64.16	27.88	42.19	78.57	36.38	0	100	100	接接接 借你吉言	Keep it up, may your words bring good fortune.	我接受这份祝福 借你吉言	I accept this blessing. Thank you for your kind words.	Claiming it, claiming it, claiming it—thanks for the good wishes.
A-NEO-047	NEO	59.98	72.65	12.67	63.52	74.37	10.84	0	0	0	瑶瑶公主，蹲蹲蹲蹲	Princess Yao Yao, squat squat squat squat	瑶瑶公主，一直在寻找	Princess Yao Yao has been searching all along.	Still waiting for Princess Yaoyao.
A-NEO-048	NEO	71.30	88.71	17.41	53.81	56.00	2.19	0	0	0	啊呀蹲蹲现代狼尾张邈	Ah, crouch down, modern wolf tail Zhang Miao.	啊呀寻找现代狼尾张邈	Ah, searching for modern wolf-tail Zhang Miao.	Ah, waiting for modern wolf-cut Zhang Miao.
A-NEO-049	NEO	94.81	93.66	-1.15	65.72	77.34	11.62	100	0	-100	楼主的意思是“这就是他想来的地方”	"The original poster's meaning is ""This is the place he wanted to come to."""	发帖人的意思是“这就是他想来的地方”	"The poster's intention is ""This is the place he wanted to come to."""	The OP means, “This is exactly where he wanted to come.”
A-NEO-050	NEO	78.15	100.00	21.85	71.87	82.89	11.02	100	100	0	05辽宁的	05 Liaoning	2005年出生，来自辽宁	Born in 2005, from Liaoning	Born in 2005, from Liaoning.
A-NEO-051	NEO	64.80	82.15	17.34	69.88	73.53	3.65	0	0	0	番禺 我司招聘前台。真实有效。🉑️滴滴	Panyu, our company is hiring a front desk staff. Genuine and valid. Can use Didi.	番禺 我司招聘前台。真实有效。可以私信联系	Panyu, our company is hiring a front desk staff. Genuine and valid. Please contact me via private message.	Our company in Panyu, Guangzhou, is hiring a receptionist. This is a genuine vacancy—DM me if interested.
A-NEO-052	NEO	86.69	97.38	10.69	77.50	83.49	5.99	0	100	100	嘤嘤嘤～～快回来	Eeeeee... Come back quickly.	我很难过～～快回来	I'm so sad～～Come back soon.	I'm so sad~~ Please come back soon.
A-NEO-053	NEO	25.99	85.88	59.88	41.47	68.60	27.13	0	100	100	我我我蹲蹲蹲	I I I squat squat squat	我我我在这里等待	I am waiting here.	Me, me, me—waiting, waiting, waiting.
A-NEO-054	NEO	94.55	97.04	2.49	83.15	85.47	2.31	0	0	0	第三个我推	The third one I recommend	第三个我喜欢和支持的角色	The third character I like and support.	The third one is my favorite character.
A-NEO-055	NEO	90.03	92.78	2.75	82.45	84.48	2.03	0	0	0	！蹲蹲！	Hey, crouch down!	！在这里等待！	Wait here!	Waiting here!
A-NEO-056	NEO	81.98	89.71	7.73	69.98	68.06	-1.91	0	0	0	②没了哦，其他私	② Gone, the rest is private.	第二件没了哦，其他私信咨询	The second one is gone, please consult via private message for others.	Item 2 is sold out. DM me about the others.
A-NEO-057	NEO	84.89	88.01	3.12	63.21	74.56	11.35	0	100	100	宝宝羽绒服🔗！	Baby Down Jacket 🔗!	宝宝羽绒服的购买链接！	Baby down jacket purchase link!	Babe, please send me the link to this down jacket!
A-NEO-058	NEO	62.05	84.12	22.07	70.06	78.15	8.09	0	0	0	看预算，直接r1+r52+大三元最优	Look at the budget, R1 + R52 + Big Three is the best option.	看预算，直接r1+r52+三支恒定F2.8光圈的变焦镜头最优	Looking at the budget, the optimal choice is r1 + r52 + three zoom lenses with a constant F2.8 aperture.	It depends on your budget. The best setup is the R1, the R5 Mark II, and the holy trinity of constant-f/2.8 zoom lenses.
A-NEO-059	NEO	58.73	62.99	4.25	54.15	60.04	5.90	0	0	0	佛山日结禅城张槎30/小时 需要滴滴	Foshan daily settlement, Chancheng Zhangcha 30/hour, need Didi.	佛山日结禅城张槎30/小时 需要私信联系	Foshan daily settlement, Chancheng Zhangcha 30/hour, please contact via private message.	Same-day-pay job in Zhangcha, Chancheng District, Foshan: ¥30 per hour. DM if interested.
A-NEO-060	NEO	81.42	72.01	-9.40	75.44	73.74	-1.70	0	100	100	老外来之前不给我推这种视频	Don't show me this kind of video before the foreigners come.	老外来之前不给我推荐这种视频	Don't recommend this kind of video to me before the foreigners come.	The platform never recommended videos like this before foreign users arrived.
A-NEO-061	NEO	73.00	78.99	5.99	50.91	62.08	11.18	0	100	100	目前估7️⃣1️⃣0️⃣💼邮不包手续费	Currently estimated 710 mail does not include handling fees	目前估7️⃣1️⃣0️⃣包邮不包手续费	Currently estimated 710 free shipping, no handling fee included.	Currently asking ¥710, shipping included; transaction fees are not included.
A-NEO-062	NEO	45.86	91.76	45.91	39.35	76.19	36.83	0	100	100	蹲蹲拼320的	Dun Dun Pin 320	寻找一起拼单、共同分担320元费用的人	Looking for someone to split a group order and share the 320 yuan cost.	Looking for someone to join a ¥320 group buy with me.
A-NEO-063	NEO	63.56	97.39	33.83	71.65	83.41	11.76	0	100	100	ruby蹲蹲	Ruby squat squat	等待Ruby	Wait for Ruby	Waiting for Ruby.
A-NEO-064	NEO	64.58	59.27	-5.31	62.01	68.83	6.82	0	100	100	新年衣有富贵香！🔍当妮留香珠	New Year's Clothes Have the Fragrance of Wealth and Honor! 🔍 When Ni Ling Fragrance Pearl	新年衣服有富贵香！搜索当妮留香珠	New Year clothes have the fragrance of wealth and honor! Search for Dangni Lingxiang Zhu.	Give your New Year outfit a luxurious scent—search for Downy scent booster beads.
A-NEO-065	NEO	75.82	85.30	9.48	75.28	60.74	-14.54	0	0	0	19配 35/1	19 to 35/1	19号可配 35元一份	19th can be paired with 35 yuan per serving	No. 19 is available; ¥35 each.
A-NEO-066	NEO	72.19	63.64	-8.55	57.45	53.30	-4.15	0	0	0	狼青土松弟弟	Wolf Qingtu Song弟弟	狼青土松公幼犬	Wolf Qing Tu Song Gong puppy	A male Chinese Wolfdog–local Songshi mix.
A-NEO-067	NEO	77.09	92.10	15.01	46.68	74.70	28.02	0	100	100	包姜晓的呀[doge]	Covered by Jiang Xiao's ya [doge]	肯定是姜晓的呀[doge]	It's definitely Jiang Xiao's [doge]	Of course it's for Jiang Xiao. [doge]
A-NEO-068	NEO	62.25	94.46	32.21	50.98	73.80	22.82	0	0	0	借楼蹲！！！	Borrow the building to squat!!!	借用评论区寻找！！！	Look for it in the comment section!!!	Borrowing the comments—looking for this!!!
A-NEO-069	NEO	75.07	92.24	17.17	64.35	72.01	7.66	0	100	100	我！要！原！图！关啦	I! Want! The! Original! Photo! Off!	我！要！原！图！已经关注你了	I! Want! The! Original! Picture! Already followed you!	I! Want! The! Original! Image! I've followed you.
A-NEO-070	NEO	95.57	98.17	2.61	84.07	82.76	-1.30	0	0	0	蹲一下🐍	Crouch down 🐍	在这里等待一下🐍	Wait here a moment 🐍	Waiting here for a bit 🐍
A-NEO-071	NEO	92.11	96.89	4.79	49.47	72.41	22.94	0	100	100	蹲反馈。甜不甜	Check the feedback. Is it sweet?	等待反馈。甜不甜	Wait for feedback. Sweet or not?	Waiting for feedback. Is it sweet?
A-NEO-072	NEO	37.58	95.76	58.18	74.17	62.81	-11.36	0	0	0	什么刀子都有[doge]	There's a knife for every occasion [doge]	什么让人难过的情节都有[doge]	There's nothing more heartbreaking than that [doge]	It has every kind of heartbreaking twist [doge].
A-NEO-073	NEO	81.13	100.00	18.87	82.24	85.71	3.46	0	0	0	笑爆了	LMAO	太好笑了	That's so funny.	That's hilarious.
