uid	category	xcomet_noisy	xcomet_clean	xcomet_d	kiwi_noisy	kiwi_clean	kiwi_d	nta_noisy	nta_clean	nta_d	src_noisy	hyp_noisy	src_clean	hyp_clean	ref_en
A-HOM-011	HOM	51.69	76.04	24.36	33.98	56.47	22.49	0	100	100	啊啊啊啊啊豆儿康康我	Oh my god, Dou'er, please take care of me! (or a similar expression of desperate pleading/adoration towards someone named Dou'er)	啊啊啊啊啊豆儿看看我	Ah ah ah ah ah, Dou'er look at me!	Dou'er, take a look at me!!!
A-HOM-012	HOM	84.03	97.03	13.00	64.14	83.93	19.79	100	100	0	蟹蟹宝宝夸奖	Thank you, Baby Crab, for the compliment.	谢谢宝宝夸奖	Thank you, baby, for the compliment.	Thanks, babe, for the compliment.
A-HOM-013	HOM	90.06	100.00	9.94	86.79	85.85	-0.94	0	100	100	啊！谢谢劳斯！	Ah! Thank you, Ross!	啊！谢谢老师！	Ah! Thank you, teacher!	Ah, thank you, teacher!
A-HOM-014	HOM	30.97	72.83	41.86	42.20	57.07	14.87	100	100	0	大鸡毛（大金毛）	"Big feather (Big Golden Retriever) 

(Note: The phrase is a Chinese internet meme/slang. It literally translates to ""big chicken feather"" or ""big golden hair,"" but is often used to refer to a Golden Retriever, sometimes with humorous or suggestive connotations.)"	大金毛（大金毛）	Golden Retriever (Golden Retriever)	A big golden retriever (a big golden retriever).
A-HOM-015	HOM	97.60	99.00	1.40	82.80	85.10	2.30	0	0	0	每个月不用给chatgpt交20刀了	You no longer need to pay $20 a month for ChatGPT.	每个月不用给chatgpt交20美元了	You no longer need to pay $20 a month for ChatGPT.	Now I don’t have to pay ChatGPT $20 a month.
A-HOM-017	HOM	86.52	99.70	13.18	83.83	77.47	-6.36	0	100	100	这就是史	This is history.	这就是屎	This is shit.	This is literally shit.
A-NEO-253	NEO	88.19	84.74	-3.46	74.76	72.86	-1.90	100	0	-100	知道为什么他父母接受他是0还配合拍视频吗 原因竟是...	Do you know why his parents accepted him being zero and even cooperated with filming videos? The reason turned out to be...	知道为什么他父母接受他是受还配合拍视频吗 原因竟是...	Do you know why his parents accepted his sexuality and even cooperated in making videos? The reason is actually...	Do you know why his parents accept that he’s a bottom and even cooperate in making videos? The reason turns out to be...
A-HOM-019	HOM	89.57	90.28	0.71	74.10	75.83	1.73	100	100	0	固体香薰挂！！有7.8个香味都好特别 不是那种浓郁型的，挂在衣柜里淡淡的香灰常舒心！每次来小韩都要囤一堆！！！！	Solid perfume hangers!! There are 7 or 8 scents that are all very unique – not the strong, overpowering type. Hanging them in the closet gives off a light, pleasant fragrance that's really comforting! Every time I visit Xiao Han, I stock up on a bunch!	固体香薰挂！！有7.8个香味都好特别 不是那种浓郁型的，挂在衣柜里淡淡的香非常舒心！每次来小韩都要囤一堆！！！！	Solid perfume hangers!! There are 7 or 8 scents that are all really unique – not the strong, overpowering type. Hanging them in the closet gives off a light, pleasant fragrance that's very comforting! Every time I visit Xiao Han, I stock up on a bunch!	Solid fragrance hangers!! There are seven or eight scents, and every one is so unique. They’re not overpowering; hanging one in the wardrobe leaves a soft scent that feels incredibly soothing! I stock up on a bunch every time I visit Xiao Han!!!!
A-PYA-001	PYA	79.14	83.07	3.93	50.45	71.04	20.59	100	100	0	小窗口dd你吧	Little window DM you.	小窗口联系你吧	Contact me via the small window.	I'll DM you.
A-PYA-002	PYA	72.91	87.35	14.43	76.95	82.21	5.26	0	0	0	350 q安	350 yen.	350 QQ安卓区	350 QQ Android Zone	Offering ¥350 on the QQ Android server.
A-PYA-003	PYA	85.82	98.78	12.97	82.68	87.49	4.82	0	0	0	我喜欢你 CPDD	I like you CPDD.	我喜欢你 想和你谈恋爱	I like you and want to be in a relationship with you.	I like you—want to date?
A-PYA-004	PYA	65.61	94.98	29.37	46.00	78.54	32.53	0	0	0	好可爱cpdd...	So cute... (with some playful/internet slang)	好可爱想找对象...	So cute, I want a boyfriend/girlfriend...	So cute—looking for someone to date...
A-PYA-005	PYA	38.22	93.54	55.32	32.57	77.92	45.35	100	100	0	Chuan搭🔴⚪️红白配	"Chuan wearing red and white (color scheme/outfit). 

(Note: ""Chuan"" is likely a name, ""搭"" means ""to wear/to match,"" and ""🔴⚪️"" represents the red and white colors. ""红白配"" specifically refers to the red and white color combination, often associated with Japanese festivals or a classic, clean look.)"	穿搭🔴⚪️红白配	Outfit/styling: Red and white combination.	Outfit 🔴⚪️ red and white.
A-PYA-006	PYA	92.56	96.88	4.32	61.83	77.21	15.38	100	100	0	xhs是得加个翻译功能了	Xiaohongshu really needs to add a translation feature.	小红书是得加个翻译功能了	Xiaohongshu really needs to add a translation feature.	Xiaohongshu really needs to add a translation feature.
A-PYA-007	PYA	84.44	84.56	0.11	68.33	66.87	-1.46	100	100	0	愿逆风如解意，蛇年多挣RMB	May the headwinds be at your back, and may you earn lots of RMB in the Year of the Snake!	愿逆风如解意，蛇年多挣人民币	May the headwinds be at your back, and may you earn lots of RMB in the Year of the Snake!	May even the headwinds understand your wishes, and may you make lots of RMB in the Year of the Snake.
A-PYA-008	PYA	77.11	69.60	-7.51	78.57	53.82	-24.75	100	0	-100	说 WOC 和 NB 欢迎来中国旅游和交朋友	People who speak WOC and NB are welcome to travel and make friends in China.	说 我操 和 NB 欢迎来中国旅游和交朋友	"Saying ""wo cao"" and ""NB"" is welcome when coming to China to travel and make friends."	Just say “holy crap” and “awesome.” Welcome to China—come travel and make friends!
A-PYA-009	PYA	49.62	43.83	-5.79	57.16	48.15	-9.01	0	0	0	还是得看对口白话 对口白话兄弟yyds	Still gotta go with spoken language/vernacular; spoken language brothers are the best! (or, spoken language bros are amazing!)	还是得看对口白话 对口白话兄弟永远的神	"Still gotta go with authentic spoken language. Authentic spoken language brothers are forever gods. 

(Or, a more colloquial translation: Authentic spoken language is still the best. Authentic spoken language bros are the GOAT.)"	You’ve got to watch Duikou Baihua. The Duikou Baihua guys are the GOAT.
A-PYA-010	PYA	97.18	97.03	-0.16	77.69	78.42	0.74	0	0	0	一打开小红书发现变成国际版le	As soon as I opened Xiaohongshu, I found it had switched to the international version.	一打开小红书发现变成国际版了	As soon as I opened Xiaohongshu, I found it had been switched to the international version.	I opened Xiaohongshu and found it had turned into an international app.
A-PYA-011	PYA	25.60	86.12	60.52	50.53	51.76	1.23	100	100	0	💙15w左右女生建议入手的BBA二手车	"BMW, Audi, and Mercedes-Benz used cars recommended for women around 150-165cm (approximately 4'11"" - 5'5"") in height."	💙15万左右女生建议入手的BBA二手车	Around 150,000 yuan, recommended used BBA (BMW, Benz, Audi) cars for women.	💙 Recommended used BBA cars for women with a budget of around ¥150,000.
A-PYA-012	PYA	91.54	73.35	-18.19	67.51	70.54	3.03	100	0	-100	上次还有人说瘦的是P的 搞不懂根本搞不懂	Last time someone said the thinness was photoshopped. I just don't understand, I really don't understand.	上次还有人说瘦的是修图的 搞不懂根本搞不懂	Someone was just saying her weight loss was from editing photos. I just don't understand, I really don't understand.	Last time someone even said the slim look was photoshopped. I don’t get it—seriously, I just don’t.
A-NEO-001	NEO	50.27	58.94	8.67	38.08	45.03	6.95	0	0	0	中中中哦[doge]	"Wow wow wow oh [doge] 

(This attempts to capture the repetitive emphasis and the internet meme reference.)"	好好好哦[doge]	"So good, so good oh [doge] 

(or, a more colloquial and internet-aware translation)

Wow, this is really good! [doge]"	Okay, okay, okay [doge].
A-NEO-002	NEO	67.23	99.40	32.17	39.29	84.39	45.10	100	0	-100	噗哈哈哈还是你6666	Haha, you're amazing! / Haha, you're awesome! / Haha, you're the best! (with a strong sense of playful admiration)	噗哈哈哈还是你最厉害	Haha, you're still the best!	Pfft, hahaha—you're still the best!
A-NEO-003	NEO	90.90	83.62	-7.28	67.03	77.39	10.36	0	100	100	想到他们的“快乐水”	"Thinking of their ""happy water."""	想到他们的“可乐”	"Thinking of their ""Cola."""	Thinking about their so-called “happy water”—Coke.
A-NEO-004	NEO	17.11	22.24	5.13	26.19	42.34	16.15	0	0	0	来了中中中	"Here are a few possible translations, depending on context and intended meaning (as the original is highly informal and potentially slang):

* **Here he/she/it comes!** (Most literal, assuming ""来了"" means ""is coming"")
* **He/She/It's here!**
* **Coming, coming, coming!** (Emphasizing repeated arrival)
* **Here, here, here!** (Less common, but possible if used as an exclamation)

Given the repetition of ""中"", which can have various slang meanings, a more nuanced (and potentially vulgar) interpretation is possible, but I will avoid providing those without further context.  **I will provide the most common and generally acceptable translation:**

Here he/she/it comes!"	来了好好好	"Here comes! Great! Great! (or variations like: Wonderful! Wonderful!) 

(It's a very enthusiastic and informal greeting/acknowledgement, often used when someone arrives or something good happens.)"	I'm here—okay, okay, okay!
A-NEO-005	NEO	80.73	92.35	11.62	40.87	71.53	30.66	0	0	0	割肉？22年1.1买的，1.7算割肉吗	Selling at a loss? Bought it Jan 1, 2022, is selling on Jan 7 a loss?	亏本卖出？22年1.1买的，1.7算亏本卖出吗	Selling at a loss? Bought it in January 2022 for 1.1, is selling at 1.7 considered a loss?	Selling at a loss? I bought it for 1.1 in 2022; does selling at 1.7 really count as taking a loss?
A-NEO-006	NEO	75.28	82.12	6.84	50.99	64.92	13.93	0	100	100	不在鱼上了吗	Isn't it on the fish anymore?	不在闲鱼上了吗	Aren't you on Xianyu anymore?	Aren't you selling it on Xianyu anymore?
A-NEO-007	NEO	68.51	94.23	25.72	33.31	76.82	43.50	0	0	0	巴拉巴拉说的啥	What was babbling/mumbling on about?	说了这么多，到底在说什么	After all that talk, what are you even saying?	After all that rambling, what are you even talking about?
A-NEO-008	NEO	88.07	99.71	11.63	55.46	81.75	26.29	100	0	-100	这是老广啊	This is a true Cantonese person!	这是广东本地人啊	This is a local from Guangdong!	That's a true Guangdong local.
A-NEO-009	NEO	51.05	84.20	33.15	44.63	67.32	22.69	0	100	100	交?已关[doge]	"Transaction closed [doge] 

(or, more colloquially, Deal done [doge])"	互相关注?已经关注[doge]	Follow each other? Already following [doge]	Want to be mutuals? I have already followed you. [doge]
A-NEO-010	NEO	48.46	93.77	45.30	43.05	81.28	38.23	0	0	0	多的不说，给我中中中	"No need to say more, just give me the middle (of the road/average/mediocre). 

(Note: This phrase is often used in a gambling context, requesting a safe, middle-ground bet. It can also be used more generally to request something unremarkable or standard.)"	多的不说，希望我能中奖	No need to say more, I hope I can win a prize.	Enough talk—hope I win!
A-NEO-011	NEO	67.36	85.08	17.72	61.96	64.40	2.44	0	0	0	五！老！师！我！想！你！了！	Five! Old! Teacher! I! Miss! You!	五条悟老师我！想！你！了！	Gojo Satoru, it's me! I miss you!	Gojo-sensei! I miss you!
A-NEO-012	NEO	90.43	89.89	-0.54	73.55	78.32	4.77	0	0	0	杭州现货，价格美丽	Hangzhou in stock, beautiful price.	杭州现货，价格很划算	Hangzhou in stock, very good price.	In stock in Hangzhou at a great price.
A-NEO-013	NEO	36.61	71.23	34.62	39.74	75.71	35.97	0	100	100	318走🐟（24/6生产日期）	"318 Walk Fish (Production date: 24/6) 

(Note: ""走🐟"" is internet slang in China, often used to indicate a product is being sold or shipped quickly, and ""fish"" is a playful visual representation of ""fast"".)"	318通过闲鱼交易（24/6生产日期）	318 purchased via Xianyu (manufactured June 24th).	¥318 via Xianyu (manufactured in June 2024).
A-NEO-014	NEO	87.46	84.84	-2.62	43.14	51.28	8.13	100	100	0	蹲了很久[doge]	"Waited for a long time [doge] 

(or, depending on context, could be: I've been waiting for a long time [doge])"	等了很久[doge]	"Waited a long time [doge] 

(or, more naturally, depending on context)

Been waiting a long time [doge]"	I've been waiting a long time [doge].
A-NEO-015	NEO	41.66	94.97	53.31	46.09	81.85	35.75	0	100	100	蹲蹲哈哈	"Squatting and laughing haha. 

(Or, more colloquially, depending on context: Just chilling and laughing haha.)"	在这里等候哈哈	Wait here haha.	Waiting, waiting, haha.
A-NEO-016	NEO	75.68	58.63	-17.04	45.43	42.48	-2.95	0	0	0	3.0下配套的限时常驻自选池子呀	The 3.0 update comes with a limited-time standard banner! (or, a limited-time character selection pool!)	3.0下半期配套的限时常驻自选卡池呀	The limited-time standard banner accompanying version 3.0, finally! (or, The 3.0 update's limited-time standard banner is here!)	It’s the limited-time permanent-character selector banner that comes with the second half of Version 3.0.
A-NEO-017	NEO	77.10	54.07	-23.03	65.27	62.84	-2.43	0	100	100	体育西路，珠江新城可带，3号线都可以带	Ti Yu Xi Road, Zhujiang New Town is accessible, and Line 3 can also take you there.	体育西路，珠江新城可交付，3号线都可以交付	Tiyu West Road, Zhujiang New Town properties are deliverable, and properties along Line 3 are also deliverable.	I can meet at Tiyu Xilu, Zhujiang New Town, or anywhere along Guangzhou Metro Line 3.
A-NEO-018	NEO	49.76	77.41	27.66	38.15	70.84	32.69	0	0	0	老六，666	Sixth brother, awesome/amazing/well done! (or a general expression of praise/respect)	出其不意的人，太厉害了	The person who caught me by surprise is amazing.	You little schemer—well played!
A-NEO-019	NEO	57.95	70.54	12.59	47.62	45.36	-2.26	0	100	100	直接多少，🐟跳转不了	Directly how much, the fish/link doesn't redirect.	直接多少，闲鱼跳转不了	How much directly, can't jump through Xianyu.	How much for it directly? I can’t open the Xianyu link.
A-NEO-020	NEO	47.71	97.76	50.05	37.49	78.57	41.08	0	100	100	这个❤️是🐴扁	This ❤️ is Ma Bian.	这个点赞是骗来的	These likes were obtained by deception.	That like was obtained by tricking people.
A-NEO-021	NEO	22.43	92.56	70.13	30.78	78.21	47.42	0	0	0	重庆，九龙坡蹲	"Chongqing, Jiulongpo squat. 

(This is a slang phrase with a specific internet subculture meaning, often implying someone is in trouble or being monitored by police in the Jiulongpo district of Chongqing. A more nuanced translation, depending on context, could be: ""Chongqing, Jiulongpo – I'm in a tight spot."" or ""Chongqing, Jiulongpo – things are getting heated."")"	重庆，九龙坡寻找本地卖家	Chongqing, Jiulongpo seeking local sellers.	Looking for a local seller in Jiulongpo, Chongqing.
A-NEO-022	NEO	92.32	92.76	0.44	79.90	77.99	-1.90	0	0	0	宝宝黄色毛衣有链接吗	Does anyone have a link for the baby's yellow sweater?	宝贝黄色毛衣有链接吗	Do you have a link for the baby yellow sweater?	Babe, do you have a link to the yellow sweater?
A-NEO-023	NEO	89.08	93.25	4.17	50.19	74.70	24.51	0	100	100	耳朵动起来好可爱啊QQ弹弹	Those ears wiggling are so cute! So bouncy and squishy QQ.	耳朵动起来好可爱啊柔软又有弹性	Those ears moving are so cute, soft and bouncy!	The way its ears wiggle is so cute—they look soft and bouncy.
A-NEO-024	NEO	49.78	69.84	20.06	56.31	76.23	19.92	0	100	100	许愿温迪伴生金温迪宝宝保佑我	May Wishmaker Wendy and little golden Wendy bless me.	希望抽到温迪和他的专属武器温迪宝宝保佑我	Hope I pull Wendy and his signature weapon! Wendy baby, bless me!	Manifesting Venti and his signature weapon—Venti, please bless my pulls!
A-NEO-025	NEO	86.90	81.76	-5.13	66.37	52.76	-13.61	0	100	100	无盒200出	Boxless, 200 out.	无盒200出售	Boxed 200 for sale.	No original box; selling for ¥200.
A-NEO-026	NEO	89.46	97.38	7.92	81.26	82.85	1.60	0	100	100	接出血停止，积血消失，宝宝健康平安出生。	Bleeding stopped, the accumulated blood disappeared, and the baby was born healthy and safe.	希望出血停止，积血消失，宝宝健康平安出生。	Hoping the bleeding stops, the blood clot disappears, and the baby is born healthy and safe.	Praying that the bleeding stops, the hematoma disappears, and the baby is born safe and healthy.
A-NEO-027	NEO	71.15	83.26	12.11	69.65	66.05	-3.60	100	100	0	卡皮巴拉土豆豚12星座插画头像表情包原创	Capybara potato pig 12 zodiac sign illustrations, original emoji pack.	卡皮巴拉12星座插画头像表情包原创	Capybara zodiac illustrations, original avatar/expression pack.	Original capybara zodiac illustrations for profile pictures and stickers.
A-NEO-028	NEO	54.47	95.81	41.34	51.71	76.15	24.43	0	100	100	台州本地蹲蹲	Hang out in Taizhou for a bit.	台州寻找本地卖家	Taizhou looking for local sellers.	Looking for a local seller in Taizhou.
A-NEO-029	NEO	91.39	96.76	5.37	64.52	83.09	18.57	0	100	100	已私，求图，谢谢	DM'd, please send picture, thank you.	已经发私信了，想要图片，谢谢	I've already sent you a private message asking for the pictures, thank you.	I've sent you a DM. Could I get the picture? Thanks.
A-NEO-030	NEO	61.83	68.53	6.70	34.68	62.52	27.84	0	100	100	滴我滴我[doge]	Drip me, drip me.	私信我私信我[doge]	"DM me, DM me [doge] 

(or)

Message me, message me [doge]"	DM me, DM me. [doge]
A-NEO-031	NEO	50.89	91.50	40.61	36.90	81.97	45.07	100	0	-100	！！！！同担啊！！！！！	"Fellow fans!!/Same fandom!!/We support the same person!! 

(The level of excitement indicated by the exclamation points is also conveyed in the translation.)"	！！！！喜欢同一个偶像的人啊！！！！！	People who like the same idol!!!	We’re fans of the same idol!!!!!
A-NEO-032	NEO	84.21	86.75	2.54	69.60	71.57	1.97	0	0	0	雀魂 和 for the king+1	Mahjong Soul and For the King plus one.	雀魂 和 for the king，我也是	Mahjong Soul and For the King, I'm also into them.	Mahjong Soul and For the King—same here!
A-NEO-033	NEO	75.06	94.63	19.57	70.93	78.53	7.60	0	0	0	人不开心，也要咪哄	Even when people are unhappy, you should still try to cheer them up/comfort them.	人不开心，也要让猫咪哄	Even when people are sad, they should let their cats comfort them.	Even when you're feeling down, let a cat cheer you up.
A-NEO-034	NEO	50.71	96.97	46.26	55.04	80.27	25.23	0	100	100	➕吗宝宝	Is the baby okay?	互相加好友吗宝宝	Want to add each other as friends, baby?	Babe, want to add each other as friends?
A-NEO-035	NEO	84.97	83.27	-1.70	47.37	75.33	27.96	0	100	100	蹲蹲，南南新年快乐	Hang out for a bit, Nan Nan, Happy New Year!	在这里等待，南南新年快乐	Wait here, and Happy New Year, Nan Nan!	Waiting here. Happy New Year, Nannan!
A-NEO-036	NEO	77.40	98.66	21.26	67.01	79.70	12.70	0	100	100	蹲蹲，好可爱啊	"Squat down, so cute! 

(Or, depending on context, a more natural translation could be: ""Aww, so cute when it/he/she squats!"")"	在这里等待，好可爱啊	Waiting here is so cute!	Waiting here—this is so cute!
A-NEO-037	NEO	85.42	91.72	6.30	52.17	67.58	15.41	100	0	-100	我去，这个帅啊	"Wow, that's cool/handsome! 

(or, depending on context, a more emphatic: Whoa, that's awesome!)"	天啊，这个帅啊	"Oh my god, this is so cool! 

(or, depending on context, could also be: Wow, that's awesome! / Oh my god, that's hot!)"	Whoa, this is so cool!
A-NEO-038	NEO	86.86	98.10	11.23	65.53	84.83	19.31	0	0	0	你是手控吗？	Are you into manual stimulation?	你是特别喜欢好看的手的人吗？	Are you someone who particularly likes beautiful hands?	Are you really into attractive hands?
A-NEO-039	NEO	87.28	97.54	10.25	61.84	84.60	22.76	0	0	0	卷成这样了	It's gotten to this point.	竞争已经这么激烈了	The competition is already so fierce.	Has the competition really gotten this intense?
A-NEO-040	NEO	34.09	73.16	39.07	42.87	68.42	25.55	0	0	0	宝接昼吗	Are you accepting visitors today?	宝贝接受夏以昼相关的委托吗	Does Baby accept commissions related to Xia Yichu?	Babe, do you take commissions for Caleb from Love and Deepspace?
A-NEO-041	NEO	90.18	84.89	-5.29	85.76	67.21	-18.55	0	0	0	老师我也想要你	Teacher, I want you too.	卖家我也想要这个商品	I'm also a buyer and want this product.	I want one too, please.
A-NEO-042	NEO	86.10	98.57	12.47	66.14	82.81	16.67	0	0	0	第二捏~欢迎欢迎	Second pinch~ Welcome, welcome!	我是第二个~欢迎欢迎	I am the second one~ Welcome, welcome!	I'm second—welcome, welcome!
A-NEO-043	NEO	70.61	96.30	25.69	78.52	78.93	0.41	0	100	100	敦门永恒！	Tsukumo Forever!	永远支持蒋敦豪！	Forever support Jiang Dunhao!	Team Jiang Dunhao forever!
A-NEO-044	NEO	38.86	91.96	53.10	31.70	85.01	53.31	0	100	100	瓜哥三分爆头	"Guā gē sān fēn bàotóu translates to:

Brother Gua's three-point shots are often headshots. (or, more colloquially, Brother Gua is deadly with his three-pointers.)"	卡梅隆·安东尼投进了一记关键三分球	Carmelo Anthony hit a crucial three-pointer.	Melo drills a three-pointer!
A-NEO-045	NEO	83.29	85.65	2.37	58.19	73.06	14.88	0	100	100	蹲蹲第一个羊羔毛外套的链接	Can someone share a link to the first lambswool coat?	等待第一个羊羔毛外套的链接	Waiting for the link to the first lambswool coat.	Waiting for the link to the first shearling jacket.
A-NEO-046	NEO	33.72	52.71	18.98	41.10	71.91	30.81	0	100	100	接接接 借你吉言	May good fortune be with you.	我接受这份祝福 借你吉言	I accept this blessing, and may your good words bring me luck.	Claiming it, claiming it, claiming it—thanks for the good wishes.
A-NEO-047	NEO	57.21	81.31	24.10	70.75	74.17	3.42	0	0	0	瑶瑶公主，蹲蹲蹲蹲	Princess Yaoyao, squat, squat, squat, squat.	瑶瑶公主，一直在寻找	Princess Yaoyao has been searching all along.	Still waiting for Princess Yaoyao.
A-NEO-048	NEO	63.80	77.51	13.71	48.45	62.17	13.72	0	100	100	啊呀蹲蹲现代狼尾张邈	Oops, squat, modern wolf tail, Zhang Miao.	啊呀寻找现代狼尾张邈	Oh dear, seeking the modern Wolf Tail Zhang Miao.	Ah, waiting for modern wolf-cut Zhang Miao.
A-NEO-049	NEO	83.38	90.86	7.48	50.72	75.42	24.70	100	0	-100	楼主的意思是“这就是他想来的地方”	"The楼主 (host/original poster) means ""This is the place he wanted to come to."""	发帖人的意思是“这就是他想来的地方”	"The poster meant ""This is the place he wanted to come to."""	The OP means, “This is exactly where he wanted to come.”
A-NEO-050	NEO	67.24	99.79	32.55	53.85	82.20	28.34	0	100	100	05辽宁的	"Liaoning Province 2005 

(or, depending on context, could be ""05 from Liaoning"")"	2005年出生，来自辽宁	Born in 2005, from Liaoning.	Born in 2005, from Liaoning.
A-NEO-051	NEO	54.03	79.70	25.68	50.29	73.48	23.18	0	100	100	番禺 我司招聘前台。真实有效。🉑️滴滴	Panyu branch of our company is hiring a receptionist. Genuine and valid offer. Available for immediate contact/hire (via Didi - a ride-hailing app, implying quick response).	番禺 我司招聘前台。真实有效。可以私信联系	Panyu, our company is hiring a receptionist. Genuine and valid offer. Feel free to message me for contact information.	Our company in Panyu, Guangzhou, is hiring a receptionist. This is a genuine vacancy—DM me if interested.
A-NEO-052	NEO	93.58	98.69	5.11	75.23	84.28	9.05	100	100	0	嘤嘤嘤～～快回来	Sob, sob, sob～ Come back quickly!	我很难过～～快回来	I'm so sad—come back soon!	I'm so sad~~ Please come back soon.
A-NEO-053	NEO	46.74	82.61	35.87	60.03	68.84	8.81	0	100	100	我我我蹲蹲蹲	Me, me, me, squat, squat, squat.	我我我在这里等待	I, I, I am waiting here.	Me, me, me—waiting, waiting, waiting.
A-NEO-054	NEO	94.55	97.04	2.49	82.89	85.47	2.57	0	0	0	第三个我推	The third one I recommend.	第三个我喜欢和支持的角色	The third character I like and support.	The third one is my favorite character.
A-NEO-055	NEO	80.81	92.78	11.97	59.41	84.48	25.06	0	0	0	！蹲蹲！	"Wait a moment! / Hold on! / Just a sec! (depending on context, it can also mean ""Let me think..."")"	！在这里等待！	Wait here!	Waiting here!
A-NEO-056	NEO	63.13	93.32	30.19	42.86	76.69	33.84	0	0	0	②没了哦，其他私	It's gone/finished/all used up, and other private...	第二件没了哦，其他私信咨询	The second one is gone, please message me privately for other inquiries.	Item 2 is sold out. DM me about the others.
A-NEO-057	NEO	85.50	88.01	2.51	62.12	74.56	12.44	0	100	100	宝宝羽绒服🔗！	Baby down jacket!	宝宝羽绒服的购买链接！	Baby down jacket purchase link!	Babe, please send me the link to this down jacket!
A-NEO-058	NEO	70.74	79.85	9.11	74.68	81.35	6.67	0	0	0	看预算，直接r1+r52+大三元最优	Depending on the budget, R1 + R52 + the Grand Trio is the optimal choice.	看预算，直接r1+r52+三支恒定F2.8光圈的变焦镜头最优	Considering the budget, directly going with the R1 + R52 + three constant aperture f/2.8 zoom lenses is the optimal choice.	It depends on your budget. The best setup is the R1, the R5 Mark II, and the holy trinity of constant-f/2.8 zoom lenses.
A-NEO-059	NEO	43.93	64.12	20.19	58.31	61.16	2.85	0	100	100	佛山日结禅城张槎30/小时 需要滴滴	Foshan, daily settlement in Chancheng and Zhangcha, 30 yuan/hour, need Didi (ride-hailing).	佛山日结禅城张槎30/小时 需要私信联系	Foshan daily settlement, Chancheng Zhangcha, 30/hour. Please DM for contact.	Same-day-pay job in Zhangcha, Chancheng District, Foshan: ¥30 per hour. DM if interested.
