uid	category	severity	reasons	src_noisy	hyp_noisy
A-NEO-110	NEO	16.33	xcomet_noisy 91.0 but NTA miss	灭火器拿来出来就这样放在地上然后看着那个火继续烧，什么神操作？	Take the fire extinguisher out, put it on the ground, and just watch the fire continue to burn. What kind of move is that?
A-NEO-149	NEO	16.17	xcomet_noisy 92.3 but NTA miss	曼谷外卖别把我好吃晕了…	Bangkok delivery, don't make me eat so much...
A-NEO-034	NEO	15.57	xcomet_noisy 80.2 but NTA miss	➕吗宝宝	Plus, baby.
A-MIX-009	MIX	15.08	xcomet_noisy 83.2 but NTA miss	le｜我的故事是双女主	My story is a dual female lead.
A-NEO-049	NEO	14.60	xcomet_noisy 86.5 but NTA miss	楼主的意思是“这就是他想来的地方”	"The楼主 means ""This is where he wants to go."""
A-NEO-090	NEO	14.23	xcomet_noisy 95.5 but NTA miss	永远抄底	Always buy at the bottom.
A-NEO-122	NEO	13.82	xcomet_noisy 84.6 but NTA miss	杨幂同款新年拜年服穿搭~真的显白18岁	Yang Mi's New Year's greeting outfit style ~ really bright and youthful looking like 18 years old.
A-NEO-188	NEO	13.81	xcomet_noisy 87.4 but NTA miss	独居一人食🍓抹茶草莓牛乳和草莓三明治！	Alone, eating strawberry matcha milk and strawberry sandwich!
A-NEO-003	NEO	12.50	xcomet_noisy 91.9 but NTA miss	想到他们的“快乐水”	"Thinking of their ""happy water"""
A-NEO-145	NEO	11.88	xcomet_noisy 87.8 but NTA miss	这个建构我是真整不了一点	I can't really put this together.
A-PYA-005	PYA	11.75	xcomet_noisy 88.8 but NTA miss	Chuan搭🔴⚪️红白配	Chuan wears red and white.
A-NEO-113	NEO	11.72	xcomet_noisy 94.7 but NTA miss	需要我#互关吗，兄弟	Do I need to follow you back, bro?
A-HOM-013	HOM	11.03	xcomet_noisy 88.2 but NTA miss	啊！谢谢劳斯！	Ah! Thanks, Lou!
A-NEO-142	NEO	10.99	xcomet_noisy 80.0 but NTA miss	2025年🌟属于春节的氛围感美甲💅	2025 is the year of the Spring Festival atmosphere nails 💅
A-HOM-002	HOM	10.30	xcomet_noisy 92.5 but NTA miss	3Q 祝你新年快乐 🎊🐍	3Q Wishing you a happy new year 🎊🐍
A-NEO-241	NEO	10.25	xcomet_noisy 90.5 but NTA miss	姐妹们帮我看看这是本人还是网图	Sisters, please check if this is a real photo or a net photo.
A-NEO-057	NEO	9.93	xcomet_noisy 85.5 but NTA miss	宝宝羽绒服🔗！	Baby down jacket!
A-NEO-063	NEO	9.79	xcomet_noisy 88.5 but NTA miss	ruby蹲蹲	Ruby蹲蹲
A-NEO-067	NEO	9.78	xcomet_noisy 81.7 but NTA miss	包姜晓的呀[doge]	Bao Jiang Xiao's [doge]
A-NEO-163	NEO	9.72	xcomet_noisy 84.0 but NTA miss	鼓励你逆光上岸的励志文案	Encouraging motivational phrases that push you to rise against the light.
A-NEO-194	NEO	9.17	xcomet_noisy 93.3 but NTA miss	吉隆坡新晋网红餐厅•不得不试	Kuala Lumpur's New Trending Restaurant • Must Try
A-NEO-196	NEO	8.95	xcomet_noisy 95.0 but NTA miss	🇬🇧伦敦好吃的漂亮饭	London's delicious and beautiful food
A-NEO-209	NEO	8.60	xcomet_noisy 91.2 but NTA miss	在福州！找到了千与千寻同款汤屋！！	In Fuzhou! Found the same onsen as Spirited Away!!
A-NEO-060	NEO	8.28	xcomet_noisy 81.9 but NTA miss	老外来之前不给我推这种视频	The foreigners didn't push this video to me before.
A-NEO-055	NEO	8.12	xcomet_noisy 88.5 but NTA miss	！蹲蹲！	Dun dun!
A-NEO-240	NEO	7.82	xcomet_noisy 80.2 but NTA miss	怎么伦敦地铁也开始上演“春运现场”了，乌泱泱一大片人群！	"How can the London Underground also be playing out a ""Spring Festival travel rush"" scene with such a crowd!"
A-NEO-109	NEO	7.46	xcomet_noisy 90.2 but NTA miss	总发愁自己没客子，不知道怎么起号的可以戳戳我	Always worried about not having customers, if you don't know how to start a business, feel free to message me.
A-HOM-007	HOM	7.24	xcomet_noisy 86.3 but NTA miss	似吧我不拦你	Maybe I won't stop you.
A-NEO-161	NEO	7.06	xcomet_noisy 85.3 but NTA miss	MBTI各种眼神杀！你能接得住？	MBTI Eye Kill! Can you handle it?
A-NEO-023	NEO	6.82	xcomet_noisy 91.8 but NTA miss	耳朵动起来好可爱啊QQ弹弹	Oh, how cute it is when the ears move! QQ弹弹
A-PYA-004	PYA	6.73	xcomet_noisy 92.0 but NTA miss	好可爱cpdd...	So cute cpdd...
A-NEO-104	NEO	6.44	xcomet_noisy 97.4 but NTA miss	导航有的时候真的太坑了，没开过真的会很害怕	Navigation can be really frustrating sometimes, and if you've never used it before, it can be really scary.
A-HOM-010	HOM	6.43	xcomet_noisy 84.5 but NTA miss	啊啊啊啊给青兰ee吃	Ah ah ah ah, give Qinglan ee to eat.
A-NEO-253	NEO	6.18	xcomet_noisy 90.7 but NTA miss	知道为什么他父母接受他是0还配合拍视频吗 原因竟是...	Do you know why his parents accepted him and even cooperated in filming videos? The reason is...
A-MIX-056	MIX	5.79	xcomet_noisy 94.8 but NTA miss	想看看大家的iwatch表盘！	Want to see everyone's iWatch faces!
A-NEO-168	NEO	5.40	xcomet_noisy 92.2 but NTA miss	老外已经在学习中国话这个事情上 卷起来了	Foreigners have already gotten into the habit of learning Chinese.
A-NEO-143	NEO	5.24	xcomet_noisy 96.6 but NTA miss	我发现跳舞可以旺自己！！！	I found that dancing can bring good luck to myself!!!
A-HOM-003	HOM	5.17	xcomet_noisy 90.0 but NTA miss	我的玛雅太美了	My Maya is too beautiful.
A-NEO-100	NEO	5.05	xcomet_noisy 85.0 but NTA miss	我们信奉相同的教义；这里有个花哨的名字：万物有灵论者。我喜欢它😍 漂亮。新年快乐。牛逼！保重	We share the same beliefs; here's a fancy name for it: animism. I like it 😍 nice. Happy New Year. Nice job! Take care.
A-NEO-128	NEO	4.85	xcomet_noisy 92.7 but NTA miss	幸福到冒泡🫧	Happy to the brim! 🫧
A-NEO-252	NEO	4.78	xcomet_noisy 92.5 but NTA miss	这是哪套啊，怎么从未见过 这是又被偷跑了？	Which set is this? I've never seen it before. Is it another one that's been stolen?
A-NEO-173	NEO	4.22	xcomet_noisy 80.8 but NTA miss	桂林📍景点避坑｜去桂林前一定要看哦‼	Guilin 📍 Scenic Spot Tips | Definitely Read This Before Going to Guilin!
A-NEO-086	NEO	4.04	xcomet_noisy 83.2 but NTA miss	我可以用左脚踩右脚，再用右脚踩左脚，一直踩到天空！	I can step on my left foot with my right foot, then step on my right foot with my left foot, all the way to the sky!
A-NEO-189	NEO	3.96	xcomet_noisy 92.4 but NTA miss	哥哥上线后，一登陆两眼一黑……	After the older brother logged in, he immediately felt dizzy...
A-NEO-191	NEO	3.89	xcomet_noisy 92.2 but NTA miss	泉州探店｜好評多多的韓國料理店	Quanzhou Food Recommendation | Highly Recommended Korean Restaurant
A-NEO-169	NEO	3.68	xcomet_noisy 85.5 but NTA miss	🇯🇵 京都美食攻略 不踩雷 😋！	Japanese Food Guide: Don't Miss Out! 😋
A-NEO-085	NEO	3.51	xcomet_noisy 92.1 but NTA miss	这台词……放到某些作品里也不会有违和感吧	This line... wouldn't feel out of place in some works, right?
A-HOM-005	HOM	3.28	xcomet_noisy 90.9 but NTA miss	➗25家政 15洗衣  10洗车	25 housekeeping, 15 laundry, 10 car washing
A-NEO-186	NEO	3.27	xcomet_noisy 81.3 but NTA miss	干货🔥一次带你搞懂修容和古铜	Tips 🔥 Learn Everything About Contouring and Bronze Tone in One Go
A-NEO-070	NEO	2.70	xcomet_noisy 95.2 but NTA miss	蹲一下🐍	Crouch a moment 🐍
A-NEO-148	NEO	2.69	xcomet_noisy 82.2 but NTA miss	老夫子周边🥹	Old Master's Surroundings
A-NEO-029	NEO	2.48	xcomet_noisy 87.2 but NTA miss	已私，求图，谢谢	Private, request image, thanks.
A-NEO-171	NEO	2.33	xcomet_noisy 90.4 but NTA miss	‼️日本大阪USJ环球影城大攻略	‼️ Japan Osaka USJ Universal Studios Guide
A-NEO-037	NEO	2.32	xcomet_noisy 98.3 but NTA miss	我去，这个帅啊	Wow, that's cool.
A-MIX-036	MIX	2.24	xcomet_noisy 93.5 but NTA miss	🇺🇸🍽️｜纽约最适合date的餐厅出现了❗️	🇺🇸🍽️｜The best dating restaurant in New York has arrived!
A-NEO-132	NEO	2.22	xcomet_noisy 90.0 but NTA miss	零基础乍到书法新手村 我什么时候可以大成	A beginner's first steps into calligraphy - when can I become proficient?
A-NEO-154	NEO	2.22	xcomet_noisy 82.7 but NTA miss	春节倒计时🧨浅浅期待一下今年的年夜饭吧🧧	New Year's Eve Countdown 🧨 Let's look forward to this year's New Year's dinner 🧧
A-NEO-210	NEO	2.20	xcomet_noisy 80.8 but NTA miss	2024🇹🇭曼谷米其林摘星🌟之旅全攻略	2024 🇹🇭 Bangkok Michelin Star Guide 🌟 Tour Full Guide
A-NEO-238	NEO	2.15	xcomet_noisy 86.8 but NTA miss	发尾乱乱的有点二次元感	The ends are a bit anime-like.
A-NEO-203	NEO	2.04	xcomet_noisy 84.7 but NTA miss	谁说上海跨年没有仪式感，我给你拉爆	Who says the New Year in Shanghai lacks a sense of ceremony, I'll blow it up for you.
A-NEO-119	NEO	1.96	xcomet_noisy 86.3 but NTA miss	🔥这个神器有点东西啊❗️	This tool is something special! ❗
A-PYA-010	PYA	1.94	xcomet_noisy 97.0 but NTA miss	一打开小红书发现变成国际版le	As soon as I opened Xiaohongshu, it turned into the international version.
A-NEO-144	NEO	1.78	xcomet_noisy 86.7 but NTA miss	上海洛杉矶Long haul flight 带娃探险记	Shanghai to Los Angeles Long Haul Flight with Kids Adventure Story
A-NEO-127	NEO	1.72	xcomet_noisy 91.7 but NTA miss	巴塞罗那🇪🇸打折村出行指南	Barcelona Spain Discount Village Travel Guide
A-MIX-018	MIX	1.36	xcomet_noisy 90.2 but NTA miss	𝙡𝙞𝙫𝙚清清爽爽的幸福瞬间🐚🌾🍄‍🟫	Live the happy moments with a clear and fresh heart 🌺🌾🍄🟥
A-NEO-073	NEO	1.17	xcomet_noisy 91.5 but NTA miss	笑爆了	Laughter exploded.
A-MIX-054	MIX	1.11	xcomet_noisy 92.2 but NTA miss	75折买lulu真的不用找代购！	Get Lulu at 75% off - no need to find a reseller!
A-MIX-030	MIX	1.03	xcomet_noisy 89.8 but NTA miss	可以做天文介紹的視頻，或是 #ufo外星人 相關的視頻	Videos about astronomy or related to #ufo aliens.
A-NEO-193	NEO	0.68	xcomet_noisy 87.7 but NTA miss	全国首家｜Kangaroo🦘落地杭州！！！	National First | Kangaroo🦘 Launches in Hangzhou!!!
A-NEO-176	NEO	0.48	xcomet_noisy 90.4 but NTA miss	哭死❗️后悔没早点看到这篇马来西亚攻略🙏	Cry! Regret not seeing this Malaysia guide earlier.🙏
A-NEO-048	NEO	0.41	xcomet_noisy 80.6 but NTA miss	啊呀蹲蹲现代狼尾张邈	Ah, the modern wolf tail Zhang Miao.
A-NEO-166	NEO	0.30	xcomet_noisy 93.3 but NTA miss	晒出你在tiktok🇺🇸看到最好笑的抽象帖！🤣	Post the funniest abstract post you saw on TikTok 🇺🇸! 😄
A-NEO-036	NEO	0.21	xcomet_noisy 86.9 but NTA miss	蹲蹲，好可爱啊	Dun dun, that's so cute.
A-NEO-177	NEO	0.16	xcomet_noisy 90.9 but NTA miss	国内有没有商家能做这个饼干的平替啊！！！！	Are there any domestic merchants that can make a substitute for this cookie?!!!
A-NEO-181	NEO	0.15	xcomet_noisy 96.5 but NTA miss	Costco 是懂华人节日需求的	Costco understands the needs of Chinese festivals.
A-NEO-092	NEO	0.06	xcomet_noisy 85.1 but NTA miss	这本书在中国也是爆火，我也读完了。[ #飞吻R ]	This book is also a hit in China, and I've finished reading it. [Smile R]
