uid	category	severity	reasons	src_noisy	hyp_noisy
A-NEO-053	NEO	27.06	xcomet/kiwi Δ disagree by 27.1	我我我蹲蹲蹲	Me, me, me, squat, squat, squat.
A-HOM-014	HOM	26.99	xcomet/kiwi Δ disagree by 27.0	大鸡毛（大金毛）	"Big feather (Big Golden Retriever) 

(Note: The phrase is a Chinese internet meme/slang. It literally translates to ""big chicken feather"" or ""big golden hair,"" but is often used to refer to a Golden Retriever, sometimes with humorous or suggestive connotations.)"
A-MIX-002	MIX	26.34	xcomet/kiwi Δ disagree by 26.3; xcomet_noisy 84.1 but NTA miss	图fine秒mine[doge]	Picture fine, second mine [doge]
A-NEO-236	NEO	25.43	xcomet/kiwi Δ disagree by 25.4	全是大漏勺	It's all sieves/strainers. (Figuratively: Everything is full of holes/flaws; nothing can hold anything.)
A-NEO-043	NEO	25.28	xcomet/kiwi Δ disagree by 25.3	敦门永恒！	Tsukumo Forever!
A-NEO-168	NEO	25.10	xcomet/kiwi Δ disagree by 25.1	老外已经在学习中国话这个事情上 卷起来了	Foreigners are really getting competitive about learning Chinese.
A-NEO-130	NEO	24.57	xcomet/kiwi Δ disagree by 24.6	血脉觉醒！高颜值高能量水晶手串分享*8📿	Bloodline awakening! Sharing high-beauty, high-energy crystal bracelets *8 📿
A-NEO-068	NEO	24.38	xcomet/kiwi Δ disagree by 24.4	借楼蹲！！！	Borrowing the building to camp out!!! (or, more colloquially, Let's camp out here!)
A-HOM-009	HOM	23.48	xcomet/kiwi Δ disagree by 23.5	国际大厦比	International Building is taller than...
A-NEO-123	NEO	22.72	xcomet/kiwi Δ disagree by 22.7	沉浸式做4寸 周岁小蛋糕	Immersive 4-inch birthday cake making.
A-NEO-021	NEO	22.71	xcomet/kiwi Δ disagree by 22.7	重庆，九龙坡蹲	"Chongqing, Jiulongpo squat. 

(This is a slang phrase with a specific internet subculture meaning, often implying someone is in trouble or being monitored by police in the Jiulongpo district of Chongqing. A more nuanced translation, depending on context, could be: ""Chongqing, Jiulongpo – I'm in a tight spot."" or ""Chongqing, Jiulongpo – things are getting heated."")"
A-NEO-063	NEO	22.69	xcomet/kiwi Δ disagree by 22.7	ruby蹲蹲	"Ruby, squat squat. 

(This is a playful/cute way of saying Ruby is squatting or asking Ruby to squat, often used online with a sense of endearment or encouragement. The repetition emphasizes the action.)"
A-NEO-103	NEO	22.59	xcomet/kiwi Δ disagree by 22.6; xcomet_noisy 89.1 but NTA miss	网友的成功让人宫寒	"The success of others makes me feel a chill in my heart. 

(Or, more colloquially: Seeing others succeed makes me feel a pang of envy/insecurity.)"
A-MIX-006	MIX	22.48	xcomet/kiwi Δ disagree by 22.5	请你说英语，speeekyingyu	Please speak English, speaking English.
A-NEO-155	NEO	21.76	xcomet/kiwi Δ disagree by 21.8	香港铜锣湾西太后探店🪐｜多图预警	Hong Kong Causeway Bay Tai Hou Exploration 🪐 | Many Photos Ahead (or Photo Heavy Warning)
A-NEO-135	NEO	21.62	xcomet/kiwi Δ disagree by 21.6	RC绝美粉紫色缎面高跟鞋五折拿下	Get stunning rose-purple satin high heels for 50% off!
A-NEO-082	NEO	21.32	xcomet/kiwi Δ disagree by 21.3	天天收藏，从未开始	Collected daily, never begun.
A-PYA-012	PYA	21.22	xcomet/kiwi Δ disagree by 21.2	上次还有人说瘦的是P的 搞不懂根本搞不懂	Last time someone said the thinness was photoshopped. I just don't understand, I really don't understand.
A-NEO-030	NEO	21.14	xcomet/kiwi Δ disagree by 21.1	滴我滴我[doge]	Drip me, drip me.
A-NEO-034	NEO	21.03	xcomet/kiwi Δ disagree by 21.0	➕吗宝宝	Is the baby okay?
A-NEO-047	NEO	20.68	xcomet/kiwi Δ disagree by 20.7	瑶瑶公主，蹲蹲蹲蹲	Princess Yaoyao, squat, squat, squat, squat.
A-NEO-017	NEO	20.60	xcomet/kiwi Δ disagree by 20.6	体育西路，珠江新城可带，3号线都可以带	Ti Yu Xi Road, Zhujiang New Town is accessible, and Line 3 can also take you there.
A-MIX-044	MIX	20.60	xcomet/kiwi Δ disagree by 20.6	想大海和sun kissed life	Want the ocean and a sun-kissed life.
A-NEO-023	NEO	20.34	xcomet/kiwi Δ disagree by 20.3; xcomet_noisy 89.1 but NTA miss	耳朵动起来好可爱啊QQ弹弹	Those ears wiggling are so cute! So bouncy and squishy QQ.
A-NEO-069	NEO	20.06	xcomet/kiwi Δ disagree by 20.1	我！要！原！图！关啦	"I want the original picture! Close it! (or Shut it down!) 

(The repeated ""!"" emphasizes urgency and frustration - a common internet meme/expression in Chinese.)"
A-HOM-017	HOM	19.54	xcomet_noisy 86.5 but NTA miss	这就是史	This is history.
A-NEO-161	NEO	19.25	xcomet_noisy 95.2 but NTA miss	MBTI各种眼神杀！你能接得住？	MBTI types and their intense gazes! Can you handle it?
A-NEO-005	NEO	19.04	xcomet_noisy 80.7 but NTA miss	割肉？22年1.1买的，1.7算割肉吗	Selling at a loss? Bought it Jan 1, 2022, is selling on Jan 7 a loss?
A-NEO-177	NEO	18.92	xcomet_noisy 91.5 but NTA miss	国内有没有商家能做这个饼干的平替啊！！！！	Is there a domestic brand that makes a dupe for these cookies?!
A-NEO-003	NEO	17.64	xcomet_noisy 90.9 but NTA miss	想到他们的“快乐水”	"Thinking of their ""happy water."""
A-PYA-014	PYA	17.46	xcomet_noisy 84.2 but NTA miss	a萍五官挺好的	Ping has good facial features.
A-HOM-008	HOM	16.86	xcomet_noisy 80.9 but NTA miss	哈雷哈雷，欢迎欢迎热烈欢迎	Hooray, hooray, welcome, welcome, a warm welcome!
A-HOM-007	HOM	15.93	xcomet_noisy 86.2 but NTA miss	似吧我不拦你	Sounds good, go ahead.
A-NEO-173	NEO	14.26	xcomet_noisy 88.6 but NTA miss	桂林📍景点避坑｜去桂林前一定要看哦‼	Guilin📍Must-knows to avoid tourist traps | You definitely need to read this before going to Guilin‼
A-NEO-189	NEO	13.68	xcomet_noisy 94.1 but NTA miss	哥哥上线后，一登陆两眼一黑……	After my older brother logged on, everything went black…
A-NEO-041	NEO	13.26	xcomet_noisy 90.2 but NTA miss	老师我也想要你	Teacher, I want you too.
A-NEO-029	NEO	13.20	xcomet_noisy 91.4 but NTA miss	已私，求图，谢谢	DM'd, please send picture, thank you.
A-NEO-055	NEO	13.09	xcomet_noisy 80.8 but NTA miss	！蹲蹲！	"Wait a moment! / Hold on! / Just a sec! (depending on context, it can also mean ""Let me think..."")"
A-NEO-039	NEO	12.51	xcomet_noisy 87.3 but NTA miss	卷成这样了	It's gotten to this point.
A-NEO-045	NEO	12.51	xcomet_noisy 83.3 but NTA miss	蹲蹲第一个羊羔毛外套的链接	Can someone share a link to the first lambswool coat?
A-NEO-203	NEO	12.33	xcomet_noisy 88.4 but NTA miss	谁说上海跨年没有仪式感，我给你拉爆	Whoever says New Year's Eve in Shanghai lacks atmosphere, I'll show you a spectacular display.
A-NEO-109	NEO	12.08	xcomet_noisy 91.0 but NTA miss	总发愁自己没客子，不知道怎么起号的可以戳戳我	Always worrying about having no followers, and unsure how to gain traction? Feel free to reach out to me.
A-NEO-186	NEO	11.73	xcomet_noisy 90.7 but NTA miss	干货🔥一次带你搞懂修容和古铜	Essential tips 🔥 Understand contouring and bronzer once and for all.
A-NEO-207	NEO	11.07	xcomet_noisy 85.2 but NTA miss	🇺🇸留子自制巴斯克大成功！	Homemade Basque cheesecake by Liu Zi is a huge success!
A-HOM-013	HOM	10.88	xcomet_noisy 90.1 but NTA miss	啊！谢谢劳斯！	Ah! Thank you, Ross!
A-HOM-005	HOM	9.98	xcomet_noisy 86.0 but NTA miss	➗25家政 15洗衣  10洗车	Dividing 25 housekeeping services, 15 laundry services, and 10 car washing services.
A-NEO-057	NEO	9.93	xcomet_noisy 85.5 but NTA miss	宝宝羽绒服🔗！	Baby down jacket!
A-NEO-240	NEO	9.58	xcomet_noisy 86.7 but NTA miss	怎么伦敦地铁也开始上演“春运现场”了，乌泱泱一大片人群！	Even the London Underground is starting to look like a Chinese New Year travel rush scene, with a huge crowd of people!
A-NEO-193	NEO	9.45	xcomet_noisy 83.1 but NTA miss	全国首家｜Kangaroo🦘落地杭州！！！	"Nation's first｜Kangaroo🦘 lands in Hangzhou!!! 

(Or, more naturally: Kangaroo🦘 has arrived in Hangzhou – a first for the country!!!)"
A-NEO-154	NEO	9.31	xcomet_noisy 84.6 but NTA miss	春节倒计时🧨浅浅期待一下今年的年夜饭吧🧧	Let's lightly anticipate this year's New Year's Eve dinner! 🧨🧧 (or: New Year is just around the corner! 🧨 Let's get a little excited for this year's reunion dinner! 🧧)
A-NEO-099	NEO	9.21	xcomet_noisy 84.5 but NTA miss	哈哈哈哈那个 阿拉斯加的眼神 笑死我了	Hahaha, that look from Alaska is killing me with laughter!
A-NEO-191	NEO	9.13	xcomet_noisy 92.0 but NTA miss	泉州探店｜好評多多的韓國料理店	Quanzhou food exploration | Highly-rated Korean restaurant
A-MIX-065	MIX	8.68	xcomet_noisy 91.8 but NTA miss	把你的英语作业发给我。我会帮助你。#tiktokrefuge[话题]# #englishhomework[话题]#	Send me your English homework. I will help you.
A-NEO-025	NEO	8.48	xcomet_noisy 86.9 but NTA miss	无盒200出	Boxless, 200 out.
A-NEO-209	NEO	8.18	xcomet_noisy 96.8 but NTA miss	在福州！找到了千与千寻同款汤屋！！	In Fuzhou! I found the same bathhouse as in Spirited Away!!
A-PYA-003	PYA	8.15	xcomet_noisy 85.8 but NTA miss	我喜欢你 CPDD	I like you CPDD.
A-NEO-038	NEO	8.08	xcomet_noisy 86.9 but NTA miss	你是手控吗？	Are you into manual stimulation?
A-NEO-086	NEO	7.47	xcomet_noisy 83.4 but NTA miss	我可以用左脚踩右脚，再用右脚踩左脚，一直踩到天空！	I can step on my right foot with my left foot, then step on my left foot with my right foot, and keep stepping until I reach the sky!
A-NEO-145	NEO	7.18	xcomet_noisy 92.4 but NTA miss	这个建构我是真整不了一点	I really can't figure this construction out at all.
A-NEO-060	NEO	7.16	xcomet_noisy 82.5 but NTA miss	老外来之前不给我推这种视频	Don't show me this kind of video before the foreigner arrives.
A-NEO-187	NEO	7.00	xcomet_noisy 88.3 but NTA miss	敢不敢，晒一晒你的人中比例	Dare you, show us your philtrum ratio?
A-NEO-238	NEO	6.97	xcomet_noisy 93.3 but NTA miss	发尾乱乱的有点二次元感	The slightly messy ends of her hair give off a bit of an anime/manga vibe.
A-MIX-009	MIX	6.93	xcomet_noisy 94.7 but NTA miss	le｜我的故事是双女主	My story has two female leads.
A-NEO-234	NEO	6.89	xcomet_noisy 80.2 but NTA miss	弹错了一丢丢，但先这样吧… #电吉他[话题]# #shoegaze[话题]#	Slightly off on the strumming, but let's go with it for now… #electricguitar[topic]# #shoegaze[topic]#
A-NEO-073	NEO	6.61	xcomet_noisy 91.7 but NTA miss	笑爆了	Burst out laughing.
A-NEO-026	NEO	6.32	xcomet_noisy 89.5 but NTA miss	接出血停止，积血消失，宝宝健康平安出生。	Bleeding stopped, the accumulated blood disappeared, and the baby was born healthy and safe.
A-MIX-056	MIX	5.79	xcomet_noisy 94.8 but NTA miss	想看看大家的iwatch表盘！	Want to see everyone's iWatch faces!
A-NEO-201	NEO	5.70	xcomet_noisy 90.6 but NTA miss	？ 谁允许你在海洋馆最经典景观只放一半水的	Who authorized you to only fill the most iconic exhibit at the aquarium halfway with water?
A-NEO-012	NEO	5.31	xcomet_noisy 90.4 but NTA miss	杭州现货，价格美丽	Hangzhou in stock, beautiful price.
A-NEO-127	NEO	5.08	xcomet_noisy 93.6 but NTA miss	巴塞罗那🇪🇸打折村出行指南	Barcelona 🇪🇸 Outlet Shopping Guide
A-NEO-188	NEO	4.63	xcomet_noisy 87.6 but NTA miss	独居一人食🍓抹茶草莓牛乳和草莓三明治！	Living alone and enjoying a strawberry matcha milk and a strawberry sandwich!
A-NEO-042	NEO	4.20	xcomet_noisy 86.1 but NTA miss	第二捏~欢迎欢迎	Second pinch~ Welcome, welcome!
A-NEO-119	NEO	3.94	xcomet_noisy 83.1 but NTA miss	🔥这个神器有点东西啊❗️	"This gadget is actually pretty amazing! 

(Or, depending on context: This thing is really something!)"
A-NEO-181	NEO	3.62	xcomet_noisy 89.7 but NTA miss	Costco 是懂华人节日需求的	Costco really understands the needs of Asian holidays.
A-NEO-171	NEO	3.29	xcomet_noisy 97.3 but NTA miss	‼️日本大阪USJ环球影城大攻略	Ultimate Guide to Universal Studios Japan in Osaka, Japan!
A-NEO-167	NEO	3.27	xcomet_noisy 94.7 but NTA miss	减肥四个月真的换了一个人！逆袭	Losing weight for four months really feels like becoming a new person! A total transformation.
A-NEO-140	NEO	3.15	xcomet_noisy 90.0 but NTA miss	这种健身又健脑的地方真的是牛马周末顶配	This place that's good for both fitness and brain health is truly the ultimate weekend destination.
A-NEO-149	NEO	2.83	xcomet_noisy 80.5 but NTA miss	曼谷外卖别把我好吃晕了…	"Don't let the Bangkok takeout knock me out with how delicious it is... 

(Or, a more colloquial translation: Bangkok delivery, please don't make me fall in love with the food!)"
A-NEO-252	NEO	2.50	xcomet_noisy 94.1 but NTA miss	这是哪套啊，怎么从未见过 这是又被偷跑了？	What set is this? I've never seen it before. Was this leaked again?
A-NEO-144	NEO	2.37	xcomet_noisy 85.5 but NTA miss	上海洛杉矶Long haul flight 带娃探险记	Shanghai to Los Angeles long-haul flight: An adventure with a baby.
A-NEO-022	NEO	2.34	xcomet_noisy 92.3 but NTA miss	宝宝黄色毛衣有链接吗	Does anyone have a link for the baby's yellow sweater?
A-NEO-142	NEO	2.32	xcomet_noisy 88.0 but NTA miss	2025年🌟属于春节的氛围感美甲💅	2025🌟 nail art💅 with a festive Chinese New Year vibe.
A-MIX-054	MIX	2.29	xcomet_noisy 84.3 but NTA miss	75折买lulu真的不用找代购！	Buying Lulu at 75% off really means you don't need a personal shopper!
A-NEO-243	NEO	2.17	xcomet_noisy 91.1 but NTA miss	约好在莱山上海滩附近贸易，当打开酒盖后，整个人麻了。怎么办？	We agreed to trade near Laishan Shanghai Beach, and when I opened the bottle, I was completely numb. What should I do?
A-HOM-003	HOM	2.15	xcomet_noisy 90.0 but NTA miss	我的玛雅太美了	My Maya is so beautiful.
A-NEO-196	NEO	2.01	xcomet_noisy 94.1 but NTA miss	🇬🇧伦敦好吃的漂亮饭	Delicious and beautiful restaurants in London.
A-NEO-085	NEO	1.95	xcomet_noisy 93.8 but NTA miss	这台词……放到某些作品里也不会有违和感吧	This line... wouldn't feel out of place in certain works, would it?
A-MIX-030	MIX	1.95	xcomet_noisy 84.1 but NTA miss	可以做天文介紹的視頻，或是 #ufo外星人 相關的視頻	Videos about astronomy introductions, or videos related to #UFOs and aliens.
A-NEO-194	NEO	1.94	xcomet_noisy 97.0 but NTA miss	吉隆坡新晋网红餐厅•不得不试	Kuala Lumpur's newest internet-famous restaurant – a must-try.
A-MIX-018	MIX	1.46	xcomet_noisy 85.9 but NTA miss	𝙡𝙞𝙫𝙚清清爽爽的幸福瞬间🐚🌾🍄‍🟫	Live a fresh and happy moment.
A-NEO-241	NEO	1.44	xcomet_noisy 94.3 but NTA miss	姐妹们帮我看看这是本人还是网图	Girls, help me see if this is a picture of me or one found online.
A-NEO-151	NEO	1.43	xcomet_noisy 84.6 but NTA miss	美白亮肤的神！一篇教你谷雨光感套装怎么搭	The holy grail for whitening and brightening skin! A guide on how to mix and match the Guyu Radiant Set.
A-NEO-156	NEO	1.37	xcomet_noisy 92.4 but NTA miss	张艺兴太旺了 福星啊	Zhang Yixing is so popular/successful! He's a lucky star!
A-NEO-104	NEO	1.34	xcomet_noisy 97.0 but NTA miss	导航有的时候真的太坑了，没开过真的会很害怕	Navigation can be really misleading sometimes, and it's truly frightening if you've never used it before.
A-NEO-163	NEO	1.18	xcomet_noisy 94.1 but NTA miss	鼓励你逆光上岸的励志文案	Motivational copy encouraging you to swim against the current and reach the shore.
A-NEO-092	NEO	1.13	xcomet_noisy 94.0 but NTA miss	这本书在中国也是爆火，我也读完了。[ #飞吻R ]	This book is a huge hit in China too, and I've finished reading it. [ #blowingkissR ]
A-PYA-010	PYA	0.90	xcomet_noisy 97.2 but NTA miss	一打开小红书发现变成国际版le	As soon as I opened Xiaohongshu, I found it had switched to the international version.
A-HOM-015	HOM	0.90	xcomet_noisy 97.6 but NTA miss	每个月不用给chatgpt交20刀了	You no longer need to pay $20 a month for ChatGPT.
A-NEO-032	NEO	0.57	xcomet_noisy 84.2 but NTA miss	雀魂 和 for the king+1	Mahjong Soul and For the King plus one.
A-NEO-192	NEO	0.16	xcomet_noisy 94.0 but NTA miss	深圳｜夏日解压好去处☀，6大室内运动馆推荐	Shenzhen | Great places to de-stress this summer ☀, 6 indoor sports venues recommended.
A-NEO-115	NEO	0.11	xcomet_noisy 87.8 but NTA miss	🖤暗黑系甜酷风系列美甲，一出手就哇塞住！	Dark and edgy sweet-cool nail art series – stunning at first glance!
A-NEO-054	NEO	0.08	xcomet_noisy 94.5 but NTA miss	第三个我推	The third one I recommend.
A-NEO-166	NEO	0.01	xcomet_noisy 93.2 but NTA miss	晒出你在tiktok🇺🇸看到最好笑的抽象帖！🤣	Share the funniest abstract post you've seen on TikTok US!🤣
