uid	category	severity	reasons	src_noisy	hyp_noisy
A-HOM-011	HOM	20.56	xcomet/kiwi Δ disagree by 20.6	啊啊啊啊啊豆儿康康我	Ahhh, Dou'er, look at me!
A-NEO-130	NEO	20.28	xcomet/kiwi Δ disagree by 20.3	血脉觉醒！高颜值高能量水晶手串分享*8📿	Bloodline awakening! Sharing 8 high-value, high-energy crystal bracelets *8📿
A-NEO-184	NEO	20.04	xcomet/kiwi Δ disagree by 20.0; xcomet_noisy 83.0 but NTA miss	一次外向换来终生自闭只需一首猫步轻boom	One moment of extroversion can lead to a lifetime of introversion, all it takes is a single cat-boom.
A-NEO-003	NEO	19.47	xcomet_noisy 91.9 but NTA miss	想到他们的“快乐水”	"Thinking of their ""happy water"""
A-NEO-204	NEO	18.58	xcomet_noisy 81.6 but NTA miss	对喜欢的人消息轰炸，其他已读不回	Bombarding the person you like with messages, while leaving others on read without replying.
A-HOM-007	HOM	16.68	xcomet_noisy 97.0 but NTA miss	似吧我不拦你	I won't stop you.
A-NEO-207	NEO	16.44	xcomet_noisy 91.0 but NTA miss	🇺🇸留子自制巴斯克大成功！	American student successfully made Basque cheesecake!
A-NEO-168	NEO	15.93	xcomet_noisy 97.5 but NTA miss	老外已经在学习中国话这个事情上 卷起来了	Foreigners have already started to compete fiercely when it comes to learning Chinese.
A-NEO-029	NEO	15.80	xcomet_noisy 96.1 but NTA miss	已私，求图，谢谢	I've sent a private message, please send the picture, thank you.
A-PYA-004	PYA	15.29	xcomet_noisy 89.5 but NTA miss	好可爱cpdd...	So cute, CP, DM me...
A-HOM-002	HOM	14.89	xcomet_noisy 98.6 but NTA miss	3Q 祝你新年快乐 🎊🐍	Happy New Year! 🎊🐍
A-NEO-065	NEO	14.04	xcomet_noisy 84.0 but NTA miss	19配 35/1	19 matches 35/1
A-NEO-160	NEO	13.67	xcomet_noisy 84.7 but NTA miss	70kg脂包肌进入赛季	70kg of fat-wrapped muscle enters the season.
A-NEO-146	NEO	13.61	xcomet_noisy 95.8 but NTA miss	吹爆这四款美食收纳游戏🥳真的太好玩了🤤	These four food storage games are amazing! They're so much fun!
A-NEO-122	NEO	13.24	xcomet_noisy 88.9 but NTA miss	杨幂同款新年拜年服穿搭~真的显白18岁	Yang Mi's New Year's greetings outfit is really flattering and makes you look 18 years younger!
A-NEO-041	NEO	13.21	xcomet_noisy 90.2 but NTA miss	老师我也想要你	Teacher, I want you too.
A-NEO-036	NEO	12.97	xcomet_noisy 93.7 but NTA miss	蹲蹲，好可爱啊	So cute!
A-NEO-034	NEO	12.15	xcomet_noisy 85.1 but NTA miss	➕吗宝宝	Plus, baby?
A-HOM-008	HOM	12.10	xcomet_noisy 82.9 but NTA miss	哈雷哈雷，欢迎欢迎热烈欢迎	Haré Haré, welcome, welcome, a warm welcome!
A-NEO-199	NEO	11.45	xcomet_noisy 90.0 but NTA miss	吉隆坡超级无敌避雷的点！	Kuala Lumpur's ultimate must-avoid spots!
A-NEO-191	NEO	11.28	xcomet_noisy 89.1 but NTA miss	泉州探店｜好評多多的韓國料理店	Quanzhou Store Discovery | A Highly-Rated Korean Restaurant
A-NEO-051	NEO	11.17	xcomet_noisy 85.1 but NTA miss	番禺 我司招聘前台。真实有效。🉑️滴滴	Panyu: Our company is recruiting a receptionist. Genuine and valid. DM me.
A-MIX-009	MIX	11.14	xcomet_noisy 85.9 but NTA miss	le｜我的故事是双女主	le｜My story has two female leads.
A-NEO-054	NEO	11.10	xcomet_noisy 81.0 but NTA miss	第三个我推	My third favorite
A-NEO-002	NEO	10.88	xcomet_noisy 98.2 but NTA miss	噗哈哈哈还是你6666	Pfft, hahaha, you're still the best!
A-NEO-042	NEO	10.85	xcomet_noisy 85.8 but NTA miss	第二捏~欢迎欢迎	The second pinch~ Welcome, welcome!
A-NEO-186	NEO	10.82	xcomet_noisy 82.0 but NTA miss	干货🔥一次带你搞懂修容和古铜	Get ready to master contour and bronzer once and for all!
A-NEO-113	NEO	9.88	xcomet_noisy 93.9 but NTA miss	需要我#互关吗，兄弟	Do you need me to follow you back, bro?
A-NEO-119	NEO	9.82	xcomet_noisy 96.4 but NTA miss	🔥这个神器有点东西啊❗️	This gadget is pretty cool!
A-NEO-177	NEO	9.60	xcomet_noisy 84.0 but NTA miss	国内有没有商家能做这个饼干的平替啊！！！！	Is there any business domestically that can make a dupe for these cookies?!
A-NEO-071	NEO	9.16	xcomet_noisy 86.0 but NTA miss	蹲反馈。甜不甜	Squat for feedback. Sweet or not?
A-NEO-099	NEO	9.01	xcomet_noisy 82.8 but NTA miss	哈哈哈哈那个 阿拉斯加的眼神 笑死我了	Hahahaha, the look in that Alaskan's eyes is killing me.
A-NEO-196	NEO	8.98	xcomet_noisy 93.5 but NTA miss	🇬🇧伦敦好吃的漂亮饭	Delicious and beautiful restaurants in London
A-NEO-035	NEO	8.93	xcomet_noisy 85.3 but NTA miss	蹲蹲，南南新年快乐	Dundun, Nannan, Happy New Year!
A-NEO-188	NEO	8.38	xcomet_noisy 89.5 but NTA miss	独居一人食🍓抹茶草莓牛乳和草莓三明治！	Living alone, eating alone 🍓 Matcha strawberry milk and strawberry sandwich!
A-NEO-170	NEO	8.36	xcomet_noisy 92.5 but NTA miss	混血千金感必备灰色美瞳	Grey contact lenses are a must-have for that mixed-race heiress look.
A-NEO-140	NEO	8.19	xcomet_noisy 92.4 but NTA miss	这种健身又健脑的地方真的是牛马周末顶配	This kind of place, where you can exercise your body and mind, is truly the ultimate weekend experience.
A-NEO-154	NEO	8.18	xcomet_noisy 86.0 but NTA miss	春节倒计时🧨浅浅期待一下今年的年夜饭吧🧧	Chinese New Year countdown! I'm really looking forward to this year's New Year's Eve dinner.
A-HOM-013	HOM	7.60	xcomet_noisy 86.6 but NTA miss	啊！谢谢劳斯！	Ah! Thank you, Rolls!
A-NEO-149	NEO	7.45	xcomet_noisy 90.7 but NTA miss	曼谷外卖别把我好吃晕了…	Bangkok delivery, don't make me dizzy with deliciousness...
A-NEO-067	NEO	6.75	xcomet_noisy 84.3 but NTA miss	包姜晓的呀[doge]	It's Bao Jiangxiao's! [doge]
A-NEO-022	NEO	6.69	xcomet_noisy 94.3 but NTA miss	宝宝黄色毛衣有链接吗	Do you have a link for the baby's yellow sweater?
A-NEO-252	NEO	6.65	xcomet_noisy 93.8 but NTA miss	这是哪套啊，怎么从未见过 这是又被偷跑了？	Which set is this from? I've never seen it before. Has it been leaked again?
A-NEO-070	NEO	6.36	xcomet_noisy 88.7 but NTA miss	蹲一下🐍	Squat down a bit 🐍
A-HOM-003	HOM	6.33	xcomet_noisy 90.0 but NTA miss	我的玛雅太美了	My Maya is so beautiful.
A-PYA-005	PYA	6.07	xcomet_noisy 88.8 but NTA miss	Chuan搭🔴⚪️红白配	Chuan wears red and white.
A-NEO-052	NEO	5.96	xcomet_noisy 96.4 but NTA miss	嘤嘤嘤～～快回来	Please come back quickly.
A-NEO-209	NEO	5.92	xcomet_noisy 96.8 but NTA miss	在福州！找到了千与千寻同款汤屋！！	In Fuzhou! I found the same bathhouse as in Spirited Away!!
A-NEO-128	NEO	5.83	xcomet_noisy 95.4 but NTA miss	幸福到冒泡🫧	Bubbling with happiness.
A-NEO-210	NEO	5.78	xcomet_noisy 93.3 but NTA miss	2024🇹🇭曼谷米其林摘星🌟之旅全攻略	2024 Bangkok Michelin Star Journey: The Ultimate Guide
A-NEO-151	NEO	5.72	xcomet_noisy 85.8 but NTA miss	美白亮肤的神！一篇教你谷雨光感套装怎么搭	The secret to brighter skin! A guide to styling your Guyu Radiance Set
A-NEO-189	NEO	5.43	xcomet_noisy 88.3 but NTA miss	哥哥上线后，一登陆两眼一黑……	After my brother logged in, he was immediately dumbfounded/shocked...
A-NEO-108	NEO	5.10	xcomet_noisy 83.1 but NTA miss	又要威又要带头盔就是这种	You want to be impressive, but you also need to wear a helmet.
A-NEO-132	NEO	4.28	xcomet_noisy 91.9 but NTA miss	零基础乍到书法新手村 我什么时候可以大成	Starting from scratch in the calligraphy beginner's village, when can I achieve mastery?
A-NEO-135	NEO	4.23	xcomet_noisy 89.5 but NTA miss	RC绝美粉紫色缎面高跟鞋五折拿下	I got the stunning pink-purple satin high heels for half price.
A-NEO-057	NEO	4.20	xcomet_noisy 85.3 but NTA miss	宝宝羽绒服🔗！	Baby down jacket 🔗!
A-NEO-238	NEO	4.04	xcomet_noisy 88.5 but NTA miss	发尾乱乱的有点二次元感	The ends of her hair are a bit messy, giving her a two-dimensional, anime-like feel.
A-NEO-086	NEO	3.94	xcomet_noisy 80.7 but NTA miss	我可以用左脚踩右脚，再用右脚踩左脚，一直踩到天空！	I can step on my right foot with my left foot, then step on my left foot with my right foot, all the way until I reach the the sky!
A-NEO-012	NEO	3.91	xcomet_noisy 90.4 but NTA miss	杭州现货，价格美丽	Hangzhou in stock, beautiful price.
A-NEO-161	NEO	3.91	xcomet_noisy 91.1 but NTA miss	MBTI各种眼神杀！你能接得住？	MBTI: The various killer gazes! Can you handle them?
A-NEO-193	NEO	3.90	xcomet_noisy 93.2 but NTA miss	全国首家｜Kangaroo🦘落地杭州！！！	The first in the country | Kangaroo 🦘 lands in Hangzhou!!!
A-NEO-171	NEO	3.80	xcomet_noisy 81.2 but NTA miss	‼️日本大阪USJ环球影城大攻略	‼️Japan Osaka USJ Universal Studios Japan Ultimate Guide
A-NEO-206	NEO	3.77	xcomet_noisy 88.3 but NTA miss	闭眼剪都好看的男生夏天短发	A summer short haircut for men that looks good even with your eyes closed.
A-MIX-018	MIX	3.61	xcomet_noisy 80.8 but NTA miss	𝙡𝙞𝙫𝙚清清爽爽的幸福瞬间🐚🌾🍄‍🟫	Live, clean, and refreshing moments of happiness.
A-NEO-085	NEO	3.51	xcomet_noisy 97.3 but NTA miss	这台词……放到某些作品里也不会有违和感吧	These lines... wouldn't feel out of place in some works, would they?
A-HOM-010	HOM	3.33	xcomet_noisy 81.7 but NTA miss	啊啊啊啊给青兰ee吃	Ahhh, give it to Qinglan-ee to eat!
A-NEO-142	NEO	3.29	xcomet_noisy 93.0 but NTA miss	2025年🌟属于春节的氛围感美甲💅	2025 🌟 Chinese New Year-themed nails with a festive vibe 💅
A-NEO-240	NEO	3.00	xcomet_noisy 90.0 but NTA miss	怎么伦敦地铁也开始上演“春运现场”了，乌泱泱一大片人群！	"How come the London Underground is also starting to resemble a ""Spring Festival travel rush scene,"" with such a massive crowd of people!"
A-MIX-030	MIX	2.90	xcomet_noisy 89.2 but NTA miss	可以做天文介紹的視頻，或是 #ufo外星人 相關的視頻	Videos that introduce astronomy, or videos related to #ufoaliens.
A-NEO-092	NEO	2.59	xcomet_noisy 91.5 but NTA miss	这本书在中国也是爆火，我也读完了。[ #飞吻R ]	This book is also incredibly popular in China, and I've finished reading it.
A-NEO-243	NEO	2.34	xcomet_noisy 87.5 but NTA miss	约好在莱山上海滩附近贸易，当打开酒盖后，整个人麻了。怎么办？	We agreed to trade near the Laishan Beach in Shanghai. When I opened the wine bottle, I was completely stunned. What should I do?
A-NEO-063	NEO	2.34	xcomet_noisy 85.9 but NTA miss	ruby蹲蹲	Ruby is squatting.
A-NEO-234	NEO	1.98	xcomet_noisy 87.4 but NTA miss	弹错了一丢丢，但先这样吧… #电吉他[话题]# #shoegaze[话题]#	Made a tiny mistake, but it'll do for now... #ElectricGuitar #shoegaze
A-NEO-061	NEO	1.63	xcomet_noisy 86.8 but NTA miss	目前估7️⃣1️⃣0️⃣💼邮不包手续费	Currently estimated at 710, excluding shipping and handling fees.
A-NEO-143	NEO	1.62	xcomet_noisy 91.2 but NTA miss	我发现跳舞可以旺自己！！！	I've found that dancing can really boost my energy/spirit!
A-NEO-026	NEO	1.61	xcomet_noisy 92.8 but NTA miss	接出血停止，积血消失，宝宝健康平安出生。	After the bleeding stops and the hematoma disappears, the baby will be born healthy and safe.
A-NEO-194	NEO	1.51	xcomet_noisy 92.8 but NTA miss	吉隆坡新晋网红餐厅•不得不试	Kuala Lumpur's New Trendy Restaurant: A Must-Try
A-NEO-241	NEO	1.49	xcomet_noisy 95.5 but NTA miss	姐妹们帮我看看这是本人还是网图	Ladies, help me see if this is a real person or an online picture.
A-NEO-181	NEO	1.33	xcomet_noisy 96.5 but NTA miss	Costco 是懂华人节日需求的	Costco understands the needs of Chinese festivals.
A-NEO-144	NEO	1.29	xcomet_noisy 90.9 but NTA miss	上海洛杉矶Long haul flight 带娃探险记	Shanghai-Los Angeles Long-haul Flight: An Adventure with Kids
A-PYA-010	PYA	1.25	xcomet_noisy 97.3 but NTA miss	一打开小红书发现变成国际版le	As soon as I opened Xiaohongshu, I found it had become the international version.
A-HOM-005	HOM	1.13	xcomet_noisy 89.7 but NTA miss	➗25家政 15洗衣  10洗车	25 for home services, 15 for laundry, 10 for car wash
A-HOM-015	HOM	0.96	xcomet_noisy 98.2 but NTA miss	每个月不用给chatgpt交20刀了	No need to pay $20 for ChatGPT every month anymore.
A-NEO-011	NEO	0.89	xcomet_noisy 89.0 but NTA miss	五！老！师！我！想！你！了！	Teacher Wu! I miss you!
A-NEO-192	NEO	0.85	xcomet_noisy 92.1 but NTA miss	深圳｜夏日解压好去处☀，6大室内运动馆推荐	Shenzhen | Great Places to Unwind This Summer ☀, 6 Indoor Sports Venues Recommended
A-PYA-003	PYA	0.74	xcomet_noisy 95.2 but NTA miss	我喜欢你 CPDD	I like you CPDD
A-NEO-203	NEO	0.68	xcomet_noisy 95.7 but NTA miss	谁说上海跨年没有仪式感，我给你拉爆	Who says New Year's Eve in Shanghai lacks a sense of occasion? I'll prove you wrong!
A-NEO-163	NEO	0.53	xcomet_noisy 83.9 but NTA miss	鼓励你逆光上岸的励志文案	Motivational copy that encourages you to come ashore against the light.
A-NEO-104	NEO	0.52	xcomet_noisy 91.4 but NTA miss	导航有的时候真的太坑了，没开过真的会很害怕	Navigation can be really tricky sometimes; if you haven't driven it before, it can be quite intimidating.
A-NEO-032	NEO	0.13	xcomet_noisy 91.3 but NTA miss	雀魂 和 for the king+1	Mahjong Soul and For the King+1
A-NEO-166	NEO	0.08	xcomet_noisy 94.9 but NTA miss	晒出你在tiktok🇺🇸看到最好笑的抽象帖！🤣	Show us the funniest abstract posts you've seen on TikTok US! 🤣
A-NEO-107	NEO	0.01	xcomet_noisy 86.9 but NTA miss	原版在主页这条视频的上一条，淡淡人机感也是被姚润昊拿捏了	The original version is the one before this video on the homepage; the subtle sense of AI was also perfectly captured by Yao Runhao.
