uid	category	severity	reasons	src_noisy	hyp_noisy
A-NEO-108	NEO	16.79	xcomet_noisy 81.4 but NTA miss	又要威又要带头盔就是这种	Both wanting to be impressive and wearing a helmet – that's what it is.
A-HOM-002	HOM	15.87	xcomet_noisy 98.6 but NTA miss	3Q 祝你新年快乐 🎊🐍	Happy New Year! 🎊🐍
A-NEO-025	NEO	15.41	xcomet_noisy 96.0 but NTA miss	无盒200出	No box, $200.
A-NEO-160	NEO	15.26	xcomet_noisy 80.1 but NTA miss	70kg脂包肌进入赛季	70kg of fat and muscle entering the season.
A-NEO-119	NEO	14.30	xcomet_noisy 89.2 but NTA miss	🔥这个神器有点东西啊❗️	This gadget is something else!
A-NEO-146	NEO	14.22	xcomet_noisy 96.2 but NTA miss	吹爆这四款美食收纳游戏🥳真的太好玩了🤤	These four food storage games are amazing! So much fun! 🤤
A-HOM-007	HOM	13.13	xcomet_noisy 86.4 but NTA miss	似吧我不拦你	Looks like you want to, I won't stop you.
A-NEO-036	NEO	12.97	xcomet_noisy 93.7 but NTA miss	蹲蹲，好可爱啊	So cute!
A-NEO-164	NEO	12.28	xcomet_noisy 98.2 but NTA miss	缅北为什么没有拐卖新加坡和日本人？	Why haven't there been reports of human trafficking of Singaporeans and Japanese people from Myanmar's northern border region?
A-NEO-157	NEO	12.15	xcomet_noisy 83.9 but NTA miss	妈耶🆘神仙阵容‼️孙艺珍❌池昌旭新剧爱了🔥	OMG! What a stellar cast! 🔥 Sun Ye-jin and Lee Chang-wook's new drama is amazing!
A-NEO-109	NEO	11.93	xcomet_noisy 92.3 but NTA miss	总发愁自己没客子，不知道怎么起号的可以戳戳我	Always worried about not having customers, unsure how to start? Feel free to reach out to me.
A-NEO-193	NEO	11.80	xcomet_noisy 80.5 but NTA miss	全国首家｜Kangaroo🦘落地杭州！！！	First in China｜Kangaroo🦘 Lands in Hangzhou!!!
A-NEO-070	NEO	11.73	xcomet_noisy 87.2 but NTA miss	蹲一下🐍	Squat down 🐍
A-NEO-041	NEO	11.02	xcomet_noisy 90.2 but NTA miss	老师我也想要你	Teacher, I want you too.
A-NEO-135	NEO	10.90	xcomet_noisy 86.4 but NTA miss	RC绝美粉紫色缎面高跟鞋五折拿下	RC absolutely stunning lavender satin high heels, now 50% off.
A-NEO-122	NEO	10.56	xcomet_noisy 89.7 but NTA miss	杨幂同款新年拜年服穿搭~真的显白18岁	Yang Mi's New Year's outfit – it really makes you look 18 years younger!
A-NEO-173	NEO	10.13	xcomet_noisy 89.4 but NTA miss	桂林📍景点避坑｜去桂林前一定要看哦‼	Guilin travel pitfalls/things to avoid｜You definitely need to see this before you go to Guilin‼
A-NEO-060	NEO	10.03	xcomet_noisy 90.3 but NTA miss	老外来之前不给我推这种视频	Before the foreigner arrived, they didn't show me videos like this.
A-NEO-201	NEO	9.97	xcomet_noisy 97.1 but NTA miss	？ 谁允许你在海洋馆最经典景观只放一半水的	Who authorized you to only fill half the water in the aquarium's most iconic display?
A-HOM-013	HOM	9.45	xcomet_noisy 86.6 but NTA miss	啊！谢谢劳斯！	Ah! Thank you, Rolls!
A-PYA-010	PYA	8.65	xcomet_noisy 97.0 but NTA miss	一打开小红书发现变成国际版le	As soon as I opened Xiaohongshu, it turned into the international version.
A-NEO-238	NEO	8.53	xcomet_noisy 92.5 but NTA miss	发尾乱乱的有点二次元感	The split ends are a bit messy and give off a slightly anime/manga vibe.
A-NEO-188	NEO	8.47	xcomet_noisy 87.6 but NTA miss	独居一人食🍓抹茶草莓牛乳和草莓三明治！	Living alone and enjoying a strawberry matcha milk and a strawberry sandwich!
A-NEO-169	NEO	8.26	xcomet_noisy 85.9 but NTA miss	🇯🇵 京都美食攻略 不踩雷 😋！	Kyoto food guide – guaranteed to avoid disappointments!
A-NEO-057	NEO	7.95	xcomet_noisy 85.5 but NTA miss	宝宝羽绒服🔗！	Baby down jacket!
A-NEO-126	NEO	7.85	xcomet_noisy 98.7 but NTA miss	大连最适合浪费生命的地方……	The best place in Dalian to waste your life...
A-NEO-003	NEO	7.19	xcomet_noisy 91.4 but NTA miss	想到他们的“快乐水”	"Thinking about their ""happy water."""
A-MIX-065	MIX	7.09	xcomet_noisy 91.7 but NTA miss	把你的英语作业发给我。我会帮助你。#tiktokrefuge[话题]# #englishhomework[话题]#	Send me your English homework. I'll help you.
A-NEO-127	NEO	7.04	xcomet_noisy 91.3 but NTA miss	巴塞罗那🇪🇸打折村出行指南	Barcelona 🇪🇸 Discount Village Travel Guide
A-MIX-009	MIX	7.03	xcomet_noisy 94.6 but NTA miss	le｜我的故事是双女主	My story features two female leads.
A-NEO-166	NEO	6.63	xcomet_noisy 83.8 but NTA miss	晒出你在tiktok🇺🇸看到最好笑的抽象帖！🤣	Share the funniest abstract TikToks you've seen in the US! 😂
A-NEO-199	NEO	6.26	xcomet_noisy 91.0 but NTA miss	吉隆坡超级无敌避雷的点！	Kuala Lumpur's ultimate no-go zones!
A-NEO-210	NEO	6.04	xcomet_noisy 81.9 but NTA miss	2024🇹🇭曼谷米其林摘星🌟之旅全攻略	2024 Bangkok Michelin-Starred Restaurant Guide
A-HOM-005	HOM	5.96	xcomet_noisy 91.4 but NTA miss	➗25家政 15洗衣  10洗车	25 housekeeping, 15 laundry, 10 car washes
A-HOM-008	HOM	5.94	xcomet_noisy 90.3 but NTA miss	哈雷哈雷，欢迎欢迎热烈欢迎	Hooray, hooray, a warm welcome!
A-PYA-004	PYA	5.91	xcomet_noisy 93.8 but NTA miss	好可爱cpdd...	So cute...
A-NEO-143	NEO	5.91	xcomet_noisy 96.9 but NTA miss	我发现跳舞可以旺自己！！！	I've found that dancing can bring good luck to myself!
A-NEO-144	NEO	5.84	xcomet_noisy 92.5 but NTA miss	上海洛杉矶Long haul flight 带娃探险记	Shanghai to Los Angeles Long-Haul Flight: An Adventure with Kids
A-NEO-252	NEO	5.27	xcomet_noisy 93.7 but NTA miss	这是哪套啊，怎么从未见过 这是又被偷跑了？	Which set is this? How have I never seen it before? Has it been leaked again?
A-NEO-012	NEO	5.14	xcomet_noisy 93.8 but NTA miss	杭州现货，价格美丽	Hangzhou in-stock, beautiful prices.
A-NEO-110	NEO	4.97	xcomet_noisy 85.0 but NTA miss	灭火器拿来出来就这样放在地上然后看着那个火继续烧，什么神操作？	The fire extinguisher was brought out and just placed on the ground, then we watched the fire continue to burn. What kind of ridiculous move was that?
A-NEO-073	NEO	4.62	xcomet_noisy 91.7 but NTA miss	笑爆了	Burst out laughing.
A-NEO-194	NEO	4.45	xcomet_noisy 92.8 but NTA miss	吉隆坡新晋网红餐厅•不得不试	New hotspot restaurant in Kuala Lumpur • A must-try
A-HOM-003	HOM	4.19	xcomet_noisy 90.0 but NTA miss	我的玛雅太美了	My Maya is so beautiful.
A-NEO-008	NEO	4.04	xcomet_noisy 97.9 but NTA miss	这是老广啊	This is a true Guangzhou native.
A-MIX-018	MIX	3.92	xcomet_noisy 92.2 but NTA miss	𝙡𝙞𝙫𝙚清清爽爽的幸福瞬间🐚🌾🍄‍🟫	Fresh and delightful moments of happiness.
A-MIX-042	MIX	3.66	xcomet_noisy 86.6 but NTA miss	i人在首尔住到了本命酒店！明洞！值哭😭	I finally stayed at my favorite hotel in Seoul! Myeongdong! It's so good I want to cry! 😭
A-NEO-133	NEO	3.49	xcomet_noisy 93.8 but NTA miss	今日份晒澳白珍珠戒指	Today's post: Australian white pearl ring.
A-NEO-186	NEO	3.46	xcomet_noisy 84.4 but NTA miss	干货🔥一次带你搞懂修容和古铜	Essential tips🔥 to understand contouring and bronzing at once.
A-NEO-001	NEO	3.36	xcomet_noisy 95.6 but NTA miss	中中中哦[doge]	Oh, okay! [doge]
A-NEO-181	NEO	3.02	xcomet_noisy 96.0 but NTA miss	Costco 是懂华人节日需求的	Costco understands the needs of Chinese holidays.
A-NEO-063	NEO	2.92	xcomet_noisy 88.2 but NTA miss	ruby蹲蹲	Ruby crouching.
A-NEO-167	NEO	2.79	xcomet_noisy 93.6 but NTA miss	减肥四个月真的换了一个人！逆袭	Losing weight for four months really changed me! A total transformation.
A-NEO-085	NEO	2.65	xcomet_noisy 93.1 but NTA miss	这台词……放到某些作品里也不会有违和感吧	This line... wouldn't feel out of place in some other works, would it?
A-NEO-071	NEO	2.62	xcomet_noisy 84.4 but NTA miss	蹲反馈。甜不甜	Feedback squat. Sweet or not?
A-NEO-253	NEO	2.38	xcomet_noisy 84.8 but NTA miss	知道为什么他父母接受他是0还配合拍视频吗 原因竟是...	Do you know why his parents accepted him being transgender and even helped him film videos? The reason is actually...
A-NEO-203	NEO	2.38	xcomet_noisy 90.6 but NTA miss	谁说上海跨年没有仪式感，我给你拉爆	Who says there's no festive feeling for New Year's in Shanghai? Let me show you.
A-NEO-189	NEO	2.25	xcomet_noisy 86.9 but NTA miss	哥哥上线后，一登陆两眼一黑……	As soon as his older brother logged on, he was immediately overwhelmed.
A-NEO-065	NEO	2.23	xcomet_noisy 87.2 but NTA miss	19配 35/1	19 pairs, 35/1
A-NEO-149	NEO	2.19	xcomet_noisy 88.5 but NTA miss	曼谷外卖别把我好吃晕了…	Don't give me so much delicious food from Bangkok delivery that I pass out…
A-NEO-191	NEO	1.89	xcomet_noisy 89.8 but NTA miss	泉州探店｜好評多多的韓國料理店	Quanzhou Food Exploration | A Korean restaurant with lots of good reviews
A-NEO-192	NEO	1.84	xcomet_noisy 96.2 but NTA miss	深圳｜夏日解压好去处☀，6大室内运动馆推荐	Shenzhen | Top 6 Indoor Sports Venues for Summer Relaxation ☀
A-NEO-037	NEO	1.70	xcomet_noisy 95.2 but NTA miss	我去，这个帅啊	Wow, he's handsome!
A-NEO-114	NEO	1.52	xcomet_noisy 94.0 but NTA miss	魔都惊艳的主厨餐桌，一生值得来一次！	A chef's table in the dazzling metropolis, worth experiencing once in a lifetime!
A-MIX-047	MIX	1.48	xcomet_noisy 80.4 but NTA miss	台北｜I人天堂有switch 跟按摩椅的高級貓咖	Taipei｜A cat cafe with Switch and a massage chair, a paradise for cat lovers.
A-NEO-142	NEO	1.45	xcomet_noisy 91.4 but NTA miss	2025年🌟属于春节的氛围感美甲💅	2025: Nail art capturing the festive atmosphere of Chinese New Year.
A-NEO-196	NEO	1.39	xcomet_noisy 96.6 but NTA miss	🇬🇧伦敦好吃的漂亮饭	Delicious and beautiful food in London.
A-NEO-241	NEO	1.31	xcomet_noisy 92.4 but NTA miss	姐妹们帮我看看这是本人还是网图	Sisters, can you help me see if this is a picture of me or a stock photo?
A-NEO-104	NEO	1.26	xcomet_noisy 92.5 but NTA miss	导航有的时候真的太坑了，没开过真的会很害怕	Navigation can be really awful sometimes; I'd be terrified if I hadn't used it before.
A-MIX-030	MIX	1.14	xcomet_noisy 87.0 but NTA miss	可以做天文介紹的視頻，或是 #ufo外星人 相關的視頻	Videos introducing astronomy, or videos related to #ufo and aliens.
A-HOM-015	HOM	0.98	xcomet_noisy 97.5 but NTA miss	每个月不用给chatgpt交20刀了	You don't need to pay $20 to ChatGPT every month anymore.
A-NEO-163	NEO	0.97	xcomet_noisy 84.5 but NTA miss	鼓励你逆光上岸的励志文案	Motivational copy encouraging you to reach the shore against the light.
A-PYA-003	PYA	0.90	xcomet_noisy 95.2 but NTA miss	我喜欢你 CPDD	I like you CPDD
A-NEO-171	NEO	0.87	xcomet_noisy 95.7 but NTA miss	‼️日本大阪USJ环球影城大攻略	‼️ Ultimate Guide to Universal Studios Japan (USJ) in Osaka, Japan
A-NEO-183	NEO	0.85	xcomet_noisy 99.1 but NTA miss	🇲🇾产品也可以火到中国！🔥	Malaysian products can also go viral in China! 🔥
A-NEO-132	NEO	0.80	xcomet_noisy 88.2 but NTA miss	零基础乍到书法新手村 我什么时候可以大成	Starting with zero knowledge and newly arrived at the calligraphy novice village, when can I achieve mastery?
A-NEO-055	NEO	0.73	xcomet_noisy 83.2 but NTA miss	！蹲蹲！	Squat squat!
A-MIX-054	MIX	0.68	xcomet_noisy 84.3 but NTA miss	75折买lulu真的不用找代购！	Buying Lulu at 75% off really means you don't need a personal shopper!
A-NEO-177	NEO	0.66	xcomet_noisy 92.3 but NTA miss	国内有没有商家能做这个饼干的平替啊！！！！	Are there any domestic companies that can offer a substitute for this cookie?!
A-NEO-240	NEO	0.40	xcomet_noisy 90.6 but NTA miss	怎么伦敦地铁也开始上演“春运现场”了，乌泱泱一大片人群！	"The London Underground is starting to feel like a ""Spring Festival travel rush"" – a huge wave of people!"
A-NEO-022	NEO	0.36	xcomet_noisy 92.0 but NTA miss	宝宝黄色毛衣有链接吗	Does the baby's yellow sweater have a link?
A-NEO-050	NEO	0.35	xcomet_noisy 86.6 but NTA miss	05辽宁的	Liaoning Province, 05
