uid	category	severity	reasons	src_noisy	hyp_noisy
A-NEO-241	NEO	1.40	xcomet_noisy 91.9 but NTA miss	姐妹们帮我看看这是本人还是网图	Sisters, help me check if this is a photo of me or an online image.
A-NEO-252	NEO	1.22	xcomet_noisy 90.5 but NTA miss	这是哪套啊，怎么从未见过 这是又被偷跑了？	Which one is this? I've never seen it before. Has it been stolen again?
A-NEO-054	NEO	1.17	xcomet_noisy 96.2 but NTA miss	第三个我推	I recommend the third one
A-NEO-170	NEO	1.12	xcomet_noisy 87.7 but NTA miss	混血千金感必备灰色美瞳	Gray colored contact lenses are a must-have for mixed-race beauties.
A-NEO-022	NEO	1.06	xcomet_noisy 94.3 but NTA miss	宝宝黄色毛衣有链接吗	Do you have a link for the baby's yellow sweater?
A-PYA-003	PYA	0.84	xcomet_noisy 95.2 but NTA miss	我喜欢你 CPDD	I like you CPDD
A-MIX-054	MIX	0.81	xcomet_noisy 89.3 but NTA miss	75折买lulu真的不用找代购！	Buy Lulu at 75% off without needing a proxy shopper!
A-NEO-166	NEO	0.80	xcomet_noisy 92.7 but NTA miss	晒出你在tiktok🇺🇸看到最好笑的抽象帖！🤣	Share the funniest abstract posts you've seen on TikTok 🇺🇸! 😂
A-NEO-146	NEO	0.66	xcomet_noisy 80.7 but NTA miss	吹爆这四款美食收纳游戏🥳真的太好玩了🤤	Blow up these four food storage games! 🥵 They're really so much fun! 😋
A-NEO-057	NEO	0.46	xcomet_noisy 85.3 but NTA miss	宝宝羽绒服🔗！	Baby down jacket 🔗!
A-NEO-100	NEO	0.34	xcomet_noisy 90.6 but NTA miss	我们信奉相同的教义；这里有个花哨的名字：万物有灵论者。我喜欢它😍 漂亮。新年快乐。牛逼！保重	We believe in the same doctrine; here's a fancy name for it: animism. I like it 😍 Beautiful. Happy New Year. Cool! Take care.
A-NEO-192	NEO	0.22	xcomet_noisy 95.1 but NTA miss	深圳｜夏日解压好去处☀，6大室内运动馆推荐	Shenzhen | A great place to relieve stress in summer ☀, 6 recommended indoor sports centers
A-NEO-092	NEO	0.02	xcomet_noisy 84.6 but NTA miss	这本书在中国也是爆火，我也读完了。[ #飞吻R ]	This book is also a hit in China, and I've finished reading it too. [ #BlushingR ]
A-NEO-052	NEO	0.00	xcomet_noisy 91.2 but NTA miss	嘤嘤嘤～～快回来	Wah wah wah~ Come back quickly
