uid	category	severity	reasons	src_noisy	hyp_noisy
A-MIX-049	MIX	23.45	xcomet/kiwi Δ disagree by 23.4	新美甲look♡♩波点熊仔🐻🍒🎀圣诞氛围感	✨ New American look ♡ Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear Bear
A-NEO-067	NEO	23.27	xcomet/kiwi Δ disagree by 23.3	包姜晓的呀[doge]	[doge]Pack Jia Xiao
A-NEO-046	NEO	23.06	xcomet/kiwi Δ disagree by 23.1	接接接 借你吉言	"""Please tell me a good word"""
A-MIX-027	MIX	22.82	xcomet/kiwi Δ disagree by 22.8	像ins偷了喧嚣的毛	Like a thief of the noise
A-NEO-061	NEO	22.53	xcomet/kiwi Δ disagree by 22.5	目前估7️⃣1️⃣0️⃣💼邮不包手续费	Currently estimated to be 7,000💼, postage is not included.
A-NEO-241	NEO	22.10	xcomet/kiwi Δ disagree by 22.1; xcomet_noisy 80.8 but NTA miss	姐妹们帮我看看这是本人还是网图	Please help me check if this is me or from the WeChat network.
A-NEO-002	NEO	21.87	xcomet/kiwi Δ disagree by 21.9	噗哈哈哈还是你6666	"""Whoa, whoa, or is that 666?"""
A-NEO-184	NEO	21.79	xcomet/kiwi Δ disagree by 21.8	一次外向换来终生自闭只需一首猫步轻boom	A one-sided change can lead to lifelong isolation with just a cat step and a boom.
A-NEO-108	NEO	21.64	xcomet/kiwi Δ disagree by 21.6	又要威又要带头盔就是这种	Another one is to wear a helmet and lead.
A-NEO-198	NEO	21.61	xcomet/kiwi Δ disagree by 21.6	逆天漫画腿，建模比例Anok Yai	"Anok Yai, the leg of the manga ""Reverse"""
A-NEO-237	NEO	21.58	xcomet/kiwi Δ disagree by 21.6	哪吒的童子尿包浓郁的呀	The young man's urine is rich.
A-HOM-009	HOM	21.55	xcomet/kiwi Δ disagree by 21.6	国际大厦比	International Building
A-NEO-029	NEO	21.19	xcomet/kiwi Δ disagree by 21.2	已私，求图，谢谢	Thank you for the picture.
A-MIX-061	MIX	20.96	xcomet/kiwi Δ disagree by 21.0	本人也是INFJ，很难很难和别人相处到内心深处 目前相处最舒服是INTJ 但是缺了一点情感的共鸣	I am also an INFJ, and it's hard for me to connect with others at the core of my heart. The most comfortable connection I have is with an INTJ, but I'm missing some emotional resonance.
A-NEO-155	NEO	20.92	xcomet/kiwi Δ disagree by 20.9	香港铜锣湾西太后探店🪐｜多图预警	Cinque: Hong Kong Chongming Wai Shop | Photo Gallery Warning
A-NEO-234	NEO	20.61	xcomet/kiwi Δ disagree by 20.6; xcomet_noisy 83.1 but NTA miss	弹错了一丢丢，但先这样吧… #电吉他[话题]# #shoegaze[话题]#	Oops, but just do it this way... #Electric Guitar [Topic] #Shoegaze
A-PYA-006	PYA	20.47	xcomet/kiwi Δ disagree by 20.5	xhs是得加个翻译功能了	xhs is going to have a translation feature added.
A-NEO-065	NEO	20.28	xcomet/kiwi Δ disagree by 20.3	19配 35/1	19 35/1
A-NEO-039	NEO	18.64	xcomet_noisy 88.6 but NTA miss	卷成这样了	It's become this way.
A-NEO-203	NEO	17.65	xcomet_noisy 83.0 but NTA miss	谁说上海跨年没有仪式感，我给你拉爆	Who said Shanghai's New Year celebration doesn't have ceremony?
A-NEO-143	NEO	16.35	xcomet_noisy 94.4 but NTA miss	我发现跳舞可以旺自己！！！	I find dancing can help me!
A-NEO-168	NEO	15.75	xcomet_noisy 82.5 but NTA miss	老外已经在学习中国话这个事情上 卷起来了	A foreigner has already started learning Chinese.
A-MIX-065	MIX	15.35	xcomet_noisy 83.8 but NTA miss	把你的英语作业发给我。我会帮助你。#tiktokrefuge[话题]# #englishhomework[话题]#	"Translate:  
""Send your English homework to me. I will help you."""
A-NEO-071	NEO	15.26	xcomet_noisy 88.5 but NTA miss	蹲反馈。甜不甜	Lean back. Sweet or not?
A-NEO-138	NEO	13.54	xcomet_noisy 100.0 but NTA miss	成都的冬天真的是致郁	The winter in Chengdu is really frustrating.
A-PYA-014	PYA	13.39	xcomet_noisy 84.4 but NTA miss	a萍五官挺好的	A girl with good facial features.
A-NEO-090	NEO	12.81	xcomet_noisy 91.5 but NTA miss	永远抄底	Always hold the low point
A-NEO-022	NEO	12.57	xcomet_noisy 90.9 but NTA miss	宝宝黄色毛衣有链接吗	What is the link to the baby yellow sweater?
A-NEO-008	NEO	11.94	xcomet_noisy 86.1 but NTA miss	这是老广啊	This is a Chinese guy.
A-NEO-169	NEO	11.56	xcomet_noisy 82.8 but NTA miss	🇯🇵 京都美食攻略 不踩雷 😋！	Japan's Food Guide – Don't Miss Out 😋!
A-HOM-013	HOM	11.47	xcomet_noisy 87.5 but NTA miss	啊！谢谢劳斯！	Oh! Thank you, Lous!
A-HOM-017	HOM	10.91	xcomet_noisy 86.5 but NTA miss	这就是史	This is history.
A-NEO-028	NEO	10.80	xcomet_noisy 80.9 but NTA miss	台州本地蹲蹲	Tianzhu local squat
A-NEO-162	NEO	10.19	xcomet_noisy 86.4 but NTA miss	我的病娇猫，爱得太沉重。	My obsessive cat, who loves it too much.
A-HOM-005	HOM	9.86	xcomet_noisy 90.0 but NTA miss	➗25家政 15洗衣  10洗车	25 home services, 15 laundry, 10 car wash
A-NEO-049	NEO	9.85	xcomet_noisy 90.6 but NTA miss	楼主的意思是“这就是他想来的地方”	"The user's meaning is ""This is where he wants to come."""
A-NEO-114	NEO	9.35	xcomet_noisy 83.6 but NTA miss	魔都惊艳的主厨餐桌，一生值得来一次！	A stunning chef's table in the magical city, worth a visit!
A-NEO-026	NEO	8.94	xcomet_noisy 84.1 but NTA miss	接出血停止，积血消失，宝宝健康平安出生。	After the bleeding stops, the accumulated blood has disappeared, and the baby is healthy and safe.
A-MIX-025	MIX	8.70	xcomet_noisy 83.3 but NTA miss	“我是ENTP”接下来，生成一朵关于它的花：	"""Hello, I am EINTP""  
Next, create a flower about it."
A-MIX-034	MIX	8.51	xcomet_noisy 93.7 but NTA miss	IG年轻人爱用的“hype boy”是什么意思	"What does ""hype boy"" mean for young people?"
A-NEO-196	NEO	8.22	xcomet_noisy 89.1 but NTA miss	🇬🇧伦敦好吃的漂亮饭	British food and beautiful meals
A-NEO-036	NEO	7.97	xcomet_noisy 82.7 but NTA miss	蹲蹲，好可爱啊	蹲下，好可爱啊
A-HOM-003	HOM	7.56	xcomet_noisy 88.0 but NTA miss	我的玛雅太美了	My Maya was beautiful.
A-NEO-063	NEO	7.47	xcomet_noisy 84.7 but NTA miss	ruby蹲蹲	ruby sits down
A-NEO-238	NEO	7.17	xcomet_noisy 86.3 but NTA miss	发尾乱乱的有点二次元感	A bit of a cartoonish, messy look.
A-NEO-085	NEO	6.91	xcomet_noisy 96.0 but NTA miss	这台词……放到某些作品里也不会有违和感吧	This dialogue would not feel awkward if placed in some works.
A-NEO-070	NEO	6.54	xcomet_noisy 87.4 but NTA miss	蹲一下🐍	Sit down🐍
A-MIX-055	MIX	6.21	xcomet_noisy 93.4 but NTA miss	街边拍照姿势✨get韩女氛围	✨ Street photography style — get a Korean girl atmosphere.
A-HOM-002	HOM	6.09	xcomet_noisy 90.8 but NTA miss	3Q 祝你新年快乐 🎊🐍	3Q Happy New Year 🎊🐍
A-NEO-167	NEO	5.96	xcomet_noisy 86.1 but NTA miss	减肥四个月真的换了一个人！逆袭	Four months of weight loss have changed someone completely!逆袭
A-NEO-103	NEO	5.49	xcomet_noisy 84.4 but NTA miss	网友的成功让人宫寒	The success of the netizens makes the heart cold.
A-NEO-001	NEO	5.18	xcomet_noisy 82.9 but NTA miss	中中中哦[doge]	[doge]
A-NEO-177	NEO	5.17	xcomet_noisy 92.2 but NTA miss	国内有没有商家能做这个饼干的平替啊！！！！	Is there a Chinese company that can make this kind of biscuit substitute?
A-NEO-119	NEO	4.99	xcomet_noisy 95.2 but NTA miss	🔥这个神器有点东西啊❗️	🔥 This is a cool gadget❗️
A-NEO-012	NEO	4.41	xcomet_noisy 81.8 but NTA miss	杭州现货，价格美丽	Huangzhou现货, prices are beautiful
A-NEO-052	NEO	4.37	xcomet_noisy 88.0 but NTA miss	嘤嘤嘤～～快回来	~～ Come back quickly!
A-NEO-113	NEO	3.49	xcomet_noisy 80.1 but NTA miss	需要我#互关吗，兄弟	If you need me to be in touch, my brother.
A-NEO-192	NEO	3.00	xcomet_noisy 86.9 but NTA miss	深圳｜夏日解压好去处☀，6大室内运动馆推荐	Denzhen | Summer relaxation spot ☀, 6 indoor sports centers recommended
A-PYA-003	PYA	2.32	xcomet_noisy 95.2 but NTA miss	我喜欢你 CPDD	I like you CPDD
A-NEO-176	NEO	2.17	xcomet_noisy 89.6 but NTA miss	哭死❗️后悔没早点看到这篇马来西亚攻略🙏	❗️ Cry out! 😢 I was too late to see this Malaysia guide. 🙏
A-PYA-004	PYA	1.91	xcomet_noisy 84.3 but NTA miss	好可爱cpdd...	"""CPDD is cute..."""
A-NEO-055	NEO	1.82	xcomet_noisy 90.6 but NTA miss	！蹲蹲！	!蹲蹲!
A-NEO-079	NEO	1.75	xcomet_noisy 90.8 but NTA miss	无语！太夸张了！刚从中国回来三周，我觉得他们描述的是欧盟	No! It's too exaggerated! I just returned from China in three weeks and I think they're describing the EU.
A-NEO-193	NEO	1.48	xcomet_noisy 82.0 but NTA miss	全国首家｜Kangaroo🦘落地杭州！！！	First National | Kangaroo🦘 Lands in Hangzhou！
A-HOM-007	HOM	1.37	xcomet_noisy 89.4 but NTA miss	似吧我不拦你	I don't stop you.
A-MIX-056	MIX	1.22	xcomet_noisy 93.4 but NTA miss	想看看大家的iwatch表盘！	What's on your iWatch display?
A-NEO-181	NEO	1.07	xcomet_noisy 95.1 but NTA miss	Costco 是懂华人节日需求的	Costco is a company that understands the needs of Chinese holidays.
A-PYA-010	PYA	0.92	xcomet_noisy 91.3 but NTA miss	一打开小红书发现变成国际版le	After opening the Xiaohongshu, it became the international version.
A-NEO-092	NEO	0.26	xcomet_noisy 90.1 but NTA miss	这本书在中国也是爆火，我也读完了。[ #飞吻R ]	This book has also been popular in China, and I've read it.
A-NEO-076	NEO	0.15	xcomet_noisy 96.7 but NTA miss	他们甚至是3D男友	They are even 3D lovers.
