uid	category	severity	reasons	src_noisy	hyp_noisy
A-HOM-017	HOM	19.54	xcomet_noisy 86.5 but NTA miss	这就是史	This is history.
A-NEO-057	NEO	18.86	xcomet_noisy 86.5 but NTA miss	宝宝羽绒服🔗！	Baby down jacket link!
A-MIX-044	MIX	18.20	xcomet_noisy 85.3 but NTA miss	想大海和sun kissed life	I long for the sea and the sun to kiss my life.
A-NEO-003	NEO	17.00	xcomet_noisy 91.9 but NTA miss	想到他们的“快乐水”	"Thinking of their ""happy water"""
A-PYA-015	PYA	16.84	xcomet_noisy 84.8 but NTA miss	已关注qiu fen xiang	I have followed qiufenxiang
A-NEO-194	NEO	15.43	xcomet_noisy 93.6 but NTA miss	吉隆坡新晋网红餐厅•不得不试	Kuala Lumpur's Newest Trendy Restaurant: A Must-Try
A-NEO-145	NEO	14.99	xcomet_noisy 94.8 but NTA miss	这个建构我是真整不了一点	I really can't handle this construction at all.
A-NEO-171	NEO	14.98	xcomet_noisy 92.2 but NTA miss	‼️日本大阪USJ环球影城大攻略	‼️Universal Studios Japan (USJ) Guide
A-NEO-146	NEO	14.78	xcomet_noisy 97.5 but NTA miss	吹爆这四款美食收纳游戏🥳真的太好玩了🤤	These four food organization games are amazing! 🥳 They're so much fun! 🤤
A-NEO-238	NEO	14.76	xcomet_noisy 96.2 but NTA miss	发尾乱乱的有点二次元感	The messy ends give it a slightly anime-like feel.
A-NEO-069	NEO	13.55	xcomet_noisy 83.8 but NTA miss	我！要！原！图！关啦	I want the original image! (Closed)
A-MIX-030	MIX	12.66	xcomet_noisy 98.8 but NTA miss	可以做天文介紹的視頻，或是 #ufo外星人 相關的視頻	Videos can be made introducing astronomy, or videos related to #UFOs and aliens.
A-NEO-182	NEO	12.61	xcomet_noisy 80.0 but NTA miss	闲钱放哪收益高，搞钱女孩稳利宝攻略	"Where to put spare cash for high returns? A guide to investing in ""Steady Money"" for girls."
A-NEO-070	NEO	12.36	xcomet_noisy 87.2 but NTA miss	蹲一下🐍	Squat down 🐍
A-NEO-008	NEO	11.98	xcomet_noisy 98.9 but NTA miss	这是老广啊	This is a local from Guangdong.
A-NEO-136	NEO	11.96	xcomet_noisy 80.8 but NTA miss	金色猫眼➕黑色|简约显白跳色脚美甲	Gold cat-eye + black | Simple and flattering two-tone toenail art
A-NEO-010	NEO	11.37	xcomet_noisy 80.1 but NTA miss	多的不说，给我中中中	Enough said, just give me a thumbs up!
A-NEO-041	NEO	10.79	xcomet_noisy 90.2 but NTA miss	老师我也想要你	Teacher, I want you too.
A-MIX-047	MIX	10.15	xcomet_noisy 82.2 but NTA miss	台北｜I人天堂有switch 跟按摩椅的高級貓咖	Taipei | A high-end cat cafe with a Switch and massage chairs in I-Paradise
A-MIX-056	MIX	9.78	xcomet_noisy 95.5 but NTA miss	想看看大家的iwatch表盘！	I'd like to see everyone's iWatch watch faces!
A-NEO-149	NEO	9.63	xcomet_noisy 95.5 but NTA miss	曼谷外卖别把我好吃晕了…	Bangkok takeout is so delicious it's making me dizzy...
A-NEO-252	NEO	9.59	xcomet_noisy 88.1 but NTA miss	这是哪套啊，怎么从未见过 这是又被偷跑了？	Which set is this? I've never seen it before. Has it been stolen again?
A-HOM-013	HOM	9.45	xcomet_noisy 86.6 but NTA miss	啊！谢谢劳斯！	Ah! Thank you, Rolls!
A-NEO-234	NEO	8.84	xcomet_noisy 93.2 but NTA miss	弹错了一丢丢，但先这样吧… #电吉他[话题]# #shoegaze[话题]#	I played a tiny bit wrong, but let's leave it at that for now... #electricguitar #shoegaze
A-NEO-002	NEO	8.28	xcomet_noisy 96.1 but NTA miss	噗哈哈哈还是你6666	Hahaha, you're still the best!
A-NEO-161	NEO	8.21	xcomet_noisy 92.6 but NTA miss	MBTI各种眼神杀！你能接得住？	MBTI's killer gaze! Can you handle it?
A-NEO-157	NEO	8.18	xcomet_noisy 86.4 but NTA miss	妈耶🆘神仙阵容‼️孙艺珍❌池昌旭新剧爱了🔥	Wow! Amazing cast!! Son Ye-jin ❌ Ji Chang-wook's new drama is amazing! 🔥
A-NEO-052	NEO	8.15	xcomet_noisy 84.7 but NTA miss	嘤嘤嘤～～快回来	Waaaaah~~ Come back soon!
A-MIX-018	MIX	7.86	xcomet_noisy 85.3 but NTA miss	𝙡𝙞𝙫𝙚清清爽爽的幸福瞬间🐚🌾🍄‍🟫	🐚🌾🍄‍🟫 A refreshing and blissful moment 🐚🌾🍄‍🟫
A-HOM-008	HOM	7.63	xcomet_noisy 81.9 but NTA miss	哈雷哈雷，欢迎欢迎热烈欢迎	Harley-Davidson, welcome, welcome, a warm welcome!
A-MIX-009	MIX	7.24	xcomet_noisy 86.5 but NTA miss	le｜我的故事是双女主	le｜My story has two female protagonists
A-HOM-007	HOM	7.19	xcomet_noisy 84.8 but NTA miss	似吧我不拦你	I won't stop you, right?
A-NEO-037	NEO	7.12	xcomet_noisy 86.7 but NTA miss	我去，这个帅啊	Wow, he's so handsome!
A-NEO-191	NEO	7.02	xcomet_noisy 93.7 but NTA miss	泉州探店｜好評多多的韓國料理店	Restaurant Review in Quanzhou | Highly Rated Korean Restaurants
A-NEO-173	NEO	6.87	xcomet_noisy 88.7 but NTA miss	桂林📍景点避坑｜去桂林前一定要看哦‼	Guilin Scenic Spots: Avoid These Pitfalls | A Must-Read Before Your Trip to Guilin!!
A-NEO-085	NEO	6.78	xcomet_noisy 93.1 but NTA miss	这台词……放到某些作品里也不会有违和感吧	This line... wouldn't feel out of place in certain works, right?
A-NEO-119	NEO	6.70	xcomet_noisy 95.5 but NTA miss	🔥这个神器有点东西啊❗️	🔥This gadget is amazing!❗️
A-NEO-163	NEO	6.68	xcomet_noisy 95.9 but NTA miss	鼓励你逆光上岸的励志文案	Inspirational copywriting to help you overcome adversity and achieve your goals.
A-NEO-026	NEO	6.55	xcomet_noisy 88.6 but NTA miss	接出血停止，积血消失，宝宝健康平安出生。	The bleeding stopped, the blood clots disappeared, and the baby was born healthy and safe.
A-HOM-003	HOM	6.33	xcomet_noisy 90.0 but NTA miss	我的玛雅太美了	My Maya is so beautiful.
A-NEO-132	NEO	6.29	xcomet_noisy 94.1 but NTA miss	零基础乍到书法新手村 我什么时候可以大成	A complete beginner in calligraphy, when will I be able to master it?
A-NEO-188	NEO	6.00	xcomet_noisy 82.7 but NTA miss	独居一人食🍓抹茶草莓牛乳和草莓三明治！	Eating alone while living alone 🍓 Matcha strawberry milk and strawberry sandwich!
A-PYA-013	PYA	5.77	xcomet_noisy 91.6 but NTA miss	kou令:美事相伴福运满堂80	Password: May good things accompany you and may your home be filled with good fortune 80
A-NEO-122	NEO	5.75	xcomet_noisy 84.1 but NTA miss	杨幂同款新年拜年服穿搭~真的显白18岁	Yang Mi's New Year's greeting outfit~ It really makes you look 18 years younger and fairer.
A-NEO-199	NEO	5.57	xcomet_noisy 86.1 but NTA miss	吉隆坡超级无敌避雷的点！	The best place to avoid lightning strikes in Kuala Lumpur!
A-NEO-133	NEO	5.48	xcomet_noisy 95.4 but NTA miss	今日份晒澳白珍珠戒指	Today's post showing off an Australian white pearl ring
A-NEO-206	NEO	5.46	xcomet_noisy 82.3 but NTA miss	闭眼剪都好看的男生夏天短发	Men's summer short haircuts that look good even if you cut them blindfolded
A-NEO-055	NEO	5.43	xcomet_noisy 86.9 but NTA miss	！蹲蹲！	Squat down!
A-NEO-099	NEO	5.33	xcomet_noisy 82.8 but NTA miss	哈哈哈哈那个 阿拉斯加的眼神 笑死我了	Hahaha, that Alaskan look in his eyes is hilarious!
A-MIX-054	MIX	5.21	xcomet_noisy 84.5 but NTA miss	75折买lulu真的不用找代购！	You really don't need a proxy buyer to get Lulu at a 25% discount!
A-NEO-189	NEO	5.21	xcomet_noisy 93.2 but NTA miss	哥哥上线后，一登陆两眼一黑……	After my brother logged on, everything went black...
A-NEO-201	NEO	4.98	xcomet_noisy 93.0 but NTA miss	？ 谁允许你在海洋馆最经典景观只放一半水的	Who gave you permission to only fill the most classic aquarium exhibit with half water?
A-NEO-036	NEO	4.83	xcomet_noisy 87.2 but NTA miss	蹲蹲，好可爱啊	Squatting, so cute!
A-NEO-115	NEO	4.75	xcomet_noisy 81.7 but NTA miss	🖤暗黑系甜酷风系列美甲，一出手就哇塞住！	🖤Dark and sweet-cool nail art series, wow!
A-NEO-135	NEO	4.51	xcomet_noisy 91.6 but NTA miss	RC绝美粉紫色缎面高跟鞋五折拿下	Get RC's stunning pink and purple satin high heels at 50% off!
A-NEO-065	NEO	4.42	xcomet_noisy 82.4 but NTA miss	19配 35/1	19 with 35/1
A-NEO-113	NEO	4.40	xcomet_noisy 95.4 but NTA miss	需要我#互关吗，兄弟	Need me to follow you back, bro?
A-NEO-116	NEO	4.34	xcomet_noisy 82.9 but NTA miss	橄榄皮灰粉天菜眼影！！	Olive-skin gray-pink eyeshadow—a must-have!
A-NEO-042	NEO	4.23	xcomet_noisy 86.1 but NTA miss	第二捏~欢迎欢迎	Second pinch~ Welcome, welcome!
A-NEO-140	NEO	4.23	xcomet_noisy 84.5 but NTA miss	这种健身又健脑的地方真的是牛马周末顶配	This kind of place that's both good for your fitness and your mind is truly the ultimate weekend getaway for busy people.
A-NEO-243	NEO	4.22	xcomet_noisy 93.8 but NTA miss	约好在莱山上海滩附近贸易，当打开酒盖后，整个人麻了。怎么办？	We agreed to do business near Shanghai Beach in Laishan. After opening the bottle, I felt completely numb. What should I do?
A-NEO-110	NEO	4.16	xcomet_noisy 90.8 but NTA miss	灭火器拿来出来就这样放在地上然后看着那个火继续烧，什么神操作？	They took out the fire extinguisher, just placed it on the ground, and watched the fire continue to burn. What kind of crazy thing is that?
A-NEO-142	NEO	4.03	xcomet_noisy 85.1 but NTA miss	2025年🌟属于春节的氛围感美甲💅	2025🌟 Nail art with a Chinese New Year feel💅
A-NEO-209	NEO	4.02	xcomet_noisy 93.9 but NTA miss	在福州！找到了千与千寻同款汤屋！！	I found the same bathhouse as in Spirited Away in Fuzhou!!
A-HOM-005	HOM	4.00	xcomet_noisy 92.2 but NTA miss	➗25家政 15洗衣  10洗车	➗25 Housekeeping, 15 Laundry, 10 Car Wash
A-NEO-109	NEO	4.00	xcomet_noisy 83.3 but NTA miss	总发愁自己没客子，不知道怎么起号的可以戳戳我	If you're always worried about not having enough customers and don't know how to choose a customer number, feel free to contact me.
A-NEO-169	NEO	3.96	xcomet_noisy 95.5 but NTA miss	🇯🇵 京都美食攻略 不踩雷 😋！	🇯🇵 Kyoto Food Guide: No Disappointments! 😋
A-NEO-170	NEO	3.92	xcomet_noisy 91.0 but NTA miss	混血千金感必备灰色美瞳	Gray contact lenses are a must-have for a mixed-race heiress look.
A-NEO-156	NEO	3.88	xcomet_noisy 94.0 but NTA miss	张艺兴太旺了 福星啊	Zhang Yixing is so lucky! He's a lucky star!
A-NEO-147	NEO	3.75	xcomet_noisy 82.0 but NTA miss	做出了人生鸡小胸｜真的太嫩了🥹减脂绝佳	Made a life-sized chicken breast | It's so tender 🥹 Excellent for fat loss
A-MIX-042	MIX	3.75	xcomet_noisy 87.9 but NTA miss	i人在首尔住到了本命酒店！明洞！值哭😭	I stayed at my dream hotel in Seoul! Myeongdong! It's so worth it 😭
A-NEO-196	NEO	3.72	xcomet_noisy 94.2 but NTA miss	🇬🇧伦敦好吃的漂亮饭	Delicious and beautiful meals in London, 🇬🇧
A-NEO-128	NEO	3.56	xcomet_noisy 88.3 but NTA miss	幸福到冒泡🫧	So happy I could burst! 🫧
A-MIX-035	MIX	3.31	xcomet_noisy 80.2 but NTA miss	赵一博冰条钩织get(附图解)	Zhao Yibo's ice cream crochet tutorial (with pattern)
A-NEO-143	NEO	3.28	xcomet_noisy 97.1 but NTA miss	我发现跳舞可以旺自己！！！	I've discovered that dancing can bring me good fortune!!!
A-NEO-054	NEO	3.01	xcomet_noisy 97.7 but NTA miss	第三个我推	I recommend the third one.
A-NEO-104	NEO	2.94	xcomet_noisy 94.7 but NTA miss	导航有的时候真的太坑了，没开过真的会很害怕	Navigation systems can be really unreliable sometimes; it can be quite scary if you've never driven one before.
A-NEO-240	NEO	2.86	xcomet_noisy 91.7 but NTA miss	怎么伦敦地铁也开始上演“春运现场”了，乌泱泱一大片人群！	"The London Underground is now experiencing a massive ""Spring Festival travel rush"" scene, with huge crowds everywhere!"
A-MIX-075	MIX	2.86	xcomet_noisy 83.8 but NTA miss	宝宝脸颊肉回来啦 状态也挺好哒 活泼的小女孩终于回来啦 可爱！live怼脸get！	Baby's chubby cheeks are back! She looks great! The lively little girl is finally back! So cute! Live close-up shot!
A-NEO-207	NEO	2.80	xcomet_noisy 84.0 but NTA miss	🇺🇸留子自制巴斯克大成功！	🇺🇸Ryuko's homemade Basque food was a great success!
A-NEO-251	NEO	2.80	xcomet_noisy 82.0 but NTA miss	前站姐 追星丰富 曾后援会皮下管理组 有问必答	Former fan site admin, experienced in following celebrities, and former member of the fan club's management team. Always ready to answer any questions.
A-NEO-086	NEO	2.72	xcomet_noisy 84.6 but NTA miss	我可以用左脚踩右脚，再用右脚踩左脚，一直踩到天空！	I can step on my right foot with my left foot, then step on my left foot with my right foot, all the way up to the sky!
A-NEO-001	NEO	2.43	xcomet_noisy 92.9 but NTA miss	中中中哦[doge]	Good, good, good! [doge]
A-NEO-167	NEO	2.40	xcomet_noisy 94.9 but NTA miss	减肥四个月真的换了一个人！逆袭	Four months of weight loss and I'm a completely different person! A stunning transformation!
A-NEO-144	NEO	1.93	xcomet_noisy 93.0 but NTA miss	上海洛杉矶Long haul flight 带娃探险记	Shanghai to Los Angeles Long Haul Flight: An Adventure with Kids
A-NEO-168	NEO	1.54	xcomet_noisy 95.4 but NTA miss	老外已经在学习中国话这个事情上 卷起来了	Foreigners are already getting really involved in learning Chinese.
A-NEO-038	NEO	1.53	xcomet_noisy 91.2 but NTA miss	你是手控吗？	Are you a hand fetishist?
A-PYA-010	PYA	1.42	xcomet_noisy 94.5 but NTA miss	一打开小红书发现变成国际版le	I opened Xiaohongshu and found it had become the international version.
A-NEO-032	NEO	1.37	xcomet_noisy 90.9 but NTA miss	雀魂 和 for the king+1	Mahjong Soul and For the King +1
A-NEO-064	NEO	1.33	xcomet_noisy 87.4 but NTA miss	新年衣有富贵香！🔍当妮留香珠	May your New Year clothes exude a luxurious fragrance! 🔍 Downy Fragrance Beads
A-NEO-154	NEO	1.32	xcomet_noisy 81.1 but NTA miss	春节倒计时🧨浅浅期待一下今年的年夜饭吧🧧	Chinese New Year countdown 🧨 Let's look forward to this year's New Year's Eve dinner 🧧
A-NEO-166	NEO	1.18	xcomet_noisy 93.7 but NTA miss	晒出你在tiktok🇺🇸看到最好笑的抽象帖！🤣	Share the funniest abstract post you've seen on TikTok🇺🇸! 🤣
A-NEO-022	NEO	1.06	xcomet_noisy 94.3 but NTA miss	宝宝黄色毛衣有链接吗	Do you have a link for the baby's yellow sweater?
A-NEO-092	NEO	1.01	xcomet_noisy 84.0 but NTA miss	这本书在中国也是爆火，我也读完了。[ #飞吻R ]	This book is also a huge hit in China, and I've finished reading it too. [#KissR]
A-NEO-192	NEO	0.84	xcomet_noisy 97.7 but NTA miss	深圳｜夏日解压好去处☀，6大室内运动馆推荐	Shenzhen | Great places to unwind this summer ☀: 6 recommended indoor sports venues
A-NEO-203	NEO	0.70	xcomet_noisy 89.1 but NTA miss	谁说上海跨年没有仪式感，我给你拉爆	Who says New Year's Eve in Shanghai lacks a sense of ceremony? I'll blow your mind!
A-NEO-039	NEO	0.67	xcomet_noisy 81.5 but NTA miss	卷成这样了	It's rolled up like this
A-NEO-061	NEO	0.67	xcomet_noisy 83.3 but NTA miss	目前估7️⃣1️⃣0️⃣💼邮不包手续费	Currently estimated shipping price is 710 RMB, excluding handling fees.
A-HOM-015	HOM	0.61	xcomet_noisy 96.6 but NTA miss	每个月不用给chatgpt交20刀了	I no longer need to pay $20 to chatgpt every month.
A-NEO-029	NEO	0.57	xcomet_noisy 84.5 but NTA miss	已私，求图，谢谢	DM me, requesting the image, thank you.
A-PYA-003	PYA	0.34	xcomet_noisy 96.9 but NTA miss	我喜欢你 CPDD	I like you, CPDD
A-NEO-241	NEO	0.14	xcomet_noisy 96.8 but NTA miss	姐妹们帮我看看这是本人还是网图	Sisters, can you help me tell if this is the real person or a picture from the internet?
A-NEO-181	NEO	0.14	xcomet_noisy 99.7 but NTA miss	Costco 是懂华人节日需求的	Costco understands the needs of Chinese people during holidays.
A-NEO-126	NEO	0.13	xcomet_noisy 99.4 but NTA miss	大连最适合浪费生命的地方……	Dalian is the perfect place to waste your life...
A-NEO-095	NEO	0.01	xcomet_noisy 81.1 but NTA miss	细思极恐 咋给一种放大版园区感	It's chilling to think about; it gives off a feeling of an enlarged version of an amusement park.
