uid	category	severity	reasons	src_noisy	hyp_noisy
A-MIX-075	MIX	21.35	xcomet/kiwi Δ disagree by 21.4	宝宝脸颊肉回来啦 状态也挺好哒 活泼的小女孩终于回来啦 可爱！live怼脸get！	Her cheeks are back! She looks good too. This lively little girl is finally back! So cute! Close-up shots are perfect!
A-PYA-015	PYA	21.27	xcomet/kiwi Δ disagree by 21.3	已关注qiu fen xiang	Followed qiu fen xiang
A-NEO-070	NEO	20.87	xcomet/kiwi Δ disagree by 20.9; xcomet_noisy 91.4 but NTA miss	蹲一下🐍	Sit down for a bit 🐍
A-MIX-042	MIX	20.43	xcomet/kiwi Δ disagree by 20.4	i人在首尔住到了本命酒店！明洞！值哭😭	I moved into my soulmate hotel in Seoul! Myeongdong! Crying😭
A-NEO-209	NEO	20.16	xcomet/kiwi Δ disagree by 20.2; xcomet_noisy 84.6 but NTA miss	在福州！找到了千与千寻同款汤屋！！	Found the Spirited Away bathhouse in Fuzhou!
A-NEO-017	NEO	20.06	xcomet/kiwi Δ disagree by 20.1	体育西路，珠江新城可带，3号线都可以带	Sports West Road, Zhujang New City, can be accessed via Line 3.
A-HOM-017	HOM	19.54	xcomet_noisy 86.5 but NTA miss	这就是史	This is history.
A-NEO-003	NEO	17.74	xcomet_noisy 93.0 but NTA miss	想到他们的“快乐水”	Thinking of their “happy water”
A-MIX-034	MIX	17.49	xcomet_noisy 85.8 but NTA miss	IG年轻人爱用的“hype boy”是什么意思	What does “hype boy” mean that young people in China are using?
A-NEO-022	NEO	16.50	xcomet_noisy 92.0 but NTA miss	宝宝黄色毛衣有链接吗	Does the baby's yellow sweater have a link?
A-NEO-103	NEO	16.20	xcomet_noisy 83.2 but NTA miss	网友的成功让人宫寒	Netizens' success makes me feel cold.
A-NEO-104	NEO	15.88	xcomet_noisy 94.5 but NTA miss	导航有的时候真的太坑了，没开过真的会很害怕	Navigation can be so frustrating sometimes, it’s really scary to use it without experience.
A-MIX-009	MIX	15.55	xcomet_noisy 94.6 but NTA miss	le｜我的故事是双女主	My story features two female leads.
A-HOM-002	HOM	15.33	xcomet_noisy 98.5 but NTA miss	3Q 祝你新年快乐 🎊🐍	Happy New Year! 🎉🐍
A-NEO-236	NEO	15.28	xcomet_noisy 80.7 but NTA miss	全是大漏勺	All are big leakers
A-NEO-210	NEO	15.22	xcomet_noisy 92.5 but NTA miss	2024🇹🇭曼谷米其林摘星🌟之旅全攻略	2024 Thailand Bangkok Michelin Star Guide 🌟
A-NEO-090	NEO	14.32	xcomet_noisy 81.2 but NTA miss	永远抄底	Bottoming out forever
A-NEO-025	NEO	14.08	xcomet_noisy 84.8 but NTA miss	无盒200出	No box 200 out
A-NEO-196	NEO	13.94	xcomet_noisy 87.8 but NTA miss	🇬🇧伦敦好吃的漂亮饭	London delicious pretty food
A-HOM-005	HOM	12.95	xcomet_noisy 80.2 but NTA miss	➗25家政 15洗衣  10洗车	9 housekeeping, 7 laundry, 5 car wash
A-NEO-135	NEO	12.71	xcomet_noisy 91.9 but NTA miss	RC绝美粉紫色缎面高跟鞋五折拿下	Gorgeous, deep purple satin heels sold for half price.
A-NEO-238	NEO	12.19	xcomet_noisy 84.8 but NTA miss	发尾乱乱的有点二次元感	The ends are messy and have a bit of a moe/anime-like vibe.
A-NEO-061	NEO	11.79	xcomet_noisy 80.5 but NTA miss	目前估7️⃣1️⃣0️⃣💼邮不包手续费	Currently estimated 710€ shipping fees are not included.
A-NEO-132	NEO	10.58	xcomet_noisy 96.9 but NTA miss	零基础乍到书法新手村 我什么时候可以大成	As a beginner just arriving at the calligraphy newbie village, when can I achieve mastery?
A-PYA-006	PYA	10.49	xcomet_noisy 86.0 but NTA miss	xhs是得加个翻译功能了	We need to add a translation function.
A-MIX-056	MIX	10.33	xcomet_noisy 94.6 but NTA miss	想看看大家的iwatch表盘！	Let's see everyone's iWatch watch faces!
A-NEO-122	NEO	10.32	xcomet_noisy 85.4 but NTA miss	杨幂同款新年拜年服穿搭~真的显白18岁	Yang Mi’s same New Year’s outfit – it really makes you look 18!
A-HOM-013	HOM	10.26	xcomet_noisy 89.4 but NTA miss	啊！谢谢劳斯！	Oh! Thank you, Louis!
A-NEO-057	NEO	9.93	xcomet_noisy 85.5 but NTA miss	宝宝羽绒服🔗！	Baby down jacket!
A-NEO-035	NEO	8.48	xcomet_noisy 83.9 but NTA miss	蹲蹲，南南新年快乐	Sit, sit, Nan Nan, Happy New Year!
A-NEO-049	NEO	7.98	xcomet_noisy 80.1 but NTA miss	楼主的意思是“这就是他想来的地方”	The楼主 means “this is where he wanted to come.”
A-HOM-008	HOM	7.81	xcomet_noisy 80.4 but NTA miss	哈雷哈雷，欢迎欢迎热烈欢迎	Hooray, hooray, welcome, welcome, warmly welcome!
A-NEO-176	NEO	7.59	xcomet_noisy 91.2 but NTA miss	哭死❗️后悔没早点看到这篇马来西亚攻略🙏	I'm dying of laughter❗️Regret not seeing this Malaysia guide sooner 🙏
A-NEO-161	NEO	7.34	xcomet_noisy 89.9 but NTA miss	MBTI各种眼神杀！你能接得住？	MBTI all sorts of intense stares! Can you handle it?
A-NEO-188	NEO	7.20	xcomet_noisy 88.6 but NTA miss	独居一人食🍓抹茶草莓牛乳和草莓三明治！	Solo dining with strawberry matcha milk and a strawberry sandwich!
A-HOM-010	HOM	6.95	xcomet_noisy 83.3 but NTA miss	啊啊啊啊给青兰ee吃	Aaaah, give Qing Lan ee some food.
A-NEO-001	NEO	6.75	xcomet_noisy 85.1 but NTA miss	中中中哦[doge]	Much wow [doge]
A-MIX-055	MIX	6.45	xcomet_noisy 93.4 but NTA miss	街边拍照姿势✨get韩女氛围	Street photo poses ✨ Korean girl vibe
A-NEO-119	NEO	6.38	xcomet_noisy 91.2 but NTA miss	🔥这个神器有点东西啊❗️	This tool is seriously impressive! 🔥
A-NEO-012	NEO	6.37	xcomet_noisy 89.1 but NTA miss	杭州现货，价格美丽	Hangzhou spot, beautiful price.
A-HOM-003	HOM	6.18	xcomet_noisy 90.0 but NTA miss	我的玛雅太美了	My Maya is so beautiful.
A-NEO-063	NEO	6.02	xcomet_noisy 89.1 but NTA miss	ruby蹲蹲	Ruby squats.
A-MIX-065	MIX	6.01	xcomet_noisy 92.2 but NTA miss	把你的英语作业发给我。我会帮助你。#tiktokrefuge[话题]# #englishhomework[话题]#	Please send me your English homework. I’ll help you.
A-NEO-169	NEO	5.85	xcomet_noisy 93.8 but NTA miss	🇯🇵 京都美食攻略 不踩雷 😋！	Kyoto food guide – no misses! 😋!
A-NEO-029	NEO	5.83	xcomet_noisy 86.0 but NTA miss	已私，求图，谢谢	Private, send picture, thanks.
A-NEO-110	NEO	5.10	xcomet_noisy 82.0 but NTA miss	灭火器拿来出来就这样放在地上然后看着那个火继续烧，什么神操作？	Bring the fire extinguisher out and just leave it on the ground like that, and watch that fire keep burning—what kind of operation is that?
A-NEO-128	NEO	5.10	xcomet_noisy 84.8 but NTA miss	幸福到冒泡🫧	Happiness overflowing with bubbles🫧
A-MIX-047	MIX	5.06	xcomet_noisy 90.6 but NTA miss	台北｜I人天堂有switch 跟按摩椅的高級貓咖	Taipei | A paradise for gamers with high-end cat cafes featuring Switch consoles and massage chairs.
A-NEO-191	NEO	4.93	xcomet_noisy 91.8 but NTA miss	泉州探店｜好評多多的韓國料理店	Quanzhou restaurant review | Many positive reviews of Korean cuisine
A-NEO-086	NEO	4.79	xcomet_noisy 83.4 but NTA miss	我可以用左脚踩右脚，再用右脚踩左脚，一直踩到天空！	I can step on my right foot with my left foot, then step on my left foot with my right foot, and keep stepping until I reach the sky!
A-NEO-168	NEO	4.58	xcomet_noisy 92.5 but NTA miss	老外已经在学习中国话这个事情上 卷起来了	Foreigners have gotten into a heated argument about learning Chinese.
A-NEO-163	NEO	4.46	xcomet_noisy 87.7 but NTA miss	鼓励你逆光上岸的励志文案	Inspiring quotes to encourage you to jump ship against the current.
A-HOM-007	HOM	4.26	xcomet_noisy 86.9 but NTA miss	似吧我不拦你	Maybe, I won't stop you.
A-NEO-114	NEO	4.19	xcomet_noisy 94.4 but NTA miss	魔都惊艳的主厨餐桌，一生值得来一次！	A stunning chef’s table experience in the capital – worth a lifetime!
A-NEO-085	NEO	2.99	xcomet_noisy 95.3 but NTA miss	这台词……放到某些作品里也不会有违和感吧	This line… wouldn’t feel out of place in certain works, would it?
A-NEO-002	NEO	2.82	xcomet_noisy 80.4 but NTA miss	噗哈哈哈还是你6666	Haha, seriously, you're such a 6666!
A-NEO-127	NEO	2.81	xcomet_noisy 91.2 but NTA miss	巴塞罗那🇪🇸打折村出行指南	Barcelona (Spain) Discount Village Travel Guide
A-NEO-042	NEO	2.80	xcomet_noisy 90.2 but NTA miss	第二捏~欢迎欢迎	Second, welcome, welcome!
A-NEO-060	NEO	2.66	xcomet_noisy 81.1 but NTA miss	老外来之前不给我推这种视频	Before a foreigner came, they didn't let me push this video.
A-NEO-194	NEO	2.58	xcomet_noisy 97.0 but NTA miss	吉隆坡新晋网红餐厅•不得不试	KL’s newest viral restaurant • Must-try
A-NEO-038	NEO	2.53	xcomet_noisy 87.3 but NTA miss	你是手控吗？	Are you a control freak?
A-NEO-073	NEO	2.39	xcomet_noisy 91.3 but NTA miss	笑爆了	Laughing till I cry
A-NEO-177	NEO	1.91	xcomet_noisy 85.2 but NTA miss	国内有没有商家能做这个饼干的平替啊！！！！	Are there any businesses that can make a substitute for this cookie?
A-PYA-004	PYA	1.87	xcomet_noisy 91.7 but NTA miss	好可爱cpdd...	So cute CPdd...
A-NEO-193	NEO	1.86	xcomet_noisy 85.3 but NTA miss	全国首家｜Kangaroo🦘落地杭州！！！	China’s first | Kangaroo🦘 lands in Hangzhou!!!
A-NEO-142	NEO	1.76	xcomet_noisy 83.3 but NTA miss	2025年🌟属于春节的氛围感美甲💅	2025 will belong to the festive atmosphere of nail art 🌟💅
A-NEO-166	NEO	1.71	xcomet_noisy 94.0 but NTA miss	晒出你在tiktok🇺🇸看到最好笑的抽象帖！🤣	Show us the funniest abstract post you saw on TikTok! 🤣
A-NEO-144	NEO	1.58	xcomet_noisy 81.5 but NTA miss	上海洛杉矶Long haul flight 带娃探险记	Shanghai Los Angeles Long-haul flight parenting adventure log
A-MIX-054	MIX	1.49	xcomet_noisy 91.7 but NTA miss	75折买lulu真的不用找代购！	You can buy Lulu at 75% off, you don’t need to find a reseller!
A-NEO-109	NEO	1.36	xcomet_noisy 84.8 but NTA miss	总发愁自己没客子，不知道怎么起号的可以戳戳我	If you’re always worried about not having clients and don’t know how to start your business name, feel free to message me.
A-NEO-014	NEO	1.21	xcomet_noisy 92.2 but NTA miss	蹲了很久[doge]	Been sitting here for a long time [doge]
A-NEO-173	NEO	0.97	xcomet_noisy 84.3 but NTA miss	桂林📍景点避坑｜去桂林前一定要看哦‼	Guilin 📍 Scenic Spot Traps | You absolutely must read this before going to Guilin!‼
A-NEO-071	NEO	0.94	xcomet_noisy 86.3 but NTA miss	蹲反馈。甜不甜	Squat feedback. Is it sweet?
A-MIX-030	MIX	0.90	xcomet_noisy 95.1 but NTA miss	可以做天文介紹的視頻，或是 #ufo外星人 相關的視頻	You can make videos about astronomy, or videos related to #ufo aliens.
A-HOM-015	HOM	0.89	xcomet_noisy 97.4 but NTA miss	每个月不用给chatgpt交20刀了	You no longer have to pay $20 per month for ChatGPT.
A-MIX-018	MIX	0.84	xcomet_noisy 88.0 but NTA miss	𝙡𝙞𝙫𝙚清清爽爽的幸福瞬间🐚🌾🍄‍🟫	Living in refreshing and joyful moments 🐚🌾🍄‍🟫
A-NEO-156	NEO	0.61	xcomet_noisy 81.5 but NTA miss	张艺兴太旺了 福星啊	Jackson Wang is so lucky, he’s a lucky star!
A-NEO-183	NEO	0.43	xcomet_noisy 87.4 but NTA miss	🇲🇾产品也可以火到中国！🔥	Products can also go viral in China! 🔥
A-NEO-192	NEO	0.39	xcomet_noisy 93.8 but NTA miss	深圳｜夏日解压好去处☀，6大室内运动馆推荐	Shenzhen | Summer stress relief destinations ☀, 6 recommended indoor sports halls
A-PYA-003	PYA	0.37	xcomet_noisy 95.2 but NTA miss	我喜欢你 CPDD	I like you CPDD
A-NEO-181	NEO	0.29	xcomet_noisy 96.5 but NTA miss	Costco 是懂华人节日需求的	Costco understands the needs of Chinese festivals.
A-NEO-065	NEO	0.21	xcomet_noisy 87.2 but NTA miss	19配 35/1	19 pairs, 35/1
A-NEO-143	NEO	0.21	xcomet_noisy 88.7 but NTA miss	我发现跳舞可以旺自己！！！	I found that dancing can boost myself!!!
A-NEO-240	NEO	0.12	xcomet_noisy 92.3 but NTA miss	怎么伦敦地铁也开始上演“春运现场”了，乌泱泱一大片人群！	London’s subway is starting to resemble the “Spring Festival rush hour” scene – a huge crowd of people!
A-NEO-201	NEO	0.09	xcomet_noisy 87.3 but NTA miss	？ 谁允许你在海洋馆最经典景观只放一半水的	Who authorized you to put only half the water in the aquarium’s most classic view?
A-NEO-164	NEO	0.01	xcomet_noisy 95.4 but NTA miss	缅北为什么没有拐卖新加坡和日本人？	Why aren't there trafficking cases involving Singaporeans and Japanese in Myanmar's northern border region (Shan State)?
