uid	category	severity	reasons	src_noisy	hyp_noisy
A-NEO-041	NEO	27.82	xcomet/kiwi Δ disagree by 27.8; xcomet_noisy 90.2 but NTA miss	老师我也想要你	I also want you, teacher.
A-NEO-015	NEO	27.50	xcomet/kiwi Δ disagree by 27.5	蹲蹲哈哈	Haha, zhen zhen
A-NEO-031	NEO	27.22	xcomet/kiwi Δ disagree by 27.2	！！！！同担啊！！！！！	Oh my god, fellow fans!!!
A-NEO-097	NEO	26.63	xcomet/kiwi Δ disagree by 26.6	看完 杀面包 来看看我拍的邓紫棋巴黎演唱会吧沉浸式体验哦耶✌️！我会持续更新🇩🇪留学生活欧洲旅游vlog！入股不亏	"After watching ""Kill the Bread,"" come check out my vlog of G.E.M.'s Paris concert! An immersive experience! Yay ✌️! I will keep updating my vlogs about my life in Germany studying abroad and European travel! Investing is definitely worth it!"
A-NEO-090	NEO	26.17	xcomet/kiwi Δ disagree by 26.2	永远抄底	Bottom fishing forever.
A-NEO-062	NEO	24.63	xcomet/kiwi Δ disagree by 24.6	蹲蹲拼320的	Dun Dun Pinyin 320
A-NEO-047	NEO	23.54	xcomet/kiwi Δ disagree by 23.5	瑶瑶公主，蹲蹲蹲蹲	Princess Yao Yao, sit down, sit down, sit down.
A-NEO-162	NEO	21.35	xcomet/kiwi Δ disagree by 21.3; xcomet_noisy 91.3 but NTA miss	我的病娇猫，爱得太沉重。	My obsessive-compulsive cat, loves too heavily.
A-NEO-233	NEO	21.25	xcomet/kiwi Δ disagree by 21.3	吃瓜吃到自己身上……	Eating watermelons to the point of getting them on yourself...
A-NEO-001	NEO	20.36	xcomet/kiwi Δ disagree by 20.4	中中中哦[doge]	Zhongzhongzhong oh [doge]
A-NEO-070	NEO	19.46	xcomet_noisy 88.7 but NTA miss	蹲一下🐍	Take a break, snake 🐍
A-NEO-008	NEO	18.84	xcomet_noisy 94.7 but NTA miss	这是老广啊	This is a old Guangdong person.
A-NEO-029	NEO	18.46	xcomet_noisy 95.8 but NTA miss	已私，求图，谢谢	Please private message me, I'll send you the picture, thank you.
A-NEO-055	NEO	18.33	xcomet_noisy 89.6 but NTA miss	！蹲蹲！	Hey hey!
A-NEO-243	NEO	17.86	xcomet_noisy 80.7 but NTA miss	约好在莱山上海滩附近贸易，当打开酒盖后，整个人麻了。怎么办？	We had agreed to trade near Laishan Shanghai Beach, but after opening the wine bottle, the whole person went numb. What should I do?
A-NEO-113	NEO	17.48	xcomet_noisy 93.6 but NTA miss	需要我#互关吗，兄弟	Do you need me to follow you back, brother?
A-NEO-122	NEO	17.41	xcomet_noisy 88.7 but NTA miss	杨幂同款新年拜年服穿搭~真的显白18岁	Yang Mi's New Year's greeting outfit ~ really makes you look 18 and radiant
A-HOM-017	HOM	17.30	xcomet_noisy 86.5 but NTA miss	这就是史	This is history.
A-NEO-145	NEO	16.74	xcomet_noisy 89.5 but NTA miss	这个建构我是真整不了一点	I can't do a single thing about this construction.
A-NEO-036	NEO	16.47	xcomet_noisy 83.2 but NTA miss	蹲蹲，好可爱啊	Cuteness, how adorable!
A-NEO-089	NEO	15.84	xcomet_noisy 93.8 but NTA miss	不可能！在这里，女孩出生后就是家庭的中心，她们是家里的女王。喝点鸡汤吧！	Impossible! Here, after a girl is born, she becomes the center of the family, the queen of the house. Have a bowl of chicken soup!
A-MIX-009	MIX	15.74	xcomet_noisy 83.8 but NTA miss	le｜我的故事是双女主	My story is a double female lead.
A-HOM-001	HOM	15.23	xcomet_noisy 81.9 but NTA miss	广0王，我也是	Prince Guang, I am also.
A-NEO-161	NEO	14.71	xcomet_noisy 81.2 but NTA miss	MBTI各种眼神杀！你能接得住？	MBTI various eye killing! Can you take it?
A-NEO-025	NEO	14.08	xcomet_noisy 84.8 but NTA miss	无盒200出	No box 200 out
A-NEO-252	NEO	12.94	xcomet_noisy 84.4 but NTA miss	这是哪套啊，怎么从未见过 这是又被偷跑了？	Which set is this? I've never seen it before. Was it stolen again?
A-NEO-173	NEO	12.79	xcomet_noisy 85.9 but NTA miss	桂林📍景点避坑｜去桂林前一定要看哦‼	Guilin 📍 Attractions Pitfalls to Avoid | Must Read Before Visiting Guilin‼️
A-NEO-119	NEO	12.68	xcomet_noisy 81.9 but NTA miss	🔥这个神器有点东西啊❗️	🔥This神器 is really something special!❗️
A-NEO-003	NEO	12.50	xcomet_noisy 91.9 but NTA miss	想到他们的“快乐水”	"Thinking of their ""happy water"""
A-NEO-067	NEO	11.52	xcomet_noisy 87.9 but NTA miss	包姜晓的呀[doge]	Oh, Bao Jiang Xiao [doge]
A-HOM-013	HOM	11.43	xcomet_noisy 84.3 but NTA miss	啊！谢谢劳斯！	Ah! Thank you, Raus!
A-NEO-054	NEO	10.79	xcomet_noisy 82.8 but NTA miss	第三个我推	The third one I push
A-NEO-026	NEO	10.28	xcomet_noisy 82.2 but NTA miss	接出血停止，积血消失，宝宝健康平安出生。	The bleeding stops, the accumulated blood disappears, and the baby is born healthy and safe.
A-NEO-209	NEO	9.94	xcomet_noisy 82.2 but NTA miss	在福州！找到了千与千寻同款汤屋！！	In Fuzhou! Found the same Tangwu as in Spirited Away!!
A-NEO-196	NEO	9.66	xcomet_noisy 91.7 but NTA miss	🇬🇧伦敦好吃的漂亮饭	Great-looking meals in London
A-PYA-005	PYA	9.53	xcomet_noisy 80.8 but NTA miss	Chuan搭🔴⚪️红白配	Chuan pairs red and white colors.
A-NEO-049	NEO	9.28	xcomet_noisy 83.9 but NTA miss	楼主的意思是“这就是他想来的地方”	"The楼主's meaning is ""This is where he wants to come."""
A-HOM-007	HOM	9.25	xcomet_noisy 87.0 but NTA miss	似吧我不拦你	I guess I won't stop you.
A-NEO-194	NEO	9.18	xcomet_noisy 93.6 but NTA miss	吉隆坡新晋网红餐厅•不得不试	Kuala Lumpur's New Trendy Restaurant - Must Try
A-NEO-176	NEO	9.02	xcomet_noisy 86.5 but NTA miss	哭死❗️后悔没早点看到这篇马来西亚攻略🙏	Cry myself out❗️Regret not seeing this Malaysia guide earlier🙏
A-NEO-012	NEO	8.59	xcomet_noisy 89.0 but NTA miss	杭州现货，价格美丽	Hangzhou spot, beautiful price
A-NEO-132	NEO	8.43	xcomet_noisy 97.2 but NTA miss	零基础乍到书法新手村 我什么时候可以大成	A beginner just arrived in the calligraphy village; when can I achieve mastery?
A-NEO-241	NEO	7.94	xcomet_noisy 91.4 but NTA miss	姐妹们帮我看看这是本人还是网图	Sisters, please help me check if this is me or a net image.
A-HOM-008	HOM	7.89	xcomet_noisy 86.2 but NTA miss	哈雷哈雷，欢迎欢迎热烈欢迎	Hurrah, welcome, warm welcome!
A-NEO-168	NEO	7.88	xcomet_noisy 93.4 but NTA miss	老外已经在学习中国话这个事情上 卷起来了	Foreigners are now really into learning Chinese.
A-NEO-191	NEO	7.80	xcomet_noisy 89.6 but NTA miss	泉州探店｜好評多多的韓國料理店	Quanzhou Food Tour | Korean Restaurant with Great Reviews
A-NEO-169	NEO	7.16	xcomet_noisy 94.0 but NTA miss	🇯🇵 京都美食攻略 不踩雷 😋！	Japanese Kyoto Food Guide - No Mistakes! 😋
A-NEO-128	NEO	6.79	xcomet_noisy 94.9 but NTA miss	幸福到冒泡🫧	Happy to the point of bubbling🫧
A-MIX-037	MIX	6.17	xcomet_noisy 90.2 but NTA miss	mark一些漂亮的秋冬美甲10.0	Some pretty autumn and winter nail art designs 10.0
A-NEO-104	NEO	5.34	xcomet_noisy 92.5 but NTA miss	导航有的时候真的太坑了，没开过真的会很害怕	Navigation can be really frustrating at times; if you haven't used it before, you might get really scared.
A-NEO-188	NEO	4.92	xcomet_noisy 86.6 but NTA miss	独居一人食🍓抹茶草莓牛乳和草莓三明治！	Living alone, eating strawberry matcha milk and strawberry sandwiches!
A-NEO-199	NEO	4.72	xcomet_noisy 89.3 but NTA miss	吉隆坡超级无敌避雷的点！	Kuala Lumpur's ultimate must-avoid points!
A-NEO-147	NEO	4.40	xcomet_noisy 84.7 but NTA miss	做出了人生鸡小胸｜真的太嫩了🥹减脂绝佳	Made chicken breast for the first time｜It's really tender🥹Perfect for weight loss
A-NEO-181	NEO	3.93	xcomet_noisy 99.9 but NTA miss	Costco 是懂华人节日需求的	Costco understands the holiday needs of Chinese people.
A-NEO-142	NEO	3.80	xcomet_noisy 80.6 but NTA miss	2025年🌟属于春节的氛围感美甲💅	The 2025 New Year's atmosphere nail art 💅✨
A-MIX-035	MIX	3.76	xcomet_noisy 80.8 but NTA miss	赵一博冰条钩织get(附图解)	Zhao Yibo's ice stick knitting pattern (with diagram)
A-NEO-171	NEO	3.74	xcomet_noisy 96.2 but NTA miss	‼️日本大阪USJ环球影城大攻略	‼️Ultimate Guide to Universal Studios Japan in Osaka, Japan
A-NEO-144	NEO	3.44	xcomet_noisy 87.3 but NTA miss	上海洛杉矶Long haul flight 带娃探险记	Long Haul Flight from Shanghai to Los Angeles: A Parent's Adventure with Kids
A-NEO-085	NEO	3.40	xcomet_noisy 92.6 but NTA miss	这台词……放到某些作品里也不会有违和感吧	This line... wouldn't feel out of place in some works, would it?
A-HOM-002	HOM	3.35	xcomet_noisy 92.1 but NTA miss	3Q 祝你新年快乐 🎊🐍	Happy New Year 3Q 🎊🐍
A-MIX-018	MIX	3.22	xcomet_noisy 85.4 but NTA miss	𝙡𝙞𝙫𝙚清清爽爽的幸福瞬间🐚🌾🍄‍🟫	Lively moments of fresh and clear happiness 🐚🌾🍄🟫
A-NEO-193	NEO	3.19	xcomet_noisy 93.1 but NTA miss	全国首家｜Kangaroo🦘落地杭州！！！	First in the country | Kangaroo🦘 lands in Hangzhou!!!
A-NEO-071	NEO	3.13	xcomet_noisy 84.4 but NTA miss	蹲反馈。甜不甜	Sit and give feedback. Is it sweet?
A-NEO-057	NEO	2.98	xcomet_noisy 85.3 but NTA miss	宝宝羽绒服🔗！	Baby down jacket 🔗!
A-NEO-189	NEO	2.75	xcomet_noisy 89.7 but NTA miss	哥哥上线后，一登陆两眼一黑……	After the older brother comes online, the moment he logs in, he goes blind...
A-NEO-154	NEO	2.70	xcomet_noisy 89.6 but NTA miss	春节倒计时🧨浅浅期待一下今年的年夜饭吧🧧	Countdown to Chinese New Year 🎇 Let's casually look forward to this year's reunion dinner 🎁
A-NEO-063	NEO	2.50	xcomet_noisy 84.7 but NTA miss	ruby蹲蹲	ruby sits down
A-MIX-034	MIX	2.29	xcomet_noisy 94.2 but NTA miss	IG年轻人爱用的“hype boy”是什么意思	"What does ""hype boy,"" a term popular among Gen Z, mean?"
A-PYA-004	PYA	2.22	xcomet_noisy 94.8 but NTA miss	好可爱cpdd...	So cute CPDD...
A-NEO-042	NEO	2.21	xcomet_noisy 86.2 but NTA miss	第二捏~欢迎欢迎	Second squeeze~ Welcome, welcome
A-NEO-238	NEO	2.16	xcomet_noisy 93.9 but NTA miss	发尾乱乱的有点二次元感	The hair at the ends is messy, giving a slightly anime-like feel.
A-NEO-192	NEO	2.12	xcomet_noisy 90.4 but NTA miss	深圳｜夏日解压好去处☀，6大室内运动馆推荐	Shenzhen | Summer Stress Relief Spots ☀, Recommended 6 Indoor Sports Halls
A-NEO-079	NEO	1.98	xcomet_noisy 97.5 but NTA miss	无语！太夸张了！刚从中国回来三周，我觉得他们描述的是欧盟	No way! That's too exaggerated! I just came back from China three weeks ago, and it feels like they're describing the EU.
A-NEO-022	NEO	1.85	xcomet_noisy 91.6 but NTA miss	宝宝黄色毛衣有链接吗	Is there a link for the baby yellow sweater?
A-NEO-092	NEO	1.78	xcomet_noisy 82.8 but NTA miss	这本书在中国也是爆火，我也读完了。[ #飞吻R ]	This book is also trending in China, and I've finished reading it. [ #FlyKissR ]
A-NEO-052	NEO	1.78	xcomet_noisy 82.7 but NTA miss	嘤嘤嘤～～快回来	Squeak squeak ~ Come back quickly!
A-NEO-149	NEO	1.75	xcomet_noisy 90.0 but NTA miss	曼谷外卖别把我好吃晕了…	Bangkok delivery, don't make me dizzy with delicious food...
A-NEO-163	NEO	1.64	xcomet_noisy 84.7 but NTA miss	鼓励你逆光上岸的励志文案	Encouraging motivational text that inspires you to reach the shore against the light.
A-NEO-143	NEO	1.49	xcomet_noisy 95.1 but NTA miss	我发现跳舞可以旺自己！！！	I find that dancing can boost my energy!!!
A-HOM-005	HOM	1.44	xcomet_noisy 92.6 but NTA miss	➗25家政 15洗衣  10洗车	25 Housekeeping, 15 Laundry, 10 Car Wash
A-NEO-065	NEO	1.34	xcomet_noisy 84.2 but NTA miss	19配 35/1	19 pairs 35/1
A-NEO-166	NEO	1.09	xcomet_noisy 94.7 but NTA miss	晒出你在tiktok🇺🇸看到最好笑的抽象帖！🤣	Show us the funniest abstract post you saw on TikTok 🇺🇸! 😂
A-MIX-054	MIX	1.02	xcomet_noisy 85.0 but NTA miss	75折买lulu真的不用找代购！	75% off buying Lulu really doesn't require using a proxy shopper!
A-NEO-021	NEO	1.01	xcomet_noisy 88.6 but NTA miss	重庆，九龙坡蹲	Chongqing, Jiulongpo district.
A-NEO-060	NEO	0.99	xcomet_noisy 84.0 but NTA miss	老外来之前不给我推这种视频	Don't push this video at me before the foreigners come.
A-NEO-133	NEO	0.91	xcomet_noisy 87.0 but NTA miss	今日份晒澳白珍珠戒指	Today's post: Sun-dried Australian white pearl ring
A-NEO-183	NEO	0.85	xcomet_noisy 99.1 but NTA miss	🇲🇾产品也可以火到中国！🔥	Malaysian products can also go viral in China! 🔥
A-PYA-010	PYA	0.73	xcomet_noisy 95.9 but NTA miss	一打开小红书发现变成国际版le	As soon as I opened Xiaohongshu, it had turned into the international version.
A-NEO-002	NEO	0.59	xcomet_noisy 94.2 but NTA miss	噗哈哈哈还是你6666	Haha, you're still the best, 6666!
A-NEO-126	NEO	0.50	xcomet_noisy 98.0 but NTA miss	大连最适合浪费生命的地方……	Dalian, the perfect place to waste one's life...
A-PYA-003	PYA	0.46	xcomet_noisy 95.2 but NTA miss	我喜欢你 CPDD	I like you CPDD
A-MIX-030	MIX	0.43	xcomet_noisy 81.0 but NTA miss	可以做天文介紹的視頻，或是 #ufo外星人 相關的視頻	Videos about astronomy introductions, or videos related to #ufo aliens.
A-HOM-015	HOM	0.37	xcomet_noisy 97.5 but NTA miss	每个月不用给chatgpt交20刀了	You don't need to pay $20 to ChatGPT every month anymore.
A-HOM-003	HOM	0.37	xcomet_noisy 90.0 but NTA miss	我的玛雅太美了	My Maya is so beautiful.
A-NEO-014	NEO	0.36	xcomet_noisy 87.8 but NTA miss	蹲了很久[doge]	Sat for a long time [doge]
A-NEO-135	NEO	0.25	xcomet_noisy 88.3 but NTA miss	RC绝美粉紫色缎面高跟鞋五折拿下	RC Stunning Pink-Purple Satin Stilettos at Half Price
A-NEO-177	NEO	0.22	xcomet_noisy 91.3 but NTA miss	国内有没有商家能做这个饼干的平替啊！！！！	Are there any domestic merchants who can make a substitute for this cookie?!!!
A-NEO-127	NEO	0.15	xcomet_noisy 90.5 but NTA miss	巴塞罗那🇪🇸打折村出行指南	Barcelona Discount Village Travel Guide 🇪🇸
