uid	category	severity	reasons	src_noisy	hyp_noisy
A-NEO-015	NEO	25.19	xcomet/kiwi Δ disagree by 25.2	蹲蹲哈哈	laugh laugh
A-NEO-089	NEO	23.92	xcomet/kiwi Δ disagree by 23.9	不可能！在这里，女孩出生后就是家庭的中心，她们是家里的女王。喝点鸡汤吧！	Impossible! Here, the girl is the center of the family, and she is the queen of the house. Have some chicken soup!
A-NEO-236	NEO	23.91	xcomet/kiwi Δ disagree by 23.9	全是大漏勺	All are big ladles.
A-PYA-015	PYA	23.71	xcomet/kiwi Δ disagree by 23.7; xcomet_noisy 82.8 but NTA miss	已关注qiu fen xiang	Already followed qiu fen xiang
A-HOM-006	HOM	23.61	xcomet/kiwi Δ disagree by 23.6	马牙，谢谢劳斯🥺❤️❤️❤️	Mata, thank you for your kindness 😊❤️❤️❤️
A-NEO-095	NEO	23.45	xcomet/kiwi Δ disagree by 23.4	细思极恐 咋给一种放大版园区感	Awe-inspiring and overwhelming, how to create a scaled-up park-like atmosphere?
A-MIX-052	MIX	23.00	xcomet/kiwi Δ disagree by 23.0	轻松熊ascii art⊹ ࣪𓍢ִ໋⋆🍰ೀ⋆	Light bear ascii art ⊹ ⓐ ⍰ ೀ ⭐
A-MIX-025	MIX	22.89	xcomet/kiwi Δ disagree by 22.9	“我是ENTP”接下来，生成一朵关于它的花：	I am an ENTP. Then, generate a flower about it.
A-NEO-007	NEO	22.56	xcomet/kiwi Δ disagree by 22.6	巴拉巴拉说的啥	What is Balabala saying?
A-NEO-046	NEO	22.12	xcomet/kiwi Δ disagree by 22.1	接接接 借你吉言	Keep on keeping on, take your kind words.
A-PYA-008	PYA	21.60	xcomet/kiwi Δ disagree by 21.6	说 WOC 和 NB 欢迎来中国旅游和交朋友	WOC and NB are welcome to travel and make friends in China.
A-MIX-051	MIX	21.44	xcomet/kiwi Δ disagree by 21.4	GRWM*🦹🏻‍♀️🏳️‍⚧️毛绒穿出街👊🏻	GRWM*female plushie wearing out the street👊🏻
A-MIX-002	MIX	21.30	xcomet/kiwi Δ disagree by 21.3; xcomet_noisy 80.3 but NTA miss	图fine秒mine[doge]	Fine second [doge]
A-NEO-014	NEO	21.24	xcomet/kiwi Δ disagree by 21.2	蹲了很久[doge]	Dug for a long time [doge]
A-NEO-053	NEO	20.72	xcomet/kiwi Δ disagree by 20.7	我我我蹲蹲蹲	I i i squat squat squat
A-NEO-010	NEO	20.57	xcomet/kiwi Δ disagree by 20.6	多的不说，给我中中中	Too many to mention, just give me middle-middle-middle.
A-PYA-006	PYA	20.46	xcomet/kiwi Δ disagree by 20.5; xcomet_noisy 95.1 but NTA miss	xhs是得加个翻译功能了	It's necessary to add a translation function.
A-PYA-011	PYA	20.11	xcomet/kiwi Δ disagree by 20.1	💙15w左右女生建议入手的BBA二手车	About 15 weeks ago, female suggestions for BBA used car.
A-NEO-054	NEO	19.74	xcomet_noisy 88.8 but NTA miss	第三个我推	Third one I push
A-NEO-008	NEO	18.97	xcomet_noisy 94.7 but NTA miss	这是老广啊	This is a old Guangdong person.
A-NEO-090	NEO	18.27	xcomet_noisy 82.8 but NTA miss	永远抄底	Never buy low.
A-NEO-209	NEO	17.62	xcomet_noisy 88.5 but NTA miss	在福州！找到了千与千寻同款汤屋！！	"In Fuzhou! Found the same hot spring as in ""Spirited Away""!"
A-HOM-008	HOM	17.59	xcomet_noisy 94.8 but NTA miss	哈雷哈雷，欢迎欢迎热烈欢迎	Hello, welcome, warmly welcome.
A-NEO-127	NEO	17.43	xcomet_noisy 91.2 but NTA miss	巴塞罗那🇪🇸打折村出行指南	Barcelona打折村出行指南
A-NEO-109	NEO	16.93	xcomet_noisy 85.5 but NTA miss	总发愁自己没客子，不知道怎么起号的可以戳戳我	Always worried about not having guests, I don't know how to start. If you're interested, feel free to ask me.
A-HOM-017	HOM	15.98	xcomet_noisy 86.5 but NTA miss	这就是史	This is history.
A-MIX-009	MIX	15.83	xcomet_noisy 83.8 but NTA miss	le｜我的故事是双女主	My story is a double female lead.
A-PYA-014	PYA	13.29	xcomet_noisy 84.3 but NTA miss	a萍五官挺好的	The facial features are quite good.
A-NEO-234	NEO	12.96	xcomet_noisy 86.2 but NTA miss	弹错了一丢丢，但先这样吧… #电吉他[话题]# #shoegaze[话题]#	A bit off, but let's just leave it like that... #ElectricGuitar #Shoegaze
A-MIX-054	MIX	12.37	xcomet_noisy 81.7 but NTA miss	75折买lulu真的不用找代购！	75% off, buy Lulu without needing a broker!
A-NEO-071	NEO	12.31	xcomet_noisy 95.6 but NTA miss	蹲反馈。甜不甜	Feedback. How sweet is it?
A-NEO-148	NEO	12.14	xcomet_noisy 84.8 but NTA miss	老夫子周边🥹	Old Master's Surroundings 🥹
A-HOM-013	HOM	11.47	xcomet_noisy 87.5 but NTA miss	啊！谢谢劳斯！	Oh! Thank you, Lous!
A-NEO-012	NEO	10.78	xcomet_noisy 84.8 but NTA miss	杭州现货，价格美丽	Hangzhou spot, price is beautiful.
A-NEO-144	NEO	10.70	xcomet_noisy 83.3 but NTA miss	上海洛杉矶Long haul flight 带娃探险记	Long haul flight from Shanghai to Los Angeles with baby exploration journey
A-PYA-001	PYA	10.51	xcomet_noisy 82.2 but NTA miss	小窗口dd你吧	Small window, dd you.
A-NEO-037	NEO	10.51	xcomet_noisy 92.0 but NTA miss	我去，这个帅啊	Oh, that's really handsome.
A-NEO-042	NEO	9.96	xcomet_noisy 90.0 but NTA miss	第二捏~欢迎欢迎	Second one ~ Welcome welcome
A-NEO-003	NEO	9.73	xcomet_noisy 90.8 but NTA miss	想到他们的“快乐水”	"Thinking of their ""Happy Water"""
A-NEO-241	NEO	9.23	xcomet_noisy 90.2 but NTA miss	姐妹们帮我看看这是本人还是网图	Girls, could you please check if this is a personal photo or a net photo?
A-NEO-171	NEO	9.09	xcomet_noisy 89.3 but NTA miss	‼️日本大阪USJ环球影城大攻略	‼️ Osaka USJ Universal Studios Japan Ultimate Guide
A-NEO-149	NEO	8.96	xcomet_noisy 88.3 but NTA miss	曼谷外卖别把我好吃晕了…	Don't make me dizzy with your delicious food in Bangkok.
A-PYA-005	PYA	8.54	xcomet_noisy 84.9 but NTA miss	Chuan搭🔴⚪️红白配	Chuan pairs red and white.
A-NEO-026	NEO	8.51	xcomet_noisy 83.4 but NTA miss	接出血停止，积血消失，宝宝健康平安出生。	Blood flow stops, the blood clot dissolves, and the baby is born healthy and safe.
A-NEO-113	NEO	8.37	xcomet_noisy 90.4 but NTA miss	需要我#互关吗，兄弟	Do I need to follow you?
A-NEO-183	NEO	8.35	xcomet_noisy 88.2 but NTA miss	🇲🇾产品也可以火到中国！🔥	Products can also catch on in China! 🔥
A-PYA-003	PYA	7.93	xcomet_noisy 85.8 but NTA miss	我喜欢你 CPDD	I like you CPDD.
A-NEO-194	NEO	7.75	xcomet_noisy 93.9 but NTA miss	吉隆坡新晋网红餐厅•不得不试	Kuala Lumpur's new rising star restaurant • Must try
A-NEO-210	NEO	7.71	xcomet_noisy 90.0 but NTA miss	2024🇹🇭曼谷米其林摘星🌟之旅全攻略	2024 Thailand Bangkok Michelin Star Journey Full Guide
A-NEO-022	NEO	7.50	xcomet_noisy 85.7 but NTA miss	宝宝黄色毛衣有链接吗	Does the baby yellow sweater have a link?
A-NEO-135	NEO	7.09	xcomet_noisy 82.1 but NTA miss	RC绝美粉紫色缎面高跟鞋五折拿下	Ultra-pretty purple silk high heels with a 50% discount.
A-NEO-176	NEO	6.82	xcomet_noisy 87.9 but NTA miss	哭死❗️后悔没早点看到这篇马来西亚攻略🙏	Cry death❗️ I wish I had seen this Malaysia guide earlier🙏
A-MIX-030	MIX	6.65	xcomet_noisy 90.9 but NTA miss	可以做天文介紹的視頻，或是 #ufo外星人 相關的視頻	Videos that can introduce astronomy or videos related to UFO and extraterrestrials.
A-NEO-079	NEO	6.35	xcomet_noisy 96.5 but NTA miss	无语！太夸张了！刚从中国回来三周，我觉得他们描述的是欧盟	Ugh! It's too exaggerated! I just returned from China three weeks ago and found it hard to believe they described the EU.
A-MIX-055	MIX	6.09	xcomet_noisy 92.5 but NTA miss	街边拍照姿势✨get韩女氛围	Street photo pose ✨ get Korean girl atmosphere
A-NEO-052	NEO	5.97	xcomet_noisy 85.3 but NTA miss	嘤嘤嘤～～快回来	Ooooh～～Come back!
A-NEO-173	NEO	5.84	xcomet_noisy 92.0 but NTA miss	桂林📍景点避坑｜去桂林前一定要看哦‼	Guilin 📍 tourist spots to avoid | Don't forget to check this before going to Guilin!
A-MIX-018	MIX	5.74	xcomet_noisy 86.6 but NTA miss	𝙡𝙞𝙫𝙚清清爽爽的幸福瞬间🐚🌾🍄‍🟫	Clear and refreshing moments of happiness 🌿✨
A-NEO-169	NEO	5.51	xcomet_noisy 83.8 but NTA miss	🇯🇵 京都美食攻略 不踩雷 😋！	Kyoto food tour don't miss the mark 😋！
A-NEO-162	NEO	5.35	xcomet_noisy 87.9 but NTA miss	我的病娇猫，爱得太沉重。	My obsessive cat, loving too much.
A-NEO-196	NEO	4.76	xcomet_noisy 95.0 but NTA miss	🇬🇧伦敦好吃的漂亮饭	London's delicious and beautiful food
A-NEO-167	NEO	4.62	xcomet_noisy 85.4 but NTA miss	减肥四个月真的换了一个人！逆袭	Four months of weight loss really changed me! Upturn
A-NEO-070	NEO	4.32	xcomet_noisy 94.0 but NTA miss	蹲一下🐍	Crouch down🐍
A-NEO-133	NEO	4.30	xcomet_noisy 92.2 but NTA miss	今日份晒澳白珍珠戒指	Today's post: Australian white pearl ring
A-NEO-142	NEO	4.24	xcomet_noisy 83.3 but NTA miss	2025年🌟属于春节的氛围感美甲💅	2025年🌟 belongs to the atmosphere of the Chinese New Year's nail art 💅
A-NEO-191	NEO	4.09	xcomet_noisy 87.2 but NTA miss	泉州探店｜好評多多的韓國料理店	Zhongzhou restaurant review | Highly praised Korean cuisine restaurant
A-HOM-002	HOM	3.85	xcomet_noisy 92.5 but NTA miss	3Q 祝你新年快乐 🎊🐍	3Q Wishing you a happy new year 🎊🐍
A-NEO-161	NEO	3.81	xcomet_noisy 80.7 but NTA miss	MBTI各种眼神杀！你能接得住？	MBTI various eye tricks! Can you catch up?
A-HOM-005	HOM	3.73	xcomet_noisy 91.4 but NTA miss	➗25家政 15洗衣  10洗车	÷25 housekeeping 15 laundry 10 car wash
A-NEO-145	NEO	3.65	xcomet_noisy 91.5 but NTA miss	这个建构我是真整不了一点	I can't even begin to understand this construction.
A-PYA-010	PYA	3.55	xcomet_noisy 93.7 but NTA miss	一打开小红书发现变成国际版le	Opening Xiaohongshu, I found it had changed to the international version.
A-NEO-104	NEO	3.48	xcomet_noisy 93.3 but NTA miss	导航有的时候真的太坑了，没开过真的会很害怕	Navigation can be really frustrating sometimes, especially when you haven't used it before and feel scared.
A-NEO-049	NEO	3.24	xcomet_noisy 85.8 but NTA miss	楼主的意思是“这就是他想来的地方”	"The user's intention is ""this is the place he wants to come to."""
A-NEO-240	NEO	2.81	xcomet_noisy 82.7 but NTA miss	怎么伦敦地铁也开始上演“春运现场”了，乌泱泱一大片人群！	"How is the London subway also showing the ""Spring Festival rush"" with a huge crowd of people!"
A-NEO-085	NEO	2.70	xcomet_noisy 92.0 but NTA miss	这台词……放到某些作品里也不会有违和感吧	This line... would not be out of place in some works, would it?
A-MIX-056	MIX	2.53	xcomet_noisy 94.3 but NTA miss	想看看大家的iwatch表盘！	Want to see everyone's iWatch watch faces!
A-NEO-163	NEO	2.41	xcomet_noisy 85.3 but NTA miss	鼓励你逆光上岸的励志文案	Motivational quotes that encourage you to rise up against the light.
A-NEO-092	NEO	2.28	xcomet_noisy 91.4 but NTA miss	这本书在中国也是爆火，我也读完了。[ #飞吻R ]	This book is also popular in China, and I have finished reading it.
A-NEO-100	NEO	2.21	xcomet_noisy 89.1 but NTA miss	我们信奉相同的教义；这里有个花哨的名字：万物有灵论者。我喜欢它😍 漂亮。新年快乐。牛逼！保重	We follow the same teachings; here's a flashy name: animism. I like it 😍 Beautiful. Happy New Year. Cool! Take care.
A-NEO-193	NEO	2.10	xcomet_noisy 85.8 but NTA miss	全国首家｜Kangaroo🦘落地杭州！！！	First-ever nationwide | Kangaroo🦘 lands in Hangzhou！！！
A-NEO-114	NEO	2.10	xcomet_noisy 93.1 but NTA miss	魔都惊艳的主厨餐桌，一生值得来一次！	The exquisite chef's table in the metropolis is worth a visit once in a lifetime!
A-MIX-034	MIX	2.06	xcomet_noisy 90.2 but NTA miss	IG年轻人爱用的“hype boy”是什么意思	"What does ""hype boy"" mean in the context of young people?"
A-NEO-189	NEO	2.00	xcomet_noisy 94.4 but NTA miss	哥哥上线后，一登陆两眼一黑……	After the brother logged in, he felt his vision go black suddenly...
A-NEO-126	NEO	1.97	xcomet_noisy 97.1 but NTA miss	大连最适合浪费生命的地方……	The best place in Dalian to waste one's life...
A-NEO-128	NEO	1.67	xcomet_noisy 80.4 but NTA miss	幸福到冒泡🫧	Joy bubbles 🫧
A-NEO-073	NEO	1.66	xcomet_noisy 95.4 but NTA miss	笑爆了	Laughed to tears.
A-NEO-143	NEO	1.66	xcomet_noisy 95.2 but NTA miss	我发现跳舞可以旺自己！！！	I find that dancing can boost my energy!!
A-NEO-181	NEO	1.59	xcomet_noisy 96.2 but NTA miss	Costco 是懂华人节日需求的	Costco understands the Chinese New Year holiday needs.
A-NEO-132	NEO	1.51	xcomet_noisy 86.5 but NTA miss	零基础乍到书法新手村 我什么时候可以大成	Zero-level beginner new to calligraphy village When can I achieve success?
A-NEO-110	NEO	1.41	xcomet_noisy 81.2 but NTA miss	灭火器拿来出来就这样放在地上然后看着那个火继续烧，什么神操作？	Take the fire extinguisher out and place it on the ground, then look at the fire continuing to burn—what a miracle!
A-NEO-057	NEO	1.36	xcomet_noisy 85.3 but NTA miss	宝宝羽绒服🔗！	Baby down jacket 🔗！
A-MIX-037	MIX	1.00	xcomet_noisy 80.0 but NTA miss	mark一些漂亮的秋冬美甲10.0	Apply some beautiful autumn and winter nail art for 10.0
A-HOM-003	HOM	0.82	xcomet_noisy 89.7 but NTA miss	我的玛雅太美了	My Maya is beautiful.
A-HOM-015	HOM	0.53	xcomet_noisy 95.5 but NTA miss	每个月不用给chatgpt交20刀了	You don't have to pay 20 yuan a month for ChatGPT.
A-NEO-177	NEO	0.49	xcomet_noisy 88.5 but NTA miss	国内有没有商家能做这个饼干的平替啊！！！！	Are there any merchants domestically that can make this cookie as a substitute?
A-NEO-164	NEO	0.42	xcomet_noisy 96.9 but NTA miss	缅北为什么没有拐卖新加坡和日本人？	Why isn't there trafficking of Singaporeans and Japanese in Myanmar?
A-NEO-146	NEO	0.27	xcomet_noisy 85.6 but NTA miss	吹爆这四款美食收纳游戏🥳真的太好玩了🤤	Wow, these four food storage games are really fun! 😍 Truly amazing.
A-NEO-192	NEO	0.22	xcomet_noisy 95.1 but NTA miss	深圳｜夏日解压好去处☀，6大室内运动馆推荐	Shenzhen | A great place to relieve stress in summer ☀, 6 recommended indoor sports centers
