uid	category	xcomet_noisy	xcomet_clean	xcomet_d	kiwi_noisy	kiwi_clean	kiwi_d	nta_noisy	nta_clean	nta_d	src_noisy	hyp_noisy	src_clean	hyp_clean	ref_en
A-NEO-013	NEO	74.58	70.09	-4.49	64.23	58.77	-5.46	0	0	0	318走🐟（24/6生产日期）	318 walkthroughs (produced 24/6	318通过闲鱼交易（24/6生产日期）	318 through the shark trade ((24/6 production date)	¥318 via Xianyu (manufactured in June 2024).
A-NEO-014	NEO	93.70	89.38	-4.33	41.29	75.45	34.16	0	100	100	蹲了很久[doge]	It's been a long time.	等了很久[doge]	The long wait [doge]	I've been waiting a long time [doge].
A-NEO-015	NEO	74.65	90.59	15.94	26.27	69.92	43.65	0	0	0	蹲蹲哈哈	I'm not sure.	在这里等候哈哈	Wait here	Waiting, waiting, haha.
A-NEO-016	NEO	49.10	81.15	32.04	53.31	49.02	-4.29	0	100	100	3.0下配套的限时常驻自选池子呀	The 3.0 support is limited to the pool of your choice.	3.0下半期配套的限时常驻自选卡池呀	The second half of the 3.0 series is available for a limited time only.	It’s the limited-time permanent-character selector banner that comes with the second half of Version 3.0.
A-NEO-017	NEO	62.11	66.07	3.96	65.58	71.07	5.48	0	100	100	体育西路，珠江新城可带，3号线都可以带	Sports West Road, Zhujiang New City can be used, and Line 3 can be used	体育西路，珠江新城可交付，3号线都可以交付	Delivery is available at Sports West Road, Zhujiang New Town, and Line 3	I can meet at Tiyu Xilu, Zhujiang New Town, or anywhere along Guangzhou Metro Line 3.
A-NEO-018	NEO	50.19	28.33	-21.86	38.37	52.53	14.16	0	0	0	老六，666	What Does the Bible Really Teach?	出其不意的人，太厉害了	And the people who are not prepared for it, it is terrible.	You little schemer—well played!
A-NEO-019	NEO	53.53	63.47	9.94	46.09	45.54	-0.55	0	0	0	直接多少，🐟跳转不了	How much straight, the chickens can't jump	直接多少，闲鱼跳转不了	How much more direct, the shark can't jump	How much for it directly? I can’t open the Xianyu link.
A-NEO-020	NEO	33.36	74.49	41.14	27.99	81.72	53.73	0	0	0	这个❤️是🐴扁	This is a chicken.	这个点赞是骗来的	This review is a lie.	That like was obtained by tricking people.
A-NEO-021	NEO	48.54	74.11	25.57	70.02	73.49	3.47	0	0	0	重庆，九龙坡蹲	Changchun, Kyungpook	重庆，九龙坡寻找本地卖家	Chongqing, Kowloon Po to find local sellers	Looking for a local seller in Jiulongpo, Chongqing.
A-NEO-022	NEO	85.65	79.84	-5.81	75.50	62.19	-13.32	0	100	100	宝宝黄色毛衣有链接吗	Does the baby yellow sweater have a link?	宝贝黄色毛衣有链接吗	Baby Yellow Sweater has a link?	Babe, do you have a link to the yellow sweater?
A-NEO-023	NEO	67.82	90.89	23.07	58.69	74.92	16.24	0	0	0	耳朵动起来好可爱啊QQ弹弹	The ear moves, it's cute, QQ bullets	耳朵动起来好可爱啊柔软又有弹性	The ears move, so cute, soft and elastic.	The way its ears wiggle is so cute—they look soft and bouncy.
A-NEO-024	NEO	40.47	70.21	29.74	64.87	73.23	8.36	0	0	0	许愿温迪伴生金温迪宝宝保佑我	I wish Wendy's baby sister Kim Wendy would bless me.	希望抽到温迪和他的专属武器温迪宝宝保佑我	I hope to get Wendy and his special weapon, Wendy Baby, bless me.	Manifesting Venti and his signature weapon—Venti, please bless my pulls!
A-NEO-025	NEO	81.78	88.15	6.38	53.50	72.62	19.12	0	0	0	无盒200出	Boxless 200	无盒200出售	Unboxed 200 sold	No original box; selling for ¥200.
A-NEO-026	NEO	77.00	98.92	21.92	81.45	86.24	4.79	0	0	0	接出血停止，积血消失，宝宝健康平安出生。	The bleeding stops, the blood clot disappears, and the baby is born healthy and safe.	希望出血停止，积血消失，宝宝健康平安出生。	I hope the bleeding stops, the blood clots disappear, and the baby is born healthy and safe.	Praying that the bleeding stops, the hematoma disappears, and the baby is born safe and healthy.
A-NEO-027	NEO	67.18	70.08	2.89	68.06	66.59	-1.47	100	0	-100	卡皮巴拉土豆豚12星座插画头像表情包原创	The 12 constellations of the Capybara potato pigs are pictured in the original emoji pack	卡皮巴拉12星座插画头像表情包原创	The 12 constellations of Capricorn are pictured in the original emoji pack	Original capybara zodiac illustrations for profile pictures and stickers.
A-NEO-028	NEO	32.10	83.63	51.52	44.01	77.95	33.94	0	100	100	台州本地蹲蹲	Tai Chi is a native of Taiwan.	台州寻找本地卖家	Taiwan looking for local sellers	Looking for a local seller in Taizhou.
A-NEO-029	NEO	45.88	96.20	50.32	36.58	83.18	46.60	0	0	0	已私，求图，谢谢	I'm sorry, thank you.	已经发私信了，想要图片，谢谢	I've already sent a private message, I want a picture, thank you.	I've sent you a DM. Could I get the picture? Thanks.
A-NEO-030	NEO	23.96	32.17	8.21	26.54	53.59	27.05	0	0	0	滴我滴我[doge]	I'm not going to be a dog.	私信我私信我[doge]	I trusted you I trusted you [doge]	DM me, DM me. [doge]
A-NEO-031	NEO	84.62	94.42	9.80	65.39	69.99	4.60	0	0	0	！！！！同担啊！！！！！	We are all in this together.	！！！！喜欢同一个偶像的人啊！！！！！	I love the same idol as you!!!!!	We’re fans of the same idol!!!!!
A-NEO-032	NEO	82.04	61.31	-20.73	60.23	56.64	-3.59	0	100	100	雀魂 和 for the king+1	For the King + 1	雀魂 和 for the king，我也是	For the soul of a bird and for the king, I am too.	Mahjong Soul and For the King—same here!
A-NEO-033	NEO	32.43	90.08	57.64	45.02	73.12	28.10	0	0	0	人不开心，也要咪哄	People are not happy, they are sad.	人不开心，也要让猫咪哄	If you're not happy, let the cat lick you	Even when you're feeling down, let a cat cheer you up.
A-NEO-034	NEO	85.22	95.49	10.27	69.19	66.85	-2.33	0	0	0	➕吗宝宝	What's up, baby?	互相加好友吗宝宝	Make friends with each other, baby	Babe, want to add each other as friends?
A-NEO-035	NEO	78.81	82.26	3.45	49.93	60.67	10.74	0	0	0	蹲蹲，南南新年快乐	Happy New Year to you, South South	在这里等待，南南新年快乐	Here you are, South South, happy new year.	Waiting here. Happy New Year, Nannan!
A-NEO-036	NEO	85.66	87.50	1.84	62.89	65.97	3.08	0	100	100	蹲蹲，好可爱啊	Oh, how sweet.	在这里等待，好可爱啊	Wait here, my dear.	Waiting here—this is so cute!
A-NEO-037	NEO	55.66	98.88	43.23	37.34	83.04	45.71	0	0	0	我去，这个帅啊	I'm going, this motherfucker	天啊，这个帅啊	Oh, my God, this is so cool.	Whoa, this is so cool!
A-NEO-038	NEO	72.02	96.60	24.58	70.26	82.09	11.83	0	0	0	你是手控吗？	Are you a handyman?	你是特别喜欢好看的手的人吗？	Are you a fan of hands that look good?	Are you really into attractive hands?
A-NEO-039	NEO	75.51	98.30	22.79	53.22	83.70	30.48	0	0	0	卷成这样了	It's like this.	竞争已经这么激烈了	The competition is so fierce.	Has the competition really gotten this intense?
A-NEO-040	NEO	34.56	50.85	16.29	75.42	55.56	-19.87	0	0	0	宝接昼吗	Does the baby have lunch?	宝贝接受夏以昼相关的委托吗	Did Baby take on a summer-day assignment?	Babe, do you take commissions for Caleb from Love and Deepspace?
A-NEO-041	NEO	90.18	90.87	0.69	85.76	79.28	-6.48	0	100	100	老师我也想要你	Teacher, I want you too.	卖家我也想要这个商品	Seller I want this product too	I want one too, please.
A-NEO-042	NEO	82.38	97.15	14.78	58.26	79.01	20.75	0	0	0	第二捏~欢迎欢迎	Second pinch - welcome	我是第二个~欢迎欢迎	I'm the second - welcome	I'm second—welcome, welcome!
A-NEO-043	NEO	54.56	82.13	27.57	72.92	66.52	-6.39	0	0	0	敦门永恒！	The city is eternal!	永远支持蒋敦豪！	We will always support the Dung Ho!	Team Jiang Dunhao forever!
A-NEO-044	NEO	32.36	83.47	51.11	44.45	83.80	39.35	0	0	0	瓜哥三分爆头	The third quarter of Guaco	卡梅隆·安东尼投进了一记关键三分球	Cameron Anthony scored a crucial three-point shot	Melo drills a three-pointer!
A-NEO-045	NEO	77.98	78.66	0.68	57.63	64.18	6.54	0	0	0	蹲蹲第一个羊羔毛外套的链接	Links to the first lambskin jacket	等待第一个羊羔毛外套的链接	Link to the first lambskin jacket	Waiting for the link to the first shearling jacket.
A-NEO-046	NEO	33.91	38.89	4.98	37.92	66.36	28.45	0	100	100	接接接 借你吉言	I'll take your word for it.	我接受这份祝福 借你吉言	I accept this blessing, with your blessing.	Claiming it, claiming it, claiming it—thanks for the good wishes.
A-NEO-047	NEO	54.40	77.25	22.85	39.44	66.08	26.64	0	0	0	瑶瑶公主，蹲蹲蹲蹲	The Princess of the Jungle, Jungle	瑶瑶公主，一直在寻找	Princess Liu, I've been looking for you.	Still waiting for Princess Yaoyao.
A-NEO-048	NEO	69.87	76.78	6.91	37.43	60.88	23.44	0	100	100	啊呀蹲蹲现代狼尾张邈	Ah, the modern wolf tail.	啊呀寻找现代狼尾张邈	Ah, looking for a modern-day wolf-tailed Zhang Zhen.	Ah, waiting for modern wolf-cut Zhang Miao.
A-NEO-049	NEO	69.53	88.76	19.23	47.29	73.02	25.73	0	0	0	楼主的意思是“这就是他想来的地方”	"The owner means ""Mommy"" and that's where he wants to come."	发帖人的意思是“这就是他想来的地方”	"The blogger means ""Oh, this is where he wants to come""."	The OP means, “This is exactly where he wanted to come.”
A-NEO-050	NEO	54.73	100.00	45.27	63.44	82.89	19.45	0	100	100	05辽宁的	05 The City of Nining	2005年出生，来自辽宁	Born in 2005, from Liaoning	Born in 2005, from Liaoning.
A-NEO-051	NEO	18.40	32.59	14.20	15.58	63.02	47.44	0	0	0	番禺 我司招聘前台。真实有效。🉑️滴滴	I'm a good person, I'm a good person, I'm a good person, I'm a good person, I'm a good person, I'm a good person, I'm a good person, I'm a good person, I'm a good person, I'm a good person, I'm a good person, I'm a good person, I'm a good person, I'm a good person, I'm a good person, I'm a good person, I'm a good person, I'm a good person, I'm a good person, I'm not going to be a bad person, I'm not going to be a bad person, I'm not going to be a bad person.	番禺 我司招聘前台。真实有效。可以私信联系	I'm a recruiter in the recruitment department. It's really effective. Contact me by private email.	Our company in Panyu, Guangzhou, is hiring a receptionist. This is a genuine vacancy—DM me if interested.
A-NEO-052	NEO	84.25	72.75	-11.50	68.95	70.41	1.46	0	0	0	嘤嘤嘤～～快回来	You'll be back soon	我很难过～～快回来	I'm sorry you came back so soon.	I'm so sad~~ Please come back soon.
A-NEO-053	NEO	22.57	82.79	60.22	24.88	70.10	45.22	0	100	100	我我我蹲蹲蹲	I'm not a mother.	我我我在这里等待	I'll wait here.	Me, me, me—waiting, waiting, waiting.
A-NEO-054	NEO	77.07	93.32	16.25	58.57	82.99	24.42	0	0	0	第三个我推	The third one I pushed.	第三个我喜欢和支持的角色	The third role I like and support	The third one is my favorite character.
A-NEO-055	NEO	81.63	92.78	11.15	63.63	84.48	20.85	0	0	0	！蹲蹲！	Whoa!	！在这里等待！	Wait here!	Waiting here!
A-NEO-056	NEO	39.69	78.79	39.10	35.31	52.07	16.77	0	0	0	②没了哦，其他私	2 No more sugar, no more sugar	第二件没了哦，其他私信咨询	The second one is fine, other private letters	Item 2 is sold out. DM me about the others.
A-NEO-057	NEO	74.18	78.17	3.99	60.14	75.51	15.38	0	0	0	宝宝羽绒服🔗！	Baby feathered suit!	宝宝羽绒服的购买链接！	The link to buy baby feathered suits!	Babe, please send me the link to this down jacket!
A-NEO-058	NEO	55.69	58.49	2.79	67.21	75.90	8.69	0	0	0	看预算，直接r1+r52+大三元最优	Look at the budget, and you can see that r1+r52+ is the best of the three.	看预算，直接r1+r52+三支恒定F2.8光圈的变焦镜头最优	Looking at the budget, direct r1+r52+ three constant F2.8 aperture deflection lenses are the best	It depends on your budget. The best setup is the R1, the R5 Mark II, and the holy trinity of constant-f/2.8 zoom lenses.
A-NEO-059	NEO	39.64	24.73	-14.91	40.88	39.24	-1.64	0	0	0	佛山日结禅城张槎30/小时 需要滴滴	The sunset in Foshan and the Zen city of Changchun 30/hour	佛山日结禅城张槎30/小时 需要私信联系	If you are interested in a private message, please contact:	Same-day-pay job in Zhangcha, Chancheng District, Foshan: ¥30 per hour. DM if interested.
A-NEO-060	NEO	31.75	77.14	45.38	54.81	56.44	1.63	0	100	100	老外来之前不给我推这种视频	I'm not going to be able to post this video until my wife comes.	老外来之前不给我推荐这种视频	I'm not sure I would have recommended this video before.	The platform never recommended videos like this before foreign users arrived.
A-NEO-061	NEO	42.92	38.64	-4.28	44.90	42.33	-2.57	0	0	0	目前估7️⃣1️⃣0️⃣💼邮不包手续费	Currently estimated at 7️1️0️	目前估7️⃣1️⃣0️⃣包邮不包手续费	Currently estimated 7️1️0️	Currently asking ¥710, shipping included; transaction fees are not included.
A-NEO-062	NEO	25.09	90.89	65.80	25.98	72.94	46.95	0	0	0	蹲蹲拼320的	"The name of the song is ""Sweet Dreams""."	寻找一起拼单、共同分担320元费用的人	Looking for someone to share a $320 bill with	Looking for someone to join a ¥320 group buy with me.
A-NEO-063	NEO	82.72	97.39	14.67	36.00	83.41	47.41	0	100	100	ruby蹲蹲	Ruby shells	等待Ruby	Wait for Ruby	Waiting for Ruby.
A-NEO-064	NEO	57.52	55.90	-1.62	54.71	47.55	-7.15	0	0	0	新年衣有富贵香！🔍当妮留香珠	The new year's dress has a rich fragrance!	新年衣服有富贵香！搜索当妮留香珠	New Year's clothes are rich with perfume!	Give your New Year outfit a luxurious scent—search for Downy scent booster beads.
A-NEO-065	NEO	27.48	88.94	61.47	31.34	61.41	30.07	0	0	0	19配 35/1	Why the Bible Is Not a Book? 3/1	19号可配 35元一份	19 is $35 a piece.	No. 19 is available; ¥35 each.
A-NEO-066	NEO	28.68	57.32	28.64	39.66	42.04	2.39	0	0	0	狼青土松弟弟	The wolf is a little brother to the ground.	狼青土松公幼犬	The Wolf-Thun puppy	A male Chinese Wolfdog–local Songshi mix.
A-NEO-067	NEO	38.43	79.54	41.11	39.18	38.08	-1.10	0	0	0	包姜晓的呀[doge]	The doge is a very famous person.	肯定是姜晓的呀[doge]	It must be the Doge.	Of course it's for Jiang Xiao. [doge]
A-NEO-068	NEO	57.24	84.10	26.86	45.51	77.61	32.11	0	0	0	借楼蹲！！！	Borrowing the building!	借用评论区寻找！！！	Please use the comments section to search!!!	Borrowing the comments—looking for this!!!
A-NEO-069	NEO	21.25	83.58	62.32	32.66	44.31	11.65	0	0	0	我！要！原！图！关啦	I want to, I want to, I want to, I want to.	我！要！原！图！已经关注你了	We have been watching you.	I! Want! The! Original! Image! I've followed you.
A-NEO-070	NEO	71.86	96.19	24.34	45.23	82.09	36.86	0	100	100	蹲一下🐍	Look at this.	在这里等待一下🐍	Wait here for a while.	Waiting here for a bit 🐍
A-NEO-071	NEO	88.84	96.78	7.93	34.93	50.72	15.79	0	100	100	蹲反馈。甜不甜	Feedback from the audience	等待反馈。甜不甜	Waiting for feedback.	Waiting for feedback. Is it sweet?
A-NEO-072	NEO	36.00	28.32	-7.68	44.01	29.22	-14.79	0	0	0	什么刀子都有[doge]	What knife has a doge?	什么让人难过的情节都有[doge]	The story is not about the dog, but about the people who are the dog.	It has every kind of heartbreaking twist [doge].
A-NEO-073	NEO	91.19	99.12	7.93	82.48	83.43	0.94	0	0	0	笑爆了	Laughing out loud	太好笑了	That's funny	That's hilarious.
A-NEO-074	NEO	54.37	61.59	7.23	60.37	64.24	3.87	0	0	0	冷知识： #小孩也可以学水袖 所以中国文化永不可少。	Cold knowledge: #Children can learn to swim, so Chinese culture is never essential.	小知识： #小孩也可以学水袖 所以中国文化永不可少。	Little knowledge: #Children can learn to swim, so Chinese culture is never essential.	Fun fact: #KidsCanLearnWaterSleevesToo. That’s why Chinese culture will always be essential.
A-NEO-076	NEO	96.45	97.78	1.33	71.32	79.12	7.81	100	100	0	他们甚至是3D男友	They're even 3D boyfriends	他们甚至是现实中的男友	They are even real-life boyfriends.	They’re even 3D boyfriends.
A-NEO-078	NEO	14.47	63.39	48.91	53.52	62.27	8.75	0	100	100	一次牛油果没吃过的有没有，吃过的朋友告诉我是什么味道，我脑补一下	I've been to a lot of places, but I've never had a peanut before, and if a friend of mine who has, tells me what it tastes like, I'll fill my head with it.	一次牛油果没吃过的有没有，吃过的朋友告诉我是什么味道，我想象一下	I've never had a butternut before, and my friends who have told me what it tastes like, I've tried to imagine it.	Anyone else never tried avocado? Friends who have, tell me what it tastes like so I can imagine it.
