uid	category	severity	reasons	src_noisy	hyp_noisy
A-NEO-196	NEO	7.65	xcomet_noisy 95.2 but NTA miss	🇬🇧伦敦好吃的漂亮饭	Delicious and beautiful meal in London.
A-NEO-026	NEO	7.17	xcomet_noisy 88.7 but NTA miss	接出血停止，积血消失，宝宝健康平安出生。	The bleeding stopped, the hematoma disappeared, and the baby was born healthy and safe.
A-NEO-188	NEO	6.92	xcomet_noisy 88.6 but NTA miss	独居一人食🍓抹茶草莓牛乳和草莓三明治！	Living alone, eating matcha strawberry milk and strawberry sandwich! 🍓
A-MIX-047	MIX	6.73	xcomet_noisy 89.2 but NTA miss	台北｜I人天堂有switch 跟按摩椅的高級貓咖	Taipei｜A high-end cat café with Switch and massage chairs.
A-NEO-187	NEO	6.69	xcomet_noisy 90.0 but NTA miss	敢不敢，晒一晒你的人中比例	Do you dare to show the proportion of your philtrum?
A-NEO-194	NEO	6.67	xcomet_noisy 91.5 but NTA miss	吉隆坡新晋网红餐厅•不得不试	A must-try at Kuala Lumpur's new trendy restaurant.
A-NEO-209	NEO	6.45	xcomet_noisy 92.4 but NTA miss	在福州！找到了千与千寻同款汤屋！！	In Fuzhou! Found the same bathhouse as in Spirited Away!!
A-NEO-086	NEO	6.29	xcomet_noisy 83.4 but NTA miss	我可以用左脚踩右脚，再用右脚踩左脚，一直踩到天空！	I can step on my right foot with my left foot, then step on my left foot with my right foot, and keep stepping until I reach the sky!
A-NEO-163	NEO	6.23	xcomet_noisy 85.8 but NTA miss	鼓励你逆光上岸的励志文案	An inspirational quote encouraging you to move forward against the light.
A-NEO-016	NEO	6.21	xcomet_noisy 82.0 but NTA miss	3.0下配套的限时常驻自选池子呀	The limited-time permanent selection pool under version 3.0.
A-HOM-003	HOM	6.14	xcomet_noisy 90.0 but NTA miss	我的玛雅太美了	My Maya is so beautiful.
A-NEO-191	NEO	6.11	xcomet_noisy 90.0 but NTA miss	泉州探店｜好評多多的韓國料理店	Quanzhou Store Exploration | A Highly Praised Korean Restaurant
A-NEO-052	NEO	6.01	xcomet_noisy 83.5 but NTA miss	嘤嘤嘤～～快回来	Waa waa waa~~ Please come back soon.
A-NEO-108	NEO	5.91	xcomet_noisy 84.1 but NTA miss	又要威又要带头盔就是这种	Wanting to be intimidating while also wearing a helmet is just like this.
A-MIX-009	MIX	5.55	xcomet_noisy 94.8 but NTA miss	le｜我的故事是双女主	My story has two female protagonists.
A-NEO-156	NEO	5.49	xcomet_noisy 92.2 but NTA miss	张艺兴太旺了 福星啊	Zhang Yixing is so popular, a lucky star indeed.
A-NEO-142	NEO	5.26	xcomet_noisy 81.6 but NTA miss	2025年🌟属于春节的氛围感美甲💅	Nail art with the festive atmosphere of the Spring Festival in 2025.
A-NEO-011	NEO	5.25	xcomet_noisy 89.7 but NTA miss	五！老！师！我！想！你！了！	I miss you, teacher!
A-NEO-042	NEO	5.16	xcomet_noisy 85.3 but NTA miss	第二捏~欢迎欢迎	Second pinch~ Welcome, welcome.
A-MIX-030	MIX	5.14	xcomet_noisy 99.5 but NTA miss	可以做天文介紹的視頻，或是 #ufo外星人 相關的視頻	You can make videos introducing astronomy or videos related to #UFOs and aliens.
A-MIX-056	MIX	5.12	xcomet_noisy 97.0 but NTA miss	想看看大家的iwatch表盘！	I want to see everyone's iWatch faces!
A-HOM-002	HOM	5.03	xcomet_noisy 92.6 but NTA miss	3Q 祝你新年快乐 🎊🐍	3Q Wishing you a Happy New Year 🎊🐍
A-NEO-206	NEO	4.54	xcomet_noisy 87.8 but NTA miss	闭眼剪都好看的男生夏天短发	A summer short haircut for guys that looks good even with eyes closed.
A-NEO-036	NEO	4.38	xcomet_noisy 87.2 but NTA miss	蹲蹲，好可爱啊	Squatting, so cute!
A-NEO-103	NEO	4.28	xcomet_noisy 80.6 but NTA miss	网友的成功让人宫寒	The success of netizens makes people feel envious.
A-NEO-132	NEO	4.09	xcomet_noisy 92.0 but NTA miss	零基础乍到书法新手村 我什么时候可以大成	As a complete beginner arriving at the calligraphy novice village, when can I achieve great success?
A-NEO-135	NEO	3.75	xcomet_noisy 88.8 but NTA miss	RC绝美粉紫色缎面高跟鞋五折拿下	RC's stunning pink-purple satin high heels at half price.
A-HOM-010	HOM	3.66	xcomet_noisy 85.7 but NTA miss	啊啊啊啊给青兰ee吃	Ahhhhh, give Qinglan something to eat.
A-NEO-193	NEO	3.60	xcomet_noisy 93.2 but NTA miss	全国首家｜Kangaroo🦘落地杭州！！！	The first in the country | Kangaroo 🦘 lands in Hangzhou!!!
A-NEO-192	NEO	3.58	xcomet_noisy 92.5 but NTA miss	深圳｜夏日解压好去处☀，6大室内运动馆推荐	Shenzhen | Great Places to Unwind in Summer ☀, 6 Recommended Indoor Sports Venues
A-NEO-252	NEO	3.58	xcomet_noisy 95.5 but NTA miss	这是哪套啊，怎么从未见过 这是又被偷跑了？	Which set is this? How come I've never seen it before? Was it leaked again?
A-NEO-186	NEO	3.53	xcomet_noisy 88.0 but NTA miss	干货🔥一次带你搞懂修容和古铜	Essential tips: Understand contouring and bronzing in one go.
A-NEO-085	NEO	3.51	xcomet_noisy 92.1 but NTA miss	这台词……放到某些作品里也不会有违和感吧	This line... wouldn't feel out of place in some works, right?
A-NEO-171	NEO	3.50	xcomet_noisy 96.7 but NTA miss	‼️日本大阪USJ环球影城大攻略	‼️Ultimate Guide to Universal Studios Japan in Osaka
A-NEO-073	NEO	3.45	xcomet_noisy 91.3 but NTA miss	笑爆了	Burst into laughter.
A-NEO-181	NEO	3.19	xcomet_noisy 99.9 but NTA miss	Costco 是懂华人节日需求的	Costco understands the holiday needs of Chinese people.
A-NEO-144	NEO	2.83	xcomet_noisy 93.3 but NTA miss	上海洛杉矶Long haul flight 带娃探险记	Shanghai to Los Angeles long haul flight: An adventure with kids
A-NEO-147	NEO	2.49	xcomet_noisy 85.2 but NTA miss	做出了人生鸡小胸｜真的太嫩了🥹减脂绝佳	Made chicken breast for the first time in my life | It's really so tender 🥹 Perfect for fat loss
A-NEO-025	NEO	2.40	xcomet_noisy 88.0 but NTA miss	无盒200出	No box, 200 available.
A-NEO-110	NEO	2.38	xcomet_noisy 93.3 but NTA miss	灭火器拿来出来就这样放在地上然后看着那个火继续烧，什么神操作？	Bringing out the fire extinguisher and just placing it on the ground while watching the fire continue to burn, what kind of genius move is that?
A-HOM-001	HOM	2.29	xcomet_noisy 81.8 but NTA miss	广0王，我也是	King of Guang, me too.
A-NEO-028	NEO	2.17	xcomet_noisy 81.1 but NTA miss	台州本地蹲蹲	Local squatting in Taizhou
A-NEO-189	NEO	1.88	xcomet_noisy 92.5 but NTA miss	哥哥上线后，一登陆两眼一黑……	After my brother logged in, everything went black as soon as he connected...
A-NEO-149	NEO	1.83	xcomet_noisy 88.7 but NTA miss	曼谷外卖别把我好吃晕了…	Bangkok takeout, don't make me dizzy with deliciousness...
A-PYA-010	PYA	1.81	xcomet_noisy 98.0 but NTA miss	一打开小红书发现变成国际版le	As soon as I opened Xiaohongshu, I found it had turned into the international version.
A-NEO-057	NEO	1.64	xcomet_noisy 83.0 but NTA miss	宝宝羽绒服🔗！	Baby down jacket🔗!
A-NEO-143	NEO	1.52	xcomet_noisy 94.8 but NTA miss	我发现跳舞可以旺自己！！！	I found that dancing can energize me!!!
A-NEO-092	NEO	1.33	xcomet_noisy 92.1 but NTA miss	这本书在中国也是爆火，我也读完了。[ #飞吻R ]	This book is also a big hit in China, and I have finished reading it.
A-NEO-012	NEO	1.32	xcomet_noisy 85.7 but NTA miss	杭州现货，价格美丽	Hangzhou spot goods, beautiful price.
A-PYA-003	PYA	1.31	xcomet_noisy 96.9 but NTA miss	我喜欢你 CPDD	I like you, CPDD
A-NEO-166	NEO	1.16	xcomet_noisy 94.0 but NTA miss	晒出你在tiktok🇺🇸看到最好笑的抽象帖！🤣	Share the funniest abstract post you saw on TikTok USA! 🤣
A-NEO-038	NEO	1.06	xcomet_noisy 91.2 but NTA miss	你是手控吗？	Are you a hand fetishist?
A-NEO-241	NEO	0.99	xcomet_noisy 94.8 but NTA miss	姐妹们帮我看看这是本人还是网图	Sisters, please help me see if this is me or a picture from the internet.
A-NEO-037	NEO	0.96	xcomet_noisy 97.2 but NTA miss	我去，这个帅啊	Wow, this is handsome!
A-NEO-240	NEO	0.83	xcomet_noisy 91.3 but NTA miss	怎么伦敦地铁也开始上演“春运现场”了，乌泱泱一大片人群！	"Why has the London Underground also started resembling the ""Spring Festival travel rush,"" with a huge crowd of people?"
A-NEO-055	NEO	0.73	xcomet_noisy 83.2 but NTA miss	！蹲蹲！	Squat squat!
A-NEO-060	NEO	0.63	xcomet_noisy 80.9 but NTA miss	老外来之前不给我推这种视频	They didn't push this kind of video to me before the foreigner came.
A-NEO-119	NEO	0.62	xcomet_noisy 86.1 but NTA miss	🔥这个神器有点东西啊❗️	This tool is quite something!
A-NEO-022	NEO	0.39	xcomet_noisy 93.4 but NTA miss	宝宝黄色毛衣有链接吗	Is there a link for the baby's yellow sweater?
A-NEO-114	NEO	0.19	xcomet_noisy 94.0 but NTA miss	魔都惊艳的主厨餐桌，一生值得来一次！	The chef's table in the magical city is stunning, worth experiencing once in a lifetime!
A-HOM-005	HOM	0.15	xcomet_noisy 90.3 but NTA miss	➗25家政 15洗衣  10洗车	➗25 housekeeping, 15 laundry, 10 car wash
A-HOM-015	HOM	0.15	xcomet_noisy 97.3 but NTA miss	每个月不用给chatgpt交20刀了	No need to pay $20 to ChatGPT every month anymore.
A-NEO-032	NEO	0.13	xcomet_noisy 91.3 but NTA miss	雀魂 和 for the king+1	Mahjong Soul and For the King+1
