uid	category	severity	reasons	src_noisy	hyp_noisy
B-HOM-038	HOM	26.28	xcomet/kiwi Δ disagree by 26.3; xcomet_noisy 98.3 but NTA miss	这个颜色灰常好看	This color is very beautiful.
B-MIX-029	MIX	25.99	xcomet/kiwi Δ disagree by 26.0; xcomet_noisy 90.0 but NTA miss	在上海街头随性citywalk	Wandering the streets of Shanghai.
B-MIX-039	MIX	25.10	xcomet/kiwi Δ disagree by 25.1	这个GMV变高了	GMV increased.
B-HOM-010	HOM	24.91	xcomet/kiwi Δ disagree by 24.9	都说我做饭神金，今天就做神金给你们吃	"Everyone says I cook like a god, so today I'll make my ""godly dish"" for you all to eat."
B-HOM-074	HOM	24.57	xcomet/kiwi Δ disagree by 24.6	“雨女无瓜”这么好笑吗是挺好笑的	"Is ""Rainy Woman, No Melon"" really that funny?"
B-HOM-036	HOM	24.53	xcomet/kiwi Δ disagree by 24.5	针不戳，这个视频做得真好	Amazing, this video is really well done.
B-NEO-051	NEO	24.43	xcomet/kiwi Δ disagree by 24.4; xcomet_noisy 93.3 but NTA miss	互联网嘴替实锤	Internet mouthpiece exposed.
B-PYA-039	PYA	24.25	xcomet/kiwi Δ disagree by 24.2; xcomet_noisy 96.6 but NTA miss	bdjw这个怎么用	How do you use this?
B-HOM-118	HOM	24.22	xcomet/kiwi Δ disagree by 24.2; xcomet_noisy 96.3 but NTA miss	雾草这幕太美了	This scene is too beautiful.
B-MIX-018	MIX	24.19	xcomet/kiwi Δ disagree by 24.2	这个行为好sus，不对劲	This behavior is sus, something's not right.
B-HOM-115	HOM	23.90	xcomet/kiwi Δ disagree by 23.9	活到老学到老,似了也要学习	Never stop learning, even until old age; if not for necessity, learn for the sake of learning.
B-MIX-084	MIX	23.83	xcomet/kiwi Δ disagree by 23.8	asmr助眠真的有用吗	Does ASMR really help with sleep?
B-HOM-131	HOM	22.89	xcomet/kiwi Δ disagree by 22.9; xcomet_noisy 94.6 but NTA miss	密码的，很久没笑得这么无语了	I haven't laughed so speechlessly in a long time.
B-NEO-036	NEO	22.63	xcomet/kiwi Δ disagree by 22.6; xcomet_noisy 80.5 but NTA miss	别搁这凡尔赛了，显摆啥呢	Stop acting like that, showing off.
B-PYA-099	PYA	22.58	xcomet/kiwi Δ disagree by 22.6	27W收藏4W点赞服了不提醒还不知道........	I collected 27W and liked 4W, I give up. I wouldn't have known if you hadn't reminded me...
B-NEO-046	NEO	22.38	xcomet/kiwi Δ disagree by 22.4; xcomet_noisy 89.1 but NTA miss	没绷住破绷了	Couldn't hold it in anymore.
B-HOM-001	HOM	22.33	xcomet/kiwi Δ disagree by 22.3	酱紫也行？那我也试试	Like this is okay? Then I'll try it too.
B-NEO-027	NEO	22.24	xcomet/kiwi Δ disagree by 22.2	电子榨菜输出中，午饭点准时到	Electronic pickle exports are underway, lunch will arrive promptly at noon.
B-HOM-006	HOM	21.93	xcomet/kiwi Δ disagree by 21.9	你是不是稀饭我？直说嘛	Do you like me? Just say it.
B-NEO-062	NEO	21.70	xcomet/kiwi Δ disagree by 21.7; xcomet_noisy 93.5 but NTA miss	香港🇭🇰打车有这么卷吗？又难？	Is it really that competitive to get a taxi in Hong Kong? And is it difficult too?
B-NEO-060	NEO	21.63	xcomet/kiwi Δ disagree by 21.6; xcomet_noisy 97.9 but NTA miss	这个太上头了	This is too addicting.
B-HOM-093	HOM	21.60	xcomet/kiwi Δ disagree by 21.6	蚌不住了	Can't hold it in anymore.
B-PYA-065	PYA	21.58	xcomet/kiwi Δ disagree by 21.6; xcomet_noisy 87.7 but NTA miss	bt，时常因为不够bt而觉得跟这个世界格格不入	"Sometimes, I feel out of place in this world because I'm not ""bt"" enough."
B-HOM-018	HOM	21.45	xcomet/kiwi Δ disagree by 21.4	火钳流明，这帖子要火	This post is going to blow up.
B-MIX-051	MIX	21.36	xcomet/kiwi Δ disagree by 21.4	被nerf了，变弱了	Nerfed, and now weaker.
B-NEO-055	NEO	21.17	xcomet/kiwi Δ disagree by 21.2; xcomet_noisy 83.2 but NTA miss	拔草了不买	Tried it and didn't buy.
B-PYA-038	PYA	20.69	xcomet/kiwi Δ disagree by 20.7; xcomet_noisy 85.1 but NTA miss	一个会调情的男生真的YYDS	A flirtatious boy is truly the best.
B-PYA-056	PYA	20.31	xcomet/kiwi Δ disagree by 20.3	这个cp太好磕了	This CP is so good to ship.
B-PYA-077	PYA	19.72	xcomet_noisy 95.8 but NTA miss	哈哈哈哈哈xswl	LOL 😂🤣😂
B-NEO-042	NEO	19.17	xcomet_noisy 95.8 but NTA miss	这手机信号拉胯到离谱	This phone signal is ridiculously bad.
B-PYA-022	PYA	18.83	xcomet_noisy 87.5 but NTA miss	白色真是yyds	White is truly amazing.
B-PYA-051	PYA	18.38	xcomet_noisy 90.7 but NTA miss	tcl，我真的太菜了	TCL, I'm really so bad at this.
B-PYA-048	PYA	17.59	xcomet_noisy 84.3 but NTA miss	xswl 这都能洗？	Seriously? They can even wash that?
B-NEO-103	NEO	17.54	xcomet_noisy 92.5 but NTA miss	我还以为是9.9元拼好饭呢	I thought it was a group buy for food at 9.9 yuan.
B-PYA-046	PYA	17.51	xcomet_noisy 93.2 but NTA miss	这吧里xfxy的，天天吵架	This group of people are always arguing.
B-MIX-100	MIX	16.75	xcomet_noisy 97.5 but NTA miss	要是做出这样的mod，那就有意思了	That would be interesting.
B-PYA-036	PYA	16.54	xcomet_noisy 84.9 but NTA miss	减脂党狂喜！番茄鸡蛋燕麦粥yyds	Weight loss enthusiasts rejoice! Tomato and egg oatmeal is the best!
B-NEO-045	NEO	16.40	xcomet_noisy 91.4 but NTA miss	他这个人好油腻	He's so greasy.
B-HOM-002	HOM	15.80	xcomet_noisy 98.1 but NTA miss	你怎么酱紫说话，人家会误会的	How can you talk like that? People will misunderstand.
B-PYA-031	PYA	15.80	xcomet_noisy 88.9 but NTA miss	王虹从垫底到菲尔兹奖，这波直接nb	Wang Hong's journey from the bottom to the Fields Medal is simply incredible.
B-PYA-050	PYA	15.76	xcomet_noisy 90.2 but NTA miss	dd我一下	Give me a moment.
B-NEO-106	NEO	15.64	xcomet_noisy 91.6 but NTA miss	这声音绝绝子	This sound is amazing.
B-NEO-019	NEO	15.51	xcomet_noisy 91.9 but NTA miss	兄弟们我润美国了	Guys, I've made it to America.
B-PYA-108	PYA	15.00	xcomet_noisy 84.0 but NTA miss	woc瞬间高清修补版	Woc instant HD retouching version
B-HOM-092	HOM	14.97	xcomet_noisy 89.3 but NTA miss	鸡本功扎实	Solid fundamentals.
B-NEO-074	NEO	14.97	xcomet_noisy 82.0 but NTA miss	这波操作直接拉胯了	This move completely messed things up.
B-HOM-122	HOM	14.73	xcomet_noisy 84.5 but NTA miss	官方踏马自黑，这下别人黑不了了	Officials are now preemptively criticizing themselves, so others can't criticize them anymore.
B-NEO-069	NEO	14.22	xcomet_noisy 94.8 but NTA miss	内卷太严重了，打工人伤不起	The competition is too intense, and it's exhausting for workers.
B-NEO-070	NEO	13.93	xcomet_noisy 96.5 but NTA miss	这波操作属实逆天了	This move is truly unbelievable.
B-NEO-059	NEO	13.90	xcomet_noisy 90.8 but NTA miss	破防了	My defenses are down.
B-PYA-092	PYA	13.88	xcomet_noisy 99.5 but NTA miss	woc太萌了	So cute!
B-PYA-064	PYA	13.49	xcomet_noisy 96.9 but NTA miss	ssfd，这个太恐怖了	This is too scary.
B-PYA-054	PYA	13.37	xcomet_noisy 89.0 but NTA miss	马到成功yyds	Smooth sailing and ultimate success!
B-MIX-094	MIX	13.13	xcomet_noisy 95.8 but NTA miss	顾客：心平气和.jpg	Customer: Calm and composed.
B-PYA-003	PYA	12.94	xcomet_noisy 88.3 but NTA miss	xql之间的默契真的绝了	The chemistry between xql is truly amazing.
B-NEO-094	NEO	12.40	xcomet_noisy 87.1 but NTA miss	逆天。。我现在开车老走错路	Seriously! I keep getting lost while driving now.
B-MIX-066	MIX	12.40	xcomet_noisy 86.4 but NTA miss	Rush E 朗朗PK街头钢琴家	Rush E challenges street piano players.
B-PYA-033	PYA	12.14	xcomet_noisy 90.0 but NTA miss	bl粉丝太能控评了	BL fans are really good at controlling comments.
B-MIX-098	MIX	12.05	xcomet_noisy 86.4 but NTA miss	别什么过场都搞qte，破坏连贯	Don't add unnecessary cutscenes, it breaks the flow.
B-MIX-130	MIX	11.63	xcomet_noisy 92.7 but NTA miss	从来没有get到他颜值	I've never understood his appeal.
B-PYA-009	PYA	11.47	xcomet_noisy 96.6 but NTA miss	xgg们推荐一下好用的手机呗	Could you recommend some good phones?
B-NEO-100	NEO	11.15	xcomet_noisy 85.3 but NTA miss	扎格列斯之手的含金量还在上升！	The value of Zagres' hand is still increasing!
B-PYA-034	PYA	10.34	xcomet_noisy 92.2 but NTA miss	会聊天的男生真的yyds	Guys who are good at chatting are seriously the best.
B-MIX-134	MIX	10.34	xcomet_noisy 87.8 but NTA miss	摊主，我也是你们play中的一环吗	Vendor, am I also a part of your game?
B-HOM-011	HOM	10.24	xcomet_noisy 85.9 but NTA miss	世界上最神金的行为	The most divine act in the world.
B-MIX-090	MIX	10.02	xcomet_noisy 87.7 but NTA miss	杨博文四代唯一C位队长	Yang Bowen, the sole C-position captain of the fourth generation.
B-NEO-087	NEO	9.64	xcomet_noisy 96.6 but NTA miss	某种意义上来看他也是个神人	In a way, he's a demigod.
B-PYA-094	PYA	9.60	xcomet_noisy 90.2 but NTA miss	无线能源是基于无线水的原理吗？(bushi)	Is wireless energy based on the principle of wireless water? (not)
B-PYA-043	PYA	9.46	xcomet_noisy 87.6 but NTA miss	zqsg追星好累	Chasing stars is so tiring.
B-HOM-013	HOM	9.45	xcomet_noisy 89.1 but NTA miss	笑拥了！带货主播推荐的迷惑水果太离谱了吧	Seriously?! The bizarre fruit recommended by that livestreaming seller is just ridiculous!
B-PYA-063	PYA	9.45	xcomet_noisy 80.7 but NTA miss	fs们太能打了	fs are really strong/skilled.
B-MIX-078	MIX	9.11	xcomet_noisy 91.3 but NTA miss	学习上problem不能发作	Academic problems shouldn't erupt.
B-HOM-130	HOM	9.01	xcomet_noisy 95.4 but NTA miss	哎你怎么似了	Hey, what's wrong with you?
B-HOM-068	HOM	8.68	xcomet_noisy 97.6 but NTA miss	我在学校哭别人鸟都不鸟我	I was crying at school, and nobody even looked at me.
B-NEO-115	NEO	8.63	xcomet_noisy 90.7 but NTA miss	所以男主在嘎掉的威胁下领悟了？	So the male lead realized something under the threat of being killed?
B-HOM-076	HOM	8.61	xcomet_noisy 92.1 but NTA miss	这显卡价格真是辣鸡，还买什么啊	This graphics card is such a rip-off, why even buy it?
B-MIX-137	MIX	8.32	xcomet_noisy 85.0 but NTA miss	这里是以为他要长期练，mcn没沟通好	Here, we thought he was going to train long-term, but the management team didn't communicate well.
B-MIX-047	MIX	8.06	xcomet_noisy 96.2 but NTA miss	这个角色太OP了	This character is too OP.
B-PYA-072	PYA	8.04	xcomet_noisy 96.9 but NTA miss	szd，这个是真的	"Okay.

This is real."
B-NEO-020	NEO	8.03	xcomet_noisy 87.5 but NTA miss	公司要黄了的5个征兆，当公司开始严抓考勤，你该考虑润了	5 signs your company is going under – when they start cracking down on attendance, it's time to get out.
B-PYA-049	PYA	7.76	xcomet_noisy 96.8 but NTA miss	rwkk这到底是什么鱼	What kind of fish is this, exactly?
B-PYA-068	PYA	7.62	xcomet_noisy 84.0 but NTA miss	zqsg追了这么多年，终于更新了	After chasing this for so many years, it's finally updated.
B-PYA-032	PYA	7.50	xcomet_noisy 95.2 but NTA miss	xjj们推荐一下好用的手机呗	Could you recommend some good phones?
B-PYA-018	PYA	7.35	xcomet_noisy 92.8 but NTA miss	dd，中国女排3比2逆转美国太牛了	Wow, the Chinese women's volleyball team's 3-2 comeback victory over the United States was amazing!
B-NEO-048	NEO	7.08	xcomet_noisy 91.7 but NTA miss	天天水经验，也不发点有用的帖子	Every day gaining experience, but not posting anything useful.
B-NEO-114	NEO	7.07	xcomet_noisy 91.1 but NTA miss	为什么能匹到这么多神人	Why am I able to match up with so many experts?
B-PYA-042	PYA	6.89	xcomet_noisy 82.8 but NTA miss	yygq什么呢，有话直说不行吗	What are you beating around the bush for? Can't you just say what you want to say?
B-MIX-128	MIX	6.88	xcomet_noisy 84.4 but NTA miss	os好想看张桂源也来一期	I really want to see Zhang Guoyuan appear on a show too.
B-HOM-064	HOM	6.87	xcomet_noisy 82.0 but NTA miss	她居然紫砂了	She actually used Zisha clay.
B-HOM-084	HOM	6.81	xcomet_noisy 90.6 but NTA miss	！？雀潮？！	What?! A swarm of sparrows?!
B-PYA-007	PYA	6.75	xcomet_noisy 87.3 but NTA miss	新剧gkd！等不及了	New drama gkd! Can't wait!
B-NEO-012	NEO	6.74	xcomet_noisy 85.5 but NTA miss	人一旦染上班味，这辈子就去不掉了	Once you get the smell of office work on you, you'll never get rid of it in this lifetime.
B-NEO-003	NEO	6.64	xcomet_noisy 93.7 but NTA miss	又被割韭菜了，这理财产品全是坑	Got scammed again, these investment products are all traps.
B-NEO-018	NEO	6.60	xcomet_noisy 93.7 but NTA miss	谨以此片献给每一位纯爱战神	This film is dedicated to every pure-hearted warrior of love.
B-NEO-032	NEO	6.50	xcomet_noisy 87.2 but NTA miss	花2000买nike感觉自己好像大冤种	Spending 2000 yuan on Nikes feels like a total rip-off.
B-HOM-046	HOM	6.46	xcomet_noisy 87.4 but NTA miss	鸭力好大，快要顶不住了	That's quite a load, I can barely handle it.
B-PYA-053	PYA	6.37	xcomet_noisy 80.1 but NTA miss	xswl这弱智吧的帖子太搞笑了	This post on xswl is hilarious.
B-NEO-014	NEO	6.36	xcomet_noisy 83.7 but NTA miss	净化班味，用了这头像直接演绎出我的精神状态	Clearing up the class atmosphere, this avatar directly portrays my mental state.
B-PYA-089	PYA	6.32	xcomet_noisy 97.0 but NTA miss	md，这军方也这么乱，难怪市民们这么乐观，哈哈	Wow, even the military is this chaotic. No wonder the citizens are so optimistic, haha.
B-PYA-020	PYA	6.31	xcomet_noisy 86.4 but NTA miss	jrs怎么看腾讯这个泄密处理？	How does JRS view Tencent's handling of this data leak?
B-MIX-038	MIX	6.22	xcomet_noisy 93.5 but NTA miss	显卡涨价涨成这样，简直是price离谱	Graphics cards have become so expensive, it's ridiculously priced.
B-NEO-113	NEO	6.21	xcomet_noisy 85.7 but NTA miss	太真实了，想到的那句话发现他可能听不懂于是在后面加点补丁	It's so real, I thought of a certain phrase, but realized he might not understand it, so I added some extra explanation afterward.
B-HOM-024	HOM	6.18	xcomet_noisy 93.4 but NTA miss	别虾扯蛋了，老师说的都是真的吗	Seriously? Is the teacher really telling the truth?
B-PYA-066	PYA	6.18	xcomet_noisy 92.1 but NTA miss	这图谁发明的，xswl	Who invented this image, xswl?
B-NEO-038	NEO	6.14	xcomet_noisy 86.2 but NTA miss	这帖子水分太大，灌水灌的	This post is full of fluff and nonsense.
B-NEO-021	NEO	5.99	xcomet_noisy 92.1 but NTA miss	赛博朋克2077，极致嘴臭极致享受	Cyberpunk 2077: Extreme profanity, extreme enjoyment.
B-PYA-017	PYA	5.89	xcomet_noisy 87.9 but NTA miss	14个月正是穿lulu的时候	Fourteen months is the perfect time to wear Lulu.
B-PYA-096	PYA	5.75	xcomet_noisy 97.2 but NTA miss	这么说我才发现字幕不是视频自带的hhhh	So that's when I realized the subtitles weren't part of the video lol.
B-PYA-011	PYA	5.74	xcomet_noisy 95.6 but NTA miss	jrm帮我看看这个怎么选	Could you help me figure out how to choose this?
B-MIX-123	MIX	5.66	xcomet_noisy 83.2 but NTA miss	记者会？不，个人show time	Press conference? No, it's my solo moment.
B-PYA-058	PYA	5.61	xcomet_noisy 94.1 but NTA miss	kdl，这对CP太甜了	This CP is so sweet!
B-NEO-005	NEO	5.58	xcomet_noisy 91.1 but NTA miss	别带节奏了，事情不是你想的那样	Don't stir things up, it's not as simple as you think.
B-NEO-063	NEO	5.50	xcomet_noisy 87.5 but NTA miss	这帖子纯纯的钓鱼经验，别当真	This post is purely a fishing for attention tactic, don't take it seriously.
B-PYA-037	PYA	5.41	xcomet_noisy 93.2 but NTA miss	jrs帮我看看这鱼竿行不行	JRS, can you take a look and see if this fishing rod is any good?
B-NEO-089	NEO	5.41	xcomet_noisy 91.8 but NTA miss	无论从哪个层面来看，都是吊炸了	No matter how you look at it, it's amazing/awesome/mind-blowing.
B-PYA-014	PYA	5.35	xcomet_noisy 92.0 but NTA miss	王虹yyds！中国数学家终于拿到菲尔兹奖了	Wang Hong is the best! A Chinese mathematician has finally won the Fields Medal.
B-PYA-091	PYA	5.27	xcomet_noisy 90.3 but NTA miss	WC，这都能被发现啊	Wow, they even managed to find that.
B-NEO-091	NEO	5.26	xcomet_noisy 92.9 but NTA miss	说个冷知识，来俊臣的父亲名叫来操，是个挺生草的名字	Here's a fun fact: Lai Junchen's father was named Lai Cao, which is a pretty amusing name.
B-HOM-079	HOM	5.21	xcomet_noisy 90.2 but NTA miss	前车：不二？	The car ahead: is there no other option?
B-PYA-093	PYA	5.04	xcomet_noisy 81.0 but NTA miss	dbq小啵有点像触电了	dbq Xiaobo is a bit like he got shocked.
B-NEO-080	NEO	5.00	xcomet_noisy 81.5 but NTA miss	直接破防了家人们	That really hit me hard, fam.
B-MIX-036	MIX	4.87	xcomet_noisy 86.5 but NTA miss	腾讯这波泄密事件直接social death了	Tencent's latest data leak has essentially resulted in social death.
B-NEO-112	NEO	4.78	xcomet_noisy 84.4 but NTA miss	看勇哥直播，各种神人	Watching Yong's livestream, all sorts of amazing people.
B-PYA-088	PYA	4.69	xcomet_noisy 96.0 but NTA miss	不是，我TM哪来的教材，你在逗我呢	No way, where would I even get a textbook? Are you kidding me?
B-MIX-103	MIX	4.52	xcomet_noisy 93.1 but NTA miss	知名up主老番茄视频内容不慎跌回五年前的水平	The popular streamer Lao Fanqie's video content has unfortunately regressed to the level of five years ago.
B-PYA-012	PYA	4.51	xcomet_noisy 97.6 but NTA miss	jrm今天发生了一件离谱的事	Something ridiculous happened today.
B-PYA-041	PYA	4.33	xcomet_noisy 93.8 but NTA miss	泰奶+Gelato yyds！！！	Thai milk tea + Gelato is amazing!
B-HOM-067	HOM	4.26	xcomet_noisy 80.4 but NTA miss	肺雾才需要爱情，神都是孤独的	Only lungs need love; even gods are lonely.
B-PYA-035	PYA	4.26	xcomet_noisy 88.1 but NTA miss	哈哈哈哈哈哈哈笑死，我们00真的老kpop人了	LOL, we're seriously old K-pop fans.
B-NEO-096	NEO	4.25	xcomet_noisy 82.3 but NTA miss	泪目，我一直不知道自己想做什么，感觉选择的大都错了，已经索性不想选择了...糟糕啊...	Tears welling up. I've always wondered what I wanted to do, and it feels like most of my choices have been wrong. I've just given up on choosing... Oh no...
B-MIX-120	MIX	4.23	xcomet_noisy 83.5 but NTA miss	谁还没看我都会伤心的OK？	Who hasn't seen it that will make me sad?
B-HOM-048	HOM	4.16	xcomet_noisy 84.3 but NTA miss	赛里木湖这事整得灰常离谱	This situation with Sayram Lake is incredibly bizarre/out of line/ridiculous.
B-NEO-102	NEO	4.11	xcomet_noisy 80.3 but NTA miss	反派看到了硬控他的回忆……	The villain saw his memories being forcefully controlled.
B-MIX-056	MIX	4.04	xcomet_noisy 90.1 but NTA miss	图样森破，你太天真了	You're hopelessly naive.
B-NEO-047	NEO	4.00	xcomet_noisy 88.7 but NTA miss	中国女排逆转美国，这波操作太上头了	The Chinese women's volleyball team overcame the US team, that was an incredible comeback!
B-NEO-077	NEO	3.99	xcomet_noisy 82.8 but NTA miss	为什么留子都不爱和老外谈？	Why don't young people like to talk to foreigners?
B-HOM-049	HOM	3.91	xcomet_noisy 91.8 but NTA miss	看完这帖子我直接笑嘻了	I burst out laughing after reading this post.
B-NEO-028	NEO	3.87	xcomet_noisy 92.7 but NTA miss	这个综艺太下饭了，一口气看完	This variety show is so addictive, I watched it all in one go.
B-HOM-008	HOM	3.84	xcomet_noisy 88.2 but NTA miss	人生就是一个杯具接着一个杯具	Life is just one disappointment after another.
B-MIX-027	MIX	3.73	xcomet_noisy 94.3 but NTA miss	掉san了，这个太恐怖了	Oh my god, this is too scary.
B-HOM-072	HOM	3.62	xcomet_noisy 80.2 but NTA miss	依托答辩是什么意思	"What does ""依托答辩"" mean?"
B-PYA-001	PYA	3.42	xcomet_noisy 97.4 but NTA miss	xql日常太甜了，羡慕死了	Their daily life is so sweet, it makes me incredibly jealous.
B-HOM-009	HOM	3.40	xcomet_noisy 81.1 but NTA miss	游戏过于神金，不确定先从哪里笑起	The game is so ridiculously overpowered, I don't even know where to start laughing.
B-NEO-040	NEO	3.31	xcomet_noisy 82.5 but NTA miss	这剧情给我整破防了	This plot really messed me up.
B-MIX-062	MIX	3.28	xcomet_noisy 98.5 but NTA miss	这个PK谁赢了	Who won that PK?
B-HOM-094	HOM	3.24	xcomet_noisy 85.4 but NTA miss	冷芝士：袜子不是茶包	Ice cream: Socks are not tea bags.
B-MIX-013	MIX	3.23	xcomet_noisy 92.3 but NTA miss	e人累了一周还要爬起来继续嗨	Even after being exhausted for a week, they still get up and keep the party going.
B-HOM-085	HOM	3.18	xcomet_noisy 100.0 but NTA miss	此人知识面级广	This person has a broad range of knowledge.
B-HOM-112	HOM	3.12	xcomet_noisy 94.7 but NTA miss	梅森：这我可太熟辣！	Mason: I know this too well!
B-MIX-019	MIX	3.11	xcomet_noisy 90.3 but NTA miss	别flex了，谁不知道你有钱	Stop showing off, everyone knows you're rich.
B-HOM-058	HOM	3.10	xcomet_noisy 86.1 but NTA miss	这是我女朋友 羡慕吗笑抽们🤣	Is this my girlfriend? Jealous? LOL 😂🤣
B-MIX-076	MIX	3.03	xcomet_noisy 96.9 but NTA miss	店员花一秒钟get到你的意思了	The shop assistant immediately understood what you meant.
B-MIX-070	MIX	2.94	xcomet_noisy 97.8 but NTA miss	这个PPT做得好	This PowerPoint is well done.
B-NEO-110	NEO	2.84	xcomet_noisy 90.8 but NTA miss	泪目了，米哈游你坏事做尽	I'm tearing up, miHoYo, you've done terrible things.
B-PYA-023	PYA	2.73	xcomet_noisy 96.6 but NTA miss	u1s1，317万年终奖确实让人眼红	The year-end bonus of 3.17 million is definitely making people envious.
B-HOM-021	HOM	2.59	xcomet_noisy 98.2 but NTA miss	沃草，这无人机表演太震撼了	Wow, this drone show is incredible!
B-PYA-097	PYA	2.53	xcomet_noisy 90.0 but NTA miss	完了疑似吉米被吓疯了hh	Apparently, Jimmy went crazy with fear, lol.
B-HOM-033	HOM	2.30	xcomet_noisy 85.0 but NTA miss	王虹这波属实深藏blue了，拿完奖还这么低调	Wang Hong really played it cool this time, staying so low-key even after winning the award.
B-HOM-007	HOM	2.26	xcomet_noisy 94.6 but NTA miss	今天又是杯具的一天，出门忘带钥匙	Today was another frustrating day; I forgot my keys when I left the house.
B-HOM-119	NEO	2.24	xcomet_noisy 84.6 but NTA miss	欧内该，我什么都愿意做	"Okay, here's the translation:

Okay, I'll do anything."
B-NEO-004	NEO	2.04	xcomet_noisy 91.8 but NTA miss	品牌联名就是割韭菜，质量差价格高	Brand collaborations are just a way to fleece consumers – low quality, high price.
B-NEO-098	NEO	2.02	xcomet_noisy 88.4 but NTA miss	虽然整个乐队前期像拼好队一样，但是结局随着独角兽的回归写的还是不错的	Although the band initially felt like a hastily assembled team, the ending, with the unicorn's return, was still well-written.
B-NEO-108	NEO	1.98	xcomet_noisy 93.6 but NTA miss	一想到一睁眼就有倒计时就难绷	Just thinking about waking up to a countdown timer makes me anxious.
