uid	category	severity	reasons	src_noisy	hyp_noisy
B-NEO-019	NEO	21.15	xcomet/kiwi Δ disagree by 21.1; xcomet_noisy 90.3 but NTA miss	兄弟们我润美国了	Brothers, I've been to the US.
B-MIX-039	MIX	21.00	xcomet/kiwi Δ disagree by 21.0	这个GMV变高了	This GMV has increased.
B-MIX-138	MIX	20.94	xcomet/kiwi Δ disagree by 20.9	加拉赫上线一年了还在c	Galah has been online for a year and is still C.
B-HOM-066	HOM	20.82	xcomet/kiwi Δ disagree by 20.8	博主成功把中二拍成沙子了	The blogger successfully turned mecha into sand.
B-PYA-046	PYA	20.73	xcomet/kiwi Δ disagree by 20.7; xcomet_noisy 93.8 but NTA miss	这吧里xfxy的，天天吵架	This place is full of conflicts, arguing every day.
B-PYA-068	PYA	20.68	xcomet/kiwi Δ disagree by 20.7	zqsg追了这么多年，终于更新了	zqsg has been following for so long, finally updated.
B-NEO-056	NEO	20.55	xcomet/kiwi Δ disagree by 20.5; xcomet_noisy 90.3 but NTA miss	他好会整活	He's really good at making things interesting.
B-HOM-023	HOM	20.40	xcomet/kiwi Δ disagree by 20.4; xcomet_noisy 82.4 but NTA miss	你想peach呢，哪有这么好的事	Why would you want a peach, what kind of good thing is that?
B-PYA-021	PYA	20.31	xcomet/kiwi Δ disagree by 20.3	srds，赛里木湖打人这事不能就这么算了	The incident of someone beating at Selimi Lake cannot be overlooked.
B-HOM-001	HOM	20.21	xcomet/kiwi Δ disagree by 20.2; xcomet_noisy 90.8 but NTA miss	酱紫也行？那我也试试	Would that work? Then I'll try it too.
B-HOM-061	HOM	19.87	xcomet_noisy 87.2 but NTA miss	我要笑亖了卧槽	I'm about to laugh my ass off.
B-HOM-093	HOM	19.07	xcomet_noisy 88.3 but NTA miss	蚌不住了	He's stuck.
B-MIX-143	MIX	19.02	xcomet_noisy 89.2 but NTA miss	他和背后的 n pc 格格不入	He is out of place with the n pc behind him.
B-MIX-128	MIX	17.63	xcomet_noisy 83.5 but NTA miss	os好想看张桂源也来一期	OS wants to see Zhang Guiyuan do an episode too.
B-NEO-060	NEO	17.37	xcomet_noisy 90.7 but NTA miss	这个太上头了	This is too intense.
B-MIX-078	MIX	17.26	xcomet_noisy 90.1 but NTA miss	学习上problem不能发作	Study problems cannot occur.
B-NEO-064	NEO	17.07	xcomet_noisy 91.2 but NTA miss	纯纯的牛马人生	A pure life of hard work and toil.
B-PYA-048	PYA	16.82	xcomet_noisy 80.7 but NTA miss	xswl 这都能洗？	Can this even be washed?
B-HOM-087	HOM	16.47	xcomet_noisy 85.9 but NTA miss	生物钟:补药呀！我才调整好	Biological clock: Tonics! I've already adjusted!
B-HOM-032	HOM	16.45	xcomet_noisy 82.6 but NTA miss	你就耗子尾汁吧，别折腾了	Just give up and don't bother anymore.
B-NEO-062	NEO	15.86	xcomet_noisy 89.7 but NTA miss	香港🇭🇰打车有这么卷吗？又难？	Is taxi service in Hong Kong that competitive? Is it so difficult?
B-PYA-066	PYA	15.29	xcomet_noisy 88.0 but NTA miss	这图谁发明的，xswl	Who invented this diagram, xswl?
B-PYA-038	PYA	15.07	xcomet_noisy 85.2 but NTA miss	一个会调情的男生真的YYDS	A guy who knows how to flirt is really YYDS.
B-PYA-085	PYA	14.54	xcomet_noisy 94.9 but NTA miss	想吃肉质Q弹的就买散养老公鸡	Buy a free-range rooster if you want meat that's tender and juicy.
B-PYA-022	PYA	14.44	xcomet_noisy 87.7 but NTA miss	白色真是yyds	White is truly YYDS.
B-HOM-064	HOM	14.42	xcomet_noisy 85.5 but NTA miss	她居然紫砂了	She unexpectedly got a purple sand.
B-HOM-115	HOM	14.12	xcomet_noisy 92.8 but NTA miss	活到老学到老,似了也要学习	Live and learn until you die, even when you seem to have learned enough.
B-NEO-068	NEO	14.10	xcomet_noisy 85.3 but NTA miss	摆烂一天算了	Give up for the day.
B-NEO-114	NEO	13.55	xcomet_noisy 87.8 but NTA miss	为什么能匹到这么多神人	Why can you match so many gods?
B-HOM-010	HOM	13.34	xcomet_noisy 80.3 but NTA miss	都说我做饭神金，今天就做神金给你们吃	They say I'm a cooking genius, so today I'll serve you a divine dish.
B-PYA-081	PYA	12.92	xcomet_noisy 84.7 but NTA miss	氪金也能让各家fs满意	Spending money can satisfy all the fs.
B-HOM-048	HOM	12.38	xcomet_noisy 83.2 but NTA miss	赛里木湖这事整得灰常离谱	The Siling Lake incident was extremely bizarre.
B-HOM-119	NEO	12.32	xcomet_noisy 88.4 but NTA miss	欧内该，我什么都愿意做	Ou ne, I would do anything.
B-MIX-088	MIX	12.26	xcomet_noisy 86.8 but NTA miss	第一次尝试做这么长的动画 感觉k帧速度有所提升绝宝二周年快乐!	First time trying to make such a long animation, the K-frame speed has improved. Happy 2nd anniversary!
B-PYA-037	PYA	12.20	xcomet_noisy 92.9 but NTA miss	jrs帮我看看这鱼竿行不行	Can you check if this fishing rod works?
B-HOM-072	HOM	12.13	xcomet_noisy 80.2 but NTA miss	依托答辩是什么意思	"What does ""依托答辩"" mean?"
B-PYA-039	PYA	12.12	xcomet_noisy 93.4 but NTA miss	bdjw这个怎么用	How to use bdjw?
B-PYA-058	PYA	12.08	xcomet_noisy 84.9 but NTA miss	kdl，这对CP太甜了	KDL, this CP is too sweet.
B-NEO-089	NEO	11.64	xcomet_noisy 83.1 but NTA miss	无论从哪个层面来看，都是吊炸了	No matter from which level you look, it's absolutely amazing.
B-PYA-009	PYA	11.46	xcomet_noisy 98.0 but NTA miss	xgg们推荐一下好用的手机呗	Please recommend some good phones.
B-HOM-002	HOM	11.23	xcomet_noisy 88.5 but NTA miss	你怎么酱紫说话，人家会误会的	How are you talking like that, people will get confused.
B-PYA-001	PYA	11.04	xcomet_noisy 82.4 but NTA miss	xql日常太甜了，羡慕死了	XQL's daily life is too sweet, I'm envious to death.
B-PYA-019	PYA	11.03	xcomet_noisy 88.1 but NTA miss	rt，大家帮我看看这手机值不值	RT, everyone, help me check if this phone is worth it.
B-NEO-028	NEO	10.90	xcomet_noisy 82.2 but NTA miss	这个综艺太下饭了，一口气看完	This variety show is too filling; I watched it all in one go.
B-PYA-095	PYA	10.69	xcomet_noisy 93.1 but NTA miss	光明，赐予我力量（bushi）	Light, grant me strength (bushi).
B-NEO-012	NEO	10.18	xcomet_noisy 81.4 but NTA miss	人一旦染上班味，这辈子就去不掉了	Once someone gets the taste of office life, it's gone for life.
B-NEO-057	NEO	10.02	xcomet_noisy 95.7 but NTA miss	这个太炸了	This is too intense.
B-PYA-032	PYA	9.65	xcomet_noisy 96.7 but NTA miss	xjj们推荐一下好用的手机呗	Please recommend some good phones.
B-HOM-112	HOM	9.50	xcomet_noisy 83.7 but NTA miss	梅森：这我可太熟辣！	Mason: This is way too spicy!
B-HOM-011	HOM	9.50	xcomet_noisy 85.0 but NTA miss	世界上最神金的行为	The most god-like behavior in the world.
B-HOM-123	HOM	9.13	xcomet_noisy 92.1 but NTA miss	这俩老男人的沙雕人生	This pair of old men's silly life.
B-NEO-007	NEO	9.08	xcomet_noisy 80.3 but NTA miss	杠精无处不在，说啥都要反驳	Narcissistic types are everywhere, always ready to challenge anything.
B-PYA-012	PYA	9.07	xcomet_noisy 88.0 but NTA miss	jrm今天发生了一件离谱的事	JRM had an absurd thing happen today.
B-NEO-005	NEO	8.69	xcomet_noisy 81.0 but NTA miss	别带节奏了，事情不是你想的那样	Don't follow the rhythm, things aren't as you think.
B-NEO-042	NEO	8.58	xcomet_noisy 97.0 but NTA miss	这手机信号拉胯到离谱	This phone's signal is terrible to the point of being absurd.
B-HOM-026	HOM	8.41	xcomet_noisy 80.1 but NTA miss	蚌埠住了，腾讯这泄密处理速度也太快了吧	I stayed in Bengbu, and Tencent's handling of the leak was really fast.
B-HOM-094	HOM	8.37	xcomet_noisy 85.3 but NTA miss	冷芝士：袜子不是茶包	Cold cheese: Socks are not tea bags.
B-MIX-032	MIX	8.35	xcomet_noisy 89.3 but NTA miss	50亿离婚案这drama程度堪比韩剧	This 5000 million divorce case is as dramatic as a Korean drama.
B-MIX-086	MIX	8.33	xcomet_noisy 87.0 but NTA miss	绝对音感的正确用法belike	The correct usage of absolute pitch is like.
B-NEO-017	NEO	8.25	xcomet_noisy 84.0 but NTA miss	纯爱战神轰然倒地	Pure Love God collapses to the ground.
B-MIX-047	MIX	8.06	xcomet_noisy 96.2 but NTA miss	这个角色太OP了	This character is too OP.
B-HOM-009	HOM	7.90	xcomet_noisy 84.4 but NTA miss	游戏过于神金，不确定先从哪里笑起	The game is too godly, unsure where to start laughing.
B-HOM-042	HOM	7.88	xcomet_noisy 96.3 but NTA miss	这部剧的女主造型好康	The female lead's look is really cute.
B-HOM-130	HOM	7.82	xcomet_noisy 88.6 but NTA miss	哎你怎么似了	Hey, how are you?
B-MIX-130	MIX	7.62	xcomet_noisy 84.3 but NTA miss	从来没有get到他颜值	I've never gotten his looks.
B-MIX-036	MIX	7.58	xcomet_noisy 87.7 but NTA miss	腾讯这波泄密事件直接social death了	Tencent's leak incident directly caused social death.
B-MIX-116	MIX	7.51	xcomet_noisy 86.7 but NTA miss	小时候我没有cp这个概念，一直认为这俩只是朋友	When I was young, I didn't have the concept of CP, and I always thought they were just friends.
B-PYA-062	PYA	7.37	xcomet_noisy 85.0 but NTA miss	xswl打印机都沦没墨了	The XSWL printer is out of ink.
B-NEO-108	NEO	7.23	xcomet_noisy 98.0 but NTA miss	一想到一睁眼就有倒计时就难绷	The thought of a countdown when you open your eyes is hard to bear.
B-HOM-050	HOM	6.73	xcomet_noisy 81.1 but NTA miss	看完这个视频我蕉绿了	I felt green after watching this video.
B-PYA-017	PYA	6.73	xcomet_noisy 87.6 but NTA miss	14个月正是穿lulu的时候	14 months is exactly the time to wear Lulu.
B-MIX-049	MIX	6.72	xcomet_noisy 89.1 but NTA miss	加个buff，变得更强	Add a buff, become stronger.
B-NEO-041	NEO	6.53	xcomet_noisy 83.2 but NTA miss	这员工凡尔赛式晒年终奖，结果翻车了	This employee tried to show off his annual bonus in a Versailles way, but it backfired.
B-PYA-015	PYA	6.51	xcomet_noisy 87.4 but NTA miss	这条rs怎么还没上	Why hasn't this rs been uploaded yet?
B-MIX-038	MIX	6.51	xcomet_noisy 83.3 but NTA miss	显卡涨价涨成这样，简直是price离谱	Graphics card prices have risen to such an extent that it's really price gouging.
B-PYA-011	PYA	6.51	xcomet_noisy 93.4 but NTA miss	jrm帮我看看这个怎么选	JRM, can you help me figure out how to choose this?
B-PYA-042	PYA	6.46	xcomet_noisy 87.3 but NTA miss	yygq什么呢，有话直说不行吗	What's up, YYGQ? Can't you just say what you mean?
B-NEO-093	NEO	6.31	xcomet_noisy 81.5 but NTA miss	置顶评论官方链接是淘宝就知道成分了	The official link for pinned comments is known to Taobao.
B-NEO-070	NEO	6.26	xcomet_noisy 91.6 but NTA miss	这波操作属实逆天了	This move is really mind-blowing.
B-NEO-097	NEO	6.23	xcomet_noisy 86.8 but NTA miss	10后，上一次看是三年前了，但是也泪目了	After 10 years, the last time I saw it was three years ago, but it still moved me to tears.
B-PYA-108	PYA	6.22	xcomet_noisy 84.3 but NTA miss	woc瞬间高清修补版	Woc Instant High-Definition Repair Version
B-PYA-023	PYA	6.17	xcomet_noisy 82.0 but NTA miss	u1s1，317万年终奖确实让人眼红	u1s1, a 3.17 million annual bonus is indeed eye-catching.
B-MIX-055	MIX	6.15	xcomet_noisy 86.5 but NTA miss	就是在cp里吃瓜	Just watching the drama in the CP.
B-HOM-103	HOM	6.07	xcomet_noisy 80.4 but NTA miss	笑成猪头最好笑是因为！！！我本来就觉得很好笑哈哈哈，看到这个蚌不住了！！！	The funniest part is that it's so funny because!!! I already thought it was funny haha, seeing this makes me burst out laughing!!!
B-PYA-007	PYA	5.63	xcomet_noisy 86.4 but NTA miss	新剧gkd！等不及了	New play GKD! Can't wait!
B-MIX-076	MIX	5.55	xcomet_noisy 97.7 but NTA miss	店员花一秒钟get到你的意思了	The clerk got the meaning in a second.
B-NEO-063	NEO	5.51	xcomet_noisy 85.3 but NTA miss	这帖子纯纯的钓鱼经验，别当真	This post is pure fishing experience, don't take it seriously.
B-NEO-053	NEO	5.37	xcomet_noisy 83.9 but NTA miss	双持党表示苹果和华为都不够用	The two-party faction said that both Apple and Huawei are not sufficient.
B-NEO-014	NEO	5.22	xcomet_noisy 80.3 but NTA miss	净化班味，用了这头像直接演绎出我的精神状态	Clean up the class vibe, using this avatar directly portrays my mental state.
B-NEO-003	NEO	5.18	xcomet_noisy 92.3 but NTA miss	又被割韭菜了，这理财产品全是坑	Once again, I've been taken for a ride; this investment product is a complete scam.
B-HOM-057	HOM	5.17	xcomet_noisy 85.2 but NTA miss	关于玉玉症表妹喜欢上我的故事	A story about my cousin with Zylla disease falling in love with me.
B-MIX-083	MIX	5.06	xcomet_noisy 89.9 but NTA miss	ddl就在眼前了还在摆烂	DDL is right around the corner, and you're still slacking off.
B-PYA-110	PYA	4.95	xcomet_noisy 88.0 but NTA miss	万恶的zi ben jia	The wicked Zibenjia.
B-PYA-016	PYA	4.82	xcomet_noisy 80.8 but NTA miss	xswl，陈哲远在密逃里也太搞笑了吧	XSWL, Chen Zheyuan is too funny in Secret Escape.
B-PYA-010	PYA	4.53	xcomet_noisy 84.5 but NTA miss	这个xgg好帅，求联系方式	This xgg is cool, please give me your contact information.
B-HOM-104	HOM	4.46	xcomet_noisy 82.8 but NTA miss	真旅行青蛙！  去哪了 会给麻麻带明信片回来  真好	Real travel frog! Where are you going? Will you bring a postcard back for Mama? It's so nice.
B-NEO-010	NEO	4.43	xcomet_noisy 80.6 but NTA miss	选择你的躲藏点，被抓到就芭比Q了	Choose your hiding spot, otherwise you'll be a Barbie Q.
B-PYA-084	PYA	4.38	xcomet_noisy 86.5 but NTA miss	塔图姆NB	Tatum NB
B-PYA-094	PYA	4.32	xcomet_noisy 89.3 but NTA miss	无线能源是基于无线水的原理吗？(bushi)	Is wireless energy based on the principle of wireless water? (bushi)
B-PYA-064	PYA	4.29	xcomet_noisy 92.1 but NTA miss	ssfd，这个太恐怖了	ssfd, this is too terrifying.
B-NEO-107	NEO	4.08	xcomet_noisy 81.1 but NTA miss	假师傅让拜，真师傅反而不让拜，难绷了	Fake masters let you bow, but true masters don't, that's really confusing.
B-PYA-018	PYA	3.98	xcomet_noisy 82.4 but NTA miss	dd，中国女排3比2逆转美国太牛了	DD, China's women's volleyball team defeated the US 3-2 in a thrilling comeback.
B-PYA-005	PYA	3.85	xcomet_noisy 91.0 but NTA miss	看到别人去欧洲旅游的照片，xmsl	Seeing photos of others traveling to Europe, xmsl.
B-MIX-019	MIX	3.77	xcomet_noisy 87.4 but NTA miss	别flex了，谁不知道你有钱	Stop showing off, who doesn't know you're rich.
B-MIX-090	MIX	3.58	xcomet_noisy 91.1 but NTA miss	杨博文四代唯一C位队长	Yang Bowen, the sole captain in four generations.
B-HOM-014	HOM	3.57	xcomet_noisy 82.9 but NTA miss	新来的00后程序员写的代码，看到这段注释真的快把我笑拥了	The code written by the new 00s programmer, seeing this comment really made me laugh out loud.
B-MIX-044	MIX	3.56	xcomet_noisy 87.8 but NTA miss	50亿离婚案这个level太高了，普通人理解不了	This 50 billion divorce case is way beyond ordinary people's understanding.
B-HOM-055	HOM	3.44	xcomet_noisy 84.6 but NTA miss	笑的想鼠	Laughing like a mouse.
B-NEO-100	NEO	3.38	xcomet_noisy 92.9 but NTA miss	扎格列斯之手的含金量还在上升！	The value of Zagreus's hand is still rising!
B-NEO-103	NEO	3.26	xcomet_noisy 93.1 but NTA miss	我还以为是9.9元拼好饭呢	I thought it was 9.9 yuan for a combo meal.
B-NEO-110	NEO	3.25	xcomet_noisy 83.6 but NTA miss	泪目了，米哈游你坏事做尽	Teary eyes, Mihoyo, you've done everything wrong.
B-NEO-109	NEO	3.21	xcomet_noisy 87.0 but NTA miss	逆天，吴国给日本朝贡都来了	Unbelievable, Wu State even sent envoys to Japan for tribute.
B-HOM-076	HOM	3.21	xcomet_noisy 94.4 but NTA miss	这显卡价格真是辣鸡，还买什么啊	This graphics card is really a waste of money, what's the point of buying it?
B-PYA-004	PYA	3.15	xcomet_noisy 87.7 but NTA miss	全网最甜xql非他们莫属	The sweetest xql in the entire network is none other than them.
B-HOM-108	HOM	3.13	xcomet_noisy 95.6 but NTA miss	免责声明，此为系统自动播放，与我无瓜	Disclaimer: This is an automatic playback, and I have no involvement in it.
B-PYA-053	PYA	3.10	xcomet_noisy 82.2 but NTA miss	xswl这弱智吧的帖子太搞笑了	This post from xswl is really funny.
B-HOM-085	HOM	3.01	xcomet_noisy 97.6 but NTA miss	此人知识面级广	This person has a broad knowledge.
B-MIX-070	MIX	2.99	xcomet_noisy 96.9 but NTA miss	这个PPT做得好	This PPT is done well.
B-PYA-096	PYA	2.75	xcomet_noisy 93.2 but NTA miss	这么说我才发现字幕不是视频自带的hhhh	So I realized the subtitles aren't built into the video hhhhh
B-PYA-025	PYA	2.72	xcomet_noisy 81.4 but NTA miss	显卡涨价这消息直接让我blx了	The news of the graphics card price increase directly made me blx.
B-NEO-006	NEO	2.69	xcomet_noisy 87.6 but NTA miss	评论区全是在带节奏的，真相没人关心	The comment section is all about setting the tone, and the truth doesn't matter.
B-NEO-112	NEO	2.66	xcomet_noisy 80.9 but NTA miss	看勇哥直播，各种神人	Watch Yong Ge's live stream, various god-like people.
B-PYA-092	PYA	2.65	xcomet_noisy 97.2 but NTA miss	woc太萌了	Woc is too cute.
B-NEO-008	NEO	2.63	xcomet_noisy 87.8 but NTA miss	遇到杠精最好的办法就是不理他	The best way to deal with a stickler is to ignore him.
B-HOM-107	HOM	2.60	xcomet_noisy 94.5 but NTA miss	淦，为什么要让我凌晨刷到，睡不着觉了()	Oh, why did I have to see it at midnight? I can't sleep anymore.
B-PYA-098	PYA	2.57	xcomet_noisy 91.3 but NTA miss	看清楚材质吧，pdd很多都是聚酯纤维，你问客服没几个敢说是纯棉的	Look at the material carefully, most PDD items are polyester, and when you ask the customer service, few dare to say they are pure cotton.
B-PYA-063	PYA	2.47	xcomet_noisy 87.2 but NTA miss	fs们太能打了	FS are too good.
B-NEO-096	NEO	2.35	xcomet_noisy 87.2 but NTA miss	泪目，我一直不知道自己想做什么，感觉选择的大都错了，已经索性不想选择了...糟糕啊...	Teary eyes, I've never known what I want to do. I feel like most of my choices were wrong. I've given up trying to choose... Oh no...
B-HOM-092	HOM	2.29	xcomet_noisy 88.8 but NTA miss	鸡本功扎实	Chicken is solid in its fundamentals.
B-NEO-031	NEO	2.25	xcomet_noisy 89.4 but NTA miss	找不到原剧了，这个当代餐先看	Can't find the original series, so I'll watch this contemporary one first.
B-PYA-077	PYA	2.15	xcomet_noisy 85.6 but NTA miss	哈哈哈哈哈xswl	Hahaha xswl
B-MIX-062	MIX	2.10	xcomet_noisy 98.6 but NTA miss	这个PK谁赢了	Who won the PK?
B-PYA-089	PYA	2.05	xcomet_noisy 94.9 but NTA miss	md，这军方也这么乱，难怪市民们这么乐观，哈哈	MD, the military is also so chaotic, so it's no wonder the citizens are so optimistic, haha.
B-HOM-004	HOM	1.84	xcomet_noisy 95.3 but NTA miss	童鞋们帮我看看这道题怎么做	Kids, help me see how to solve this problem.
B-NEO-087	NEO	1.79	xcomet_noisy 97.0 but NTA miss	某种意义上来看他也是个神人	In a certain sense, he is also a divine being.
B-HOM-003	HOM	1.77	xcomet_noisy 96.5 but NTA miss	各位童鞋注意了，期末考试要来了	Everyone, take notice, the final exam is coming.
B-PYA-088	PYA	1.77	xcomet_noisy 90.5 but NTA miss	不是，我TM哪来的教材，你在逗我呢	No, I TM don't have any textbooks, are you kidding me?
B-MIX-115	MIX	1.77	xcomet_noisy 81.9 but NTA miss	好阳光啊，这一定是相互救赎的少女乐队故事吧www	What a nice sunny day, this must be the story of a girl band that saves each other. www
B-MIX-066	MIX	1.74	xcomet_noisy 81.4 but NTA miss	Rush E 朗朗PK街头钢琴家	Rush E vs. the Street Pianist
