uid	category	severity	reasons	src_noisy	hyp_noisy
B-NEO-054	NEO	25.71	xcomet/kiwi Δ disagree by 25.7; xcomet_noisy 82.8 but NTA miss	被种草了	I've been tempted to try it.
B-HOM-121	HOM	25.25	xcomet/kiwi Δ disagree by 25.2	年轻人不讲武德！耗子尾汁	Young people don't follow the code of conduct! Keep going!
B-HOM-127	HOM	24.55	xcomet/kiwi Δ disagree by 24.6	可以四了这游戏	You can play this game.
B-NEO-034	NEO	24.53	xcomet/kiwi Δ disagree by 24.5	梅老板今年真可怜，这么强的个人发挥啥没有得到	Mr. Mei has been really unfortunate this year; his strong individual performance didn't get any recognition at all.
B-HOM-012	HOM	24.43	xcomet/kiwi Δ disagree by 24.4	被这离谱的主播笑拥了	Laughed and hugged by this ridiculous streamer
B-PYA-043	PYA	24.32	xcomet/kiwi Δ disagree by 24.3; xcomet_noisy 80.5 but NTA miss	zqsg追星好累	ZQSG, chasing stars is so tiring.
B-PYA-022	PYA	23.69	xcomet/kiwi Δ disagree by 23.7; xcomet_noisy 87.5 but NTA miss	白色真是yyds	White is really the best.
B-MIX-051	MIX	22.96	xcomet/kiwi Δ disagree by 23.0	被nerf了，变弱了	It was nerfed and became weaker.
B-PYA-054	PYA	22.60	xcomet/kiwi Δ disagree by 22.6; xcomet_noisy 83.8 but NTA miss	马到成功yyds	Success at first attempt, yyds
B-MIX-065	MIX	22.37	xcomet/kiwi Δ disagree by 22.4	这个DJ太嗨了	This DJ is too energetic.
B-HOM-072	HOM	22.30	xcomet/kiwi Δ disagree by 22.3	依托答辩是什么意思	"What does ""yito dafei"" mean?"
B-HOM-008	HOM	22.01	xcomet/kiwi Δ disagree by 22.0	人生就是一个杯具接着一个杯具	Life is one tragedy after another.
B-HOM-045	HOM	21.80	xcomet/kiwi Δ disagree by 21.8	中国女排这波直接丸辣，美国队不服不行	China's women's volleyball team's performance was directly awesome, the US team can't help but be convinced.
B-NEO-026	NEO	21.69	xcomet/kiwi Δ disagree by 21.7	高考第一批显眼包出现了，青蛙玩偶花式助阵	The first batch of attention-seeking candidates for the college entrance exam has appeared, with frog plush toys supporting in various styles.
B-HOM-073	HOM	21.35	xcomet/kiwi Δ disagree by 21.3; xcomet_noisy 81.1 but NTA miss	哈哈哈哈哈哈哈夺笋呐	Hahahahaha, what a big loser!
B-NEO-045	NEO	21.28	xcomet/kiwi Δ disagree by 21.3	他这个人好油腻	He is really oily.
B-MIX-071	MIX	20.81	xcomet/kiwi Δ disagree by 20.8; xcomet_noisy 80.5 but NTA miss	法法这期ooc了吧	Is Fafa OOC this time?
B-MIX-054	MIX	20.49	xcomet/kiwi Δ disagree by 20.5; xcomet_noisy 91.9 but NTA miss	GG了，完了	GG, it's over.
B-HOM-054	HOM	20.45	xcomet/kiwi Δ disagree by 20.5; xcomet_noisy 85.5 but NTA miss	窝巢，这也太厉害了吧	Nest, this is too amazing, right?
B-HOM-006	HOM	20.32	xcomet/kiwi Δ disagree by 20.3	你是不是稀饭我？直说嘛	Do you like me? Just say it directly.
B-HOM-035	HOM	20.24	xcomet/kiwi Δ disagree by 20.2; xcomet_noisy 80.2 but NTA miss	看到50亿离婚案的消息我直接蓝瘦香菇	When I saw the news about the 5 billion divorce case, I immediately felt so sad and cried my eyes out.
B-HOM-023	HOM	20.02	xcomet/kiwi Δ disagree by 20.0; xcomet_noisy 83.8 but NTA miss	你想peach呢，哪有这么好的事	Do you want a peach? How could such a good thing exist?
B-HOM-092	HOM	19.90	xcomet_noisy 96.8 but NTA miss	鸡本功扎实	Solid foundational skills.
B-NEO-043	NEO	19.18	xcomet_noisy 96.0 but NTA miss	你这个行为真的很下头	Your behavior is really annoying.
B-HOM-070	HOM	19.13	xcomet_noisy 87.3 but NTA miss	这个特效针不戛！	This special effect is amazing!
B-NEO-010	NEO	18.60	xcomet_noisy 82.8 but NTA miss	选择你的躲藏点，被抓到就芭比Q了	Choose your hiding spot, because if you get caught, it's barbecues for you.
B-PYA-079	PYA	18.13	xcomet_noisy 87.4 but NTA miss	8u🚪什么意思	8u.🚪 What does it mean?
B-MIX-027	MIX	17.68	xcomet_noisy 93.6 but NTA miss	掉san了，这个太恐怖了	Lost my mind, this is too terrifying.
B-HOM-001	HOM	17.47	xcomet_noisy 89.3 but NTA miss	酱紫也行？那我也试试	Is this okay? Then I'll try too.
B-NEO-042	NEO	17.45	xcomet_noisy 96.0 but NTA miss	这手机信号拉胯到离谱	The phone signal is so bad it's ridiculous.
B-NEO-114	NEO	16.95	xcomet_noisy 93.5 but NTA miss	为什么能匹到这么多神人	Why can I match with so many amazing people?
B-NEO-061	NEO	16.82	xcomet_noisy 82.0 but NTA miss	他好会营业	He is really good at self-promotion.
B-PYA-085	PYA	16.41	xcomet_noisy 93.6 but NTA miss	想吃肉质Q弹的就买散养老公鸡	If you want tender and elastic meat, buy a free-range rooster.
B-PYA-086	PYA	15.91	xcomet_noisy 90.3 but NTA miss	yysy，两边都看完了	yysy, I've watched both sides.
B-HOM-087	HOM	15.68	xcomet_noisy 84.1 but NTA miss	生物钟:补药呀！我才调整好	Biological clock: Tonic! I've just adjusted it.
B-HOM-002	HOM	15.67	xcomet_noisy 98.1 but NTA miss	你怎么酱紫说话，人家会误会的	How can you talk like that? People will misunderstand.
B-PYA-108	PYA	15.40	xcomet_noisy 87.8 but NTA miss	woc瞬间高清修补版	Woc Instant HD Repair Version
B-NEO-106	NEO	15.27	xcomet_noisy 91.6 but NTA miss	这声音绝绝子	This sound is amazing.
B-MIX-141	MIX	15.23	xcomet_noisy 85.0 but NTA miss	怎么说呢 很怀疑up主的精神状态	How to put it, I'm very doubtful about the mental state of the up主 (content creator)
B-PYA-109	PYA	14.73	xcomet_noisy 87.9 but NTA miss	拍了拍博士的石棺盖子hhhhh	Patted the doctor's stone coffin lid hhhhh
B-PYA-018	PYA	14.65	xcomet_noisy 84.5 but NTA miss	dd，中国女排3比2逆转美国太牛了	DD, the Chinese women's volleyball team's comeback against the US with a 3-2 victory was amazing!
B-MIX-069	MIX	14.62	xcomet_noisy 83.2 but NTA miss	抖音的bgm怎么突然变得那么难听了到处都是想问问你敢不敢还有那天我经过一片花园	Why did Douyin's BGM suddenly become so bad? It's everywhere. I want to ask if you dare to, and that day I passed by a garden.
B-NEO-005	NEO	14.52	xcomet_noisy 96.2 but NTA miss	别带节奏了，事情不是你想的那样	Stop stirring up trouble; things are not as you think.
B-NEO-019	NEO	14.12	xcomet_noisy 92.4 but NTA miss	兄弟们我润美国了	Brothers, I have left for the US.
B-PYA-038	PYA	13.67	xcomet_noisy 87.5 but NTA miss	一个会调情的男生真的YYDS	A flirty guy is really the best.
B-HOM-124	HOM	13.60	xcomet_noisy 84.0 but NTA miss	被天使蚊过的嗓子	A throat bitten by mosquito angels
B-HOM-011	HOM	13.15	xcomet_noisy 87.1 but NTA miss	世界上最神金的行为	The most divine behavior in the world
B-PYA-091	PYA	12.93	xcomet_noisy 92.2 but NTA miss	WC，这都能被发现啊	WC, how could this be discovered?
B-NEO-078	NEO	12.81	xcomet_noisy 80.0 but NTA miss	哈包穿上衣服不习惯了	Habao is not used to wearing clothes.
B-PYA-014	PYA	12.72	xcomet_noisy 90.0 but NTA miss	王虹yyds！中国数学家终于拿到菲尔兹奖了	Wang Hong is the best! Chinese mathematicians have finally won the Fields Medal.
B-HOM-037	HOM	12.65	xcomet_noisy 92.9 but NTA miss	这景区管理duck不必，7个人打一个司机	This scenic area management is unnecessary, seven people beat up a driver.
B-PYA-009	PYA	12.53	xcomet_noisy 96.5 but NTA miss	xgg们推荐一下好用的手机呗	Please recommend some good phones for me.
B-MIX-134	MIX	12.00	xcomet_noisy 87.7 but NTA miss	摊主，我也是你们play中的一环吗	Vendor, am I also part of your game?
B-HOM-009	HOM	11.79	xcomet_noisy 96.8 but NTA miss	游戏过于神金，不确定先从哪里笑起	The game is too ridiculous; I'm not sure where to start laughing.
B-PYA-032	PYA	11.58	xcomet_noisy 94.5 but NTA miss	xjj们推荐一下好用的手机呗	Please recommend some good phones for me.
B-PYA-034	PYA	11.35	xcomet_noisy 86.9 but NTA miss	会聊天的男生真的yyds	Boys who are good at chatting are really the best.
B-NEO-016	NEO	11.25	xcomet_noisy 95.4 but NTA miss	看似输了实际赢麻了	Looks like a loss but actually a big win
B-PYA-001	PYA	11.18	xcomet_noisy 84.3 but NTA miss	xql日常太甜了，羡慕死了	XQL's daily life is too sweet, I'm so envious
B-MIX-029	MIX	11.08	xcomet_noisy 92.3 but NTA miss	在上海街头随性citywalk	Strolling casually on the streets of Shanghai
B-NEO-068	NEO	11.04	xcomet_noisy 80.4 but NTA miss	摆烂一天算了	Giving up for a day is fine.
B-PYA-058	PYA	10.60	xcomet_noisy 85.7 but NTA miss	kdl，这对CP太甜了	kdl, this CP is so sweet
B-MIX-036	MIX	10.59	xcomet_noisy 85.7 but NTA miss	腾讯这波泄密事件直接social death了	Tencent's data leak incident has directly caused a social death.
B-PYA-066	PYA	10.12	xcomet_noisy 92.6 but NTA miss	这图谁发明的，xswl	Who came up with this picture, xswl
B-PYA-011	PYA	10.02	xcomet_noisy 90.3 but NTA miss	jrm帮我看看这个怎么选	jrm, help me see how to choose this
B-PYA-062	PYA	9.93	xcomet_noisy 83.2 but NTA miss	xswl打印机都沦没墨了	xswl My printer is out of ink.
B-MIX-019	MIX	9.91	xcomet_noisy 87.4 but NTA miss	别flex了，谁不知道你有钱	Stop showing off, who doesn't know you're rich.
B-NEO-115	NEO	9.74	xcomet_noisy 90.4 but NTA miss	所以男主在嘎掉的威胁下领悟了？	So the male lead realized it under the threat of being killed?
B-MIX-086	MIX	9.50	xcomet_noisy 89.0 but NTA miss	绝对音感的正确用法belike	The correct way to use perfect pitch is like this
B-HOM-062	HOM	9.43	xcomet_noisy 84.4 but NTA miss	时间长了搞亖你	If it goes on too long, it will mess you up.
B-NEO-056	NEO	9.39	xcomet_noisy 83.2 but NTA miss	他好会整活	He's really good at coming up with stuff.
B-MIX-049	MIX	9.08	xcomet_noisy 85.0 but NTA miss	加个buff，变得更强	Add a buff and become stronger
B-PYA-023	PYA	8.90	xcomet_noisy 83.9 but NTA miss	u1s1，317万年终奖确实让人眼红	u1s1, a year-end bonus of 3.17 million is indeed envy-worthy.
B-NEO-108	NEO	8.85	xcomet_noisy 96.6 but NTA miss	一想到一睁眼就有倒计时就难绷	Just thinking about having a countdown as soon as I open my eyes is hard to bear.
B-PYA-015	PYA	8.78	xcomet_noisy 84.8 but NTA miss	这条rs怎么还没上	Why hasn't this RS been posted yet?
B-HOM-050	HOM	8.74	xcomet_noisy 92.3 but NTA miss	看完这个视频我蕉绿了	I was so stressed out after watching this video.
B-HOM-068	HOM	8.70	xcomet_noisy 96.2 but NTA miss	我在学校哭别人鸟都不鸟我	I cried at school, but no one even noticed me.
B-NEO-100	NEO	8.61	xcomet_noisy 85.8 but NTA miss	扎格列斯之手的含金量还在上升！	The value of the Zagros Hand is still rising!
B-PYA-019	PYA	8.52	xcomet_noisy 87.7 but NTA miss	rt，大家帮我看看这手机值不值	rt, everyone please help me check if this phone is worth it
B-PYA-026	PYA	8.36	xcomet_noisy 80.8 but NTA miss	好好好 好一个kpop拉子(bushi)	Okay okay, what a K-pop fan (not really)
B-NEO-057	NEO	8.32	xcomet_noisy 95.6 but NTA miss	这个太炸了	This is so intense.
B-MIX-047	MIX	8.06	xcomet_noisy 96.2 but NTA miss	这个角色太OP了	This character is too OP.
B-PYA-093	PYA	7.97	xcomet_noisy 81.4 but NTA miss	dbq小啵有点像触电了	dbq Xiao Bo felt a bit like she got an electric shock
B-HOM-122	HOM	7.95	xcomet_noisy 80.6 but NTA miss	官方踏马自黑，这下别人黑不了了	The official is self-criticizing, so no one else can criticize them now.
B-HOM-118	HOM	7.71	xcomet_noisy 86.0 but NTA miss	雾草这幕太美了	This scene with Mist Grass is so beautiful.
B-PYA-017	PYA	7.66	xcomet_noisy 87.3 but NTA miss	14个月正是穿lulu的时候	14 months is just the right time to wear Lulu.
B-PYA-042	PYA	7.48	xcomet_noisy 84.9 but NTA miss	yygq什么呢，有话直说不行吗	What does yygq mean? Can't you just say it directly?
B-HOM-057	HOM	7.47	xcomet_noisy 83.9 but NTA miss	关于玉玉症表妹喜欢上我的故事	The story about my cousin with jade disease falling in love with me
B-PYA-012	PYA	7.42	xcomet_noisy 97.6 but NTA miss	jrm今天发生了一件离谱的事	Something ridiculous happened today.
B-NEO-109	NEO	7.04	xcomet_noisy 86.4 but NTA miss	逆天，吴国给日本朝贡都来了	Unbelievable, the Wu Kingdom has even come to pay tribute to Japan.
B-PYA-051	PYA	7.02	xcomet_noisy 92.7 but NTA miss	tcl，我真的太菜了	TCL, I'm really bad at this.
B-HOM-130	HOM	6.99	xcomet_noisy 88.6 but NTA miss	哎你怎么似了	Hey, how come you look like that?
B-MIX-130	MIX	6.95	xcomet_noisy 87.3 but NTA miss	从来没有get到他颜值	Never got his good looks.
B-HOM-093	HOM	6.92	xcomet_noisy 87.3 but NTA miss	蚌不住了	The clam can't take it anymore.
B-HOM-010	HOM	6.88	xcomet_noisy 86.2 but NTA miss	都说我做饭神金，今天就做神金给你们吃	Everyone says my cooking is divine, today I will cook divine food for you to eat.
B-PYA-053	PYA	6.64	xcomet_noisy 80.8 but NTA miss	xswl这弱智吧的帖子太搞笑了	The post from xswl in this stupid forum is so funny.
B-NEO-080	NEO	6.54	xcomet_noisy 83.1 but NTA miss	直接破防了家人们	My defenses are completely broken, family.
B-NEO-006	NEO	6.46	xcomet_noisy 94.3 but NTA miss	评论区全是在带节奏的，真相没人关心	The comment section is full of people stirring up trouble, no one cares about the truth.
B-MIX-072	MIX	6.23	xcomet_noisy 84.5 but NTA miss	3.5h通关	3.5h clear
B-PYA-048	PYA	5.96	xcomet_noisy 82.0 but NTA miss	xswl 这都能洗？	xswl Can this even be washed?
B-MIX-078	MIX	5.96	xcomet_noisy 92.3 but NTA miss	学习上problem不能发作	Problems in study cannot be allowed to occur.
B-NEO-050	NEO	5.88	xcomet_noisy 84.0 but NTA miss	内耗太严重了	The internal consumption is too severe.
B-PYA-020	PYA	5.87	xcomet_noisy 84.7 but NTA miss	jrs怎么看腾讯这个泄密处理？	What's jrs's view on Tencent's handling of this data leak?
B-MIX-038	MIX	5.83	xcomet_noisy 97.1 but NTA miss	显卡涨价涨成这样，简直是price离谱	The graphics card prices have gone up so much, it's simply unreasonable.
B-MIX-115	MIX	5.70	xcomet_noisy 80.9 but NTA miss	好阳光啊，这一定是相互救赎的少女乐队故事吧www	What a sunny day, this must be a story about a girl band's mutual redemption www
B-PYA-060	PYA	5.58	xcomet_noisy 83.0 but NTA miss	cpf又在磕了	cpf is shipping again
B-PYA-010	PYA	5.57	xcomet_noisy 90.5 but NTA miss	这个xgg好帅，求联系方式	This xgg is so handsome, I want his contact information.
B-PYA-059	PYA	5.56	xcomet_noisy 84.7 but NTA miss	山航yyds	Shanhai Airlines is the best.
B-PYA-068	PYA	5.54	xcomet_noisy 83.8 but NTA miss	zqsg追了这么多年，终于更新了	After following zqsg for so many years, it has finally been updated.
B-PYA-039	PYA	5.51	xcomet_noisy 90.6 but NTA miss	bdjw这个怎么用	How to use bdjw
B-NEO-112	NEO	5.51	xcomet_noisy 91.8 but NTA miss	看勇哥直播，各种神人	Watch Brother Yong's live stream, full of all kinds of amazing people
B-HOM-014	HOM	5.47	xcomet_noisy 83.8 but NTA miss	新来的00后程序员写的代码，看到这段注释真的快把我笑拥了	The code written by the new 00s programmer, this comment almost made me laugh to death.
B-HOM-107	HOM	5.45	xcomet_noisy 88.9 but NTA miss	淦，为什么要让我凌晨刷到，睡不着觉了()	淦, why did I see this in the early morning? I can't sleep now. ()
B-HOM-097	HOM	5.44	xcomet_noisy 93.8 but NTA miss	哈哈哈哈哈，不好意思哈哈哈哈哈没崩住	Hahahaha, sorry, couldn't hold it back, hahahaha.
B-PYA-095	PYA	5.41	xcomet_noisy 92.8 but NTA miss	光明，赐予我力量（bushi）	Light, grant me strength (bushi)
B-MIX-026	MIX	5.30	xcomet_noisy 90.6 but NTA miss	看到317万年终奖我直接emo了	Seeing my year-end bonus of 3.17 million, I immediately felt emotional.
B-NEO-063	NEO	5.28	xcomet_noisy 86.6 but NTA miss	这帖子纯纯的钓鱼经验，别当真	This post is purely about fishing experience, don't take it seriously.
B-HOM-076	HOM	5.23	xcomet_noisy 94.1 but NTA miss	这显卡价格真是辣鸡，还买什么啊	This graphics card price is really bad, why even buy it.
B-MIX-090	MIX	5.21	xcomet_noisy 89.5 but NTA miss	杨博文四代唯一C位队长	Yang Bowen is the only C-position captain in four generations.
B-NEO-103	NEO	5.19	xcomet_noisy 93.5 but NTA miss	我还以为是9.9元拼好饭呢	I thought it was a 9.9 yuan group meal.
B-NEO-053	NEO	5.14	xcomet_noisy 81.7 but NTA miss	双持党表示苹果和华为都不够用	The Dual-Use Party stated that neither Apple nor Huawei is sufficient.
B-PYA-064	PYA	5.06	xcomet_noisy 92.1 but NTA miss	ssfd，这个太恐怖了	ssfd, this is too terrifying.
B-PYA-037	PYA	5.00	xcomet_noisy 90.6 but NTA miss	jrs帮我看看这鱼竿行不行	jrs, help me check if this fishing rod is good or not
B-HOM-024	HOM	4.88	xcomet_noisy 85.3 but NTA miss	别虾扯蛋了，老师说的都是真的吗	Stop making excuses, is everything the teacher said true?
B-HOM-119	NEO	4.88	xcomet_noisy 87.6 but NTA miss	欧内该，我什么都愿意做	Ou Nei Ge, I'm willing to do anything.
B-HOM-040	HOM	4.87	xcomet_noisy 93.3 but NTA miss	有内味了，就是这个感觉	It's got that vibe, this is exactly the feeling.
B-MIX-013	MIX	4.83	xcomet_noisy 81.7 but NTA miss	e人累了一周还要爬起来继续嗨	An e-person is tired after a whole week but still has to get up and keep having fun.
B-HOM-103	HOM	4.73	xcomet_noisy 84.7 but NTA miss	笑成猪头最好笑是因为！！！我本来就觉得很好笑哈哈哈，看到这个蚌不住了！！！	Laughing until my face looks like a pig is the funniest thing because!!! I thought it was already hilarious, hahaha, and seeing this I couldn't hold it in anymore!!!
B-PYA-033	PYA	4.65	xcomet_noisy 89.8 but NTA miss	bl粉丝太能控评了	BL fans are too good at controlling reviews.
B-MIX-066	MIX	4.55	xcomet_noisy 88.0 but NTA miss	Rush E 朗朗PK街头钢琴家	Rush E Langlang vs. Street Pianist
B-NEO-089	NEO	4.52	xcomet_noisy 93.0 but NTA miss	无论从哪个层面来看，都是吊炸了	It's awesome from every perspective.
B-HOM-108	HOM	4.51	xcomet_noisy 94.3 but NTA miss	免责声明，此为系统自动播放，与我无瓜	Disclaimer: This is an automated system message, not related to me.
B-NEO-028	NEO	4.48	xcomet_noisy 89.6 but NTA miss	这个综艺太下饭了，一口气看完	This variety show is so binge-worthy, I watched it all in one go.
B-PYA-049	PYA	4.38	xcomet_noisy 89.9 but NTA miss	rwkk这到底是什么鱼	What kind of fish is this, rwkk?
B-PYA-084	PYA	4.38	xcomet_noisy 86.5 but NTA miss	塔图姆NB	Tatum NB
B-MIX-128	MIX	4.37	xcomet_noisy 93.6 but NTA miss	os好想看张桂源也来一期	I really want to see Zhang Guiyuan come on for an episode too.
B-PYA-094	PYA	4.32	xcomet_noisy 89.3 but NTA miss	无线能源是基于无线水的原理吗？(bushi)	Is wireless energy based on the principle of wireless water? (bushi)
B-PYA-072	PYA	4.23	xcomet_noisy 93.1 but NTA miss	szd，这个是真的	szd, this is real
B-HOM-007	HOM	4.20	xcomet_noisy 91.6 but NTA miss	今天又是杯具的一天，出门忘带钥匙	Today is another sad day; I forgot to bring my keys when I left home.
B-HOM-013	HOM	3.98	xcomet_noisy 82.5 but NTA miss	笑拥了！带货主播推荐的迷惑水果太离谱了吧	Unbelievable! The confusing fruits recommended by the live-streaming influencer are too absurd.
B-HOM-095	HOM	3.97	xcomet_noisy 82.7 but NTA miss	就说00这一套真的超级好看的，我可以安心的似了	Just say that this 00 series is really super good-looking, and I can rest assured now.
B-PYA-003	PYA	3.94	xcomet_noisy 86.9 but NTA miss	xql之间的默契真的绝了	The chemistry between XQL is really amazing.
B-NEO-049	NEO	3.94	xcomet_noisy 91.7 but NTA miss	这主播开挂实锤了，封号吧	The streamer has been caught using hacks, ban their account.
B-NEO-072	NEO	3.88	xcomet_noisy 90.3 but NTA miss	不是哥们儿	No bro
B-PYA-077	PYA	3.86	xcomet_noisy 86.4 but NTA miss	哈哈哈哈哈xswl	Hahahaha xswl
B-MIX-143	MIX	3.81	xcomet_noisy 90.2 but NTA miss	他和背后的 n pc 格格不入	He doesn't fit in with the n PCs behind him.
B-NEO-012	NEO	3.80	xcomet_noisy 91.9 but NTA miss	人一旦染上班味，这辈子就去不掉了	"Once a person gets the ""office vibe,"" it can't be shaken off for the rest of their life."
B-HOM-053	HOM	3.66	xcomet_noisy 84.7 but NTA miss	测评娃哈哈高透史莱姆好好康	Testing Wahaha High Transparency Slime is really cool.
B-HOM-042	HOM	3.62	xcomet_noisy 97.3 but NTA miss	这部剧的女主造型好康	The female lead's look in this drama is really cool.
B-NEO-079	NEO	3.59	xcomet_noisy 84.8 but NTA miss	洗澡5分钟老公社死一整年	A 5-minute shower leads to social death for an entire year.
B-HOM-091	HOM	3.50	xcomet_noisy 86.2 but NTA miss	立马去郊区浇筑一个刚进混凝土的地下堡垒	Go immediately to the suburbs to pour an underground fortress with fresh concrete.
B-PYA-004	PYA	3.47	xcomet_noisy 83.4 but NTA miss	全网最甜xql非他们莫属	The sweetest xql on the internet is definitely them.
B-PYA-041	PYA	3.44	xcomet_noisy 90.4 but NTA miss	泰奶+Gelato yyds！！！	Thai milk tea + Gelato yyds!!!
B-NEO-107	NEO	3.38	xcomet_noisy 81.8 but NTA miss	假师傅让拜，真师傅反而不让拜，难绷了	Fake masters ask you to bow, but real masters actually don't want you to bow. It's hard to take.
B-NEO-020	NEO	3.37	xcomet_noisy 92.9 but NTA miss	公司要黄了的5个征兆，当公司开始严抓考勤，你该考虑润了	5 signs that your company is about to go under; when the company starts strictly enforcing attendance, you should consider leaving.
B-MIX-032	MIX	3.28	xcomet_noisy 92.0 but NTA miss	50亿离婚案这drama程度堪比韩剧	The drama of a 5 billion divorce case is as intense as a K-drama.
B-MIX-145	NEO	3.18	xcomet_noisy 81.5 but NTA miss	甲亢哥：我DNA动了	Hyperthyroid Brother: My DNA is moving
B-NEO-091	NEO	2.81	xcomet_noisy 86.2 but NTA miss	说个冷知识，来俊臣的父亲名叫来操，是个挺生草的名字	Here's a cold fact: Lai Junchen's father was named Lai Cao, a rather rustic name.
B-MIX-062	MIX	2.79	xcomet_noisy 98.7 but NTA miss	这个PK谁赢了	Who won this PK?
B-HOM-098	HOM	2.71	xcomet_noisy 89.3 but NTA miss	淦，忘记原版了，有谁能补一下？	Gan, forgot the original version, who can help me out?
B-MIX-070	MIX	2.71	xcomet_noisy 98.5 but NTA miss	这个PPT做得好	This PPT is well done.
B-MIX-056	MIX	2.70	xcomet_noisy 86.2 but NTA miss	图样森破，你太天真了	You're too naive, this is a trap.
B-NEO-007	NEO	2.59	xcomet_noisy 96.7 but NTA miss	杠精无处不在，说啥都要反驳	Trolls are everywhere, ready to argue about anything.
B-PYA-107	PYA	2.44	xcomet_noisy 80.5 but NTA miss	心灵感应原版就是致敬火花hhh	The original telepathy is a tribute to the spark hhh
B-NEO-097	NEO	2.29	xcomet_noisy 83.8 but NTA miss	10后，上一次看是三年前了，但是也泪目了	10 years later, the last time I watched it was three years ago, but I still got teary-eyed.
B-PYA-100	PYA	2.26	xcomet_noisy 88.2 but NTA miss	20w收藏3w点赞	20k collections, 3k likes
