uid	category	severity	reasons	src_noisy	hyp_noisy
B-HOM-023	HOM	23.81	xcomet/kiwi Δ disagree by 23.8	你想peach呢，哪有这么好的事	You want peach, what's so good about it?
B-NEO-065	NEO	23.45	xcomet/kiwi Δ disagree by 23.4	是我不够糖吗	Is it that I don't have enough sugar?
B-PYA-092	PYA	23.40	xcomet/kiwi Δ disagree by 23.4; xcomet_noisy 86.6 but NTA miss	woc太萌了	Woc is too stupid
B-HOM-037	HOM	23.40	xcomet/kiwi Δ disagree by 23.4	这景区管理duck不必，7个人打一个司机	This is a tourist spot that doesn't have to be run by ducks, but by seven people with one driver.
B-MIX-098	MIX	23.40	xcomet/kiwi Δ disagree by 23.4	别什么过场都搞qte，破坏连贯	Don't mess up the QTE, break the coherence
B-HOM-111	HOM	23.21	xcomet/kiwi Δ disagree by 23.2	扳机歪了，前来还怨	The engine is twisted, come back and complain
B-NEO-097	NEO	23.18	xcomet/kiwi Δ disagree by 23.2	10后，上一次看是三年前了，但是也泪目了	10 years later, it's been three years since I last saw it, but it's still pretty cool.
B-HOM-096	HOM	22.74	xcomet/kiwi Δ disagree by 22.7	孩好像真的很困了，但是一直被麻麻薅过来薅过去配合拍视频	The child looks really stuck, but has been paralyzed for a long time, and has been helping to make a video.
B-PYA-043	PYA	22.67	xcomet/kiwi Δ disagree by 22.7	zqsg追星好累	Zqsg is tired of chasing stars
B-HOM-043	HOM	22.33	xcomet/kiwi Δ disagree by 22.3	耗子尾汁，好自为之吧	You can do it yourself.
B-HOM-010	HOM	22.30	xcomet/kiwi Δ disagree by 22.3	都说我做饭神金，今天就做神金给你们吃	I'm going to cook for you today.
B-HOM-128	HOM	21.84	xcomet/kiwi Δ disagree by 21.8; xcomet_noisy 83.8 but NTA miss	全体欣赏阴乐	The whole experience is a delight.
B-MIX-078	MIX	21.83	xcomet/kiwi Δ disagree by 21.8; xcomet_noisy 90.5 but NTA miss	学习上problem不能发作	Learning problems can't be a problem
B-HOM-095	HOM	21.60	xcomet/kiwi Δ disagree by 21.6	就说00这一套真的超级好看的，我可以安心的似了	"So I'm going to say, ""Oh, this is a really super-looking set of 00, I can safely say that""."
B-NEO-017	NEO	21.41	xcomet/kiwi Δ disagree by 21.4	纯爱战神轰然倒地	The first is the battle of the sexes.
B-MIX-121	MIX	21.15	xcomet/kiwi Δ disagree by 21.1	少看一天b站都剪不出来	The B-station is not cut out for less than a day.
B-HOM-124	HOM	21.02	xcomet/kiwi Δ disagree by 21.0	被天使蚊过的嗓子	The monkey with the angel mosquito
B-PYA-016	PYA	20.99	xcomet/kiwi Δ disagree by 21.0	xswl，陈哲远在密逃里也太搞笑了吧	xswl, Chen Zhe is so funny in the underground too
B-NEO-054	NEO	20.89	xcomet/kiwi Δ disagree by 20.9	被种草了	The grass is planted
B-PYA-031	PYA	20.83	xcomet/kiwi Δ disagree by 20.8	王虹从垫底到菲尔兹奖，这波直接nb	From the rainbow to the Fields Prize, this wave is directed by nb
B-PYA-104	PYA	20.79	xcomet/kiwi Δ disagree by 20.8	死yxh滚远点	Yxh is dead.
B-HOM-004	HOM	20.75	xcomet/kiwi Δ disagree by 20.8	童鞋们帮我看看这道题怎么做	The shoes show me how to do this.
B-NEO-012	NEO	20.62	xcomet/kiwi Δ disagree by 20.6; xcomet_noisy 91.8 but NTA miss	人一旦染上班味，这辈子就去不掉了	Once you start working, you'll never stop.
B-NEO-062	NEO	20.34	xcomet/kiwi Δ disagree by 20.3; xcomet_noisy 92.1 but NTA miss	香港🇭🇰打车有这么卷吗？又难？	Is it that hard to get a ride in Hong Kong?
B-NEO-110	NEO	20.30	xcomet/kiwi Δ disagree by 20.3	泪目了，米哈游你坏事做尽	It's time for Mika to do his worst.
B-NEO-082	NEO	20.27	xcomet/kiwi Δ disagree by 20.3	爷青回	Asphalt is back
B-HOM-131	HOM	20.15	xcomet/kiwi Δ disagree by 20.1; xcomet_noisy 94.5 but NTA miss	密码的，很久没笑得这么无语了	I've never laughed so much in a long time.
B-HOM-036	HOM	19.76	xcomet_noisy 83.2 but NTA miss	针不戳，这个视频做得真好	This video is very well done.
B-PYA-015	PYA	19.50	xcomet_noisy 84.7 but NTA miss	这条rs怎么还没上	I'm not sure why this rs is still on.
B-HOM-079	HOM	18.56	xcomet_noisy 93.6 but NTA miss	前车：不二？	Front car: What's wrong?
B-HOM-123	HOM	18.32	xcomet_noisy 85.0 but NTA miss	这俩老男人的沙雕人生	The sand-carved lives of these two old men
B-PYA-051	PYA	16.36	xcomet_noisy 82.5 but NTA miss	tcl，我真的太菜了	Tcl, I'm really overreacting
B-HOM-093	HOM	16.00	xcomet_noisy 96.3 but NTA miss	蚌不住了	I can't help it.
B-NEO-080	NEO	15.29	xcomet_noisy 82.1 but NTA miss	直接破防了家人们	The family was immediately overwhelmed.
B-HOM-119	NEO	15.15	xcomet_noisy 94.6 but NTA miss	欧内该，我什么都愿意做	I'm willing to do anything for you.
B-HOM-127	HOM	14.95	xcomet_noisy 84.5 but NTA miss	可以四了这游戏	I'm not going to play this game.
B-NEO-087	NEO	14.73	xcomet_noisy 94.3 but NTA miss	某种意义上来看他也是个神人	In a sense, he was a god.
B-HOM-070	HOM	14.58	xcomet_noisy 84.4 but NTA miss	这个特效针不戛！	This special effects needle is not sticking!
B-HOM-002	HOM	14.25	xcomet_noisy 95.2 but NTA miss	你怎么酱紫说话，人家会误会的	How can you say that, people will misunderstand
B-MIX-054	MIX	14.18	xcomet_noisy 93.3 but NTA miss	GG了，完了	GG, finished.
B-HOM-038	HOM	14.14	xcomet_noisy 95.0 but NTA miss	这个颜色灰常好看	This gray is beautiful.
B-PYA-007	PYA	14.07	xcomet_noisy 88.2 but NTA miss	新剧gkd！等不及了	I can't wait for the new GKD!
B-PYA-098	PYA	13.89	xcomet_noisy 82.7 but NTA miss	看清楚材质吧，pdd很多都是聚酯纤维，你问客服没几个敢说是纯棉的	Look at the material, most of the pdd is polyester fiber, and if you ask the customer service, few would dare say it's pure cotton.
B-MIX-079	MIX	13.71	xcomet_noisy 81.8 but NTA miss	好久没有笑的这么开心了，必须收藏起来emo了再看	I haven't laughed so much in a long time, I have to put the emo away and look at it again.
B-PYA-064	PYA	12.68	xcomet_noisy 93.2 but NTA miss	ssfd，这个太恐怖了	ssfd, this is horrible
B-NEO-063	NEO	12.56	xcomet_noisy 86.8 but NTA miss	这帖子纯纯的钓鱼经验，别当真	This post is purely a fishing experience, don't take it seriously
B-MIX-036	MIX	12.39	xcomet_noisy 87.4 but NTA miss	腾讯这波泄密事件直接social death了	Tencent's leak is a social death
B-HOM-011	HOM	11.86	xcomet_noisy 82.0 but NTA miss	世界上最神金的行为	The world's most glamorous act
B-NEO-115	NEO	11.23	xcomet_noisy 89.3 but NTA miss	所以男主在嘎掉的威胁下领悟了？	So the man came to his senses under the threat of being fired?
B-NEO-016	NEO	10.84	xcomet_noisy 86.5 but NTA miss	看似输了实际赢麻了	It seems like the loser actually won the game.
B-HOM-058	HOM	10.55	xcomet_noisy 83.9 but NTA miss	这是我女朋友 羡慕吗笑抽们🤣	This is my girlfriend, is she jealous?
B-NEO-053	NEO	10.51	xcomet_noisy 83.3 but NTA miss	双持党表示苹果和华为都不够用	Bipartisan says Apple and Huawei are not enough
B-PYA-080	PYA	10.06	xcomet_noisy 80.3 but NTA miss	什么成分？xdm锐评。	What is it? xdm review.
B-HOM-130	HOM	10.01	xcomet_noisy 83.7 but NTA miss	哎你怎么似了	What are you like?
B-MIX-049	MIX	9.62	xcomet_noisy 81.7 but NTA miss	加个buff，变得更强	Added buff, got stronger
B-NEO-103	NEO	9.30	xcomet_noisy 94.0 but NTA miss	我还以为是9.9元拼好饭呢	I thought it was $9.9 for a meal.
B-MIX-062	MIX	9.15	xcomet_noisy 89.3 but NTA miss	这个PK谁赢了	This PK who won
B-NEO-057	NEO	9.06	xcomet_noisy 88.0 but NTA miss	这个太炸了	This is too hot.
B-NEO-108	NEO	8.83	xcomet_noisy 93.7 but NTA miss	一想到一睁眼就有倒计时就难绷	The idea of a countdown is hard to believe.
B-NEO-042	NEO	8.75	xcomet_noisy 86.9 but NTA miss	这手机信号拉胯到离谱	This phone signal is getting weird.
B-MIX-116	MIX	8.53	xcomet_noisy 87.0 but NTA miss	小时候我没有cp这个概念，一直认为这俩只是朋友	I didn't have the concept of CP when I was a kid, I always thought they were just friends.
B-MIX-147	MIX	8.51	xcomet_noisy 85.5 but NTA miss	干嘛突然cos班主任	Why are you suddenly the director of the cos class?
B-PYA-086	PYA	8.50	xcomet_noisy 93.5 but NTA miss	yysy，两边都看完了	Yysy, we've seen both sides.
B-NEO-060	NEO	8.43	xcomet_noisy 86.5 but NTA miss	这个太上头了	This is too high.
B-PYA-005	PYA	8.26	xcomet_noisy 90.5 but NTA miss	看到别人去欧洲旅游的照片，xmsl	Seeing photos of people traveling to Europe, xmsl
B-HOM-031	HOM	8.25	xcomet_noisy 89.8 but NTA miss	卧槽317万年终奖就这么没了？	The end of the 3.17 million year old prize?
B-NEO-100	NEO	8.20	xcomet_noisy 84.2 but NTA miss	扎格列斯之手的含金量还在上升！	The gold content of the Zagreles' hands is still rising!
B-MIX-047	MIX	8.06	xcomet_noisy 96.2 but NTA miss	这个角色太OP了	This character is too OP.
B-PYA-062	PYA	8.02	xcomet_noisy 84.8 but NTA miss	xswl打印机都沦没墨了	The xswl printer is out of ink.
B-PYA-035	PYA	7.81	xcomet_noisy 81.3 but NTA miss	哈哈哈哈哈哈哈笑死，我们00真的老kpop人了	Ha ha ha ha ha ha, we are really old kpop people
B-PYA-019	PYA	7.58	xcomet_noisy 91.6 but NTA miss	rt，大家帮我看看这手机值不值	RT, help me see if this phone is worth anything.
B-HOM-125	HOM	7.57	xcomet_noisy 82.8 but NTA miss	上一个视频就是不讲内个	The last video is not about the inside.
B-PYA-010	PYA	7.51	xcomet_noisy 81.6 but NTA miss	这个xgg好帅，求联系方式	This xgg is very cool, contact details
B-PYA-053	PYA	7.46	xcomet_noisy 84.2 but NTA miss	xswl这弱智吧的帖子太搞笑了	xswl this stupid post is so funny
B-PYA-011	PYA	7.41	xcomet_noisy 82.7 but NTA miss	jrm帮我看看这个怎么选	JRM, help me see how this works.
B-HOM-009	HOM	7.38	xcomet_noisy 91.1 but NTA miss	游戏过于神金，不确定先从哪里笑起	The game is too good to be true, and I'm not sure where to start laughing.
B-NEO-094	NEO	7.35	xcomet_noisy 95.1 but NTA miss	逆天。。我现在开车老走错路	I'm driving in the wrong direction now.
B-PYA-018	PYA	6.91	xcomet_noisy 80.2 but NTA miss	dd，中国女排3比2逆转美国太牛了	dd, Chinese female volleyball 3-2 reversed the US too bull
B-MIX-032	MIX	6.56	xcomet_noisy 89.7 but NTA miss	50亿离婚案这drama程度堪比韩剧	5 billion divorces is a drama like a Korean drama
B-HOM-049	HOM	6.53	xcomet_noisy 83.2 but NTA miss	看完这帖子我直接笑嘻了	I laughed when I saw this post.
B-HOM-098	HOM	6.46	xcomet_noisy 85.2 but NTA miss	淦，忘记原版了，有谁能补一下？	Forget the original, who can add to it?
B-NEO-059	NEO	6.09	xcomet_noisy 81.9 but NTA miss	破防了	The defenses are broken.
B-MIX-038	MIX	5.87	xcomet_noisy 84.2 but NTA miss	显卡涨价涨成这样，简直是price离谱	The price of the graphics card has gone up, and it's price anomaly.
B-PYA-020	PYA	5.79	xcomet_noisy 84.2 but NTA miss	jrs怎么看腾讯这个泄密处理？	How did the jrs feel about Tencent's handling of the leak?
B-PYA-013	PYA	5.56	xcomet_noisy 83.8 but NTA miss	8u们觉得这配置怎么样	8u, how do you feel about this configuration?
B-MIX-026	MIX	5.45	xcomet_noisy 89.9 but NTA miss	看到317万年终奖我直接emo了	I was immediately shocked to see the 3.17 million year end award.
B-PYA-024	PYA	5.30	xcomet_noisy 91.9 but NTA miss	XHS上好多人在讨论	Many people at XHS are discussing
B-PYA-094	PYA	5.28	xcomet_noisy 96.0 but NTA miss	无线能源是基于无线水的原理吗？(bushi)	Is wireless energy based on the principle of wireless water?
B-PYA-108	PYA	5.22	xcomet_noisy 84.2 but NTA miss	woc瞬间高清修补版	woc instant high definition patch
B-HOM-057	HOM	5.18	xcomet_noisy 80.3 but NTA miss	关于玉玉症表妹喜欢上我的故事	The story of my cousin who likes me with my eczema
B-PYA-049	PYA	4.85	xcomet_noisy 91.3 but NTA miss	rwkk这到底是什么鱼	rwkk what kind of fish is this
B-NEO-018	NEO	4.71	xcomet_noisy 83.6 but NTA miss	谨以此片献给每一位纯爱战神	This video is dedicated to every pure warrior god.
B-PYA-039	PYA	4.44	xcomet_noisy 84.8 but NTA miss	bdjw这个怎么用	What's the use of bdjw?
B-PYA-106	PYA	4.23	xcomet_noisy 88.4 but NTA miss	牛啊，我怎么幻听出歌词了(bushi)	I can't believe I'm hearing the lyrics.
B-NEO-037	NEO	3.99	xcomet_noisy 91.3 but NTA miss	显卡市场太内卷了，价格涨得离谱	The market for graphics cards is so tight that prices are skyrocketing.
B-PYA-025	PYA	3.93	xcomet_noisy 91.0 but NTA miss	显卡涨价这消息直接让我blx了	The news of the price hike in the graphics card has made me blx.
B-NEO-093	NEO	3.83	xcomet_noisy 81.8 but NTA miss	置顶评论官方链接是淘宝就知道成分了	The official link is Taobao knows what's in it.
B-MIX-090	MIX	3.36	xcomet_noisy 82.4 but NTA miss	杨博文四代唯一C位队长	The only C-seeded captain in four generations
B-PYA-017	PYA	3.33	xcomet_noisy 90.1 but NTA miss	14个月正是穿lulu的时候	14 months is the time to wear lulu
B-HOM-076	HOM	3.30	xcomet_noisy 85.6 but NTA miss	这显卡价格真是辣鸡，还买什么啊	The price of this graphics card is a bit high, what else can I buy?
B-HOM-024	HOM	3.27	xcomet_noisy 91.7 but NTA miss	别虾扯蛋了，老师说的都是真的吗	Don't be silly, is everything the teacher said true?
B-HOM-050	HOM	3.18	xcomet_noisy 80.2 but NTA miss	看完这个视频我蕉绿了	I'm green after watching this video.
B-PYA-095	PYA	3.05	xcomet_noisy 96.6 but NTA miss	光明，赐予我力量（bushi）	Light, give me strength
B-PYA-012	PYA	3.00	xcomet_noisy 96.6 but NTA miss	jrm今天发生了一件离谱的事	jrm something strange happened today
B-HOM-091	HOM	2.84	xcomet_noisy 90.8 but NTA miss	立马去郊区浇筑一个刚进混凝土的地下堡垒	The first thing we did was to go to the suburbs and build an underground fortress that was just made of concrete.
B-HOM-088	HOM	2.81	xcomet_noisy 83.4 but NTA miss	鸡本功来了，视频就有了。起飞！	The video is here. Take off!
B-NEO-070	NEO	2.67	xcomet_noisy 80.5 but NTA miss	这波操作属实逆天了	This operation is a real coup.
B-MIX-070	MIX	2.67	xcomet_noisy 97.6 but NTA miss	这个PPT做得好	This PPT is good.
B-HOM-048	HOM	2.61	xcomet_noisy 83.5 but NTA miss	赛里木湖这事整得灰常离谱	The story of Lake Seiri is absolutely bizarre.
B-PYA-058	PYA	2.45	xcomet_noisy 88.0 but NTA miss	kdl，这对CP太甜了	kdl, that's too sweet for CP
B-PYA-110	PYA	2.34	xcomet_noisy 81.3 but NTA miss	万恶的zi ben jia	The evil Zi Ben Jia
B-PYA-066	PYA	2.22	xcomet_noisy 91.6 but NTA miss	这图谁发明的，xswl	Who invented this,xswl
B-HOM-085	HOM	2.21	xcomet_noisy 98.7 but NTA miss	此人知识面级广	This person is very knowledgeable.
B-PYA-089	PYA	2.19	xcomet_noisy 93.3 but NTA miss	md，这军方也这么乱，难怪市民们这么乐观，哈哈	md, the military is so messed up, no wonder the citizens are so optimistic, haha
B-NEO-032	NEO	2.02	xcomet_noisy 90.1 but NTA miss	花2000买nike感觉自己好像大冤种	I spent $2000 on a Nike and felt like I was being unfairly treated.
B-MIX-067	MIX	1.96	xcomet_noisy 83.2 but NTA miss	这动漫OP太好听了，循环播放	This anime OP is so good, it's been playing on loop.
B-PYA-087	PYA	1.85	xcomet_noisy 86.0 but NTA miss	快别TM说了，抓紧睡半个钟头，不然去早餐店要迟到了	Don't say that, get a half hour of sleep or you'll be late for breakfast.
B-HOM-061	HOM	1.68	xcomet_noisy 88.8 but NTA miss	我要笑亖了卧槽	I'm going to laugh my ass off.
B-HOM-135	HOM	1.65	xcomet_noisy 92.6 but NTA miss	甲亢哥：我还能再看亿遍	I can watch it a million times.
B-MIX-115	MIX	1.29	xcomet_noisy 88.5 but NTA miss	好阳光啊，这一定是相互救赎的少女乐队故事吧www	This must be the story of a girl band who saved each other.
B-NEO-023	NEO	1.09	xcomet_noisy 82.5 but NTA miss	孙红雷演技炸裂，20万人打出7.5分	Sun Hoon-rae's performance explodes with 200,000 people scoring 7.5 points
B-PYA-084	PYA	1.00	xcomet_noisy 86.5 but NTA miss	塔图姆NB	Tatum NB
B-HOM-114	HOM	0.81	xcomet_noisy 83.8 but NTA miss	我不行了我笑得要噶了	I can't. I laughed so much.
B-HOM-021	HOM	0.64	xcomet_noisy 97.7 but NTA miss	沃草，这无人机表演太震撼了	Wow, this drone show is so amazing.
B-MIX-072	MIX	0.57	xcomet_noisy 83.9 but NTA miss	3.5h通关	3.5h through
B-HOM-026	HOM	0.52	xcomet_noisy 80.6 but NTA miss	蚌埠住了，腾讯这泄密处理速度也太快了吧	I'm sorry, but the leak was handled too fast by Tencent.
B-MIX-143	MIX	0.39	xcomet_noisy 87.0 but NTA miss	他和背后的 n pc 格格不入	He and the n pc behind him are not compatible.
B-NEO-005	NEO	0.27	xcomet_noisy 81.3 but NTA miss	别带节奏了，事情不是你想的那样	Don't be so slow, it's not what you think
B-NEO-030	NEO	0.25	xcomet_noisy 92.0 but NTA miss	社恐人的噩梦，大型聚会	The nightmare of socialists, large gatherings
B-PYA-091	PYA	0.22	xcomet_noisy 82.7 but NTA miss	WC，这都能被发现啊	WC, this is all gonna be discovered.
B-MIX-052	MIX	0.18	xcomet_noisy 82.9 but NTA miss	我刚才去打apex了	I just got off the phone with Apex.
