uid	category	severity	reasons	src_noisy	hyp_noisy
B-PYA-004	PYA	20.50	xcomet/kiwi Δ disagree by 20.5	全网最甜xql非他们莫属	The most sweet xql is not theirs.
B-MIX-087	MIX	20.36	xcomet/kiwi Δ disagree by 20.4	发现没火的作者belike	The author who found no fire is belike.
B-HOM-129	HOM	20.06	xcomet/kiwi Δ disagree by 20.1	锁呐区甲亢哥	The thyroid area, Mr. Zhao
B-NEO-065	NEO	20.01	xcomet/kiwi Δ disagree by 20.0	是我不够糖吗	I'm not sugar enough?
B-HOM-011	HOM	19.24	xcomet_noisy 88.4 but NTA miss	世界上最神金的行为	The most precious behavior in the world.
B-PYA-022	PYA	19.16	xcomet_noisy 87.0 but NTA miss	白色真是yyds	White is the ultimate guide.
B-PYA-064	PYA	18.45	xcomet_noisy 93.6 but NTA miss	ssfd，这个太恐怖了	ssfd, this is too scary.
B-NEO-074	NEO	16.83	xcomet_noisy 81.3 but NTA miss	这波操作直接拉胯了	This operation directly hurt.
B-MIX-125	MIX	15.88	xcomet_noisy 94.2 but NTA miss	喝水这part我真的笑了	I laughed at drinking water.
B-PYA-077	PYA	15.75	xcomet_noisy 86.8 but NTA miss	哈哈哈哈哈xswl	xswl 😂
B-PYA-005	PYA	15.02	xcomet_noisy 83.2 but NTA miss	看到别人去欧洲旅游的照片，xmsl	Looking at a photo of someone going to Europe.
B-HOM-009	HOM	14.67	xcomet_noisy 81.8 but NTA miss	游戏过于神金，不确定先从哪里笑起	The game is too much of gold, and I don't know where to start laughing.
B-NEO-102	NEO	14.64	xcomet_noisy 81.7 but NTA miss	反派看到了硬控他的回忆……	The villain saw his hard memories.
B-MIX-027	MIX	14.60	xcomet_noisy 80.4 but NTA miss	掉san了，这个太恐怖了	Lost, this is too scary.
B-PYA-092	PYA	14.60	xcomet_noisy 95.5 but NTA miss	woc太萌了	Woc was cute.
B-HOM-002	HOM	14.24	xcomet_noisy 81.3 but NTA miss	你怎么酱紫说话，人家会误会的	How are you speaking? The person will misunderstand.
B-MIX-116	MIX	14.04	xcomet_noisy 83.2 but NTA miss	小时候我没有cp这个概念，一直认为这俩只是朋友	I didn't have the concept of CP at all, and I thought these were just friends.
B-NEO-008	NEO	13.70	xcomet_noisy 83.8 but NTA miss	遇到杠精最好的办法就是不理他	The best way to avoid a guy is to ignore him.
B-PYA-083	PYA	13.61	xcomet_noisy 84.2 but NTA miss	她俩要是有cpf这都能当谈过的证据了	If they had a CPF, they could be used as evidence.
B-HOM-086	HOM	13.46	xcomet_noisy 86.3 but NTA miss	蛇：卧槽，怎么又是他	Snake: Wow, how is that again?
B-NEO-010	NEO	13.45	xcomet_noisy 84.7 but NTA miss	选择你的躲藏点，被抓到就芭比Q了	Choose your hiding spot, and if caught, you'll be Barbie Q.
B-MIX-078	MIX	13.00	xcomet_noisy 86.6 but NTA miss	学习上problem不能发作	Learning problems cannot occur.
B-NEO-017	NEO	12.87	xcomet_noisy 92.2 but NTA miss	纯爱战神轰然倒地	The God of Love fell down in a battle.
B-MIX-032	MIX	12.01	xcomet_noisy 85.0 but NTA miss	50亿离婚案这drama程度堪比韩剧	50 billion divorce drama, comparable in drama to Korean dramas.
B-PYA-049	PYA	11.96	xcomet_noisy 94.4 but NTA miss	rwkk这到底是什么鱼	What is this fish?
B-MIX-047	MIX	11.82	xcomet_noisy 94.1 but NTA miss	这个角色太OP了	This role is too OP.
B-PYA-091	PYA	11.76	xcomet_noisy 86.2 but NTA miss	WC，这都能被发现啊	WC, these can be found already.
B-PYA-051	PYA	11.62	xcomet_noisy 90.8 but NTA miss	tcl，我真的太菜了	I'm really bad.
B-PYA-109	PYA	11.60	xcomet_noisy 84.0 but NTA miss	拍了拍博士的石棺盖子hhhhh	Hhmm, the professor's coffin lid.
B-MIX-022	MIX	11.12	xcomet_noisy 88.0 but NTA miss	我ship的CP终于官宣了	The CP has finally been officially announced.
B-PYA-086	PYA	10.98	xcomet_noisy 85.6 but NTA miss	yysy，两边都看完了	yysy, both sides have been looked at.
B-HOM-091	HOM	10.84	xcomet_noisy 80.9 but NTA miss	立马去郊区浇筑一个刚进混凝土的地下堡垒	Immediately go to the outskirts and pour concrete into a newly built underground fortress.
B-HOM-031	HOM	10.79	xcomet_noisy 82.0 but NTA miss	卧槽317万年终奖就这么没了？	What's the deal with 317 million yuan ending this year?
B-HOM-004	HOM	10.28	xcomet_noisy 87.7 but NTA miss	童鞋们帮我看看这道题怎么做	Please help me see how to solve this problem.
B-PYA-010	PYA	10.13	xcomet_noisy 80.3 but NTA miss	这个xgg好帅，求联系方式	This xgg is cute, please contact me.
B-PYA-087	PYA	9.91	xcomet_noisy 92.8 but NTA miss	快别TM说了，抓紧睡半个钟头，不然去早餐店要迟到了	Don't forget to take a half-hour nap, otherwise you'll be late for breakfast.
B-PYA-033	PYA	9.83	xcomet_noisy 83.3 but NTA miss	bl粉丝太能控评了	Fans are really in control of the reviews.
B-NEO-096	NEO	9.62	xcomet_noisy 87.2 but NTA miss	泪目，我一直不知道自己想做什么，感觉选择的大都错了，已经索性不想选择了...糟糕啊...	I can't know what I want to do, and I feel that most choices I've made were wrong, and I've decided to stop choosing... Oh my goodness...
B-HOM-094	HOM	9.52	xcomet_noisy 85.2 but NTA miss	冷芝士：袜子不是茶包	Cold cheese: socks are not tea bags.
B-HOM-042	HOM	9.17	xcomet_noisy 94.5 but NTA miss	这部剧的女主造型好康	The main character's look is good.
B-NEO-042	NEO	8.56	xcomet_noisy 82.7 but NTA miss	这手机信号拉胯到离谱	This phone signal is pulling down to an absurd level.
B-HOM-075	HOM	8.38	xcomet_noisy 88.1 but NTA miss	还有给	There is also giving.
B-PYA-011	PYA	8.05	xcomet_noisy 93.2 but NTA miss	jrm帮我看看这个怎么选	Help me see how to choose this.
B-NEO-114	NEO	7.96	xcomet_noisy 87.1 but NTA miss	为什么能匹到这么多神人	Why can so many gods be matched?
B-PYA-089	PYA	7.87	xcomet_noisy 98.0 but NTA miss	md，这军方也这么乱，难怪市民们这么乐观，哈哈	This military is so chaotic, which is why the citizens are so optimistic, hahaha.
B-NEO-060	NEO	7.75	xcomet_noisy 86.6 but NTA miss	这个太上头了	This is very good.
B-MIX-080	MIX	7.69	xcomet_noisy 88.0 but NTA miss	cult导演后悔道剧组没有你	Director regrets that the cast did not include him.
B-PYA-095	PYA	7.04	xcomet_noisy 92.8 but NTA miss	光明，赐予我力量（bushi）	Light, grant me strength (bushi)
B-NEO-039	NEO	6.96	xcomet_noisy 81.9 but NTA miss	打工人看完317万年终奖直接躺平了	The worker watched 317 million yuan in annual bonuses and then lay down.
B-MIX-070	MIX	6.62	xcomet_noisy 98.5 but NTA miss	这个PPT做得好	This PPT is well done.
B-NEO-032	NEO	6.56	xcomet_noisy 88.0 but NTA miss	花2000买nike感觉自己好像大冤种	"Buy a $2000 Nike and feel like a ""silly"" person."
B-HOM-003	HOM	6.50	xcomet_noisy 95.8 but NTA miss	各位童鞋注意了，期末考试要来了	Please note that the final exam is coming.
B-HOM-060	HOM	6.04	xcomet_noisy 80.9 but NTA miss	可爱的小香猪变成了温暖的答辩	The cute pig became warm.
B-HOM-123	HOM	5.79	xcomet_noisy 91.8 but NTA miss	这俩老男人的沙雕人生	The two old men's slapstick lives
B-NEO-081	NEO	5.78	xcomet_noisy 94.7 but NTA miss	月薪不够5w不能这么活	Salary not enough to live comfortably, so cannot live this way.
B-PYA-007	PYA	5.75	xcomet_noisy 83.6 but NTA miss	新剧gkd！等不及了	New drama! Let's get it on!
B-HOM-119	NEO	5.41	xcomet_noisy 86.9 but NTA miss	欧内该，我什么都愿意做	Enei, I'm willing to do anything.
B-HOM-114	HOM	5.38	xcomet_noisy 90.9 but NTA miss	我不行了我笑得要噶了	I can't do it. I'm laughing so hard.
B-NEO-063	NEO	5.24	xcomet_noisy 85.4 but NTA miss	这帖子纯纯的钓鱼经验，别当真	This is pure fishing experience, don't believe it.
B-NEO-103	NEO	5.10	xcomet_noisy 93.9 but NTA miss	我还以为是9.9元拼好饭呢	I thought it was 9.9 yuan for the meal.
B-HOM-135	HOM	5.06	xcomet_noisy 83.3 but NTA miss	甲亢哥：我还能再看亿遍	I can see it again and again.
B-MIX-077	MIX	5.00	xcomet_noisy 96.7 but NTA miss	这个vlog拍得好	This video is good.
B-NEO-057	NEO	4.98	xcomet_noisy 94.6 but NTA miss	这个太炸了	This is too much
B-MIX-044	MIX	4.93	xcomet_noisy 90.7 but NTA miss	50亿离婚案这个level太高了，普通人理解不了	50 billion divorce case is way too high for the average person to understand.
B-HOM-083	HOM	4.78	xcomet_noisy 80.5 but NTA miss	怎么达不溜小兵了	How to get rid of the useless soldier
B-MIX-049	MIX	4.74	xcomet_noisy 90.8 but NTA miss	加个buff，变得更强	Add a buff, making you stronger.
B-NEO-100	NEO	4.61	xcomet_noisy 85.3 but NTA miss	扎格列斯之手的含金量还在上升！	The value of Zargel's hand is still rising!
B-PYA-094	PYA	4.50	xcomet_noisy 87.8 but NTA miss	无线能源是基于无线水的原理吗？(bushi)	Is wireless energy based on wireless water? (bushi)
B-NEO-043	NEO	4.49	xcomet_noisy 95.5 but NTA miss	你这个行为真的很下头	That behavior is really bad.
B-PYA-108	PYA	4.12	xcomet_noisy 87.5 but NTA miss	woc瞬间高清修补版	High-quality instant repair version.
B-MIX-038	MIX	4.11	xcomet_noisy 90.7 but NTA miss	显卡涨价涨成这样，简直是price离谱	The graphics card has gone up so much, which is truly a price hike.
B-NEO-064	NEO	4.05	xcomet_noisy 81.9 but NTA miss	纯纯的牛马人生	purely a life of oxen and horses
B-PYA-066	PYA	4.05	xcomet_noisy 92.5 but NTA miss	这图谁发明的，xswl	Who invented this picture, xswl?
B-MIX-124	MIX	3.73	xcomet_noisy 84.7 but NTA miss	这一场演得不好，应该喊cut重来	This performance was bad, so you should call it out and try again.
B-MIX-120	MIX	3.56	xcomet_noisy 85.0 but NTA miss	谁还没看我都会伤心的OK？	Who hasn't seen me yet will be sad.
B-MIX-085	MIX	3.54	xcomet_noisy 83.9 but NTA miss	超mean老奶一般是英语老师	The old lady teacher is usually an English teacher.
B-MIX-036	MIX	3.34	xcomet_noisy 90.3 but NTA miss	腾讯这波泄密事件直接social death了	Tencent's recent leak of information has directly caused social death.
B-HOM-108	HOM	3.20	xcomet_noisy 93.9 but NTA miss	免责声明，此为系统自动播放，与我无瓜	Disclaimer: This is a system-generated playback, and it does not relate to me.
B-NEO-044	NEO	3.10	xcomet_noisy 87.5 but NTA miss	赛里木湖这事太下头了，景区管理太离谱	This is too bad, the management of the scenic area is too bizarre.
B-MIX-040	MIX	3.06	xcomet_noisy 89.4 but NTA miss	过度分享这件事真的太trigger了，边界感很重要	Over-sharing this matter really triggers too much, and boundaries are important.
B-PYA-062	PYA	2.94	xcomet_noisy 84.7 but NTA miss	xswl打印机都沦没墨了	The printer xswl has run out of ink.
B-NEO-024	NEO	2.86	xcomet_noisy 86.1 but NTA miss	赛博诵经让老外陷入疯狂	Babble chanting causes foreigners to become crazy.
B-MIX-099	MIX	2.79	xcomet_noisy 85.1 but NTA miss	不是哥们，怎么pv就删了。	Not my friend, how did you delete it?
B-MIX-066	MIX	2.75	xcomet_noisy 87.9 but NTA miss	Rush E 朗朗PK街头钢琴家	Rush E. Lang Lang Pk Street Piano Performer
B-NEO-087	NEO	2.65	xcomet_noisy 96.8 but NTA miss	某种意义上来看他也是个神人	In some ways, he is a god.
B-MIX-147	MIX	2.64	xcomet_noisy 94.5 but NTA miss	干嘛突然cos班主任	Why did you suddenly become a teacher?
B-MIX-076	MIX	2.57	xcomet_noisy 98.1 but NTA miss	店员花一秒钟get到你的意思了	The employee took a second to understand your meaning.
B-PYA-019	PYA	2.49	xcomet_noisy 89.4 but NTA miss	rt，大家帮我看看这手机值不值	Please check if this phone is worth it.
B-HOM-085	HOM	2.37	xcomet_noisy 99.0 but NTA miss	此人知识面级广	This person has a wide knowledge base.
B-MIX-035	MIX	2.32	xcomet_noisy 99.9 but NTA miss	OMG这也太好看了	This is very beautiful.
B-PYA-037	PYA	2.28	xcomet_noisy 92.9 but NTA miss	jrs帮我看看这鱼竿行不行	Can you check if this fishing rod works?
B-HOM-130	HOM	2.19	xcomet_noisy 83.6 but NTA miss	哎你怎么似了	How did you look?
B-PYA-084	PYA	2.12	xcomet_noisy 86.5 but NTA miss	塔图姆NB	Tatum NB
B-MIX-062	MIX	2.10	xcomet_noisy 98.6 but NTA miss	这个PK谁赢了	Who won the PK?
B-NEO-037	NEO	2.06	xcomet_noisy 98.1 but NTA miss	显卡市场太内卷了，价格涨得离谱	The market for graphics cards is too competitive, with prices rising too much.
B-MIX-113	MIX	1.92	xcomet_noisy 92.2 but NTA miss	那是债主催债了bro	That's the creditor demanding money.
B-PYA-034	PYA	1.83	xcomet_noisy 90.8 but NTA miss	会聊天的男生真的yyds	A guy who chats really well is definitely the best.
B-NEO-004	NEO	1.71	xcomet_noisy 85.2 but NTA miss	品牌联名就是割韭菜，质量差价格高	The brand collaboration is just taking advantage of the market, with poor quality and high prices.
B-NEO-030	NEO	1.52	xcomet_noisy 93.2 but NTA miss	社恐人的噩梦，大型聚会	The nightmare of social anxiety, large gatherings
B-NEO-005	NEO	1.43	xcomet_noisy 83.3 but NTA miss	别带节奏了，事情不是你想的那样	Don't bring the rhythm, things aren't what you think.
B-PYA-025	PYA	1.20	xcomet_noisy 80.8 but NTA miss	显卡涨价这消息直接让我blx了	The GPU price increase has directly made me blx.
B-NEO-066	NEO	1.20	xcomet_noisy 100.0 but NTA miss	这何意味啊	What meaning does this have?
B-PYA-017	PYA	0.93	xcomet_noisy 83.9 but NTA miss	14个月正是穿lulu的时候	14 months is the time when you're wearing Lulu.
B-NEO-070	NEO	0.77	xcomet_noisy 82.3 but NTA miss	这波操作属实逆天了	This operation was truly a reversal.
B-NEO-050	NEO	0.76	xcomet_noisy 84.9 but NTA miss	内耗太严重了	Too much internal fatigue.
B-PYA-030	PYA	0.64	xcomet_noisy 85.6 but NTA miss	这就是尊贵的b站用户🤣🤣🤣	That's the esteemed B站 user 😂 😂 😂
B-PYA-032	PYA	0.58	xcomet_noisy 86.1 but NTA miss	xjj们推荐一下好用的手机呗	Xjj recommend some good phones.
B-PYA-012	PYA	0.40	xcomet_noisy 96.7 but NTA miss	jrm今天发生了一件离谱的事	Today there was an unusual event.
B-NEO-012	NEO	0.36	xcomet_noisy 86.7 but NTA miss	人一旦染上班味，这辈子就去不掉了	Once one becomes attached to the taste, one will never forget it.
B-MIX-052	MIX	0.25	xcomet_noisy 93.6 but NTA miss	我刚才去打apex了	I just went to Apex.
B-PYA-096	PYA	0.15	xcomet_noisy 90.8 but NTA miss	这么说我才发现字幕不是视频自带的hhhh	So I realized the subtitles aren't video-based.
B-PYA-024	PYA	0.09	xcomet_noisy 87.3 but NTA miss	XHS上好多人在讨论	Many people are discussing XHS.
