uid	category	severity	reasons	src_noisy	hyp_noisy
B-NEO-036	NEO	21.09	xcomet/kiwi Δ disagree by 21.1	别搁这凡尔赛了，显摆啥呢	Don't act all fancy here, showing off what?
B-NEO-085	NEO	21.07	xcomet/kiwi Δ disagree by 21.1	你这肯定是低段位炸鱼罢了	You're definitely just fishing in the lower tiers.
B-HOM-072	HOM	20.79	xcomet/kiwi Δ disagree by 20.8	依托答辩是什么意思	"What does ""relying on defense"" mean?"
B-NEO-064	NEO	20.52	xcomet/kiwi Δ disagree by 20.5; xcomet_noisy 92.1 but NTA miss	纯纯的牛马人生	Purely a life of hard work and toil.
B-HOM-093	HOM	20.34	xcomet/kiwi Δ disagree by 20.3	蚌不住了	Can't hold it anymore.
B-PYA-110	PYA	19.06	xcomet_noisy 84.7 but NTA miss	万恶的zi ben jia	The root of all evil
B-HOM-002	HOM	18.86	xcomet_noisy 96.8 but NTA miss	你怎么酱紫说话，人家会误会的	How come you speak like that, it might cause misunderstanding.
B-HOM-009	HOM	18.81	xcomet_noisy 95.7 but NTA miss	游戏过于神金，不确定先从哪里笑起	The game is too absurd; I'm not sure where to start laughing first.
B-HOM-019	HOM	18.47	xcomet_noisy 81.8 but NTA miss	雀食好笑，不骗你	It's really funny, I'm not joking with you.
B-HOM-037	HOM	18.40	xcomet_noisy 91.7 but NTA miss	这景区管理duck不必，7个人打一个司机	This scenic area's management is unnecessary, seven people beating a driver.
B-PYA-022	PYA	18.27	xcomet_noisy 85.5 but NTA miss	白色真是yyds	White is really yyds.
B-MIX-056	MIX	18.18	xcomet_noisy 85.4 but NTA miss	图样森破，你太天真了	The pattern is too fragile, you're too naive.
B-MIX-054	MIX	18.06	xcomet_noisy 91.9 but NTA miss	GG了，完了	GG, it's over.
B-NEO-043	NEO	17.24	xcomet_noisy 96.0 but NTA miss	你这个行为真的很下头	Your behavior is really annoying.
B-NEO-114	NEO	16.45	xcomet_noisy 92.8 but NTA miss	为什么能匹到这么多神人	Why can you match so many amazing people?
B-HOM-131	HOM	16.12	xcomet_noisy 88.6 but NTA miss	密码的，很久没笑得这么无语了	Password, I haven't been this speechless with laughter for a long time.
B-HOM-035	HOM	16.07	xcomet_noisy 80.1 but NTA miss	看到50亿离婚案的消息我直接蓝瘦香菇	I immediately felt blue and sad upon hearing the news about the 5 billion divorce case.
B-HOM-083	HOM	15.77	xcomet_noisy 83.0 but NTA miss	怎么达不溜小兵了	How come the little soldier can't reach?
B-NEO-007	NEO	15.77	xcomet_noisy 84.2 but NTA miss	杠精无处不在，说啥都要反驳	杠精 are everywhere; whatever you say, they will argue against it.
B-NEO-060	NEO	15.67	xcomet_noisy 90.1 but NTA miss	这个太上头了	This is too much.
B-NEO-056	NEO	15.64	xcomet_noisy 85.2 but NTA miss	他好会整活	He's really good at causing trouble.
B-PYA-076	PYA	15.63	xcomet_noisy 86.9 but NTA miss	xswl皇帝的新衣	xswl Emperor's New Clothes
B-NEO-106	NEO	15.27	xcomet_noisy 91.6 but NTA miss	这声音绝绝子	This sound is amazing.
B-HOM-115	HOM	15.25	xcomet_noisy 92.8 but NTA miss	活到老学到老,似了也要学习	Live and learn, even when you think you've mastered it, you still need to learn.
B-NEO-062	NEO	15.21	xcomet_noisy 87.3 but NTA miss	香港🇭🇰打车有这么卷吗？又难？	Is hailing a taxi in Hong Kong 🇭🇰 this competitive? And so difficult?
B-HOM-031	HOM	15.00	xcomet_noisy 92.1 but NTA miss	卧槽317万年终奖就这么没了？	Wow, 3.17 million yuan annual bonus just like that?
B-NEO-112	NEO	14.67	xcomet_noisy 92.6 but NTA miss	看勇哥直播，各种神人	Watch Brother Yong's live stream, full of all kinds of amazing people.
B-PYA-059	PYA	14.65	xcomet_noisy 86.0 but NTA miss	山航yyds	Shandong Airlines yyds
B-HOM-079	HOM	14.61	xcomet_noisy 86.9 but NTA miss	前车：不二？	Front car: Nyo?
B-MIX-049	MIX	14.47	xcomet_noisy 85.5 but NTA miss	加个buff，变得更强	Add a buff and become stronger.
B-PYA-038	PYA	14.37	xcomet_noisy 86.4 but NTA miss	一个会调情的男生真的YYDS	A flirtatious guy is really the ultimate.
B-PYA-042	PYA	14.13	xcomet_noisy 84.2 but NTA miss	yygq什么呢，有话直说不行吗	What's with the yygq? Can't you just say it straight out?
B-PYA-032	PYA	14.01	xcomet_noisy 95.8 but NTA miss	xjj们推荐一下好用的手机呗	Recommend some good phones, please.
B-MIX-029	MIX	13.74	xcomet_noisy 89.6 but NTA miss	在上海街头随性citywalk	Stroll casually through the streets of Shanghai.
B-PYA-062	PYA	13.19	xcomet_noisy 85.4 but NTA miss	xswl打印机都沦没墨了	xswl printer has run out of ink
B-HOM-092	HOM	13.16	xcomet_noisy 89.1 but NTA miss	鸡本功扎实	Solid foundation in chicken skills
B-MIX-027	MIX	12.41	xcomet_noisy 82.8 but NTA miss	掉san了，这个太恐怖了	Dropped san, this is too scary.
B-PYA-023	PYA	12.39	xcomet_noisy 83.3 but NTA miss	u1s1，317万年终奖确实让人眼红	u1s1, a year-end bonus of 3.17 million is indeed enviable.
B-PYA-009	PYA	12.30	xcomet_noisy 98.0 but NTA miss	xgg们推荐一下好用的手机呗	Please recommend some good phones.
B-PYA-031	PYA	11.99	xcomet_noisy 85.2 but NTA miss	王虹从垫底到菲尔兹奖，这波直接nb	Wang Hong from the bottom to the Fields Medal, this move is straight up awesome.
B-PYA-028	PYA	11.81	xcomet_noisy 81.0 but NTA miss	nb！这个操作太秀了	NB! This move is too awesome.
B-PYA-037	PYA	11.27	xcomet_noisy 87.0 but NTA miss	jrs帮我看看这鱼竿行不行	JRS, help me check if this fishing rod is any good.
B-NEO-021	NEO	11.08	xcomet_noisy 87.6 but NTA miss	赛博朋克2077，极致嘴臭极致享受	Cyberpunk 2077, ultimate mouthy, ultimate enjoyment.
B-PYA-058	PYA	10.98	xcomet_noisy 84.9 but NTA miss	kdl，这对CP太甜了	KDL, this CP is too sweet.
B-MIX-090	MIX	10.75	xcomet_noisy 87.1 but NTA miss	杨博文四代唯一C位队长	Yang Bowen, the only C-position captain in four generations.
B-PYA-011	PYA	10.55	xcomet_noisy 85.0 but NTA miss	jrm帮我看看这个怎么选	jrm help me see how to choose this
B-PYA-026	PYA	10.24	xcomet_noisy 82.3 but NTA miss	好好好 好一个kpop拉子(bushi)	Okay okay, what a K-pop otaku (bushi)
B-MIX-036	MIX	10.06	xcomet_noisy 88.8 but NTA miss	腾讯这波泄密事件直接social death了	Tencent's data leak incident directly led to its social death.
B-NEO-003	NEO	9.89	xcomet_noisy 86.3 but NTA miss	又被割韭菜了，这理财产品全是坑	Getting scammed again, this financial product is nothing but a trap.
B-NEO-115	NEO	9.74	xcomet_noisy 90.4 but NTA miss	所以男主在嘎掉的威胁下领悟了？	So the male lead realized it under the threat of being killed?
B-PYA-054	PYA	9.52	xcomet_noisy 81.7 but NTA miss	马到成功yyds	Success at the first attempt, yyds
B-PYA-017	PYA	9.25	xcomet_noisy 87.3 but NTA miss	14个月正是穿lulu的时候	14 months is just the right time to wear Lulu.
B-PYA-019	PYA	9.20	xcomet_noisy 88.4 but NTA miss	rt，大家帮我看看这手机值不值	RT, everyone, help me see if this phone is worth it.
B-NEO-089	NEO	9.14	xcomet_noisy 91.7 but NTA miss	无论从哪个层面来看，都是吊炸了	No matter from which level you look at it, it's amazing.
B-MIX-078	MIX	9.12	xcomet_noisy 92.8 but NTA miss	学习上problem不能发作	Problems in study cannot occur.
B-PYA-085	PYA	9.04	xcomet_noisy 93.7 but NTA miss	想吃肉质Q弹的就买散养老公鸡	If you want tender and juicy meat, buy free-range roosters.
B-NEO-108	NEO	8.93	xcomet_noisy 95.2 but NTA miss	一想到一睁眼就有倒计时就难绷	It's really stressful to think about having a countdown as soon as I open my eyes.
B-PYA-086	PYA	8.80	xcomet_noisy 88.9 but NTA miss	yysy，两边都看完了	yysy, I've looked at both sides.
B-PYA-010	PYA	8.77	xcomet_noisy 88.9 but NTA miss	这个xgg好帅，求联系方式	This xgg is so handsome, please give me the contact information.
B-PYA-001	PYA	8.25	xcomet_noisy 85.1 but NTA miss	xql日常太甜了，羡慕死了	XQL's daily life is too sweet, I'm so jealous.
B-HOM-011	HOM	8.21	xcomet_noisy 85.0 but NTA miss	世界上最神金的行为	The most god-like behavior in the world.
B-MIX-047	MIX	8.06	xcomet_noisy 96.2 but NTA miss	这个角色太OP了	This character is too OP.
B-PYA-018	PYA	7.83	xcomet_noisy 85.2 but NTA miss	dd，中国女排3比2逆转美国太牛了	dd, China's women's volleyball team came back from 2-1 down to beat the US 3-2, which was amazing.
B-PYA-004	PYA	7.41	xcomet_noisy 85.2 but NTA miss	全网最甜xql非他们莫属	The sweetest xql on the entire internet belongs to them.
B-NEO-100	NEO	7.30	xcomet_noisy 80.8 but NTA miss	扎格列斯之手的含金量还在上升！	The value of Zagłębie's hand is still rising!
B-PYA-051	PYA	7.29	xcomet_noisy 93.0 but NTA miss	tcl，我真的太菜了	TCL, I'm really too bad at this.
B-HOM-013	HOM	7.19	xcomet_noisy 86.7 but NTA miss	笑拥了！带货主播推荐的迷惑水果太离谱了吧	That's ridiculous! The confusing fruits recommended by the live-streaming salesperson are way too absurd.
B-MIX-088	MIX	7.14	xcomet_noisy 86.8 but NTA miss	第一次尝试做这么长的动画 感觉k帧速度有所提升绝宝二周年快乐!	First attempt at making such a long animation, feel like the k-frame speed has improved! Happy 2nd anniversary, Jue Bao!
B-MIX-055	MIX	7.09	xcomet_noisy 87.7 but NTA miss	就是在cp里吃瓜	Just watching the drama in CP.
B-PYA-095	PYA	7.04	xcomet_noisy 92.8 but NTA miss	光明，赐予我力量（bushi）	Light, grant me strength (bushi)
B-PYA-107	PYA	6.80	xcomet_noisy 93.6 but NTA miss	心灵感应原版就是致敬火花hhh	The original version of Telepathy is a tribute to Spark hhh
B-PYA-012	PYA	6.71	xcomet_noisy 97.6 but NTA miss	jrm今天发生了一件离谱的事	Something ridiculous happened today.
B-MIX-026	MIX	6.64	xcomet_noisy 93.6 but NTA miss	看到317万年终奖我直接emo了	Seeing the 3.17 million yuan year-end bonus, I immediately felt emotional.
B-NEO-050	NEO	6.38	xcomet_noisy 84.0 but NTA miss	内耗太严重了	The internal consumption is too severe.
B-PYA-033	PYA	6.38	xcomet_noisy 89.8 but NTA miss	bl粉丝太能控评了	BL fans are too good at controlling the comments.
B-NEO-069	NEO	6.37	xcomet_noisy 82.7 but NTA miss	内卷太严重了，打工人伤不起	The competition is too intense; workers can't afford to get hurt.
B-MIX-038	MIX	6.16	xcomet_noisy 97.2 but NTA miss	显卡涨价涨成这样，简直是price离谱	The graphics card prices have gone up so much, it's simply absurd.
B-HOM-021	HOM	6.05	xcomet_noisy 97.9 but NTA miss	沃草，这无人机表演太震撼了	Wow, this drone performance is amazing!
B-PYA-007	PYA	5.90	xcomet_noisy 87.3 but NTA miss	新剧gkd！等不及了	New drama gkd! Can't wait!
B-PYA-013	PYA	5.89	xcomet_noisy 90.7 but NTA miss	8u们觉得这配置怎么样	What do you think of this configuration?
B-NEO-091	NEO	5.74	xcomet_noisy 87.4 but NTA miss	说个冷知识，来俊臣的父亲名叫来操，是个挺生草的名字	Here's a cold fact: Lai Junchen's father was named Lai Cao, which is quite a weird name.
B-NEO-012	NEO	5.62	xcomet_noisy 85.5 but NTA miss	人一旦染上班味，这辈子就去不掉了	Once a person gets a taste of the office, it's a lifetime commitment.
B-PYA-108	PYA	5.62	xcomet_noisy 93.4 but NTA miss	woc瞬间高清修补版	WOC Instant HD Repair Edition
B-NEO-098	NEO	5.55	xcomet_noisy 86.8 but NTA miss	虽然整个乐队前期像拼好队一样，但是结局随着独角兽的回归写的还是不错的	Although the entire band seemed well put together at first, the ending, written with the return of the unicorn, was still quite good.
B-NEO-096	NEO	5.47	xcomet_noisy 84.2 but NTA miss	泪目，我一直不知道自己想做什么，感觉选择的大都错了，已经索性不想选择了...糟糕啊...	Heart-wrenching, I've never known what I really wanted to do. I feel like most of my choices have been wrong, and now I just don't want to choose anymore... This is terrible...
B-HOM-058	HOM	5.40	xcomet_noisy 89.7 but NTA miss	这是我女朋友 羡慕吗笑抽们🤣	This is my girlfriend. Jealous? Haha 😂
B-PYA-064	PYA	5.18	xcomet_noisy 93.6 but NTA miss	ssfd，这个太恐怖了	ssfd, this is too scary.
B-MIX-130	MIX	5.16	xcomet_noisy 83.7 but NTA miss	从来没有get到他颜值	Never got his looks.
B-PYA-034	PYA	5.11	xcomet_noisy 83.5 but NTA miss	会聊天的男生真的yyds	Guys who are good at chatting are really yyds.
B-HOM-049	HOM	4.92	xcomet_noisy 90.3 but NTA miss	看完这帖子我直接笑嘻了	I literally laughed my head off after reading this post.
B-HOM-097	HOM	4.91	xcomet_noisy 90.4 but NTA miss	哈哈哈哈哈，不好意思哈哈哈哈哈没崩住	Hahahaha, sorry, hahahaha, couldn't hold it back.
B-PYA-020	PYA	4.90	xcomet_noisy 85.3 but NTA miss	jrs怎么看腾讯这个泄密处理？	What does JRS think about Tencent's handling of this data leak?
B-MIX-147	MIX	4.61	xcomet_noisy 92.4 but NTA miss	干嘛突然cos班主任	Why suddenly cosplaying as the homeroom teacher?
B-NEO-063	NEO	4.61	xcomet_noisy 85.1 but NTA miss	这帖子纯纯的钓鱼经验，别当真	This post is purely for fishing experience, don't take it seriously.
B-HOM-076	HOM	4.53	xcomet_noisy 93.1 but NTA miss	这显卡价格真是辣鸡，还买什么啊	This graphics card is really cheap, why even buy it?
B-PYA-077	PYA	4.43	xcomet_noisy 86.4 but NTA miss	哈哈哈哈哈xswl	Hahahaha xswl
B-NEO-028	NEO	4.43	xcomet_noisy 92.7 but NTA miss	这个综艺太下饭了，一口气看完	This variety show is so addictive, I watched it all in one go.
B-PYA-049	PYA	4.42	xcomet_noisy 89.9 but NTA miss	rwkk这到底是什么鱼	What kind of fish is this, rwkk?
B-PYA-084	PYA	4.38	xcomet_noisy 86.5 but NTA miss	塔图姆NB	Tatum NB
B-PYA-094	PYA	4.32	xcomet_noisy 89.3 but NTA miss	无线能源是基于无线水的原理吗？(bushi)	Is wireless energy based on the principle of wireless water? (bushi)
B-PYA-050	PYA	4.18	xcomet_noisy 88.9 but NTA miss	dd我一下	Punch me a little.
B-NEO-020	NEO	4.12	xcomet_noisy 86.7 but NTA miss	公司要黄了的5个征兆，当公司开始严抓考勤，你该考虑润了	5 Signs That a Company Is About to Fail: When a Company Starts Strictly Enforcing Attendance, You Should Consider Leaving.
B-PYA-003	PYA	4.11	xcomet_noisy 87.7 but NTA miss	xql之间的默契真的绝了	The chemistry between xql is really amazing.
B-PYA-046	PYA	4.08	xcomet_noisy 80.7 but NTA miss	这吧里xfxy的，天天吵架	This forum is full of xfxy, arguing every day.
B-HOM-094	HOM	3.97	xcomet_noisy 84.5 but NTA miss	冷芝士：袜子不是茶包	Cold Cheese: Socks are not tea bags.
B-HOM-112	HOM	3.95	xcomet_noisy 94.7 but NTA miss	梅森：这我可太熟辣！	Mason: I know this too well!
B-PYA-053	PYA	3.91	xcomet_noisy 80.0 but NTA miss	xswl这弱智吧的帖子太搞笑了	xswl this post on the weak-minded forum is too funny
B-PYA-072	PYA	3.91	xcomet_noisy 93.7 but NTA miss	szd，这个是真的	szd, this is real.
B-HOM-091	HOM	3.89	xcomet_noisy 89.8 but NTA miss	立马去郊区浇筑一个刚进混凝土的地下堡垒	Head to the suburbs immediately to pour concrete for an underground fortress.
B-HOM-014	HOM	3.88	xcomet_noisy 91.7 but NTA miss	新来的00后程序员写的代码，看到这段注释真的快把我笑拥了	The code written by the new Gen Z programmer, seeing this comment really made me laugh out loud.
B-MIX-032	MIX	3.72	xcomet_noisy 85.9 but NTA miss	50亿离婚案这drama程度堪比韩剧	The 500 million divorce case is as dramatic as a Korean drama.
B-HOM-046	HOM	3.56	xcomet_noisy 84.5 but NTA miss	鸭力好大，快要顶不住了	The duck's power is so strong, I'm almost unable to hold on.
B-HOM-103	HOM	3.36	xcomet_noisy 83.8 but NTA miss	笑成猪头最好笑是因为！！！我本来就觉得很好笑哈哈哈，看到这个蚌不住了！！！	Laughing until your face looks like a pig's head is the funniest thing because!!! I already thought it was hilarious hahaha, I couldn't help but laugh at this!!!
B-MIX-076	MIX	3.20	xcomet_noisy 98.5 but NTA miss	店员花一秒钟get到你的意思了	The store clerk got your meaning in a second.
B-NEO-053	NEO	3.15	xcomet_noisy 82.1 but NTA miss	双持党表示苹果和华为都不够用	Dual Hold Party stated that neither Apple nor Huawei is sufficient.
B-HOM-119	NEO	3.07	xcomet_noisy 93.6 but NTA miss	欧内该，我什么都愿意做	Ohne, I'm willing to do anything.
B-PYA-096	PYA	2.94	xcomet_noisy 96.1 but NTA miss	这么说我才发现字幕不是视频自带的hhhh	So I just realized the subtitles aren't part of the video hhhh
B-NEO-090	NEO	2.89	xcomet_noisy 82.2 but NTA miss	应该是的，不然怎么会气到把国粹给说出来了	That's probably true; otherwise, why would he get so angry that he mentioned the national essence?
B-MIX-062	MIX	2.79	xcomet_noisy 98.7 but NTA miss	这个PK谁赢了	Who won this PK?
B-MIX-070	MIX	2.71	xcomet_noisy 98.5 but NTA miss	这个PPT做得好	This PPT is well done.
B-NEO-099	NEO	2.45	xcomet_noisy 84.4 but NTA miss	“苏新皓你好的太突出”这句话的含金量还在上升	"The value of the sentence ""Su Xinhao, you're too outstanding"" is still rising."
B-NEO-057	NEO	2.39	xcomet_noisy 90.0 but NTA miss	这个太炸了	This is too awesome.
B-PYA-091	PYA	2.36	xcomet_noisy 82.7 but NTA miss	WC，这都能被发现啊	WC, even this can be found?
B-NEO-044	NEO	2.30	xcomet_noisy 85.3 but NTA miss	赛里木湖这事太下头了，景区管理太离谱	The situation at Sayram Lake is really ridiculous, and the scenic area management is completely absurd.
B-NEO-017	NEO	2.24	xcomet_noisy 81.7 but NTA miss	纯爱战神轰然倒地	Pure Love God falls to the ground with a thud.
B-HOM-095	HOM	1.97	xcomet_noisy 86.5 but NTA miss	就说00这一套真的超级好看的，我可以安心的似了	Just say that this 00 set is really super cute, I can rest easy now.
B-PYA-092	PYA	1.96	xcomet_noisy 97.2 but NTA miss	woc太萌了	Woc is too cute.
B-HOM-007	HOM	1.92	xcomet_noisy 94.3 but NTA miss	今天又是杯具的一天，出门忘带钥匙	Another day of misfortune, forgot to bring the keys when going out.
B-NEO-005	NEO	1.90	xcomet_noisy 82.9 but NTA miss	别带节奏了，事情不是你想的那样	Don't try to set the tone; things aren't as you think they are.
B-HOM-130	HOM	1.88	xcomet_noisy 93.0 but NTA miss	哎你怎么似了	Hey, how come you're like this?
B-PYA-066	PYA	1.82	xcomet_noisy 92.0 but NTA miss	这图谁发明的，xswl	Who created this picture, xswl
B-HOM-118	HOM	1.76	xcomet_noisy 86.5 but NTA miss	雾草这幕太美了	The scene of Mist Grass is too beautiful.
B-PYA-101	PYA	1.62	xcomet_noisy 86.0 but NTA miss	啊？60w围攻45w的城，对方还以骑兵为主？？！	Ah? A 600,000-strong force besieging a city with 450,000 defenders, and the enemy is mainly cavalry??!
B-NEO-070	NEO	1.61	xcomet_noisy 92.0 but NTA miss	这波操作属实逆天了	This move is truly out of this world.
B-PYA-014	PYA	1.54	xcomet_noisy 82.6 but NTA miss	王虹yyds！中国数学家终于拿到菲尔兹奖了	Wang Hong yyds! Chinese mathematician has finally won the Fields Medal.
B-NEO-094	NEO	1.53	xcomet_noisy 91.5 but NTA miss	逆天。。我现在开车老走错路	Unbelievable... I keep taking the wrong roads while driving now.
B-PYA-106	PYA	1.45	xcomet_noisy 81.0 but NTA miss	牛啊，我怎么幻听出歌词了(bushi)	Wow, I must be hallucinating and hearing lyrics. (bushi)
B-HOM-086	HOM	1.42	xcomet_noisy 93.6 but NTA miss	蛇：卧槽，怎么又是他	Snake: Oh no, it's him again.
B-NEO-061	NEO	1.41	xcomet_noisy 85.9 but NTA miss	他好会营业	He's really good at marketing.
