uid	category	severity	reasons	src_noisy	hyp_noisy
B-PYA-062	PYA	26.49	xcomet/kiwi Δ disagree by 26.5; xcomet_noisy 91.5 but NTA miss	xswl打印机都沦没墨了	Even the printer is out of ink.
B-MIX-098	MIX	26.21	xcomet/kiwi Δ disagree by 26.2	别什么过场都搞qte，破坏连贯	Don't make every cutscene a QTE, it ruins the flow.
B-MIX-096	MIX	25.94	xcomet/kiwi Δ disagree by 25.9	可以无限卡bug，站起来再躺下去，站起来再躺下去。	You can exploit bugs indefinitely, standing up and lying down repeatedly.
B-HOM-038	HOM	25.89	xcomet/kiwi Δ disagree by 25.9; xcomet_noisy 98.3 but NTA miss	这个颜色灰常好看	This color is very beautiful.
B-MIX-051	MIX	25.76	xcomet/kiwi Δ disagree by 25.8	被nerf了，变弱了	It was nerfed, becoming weaker.
B-HOM-111	HOM	25.63	xcomet/kiwi Δ disagree by 25.6	扳机歪了，前来还怨	The trigger is crooked, and they've come back to complain.
B-NEO-074	NEO	25.52	xcomet/kiwi Δ disagree by 25.5; xcomet_noisy 91.7 but NTA miss	这波操作直接拉胯了	This move really backfired.
B-HOM-130	HOM	25.25	xcomet/kiwi Δ disagree by 25.2	哎你怎么似了	Oh, why are you dead?
B-MIX-097	MIX	24.75	xcomet/kiwi Δ disagree by 24.8	在扳机的视频里刷什么悠真真的很ky好吧	What Yuma is doing in the trigger video is really tone-deaf, okay?
B-PYA-078	PYA	24.50	xcomet/kiwi Δ disagree by 24.5	真的栓Q了家人们	I'm really speechless, everyone.
B-HOM-074	HOM	24.34	xcomet/kiwi Δ disagree by 24.3	“雨女无瓜”这么好笑吗是挺好笑的	"Is ""rain woman has no melon"" that funny? It's pretty funny."
B-NEO-085	NEO	24.03	xcomet/kiwi Δ disagree by 24.0; xcomet_noisy 89.7 but NTA miss	你这肯定是低段位炸鱼罢了	You're definitely just a low-level smurf.
B-NEO-051	NEO	24.01	xcomet/kiwi Δ disagree by 24.0; xcomet_noisy 94.5 but NTA miss	互联网嘴替实锤	Internet mouthpiece confirmed
B-PYA-050	PYA	23.94	xcomet/kiwi Δ disagree by 23.9; xcomet_noisy 93.2 but NTA miss	dd我一下	DM me.
B-PYA-022	PYA	23.81	xcomet/kiwi Δ disagree by 23.8; xcomet_noisy 86.8 but NTA miss	白色真是yyds	White is truly the best.
B-NEO-068	NEO	23.75	xcomet/kiwi Δ disagree by 23.8; xcomet_noisy 88.9 but NTA miss	摆烂一天算了	Just give in for a day.
B-HOM-034	HOM	23.70	xcomet/kiwi Δ disagree by 23.7; xcomet_noisy 96.1 but NTA miss	蚌埠住了这也太搞笑了	I can't stop laughing, this is too funny.
B-HOM-036	HOM	23.39	xcomet/kiwi Δ disagree by 23.4; xcomet_noisy 84.7 but NTA miss	针不戳，这个视频做得真好	This video is really well made.
B-HOM-080	HOM	23.21	xcomet/kiwi Δ disagree by 23.2	10店睡，身体还以为是午休呢，凌晨又把他们叫醒了	The ten shops were asleep, and their bodies thought it was a nap, but then they were woken up again in the early hours of the morning.
B-HOM-030	HOM	22.96	xcomet/kiwi Δ disagree by 23.0; xcomet_noisy 94.5 but NTA miss	蚌埠住了，这也太好笑了吧	I can't stop laughing, that's too funny.
B-MIX-018	MIX	22.77	xcomet/kiwi Δ disagree by 22.8	这个行为好sus，不对劲	This behavior is so sus, something's not right.
B-HOM-013	HOM	22.56	xcomet/kiwi Δ disagree by 22.6	笑拥了！带货主播推荐的迷惑水果太离谱了吧	I'm sold! The confusing fruits recommended by the live-streamer are too outrageous, right?
B-PYA-076	PYA	22.47	xcomet/kiwi Δ disagree by 22.5; xcomet_noisy 95.9 but NTA miss	xswl皇帝的新衣	The Emperor's New Clothes
B-HOM-008	HOM	22.34	xcomet/kiwi Δ disagree by 22.3	人生就是一个杯具接着一个杯具	Life is just one tragedy after another.
B-NEO-104	NEO	22.33	xcomet/kiwi Δ disagree by 22.3	向佐药水哥梦幻联动！	Xiang Zuo and Shui Ge (Dream Linkage)!
B-NEO-064	NEO	22.27	xcomet/kiwi Δ disagree by 22.3; xcomet_noisy 89.9 but NTA miss	纯纯的牛马人生	A life of pure toil.
B-HOM-050	HOM	22.17	xcomet/kiwi Δ disagree by 22.2	看完这个视频我蕉绿了	After watching this video, I'm so anxious.
B-NEO-114	NEO	22.12	xcomet/kiwi Δ disagree by 22.1	为什么能匹到这么多神人	Why am I matched with so many amazing people?
B-HOM-118	HOM	21.64	xcomet/kiwi Δ disagree by 21.6; xcomet_noisy 97.9 but NTA miss	雾草这幕太美了	Holy cow, this scene is so beautiful!
B-HOM-054	HOM	21.60	xcomet/kiwi Δ disagree by 21.6; xcomet_noisy 92.0 but NTA miss	窝巢，这也太厉害了吧	Holy cow, this is amazing!
B-PYA-084	PYA	21.45	xcomet/kiwi Δ disagree by 21.4; xcomet_noisy 96.2 but NTA miss	塔图姆NB	Tatum is awesome.
B-HOM-019	HOM	21.26	xcomet/kiwi Δ disagree by 21.3; xcomet_noisy 87.6 but NTA miss	雀食好笑，不骗你	It's really funny, I'm not lying to you.
B-NEO-042	NEO	21.22	xcomet/kiwi Δ disagree by 21.2; xcomet_noisy 95.5 but NTA miss	这手机信号拉胯到离谱	The phone signal is ridiculously bad.
B-NEO-010	NEO	21.19	xcomet/kiwi Δ disagree by 21.2; xcomet_noisy 89.8 but NTA miss	选择你的躲藏点，被抓到就芭比Q了	Choose your hiding spot, get caught and you're toast.
B-PYA-048	PYA	20.82	xcomet/kiwi Δ disagree by 20.8; xcomet_noisy 86.8 but NTA miss	xswl 这都能洗？	XSWL, they can even whitewash this?
B-HOM-011	HOM	20.73	xcomet/kiwi Δ disagree by 20.7	世界上最神金的行为	The most insane behavior in the world
B-NEO-038	NEO	20.70	xcomet/kiwi Δ disagree by 20.7	这帖子水分太大，灌水灌的	This post is too watered down, full of spam.
B-HOM-128	HOM	20.31	xcomet/kiwi Δ disagree by 20.3	全体欣赏阴乐	Enjoy the dark music.
B-HOM-059	HOM	20.27	xcomet/kiwi Δ disagree by 20.3	麻辣烫我只认元娘娘，口味多好7	Malatang, I only recognize Yuan Niangniang; how good are the flavors?
B-NEO-078	NEO	20.24	xcomet/kiwi Δ disagree by 20.2	哈包穿上衣服不习惯了	Harbao is not used to wearing clothes anymore.
B-MIX-012	MIX	20.20	xcomet/kiwi Δ disagree by 20.2	i人沦为e人玩具，太真实了	The i-person has become an e-person's toy – it's too real.
B-PYA-091	PYA	20.20	xcomet/kiwi Δ disagree by 20.2; xcomet_noisy 88.7 but NTA miss	WC，这都能被发现啊	WC, you found it!
B-HOM-083	HOM	20.13	xcomet/kiwi Δ disagree by 20.1	怎么达不溜小兵了	Why are you a minion now?
B-PYA-074	PYA	19.22	xcomet_noisy 84.9 but NTA miss	这个耳朵前后的颜色变化xswl	The color change of this ear from front to back is hilarious.
B-NEO-007	NEO	18.70	xcomet_noisy 85.9 but NTA miss	杠精无处不在，说啥都要反驳	Keyboard warriors are everywhere, always ready to argue about anything.
B-MIX-054	MIX	18.51	xcomet_noisy 92.0 but NTA miss	GG了，完了	It's over, it's done.
B-MIX-056	MIX	18.27	xcomet_noisy 82.8 but NTA miss	图样森破，你太天真了	The pattern is broken, you are too naive.
B-HOM-002	HOM	17.65	xcomet_noisy 98.6 but NTA miss	你怎么酱紫说话，人家会误会的	Why do you talk like that? People will misunderstand.
B-PYA-065	PYA	17.22	xcomet_noisy 83.8 but NTA miss	bt，时常因为不够bt而觉得跟这个世界格格不入	Being an ordinary person, I often feel out of place in this world because I'm not extraordinary enough.
B-PYA-063	PYA	17.14	xcomet_noisy 87.2 but NTA miss	fs们太能打了	FS are too good.
B-MIX-104	MIX	16.77	xcomet_noisy 98.8 but NTA miss	我打个csgo心跳都能160	My heart rate can reach 160 just by playing CS: GO.
B-HOM-006	HOM	16.71	xcomet_noisy 90.1 but NTA miss	你是不是稀饭我？直说嘛	Are you in love with me? Just say it.
B-PYA-020	PYA	16.70	xcomet_noisy 86.6 but NTA miss	jrs怎么看腾讯这个泄密处理？	How do the Tieba users view Tencent's handling of this leak?
B-NEO-063	NEO	16.14	xcomet_noisy 94.0 but NTA miss	这帖子纯纯的钓鱼经验，别当真	This post is pure clickbait, don't take it seriously.
B-HOM-026	HOM	16.13	xcomet_noisy 94.5 but NTA miss	蚌埠住了，腾讯这泄密处理速度也太快了吧	I can't believe it, Tencent's speed in handling this leak is insane!
B-PYA-012	PYA	15.87	xcomet_noisy 82.7 but NTA miss	jrm今天发生了一件离谱的事	JRM had something outrageous happen today.
B-PYA-058	PYA	15.84	xcomet_noisy 84.9 but NTA miss	kdl，这对CP太甜了	KDL, this CP is too sweet.
B-MIX-078	MIX	15.80	xcomet_noisy 94.2 but NTA miss	学习上problem不能发作	You can't let problems in your studies get the better of you.
B-NEO-060	NEO	15.67	xcomet_noisy 90.1 but NTA miss	这个太上头了	This is too much.
B-PYA-109	PYA	15.21	xcomet_noisy 90.4 but NTA miss	拍了拍博士的石棺盖子hhhhh	He patted the lid of the Doctor's stone coffin hhhhh
B-HOM-001	HOM	13.81	xcomet_noisy 88.8 but NTA miss	酱紫也行？那我也试试	Is that okay too? Then I'll give it a try.
B-HOM-079	HOM	13.56	xcomet_noisy 88.4 but NTA miss	前车：不二？	The car in front: Not two?
B-PYA-033	PYA	13.40	xcomet_noisy 90.0 but NTA miss	bl粉丝太能控评了	BL fans are really good at controlling comments.
B-NEO-018	NEO	12.95	xcomet_noisy 98.0 but NTA miss	谨以此片献给每一位纯爱战神	This film is dedicated to every warrior of pure love.
B-HOM-068	HOM	12.91	xcomet_noisy 95.4 but NTA miss	我在学校哭别人鸟都不鸟我	I cried at school, and no one even batted an eyelid.
B-PYA-023	PYA	12.85	xcomet_noisy 83.0 but NTA miss	u1s1，317万年终奖确实让人眼红	u1s1, a 3.17 million year-end bonus is indeed enviable.
B-PYA-031	PYA	12.75	xcomet_noisy 87.4 but NTA miss	王虹从垫底到菲尔兹奖，这波直接nb	Wang Hong went from rock bottom to the the Fields Medal, that's incredibly impressive.
B-HOM-057	HOM	12.68	xcomet_noisy 95.6 but NTA miss	关于玉玉症表妹喜欢上我的故事	The story of my cousin with depression falling in love with me.
B-PYA-092	PYA	12.64	xcomet_noisy 99.8 but NTA miss	woc太萌了	Oh my god, that's so cute!
B-HOM-062	HOM	12.49	xcomet_noisy 82.3 but NTA miss	时间长了搞亖你	Given enough time, I'll get you.
B-PYA-094	PYA	12.05	xcomet_noisy 96.0 but NTA miss	无线能源是基于无线水的原理吗？(bushi)	Is wireless energy based on the principle of wireless water?
B-NEO-106	NEO	11.87	xcomet_noisy 91.9 but NTA miss	这声音绝绝子	That sound is amazing!
B-NEO-014	NEO	11.74	xcomet_noisy 80.2 but NTA miss	净化班味，用了这头像直接演绎出我的精神状态	"Purifying the ""class flavor,"" using this avatar directly illustrates my mental state."
B-HOM-014	HOM	11.59	xcomet_noisy 80.8 but NTA miss	新来的00后程序员写的代码，看到这段注释真的快把我笑拥了	The code written by the new Gen Z programmer, this comment really made me laugh so hard I almost hugged myself.
B-PYA-053	PYA	11.56	xcomet_noisy 89.1 but NTA miss	xswl这弱智吧的帖子太搞笑了	"OMG, the posts on this ""idiot bar"" are hilarious."
B-NEO-062	NEO	11.49	xcomet_noisy 93.4 but NTA miss	香港🇭🇰打车有这么卷吗？又难？	Is it really that hard to get a taxi in Hong Kong? And so difficult?
B-PYA-029	PYA	11.38	xcomet_noisy 82.2 but NTA miss	50亿离婚案的瓜我吃了，dbq我不站队	I've heard about the 5 billion divorce case, and I'm not taking sides.
B-HOM-084	HOM	11.23	xcomet_noisy 83.3 but NTA miss	！？雀潮？！	!? Sparrow Tide?!
B-PYA-077	PYA	11.19	xcomet_noisy 93.0 but NTA miss	哈哈哈哈哈xswl	Hahahahaha LOL
B-HOM-119	NEO	10.92	xcomet_noisy 96.2 but NTA miss	欧内该，我什么都愿意做	Oh, I'd do anything.
B-NEO-087	NEO	10.86	xcomet_noisy 89.9 but NTA miss	某种意义上来看他也是个神人	In a sense, he's also a marvel.
B-HOM-092	HOM	10.76	xcomet_noisy 96.8 but NTA miss	鸡本功扎实	Solid foundation in the basics.
B-NEO-086	NEO	10.75	xcomet_noisy 80.9 but NTA miss	刘宇宁一周不直播，棚友集体受不了！想念到发疯	Liu Yuning hasn't live-streamed for a week, and his studio friends can't take it anymore! They miss him like crazy.
B-PYA-037	PYA	10.60	xcomet_noisy 87.7 but NTA miss	jrs帮我看看这鱼竿行不行	JRs, help me see if this fishing rod is okay.
B-HOM-037	HOM	10.46	xcomet_noisy 83.9 but NTA miss	这景区管理duck不必，7个人打一个司机	The management of this scenic area is unnecessarily excessive, with seven people ganging up on one driver.
B-HOM-016	NEO	10.41	xcomet_noisy 92.9 but NTA miss	考试没复习直接寄，明年再来	I failed the exam because I didn't study for it. I'll try again next year.
B-HOM-101	HOM	10.39	xcomet_noisy 83.0 but NTA miss	怪兽：我已经破坏掉了你所有能获取光的办法，看你还怎么变身 迪迦：你钱包的钱还有多少？ 怪兽：全花光了 迪迦：恰！	"Monster: I have destroyed all your means of obtaining light. Let's see how you transform now.
Tiga: How much money do you have left in your wallet?
Monster: All spent.
Tiga: Hmph!"
B-PYA-011	PYA	10.30	xcomet_noisy 90.6 but NTA miss	jrm帮我看看这个怎么选	JRM, help me figure out how to choose this.
B-NEO-012	NEO	10.20	xcomet_noisy 89.8 but NTA miss	人一旦染上班味，这辈子就去不掉了	"Once a person acquires the ""office worker"" scent, it will never leave them for the rest of their lives."
B-PYA-052	PYA	10.20	xcomet_noisy 82.7 but NTA miss	夏天就好这一口！！天妇罗冰锅yyds！！	Summer is all about this! The tempura ice pot is the best!
B-NEO-016	NEO	10.05	xcomet_noisy 94.6 but NTA miss	看似输了实际赢麻了	It may seem like a loss, but in reality, it's a huge win.
B-NEO-033	NEO	10.04	xcomet_noisy 89.8 but NTA miss	腾讯这波泄密直接破防了，317万说没就没	Tencent was completely caught off guard by this leak; 3.17 million just disappeared.
B-PYA-069	PYA	9.68	xcomet_noisy 80.8 but NTA miss	Xswl就说有没有美味大餐吧哈哈哈哈哈哈哈	Xswl, just say if there's a delicious feast, haha!
B-NEO-111	NEO	9.02	xcomet_noisy 80.8 but NTA miss	双非大学生，还没进厂。光看这个社会环境已经感觉自己燃尽了	Double non-first-tier university student, not yet entered the factory. Just looking at this social environment, I already feel burnt out.
B-MIX-061	MIX	8.82	xcomet_noisy 81.4 but NTA miss	solo一下，单挑	Just a quick one-on-one.
B-HOM-058	HOM	8.77	xcomet_noisy 90.2 but NTA miss	这是我女朋友 羡慕吗笑抽们🤣	This is my girlfriend, jealous? 😂
B-MIX-130	MIX	8.75	xcomet_noisy 93.3 but NTA miss	从来没有get到他颜值	I've never understood his appeal/attractiveness.
B-NEO-093	NEO	8.45	xcomet_noisy 88.0 but NTA miss	置顶评论官方链接是淘宝就知道成分了	The pinned comment's official link is Taobao, so you know what it's made of.
B-PYA-087	PYA	8.18	xcomet_noisy 91.2 but NTA miss	快别TM说了，抓紧睡半个钟头，不然去早餐店要迟到了	Stop talking already, hurry up and get half an hour of sleep, otherwise we'll be late for the breakfast shop.
B-HOM-123	HOM	8.07	xcomet_noisy 89.7 but NTA miss	这俩老男人的沙雕人生	The silly lives of these two old men.
B-NEO-100	NEO	8.07	xcomet_noisy 86.2 but NTA miss	扎格列斯之手的含金量还在上升！	"The value of ""The Hand of Zagreb"" is still rising!"
B-MIX-047	MIX	8.06	xcomet_noisy 96.2 but NTA miss	这个角色太OP了	This character is too OP.
B-NEO-108	NEO	7.95	xcomet_noisy 95.3 but NTA miss	一想到一睁眼就有倒计时就难绷	It's hard to deal with the thought of a countdown as soon as I open my eyes.
B-NEO-017	NEO	7.91	xcomet_noisy 86.8 but NTA miss	纯爱战神轰然倒地	The god of pure love fell to the ground with a crash.
B-NEO-048	NEO	7.68	xcomet_noisy 86.7 but NTA miss	天天水经验，也不发点有用的帖子	Gaining experience every day, but not posting anything useful.
B-MIX-074	MIX	7.60	xcomet_noisy 87.1 but NTA miss	我的文化水平belike	My education level is probably like this.
B-PYA-003	PYA	7.51	xcomet_noisy 87.4 but NTA miss	xql之间的默契真的绝了	The chemistry between XQL is truly amazing.
B-MIX-086	MIX	7.25	xcomet_noisy 86.7 but NTA miss	绝对音感的正确用法belike	The correct usage of perfect pitch is like...
B-NEO-115	NEO	7.02	xcomet_noisy 92.6 but NTA miss	所以男主在嘎掉的威胁下领悟了？	So the male lead had an epiphany under the threat of being killed?
B-NEO-043	NEO	6.98	xcomet_noisy 92.1 but NTA miss	你这个行为真的很下头	Your behavior is really off-putting.
B-PYA-001	PYA	6.74	xcomet_noisy 84.7 but NTA miss	xql日常太甜了，羡慕死了	XQL's daily life is too sweet, I'm so envious.
B-HOM-042	HOM	6.46	xcomet_noisy 95.1 but NTA miss	这部剧的女主造型好康	The female lead's styling in this drama is really good-looking.
B-HOM-061	HOM	6.17	xcomet_noisy 97.1 but NTA miss	我要笑亖了卧槽	I'm dying of laughter, holy shit.
B-NEO-020	NEO	6.04	xcomet_noisy 92.7 but NTA miss	公司要黄了的5个征兆，当公司开始严抓考勤，你该考虑润了	5 signs a company is about to go under: When a company starts to crack down on attendance, you should consider leaving.
B-MIX-090	MIX	6.03	xcomet_noisy 87.1 but NTA miss	杨博文四代唯一C位队长	Yang Bowen, the only C-position captain in four generations.
B-PYA-043	PYA	5.98	xcomet_noisy 85.4 but NTA miss	zqsg追星好累	Being a fan is exhausting.
B-MIX-036	MIX	5.95	xcomet_noisy 92.2 but NTA miss	腾讯这波泄密事件直接social death了	Tencent's recent leak has led to a complete social death.
B-PYA-085	PYA	5.77	xcomet_noisy 83.9 but NTA miss	想吃肉质Q弹的就买散养老公鸡	If you want to eat chicken with a springy texture, buy a free-range old rooster.
B-MIX-145	NEO	5.60	xcomet_noisy 80.1 but NTA miss	甲亢哥：我DNA动了	Hyperthyroid Guy: My DNA is moving.
B-MIX-079	MIX	5.37	xcomet_noisy 88.7 but NTA miss	好久没有笑的这么开心了，必须收藏起来emo了再看	It's been a long time since I've laughed so happily; I must save this to watch again when I'm feeling emotional.
B-PYA-060	PYA	5.32	xcomet_noisy 85.5 but NTA miss	cpf又在磕了	CPF is shipping again.
B-NEO-091	NEO	5.26	xcomet_noisy 92.9 but NTA miss	说个冷知识，来俊臣的父亲名叫来操，是个挺生草的名字	Here's a fun fact: Lai Junchen's father was named Lai Cao, which is a pretty amusing name.
B-NEO-005	NEO	4.96	xcomet_noisy 92.5 but NTA miss	别带节奏了，事情不是你想的那样	Don't jump to conclusions, things aren't what you think.
B-NEO-072	NEO	4.94	xcomet_noisy 83.2 but NTA miss	不是哥们儿	Not buddy
B-PYA-093	PYA	4.78	xcomet_noisy 81.9 but NTA miss	dbq小啵有点像触电了	DBQ Little Bo seems to have been electrocuted.
B-NEO-077	NEO	4.60	xcomet_noisy 84.6 but NTA miss	为什么留子都不爱和老外谈？	Why don't Chinese girls like dating foreigners?
B-NEO-099	NEO	4.43	xcomet_noisy 81.4 but NTA miss	“苏新皓你好的太突出”这句话的含金量还在上升	"The value of the phrase ""Su Xinhao, your 'hello' is too prominent"" is still increasing."
B-NEO-094	NEO	4.41	xcomet_noisy 94.5 but NTA miss	逆天。。我现在开车老走错路	Oh my god, I keep taking the wrong turns while driving these days.
B-NEO-006	NEO	4.09	xcomet_noisy 94.7 but NTA miss	评论区全是在带节奏的，真相没人关心	The comments section is full of people stirring things up; nobody cares about the truth.
B-MIX-038	MIX	4.07	xcomet_noisy 98.0 but NTA miss	显卡涨价涨成这样，简直是price离谱	The price of graphics cards has risen so much, it's simply outrageous.
B-MIX-094	MIX	4.06	xcomet_noisy 95.8 but NTA miss	顾客：心平气和.jpg	Customer: Calm and composed.
B-NEO-040	NEO	4.05	xcomet_noisy 80.2 but NTA miss	这剧情给我整破防了	This plot really got to me.
B-MIX-049	MIX	4.04	xcomet_noisy 89.8 but NTA miss	加个buff，变得更强	Add a buff to become stronger.
B-PYA-018	PYA	4.03	xcomet_noisy 88.9 but NTA miss	dd，中国女排3比2逆转美国太牛了	Wow, China's women's volleyball team came from behind to beat the US 3-2, that was amazing!
B-MIX-032	MIX	3.94	xcomet_noisy 94.8 but NTA miss	50亿离婚案这drama程度堪比韩剧	The drama of this 5 billion divorce case is comparable to a Korean drama.
B-HOM-097	HOM	3.86	xcomet_noisy 92.5 but NTA miss	哈哈哈哈哈，不好意思哈哈哈哈哈没崩住	Hahahahaha, sorry hahahahaha I couldn't hold it in.
B-HOM-122	HOM	3.82	xcomet_noisy 85.6 but NTA miss	官方踏马自黑，这下别人黑不了了	The officials are making fun of themselves, so now no one else can criticize them.
B-NEO-019	NEO	3.63	xcomet_noisy 81.7 but NTA miss	兄弟们我润美国了	Brothers, I'm off to America.
B-PYA-010	PYA	3.60	xcomet_noisy 90.1 but NTA miss	这个xgg好帅，求联系方式	This xgg is so handsome, please give me his contact information.
B-HOM-091	HOM	3.35	xcomet_noisy 85.3 but NTA miss	立马去郊区浇筑一个刚进混凝土的地下堡垒	Immediately go to the suburbs and cast an underground fortress with freshly poured concrete.
B-NEO-089	NEO	3.35	xcomet_noisy 94.4 but NTA miss	无论从哪个层面来看，都是吊炸了	No matter how you look at it, it's awesome.
B-MIX-062	MIX	3.12	xcomet_noisy 98.7 but NTA miss	这个PK谁赢了	Who won this PK?
B-HOM-021	HOM	3.10	xcomet_noisy 98.1 but NTA miss	沃草，这无人机表演太震撼了	Wow, this drone show is amazing!
B-NEO-046	NEO	3.10	xcomet_noisy 84.0 but NTA miss	没绷住破绷了	Couldn't hold it together and broke down.
B-HOM-099	HOM	3.05	xcomet_noisy 80.0 but NTA miss	你们要是给我炮儿玩似了我看什么啊	What am I supposed to look at if you're going to play with my cannon?
B-HOM-086	HOM	3.03	xcomet_noisy 91.5 but NTA miss	蛇：卧槽，怎么又是他	Snake: Holy crap, why him again?
B-PYA-019	PYA	2.99	xcomet_noisy 93.5 but NTA miss	rt，大家帮我看看这手机值不值	Alright everyone, help me out, is this phone worth it?
B-MIX-115	MIX	2.96	xcomet_noisy 82.5 but NTA miss	好阳光啊，这一定是相互救赎的少女乐队故事吧www	What beautiful sunshine! This must be a story about a girl band that mutually redeems each other, right?
B-HOM-040	HOM	2.94	xcomet_noisy 86.2 but NTA miss	有内味了，就是这个感觉	That's the vibe, that's the feeling.
B-MIX-147	MIX	2.91	xcomet_noisy 96.0 but NTA miss	干嘛突然cos班主任	Why are you suddenly cosplaying as the homeroom teacher?
B-NEO-109	NEO	2.89	xcomet_noisy 83.8 but NTA miss	逆天，吴国给日本朝贡都来了	Unbelievable, even the State of Wu paying tribute to Japan has come to pass.
B-PYA-046	PYA	2.81	xcomet_noisy 88.1 but NTA miss	这吧里xfxy的，天天吵架	The drama in this bar is intense, with people fighting all the time.
B-NEO-070	NEO	2.80	xcomet_noisy 92.1 but NTA miss	这波操作属实逆天了	This move is truly mind-blowing.
B-HOM-085	HOM	2.75	xcomet_noisy 100.0 but NTA miss	此人知识面级广	This person has a very broad range of knowledge.
B-MIX-076	MIX	2.75	xcomet_noisy 99.5 but NTA miss	店员花一秒钟get到你的意思了	The clerk understood what you meant in a second.
