uid	category	severity	reasons	src_noisy	hyp_noisy
B-MIX-027	MIX	24.65	xcomet/kiwi Δ disagree by 24.6; xcomet_noisy 85.4 but NTA miss	掉san了，这个太恐怖了	"I'm losing it, this is too terrifying! 

(Or, depending on context: My mind is breaking, this is too scary!)"
B-HOM-060	HOM	24.49	xcomet/kiwi Δ disagree by 24.5	可爱的小香猪变成了温暖的答辩	The cute little teacup pig transformed into a warm defense.
B-MIX-139	MIX	24.43	xcomet/kiwi Δ disagree by 24.4	直伤+超击破+dot伤害	Direct damage + crit/break damage + damage over time.
B-NEO-055	NEO	24.28	xcomet/kiwi Δ disagree by 24.3; xcomet_noisy 91.2 but NTA miss	拔草了不买	Just removed it from my wishlist without buying.
B-MIX-018	MIX	24.19	xcomet/kiwi Δ disagree by 24.2	这个行为好sus，不对劲	This behavior is sus, something's not right.
B-HOM-029	HOM	24.18	xcomet/kiwi Δ disagree by 24.2	赛里木湖这操作针不戳啊，景区打人还能辞退就完事了？	Sayrim Lake, this handling of the situation is surprisingly good, and the scenic area can just fire the person who assaulted someone?
B-NEO-080	NEO	24.02	xcomet/kiwi Δ disagree by 24.0	直接破防了家人们	"I was completely broken/devastated, guys. 

(Or, more colloquially, depending on context: I'm emotionally wrecked, y'all.)"
B-MIX-085	MIX	24.00	xcomet/kiwi Δ disagree by 24.0; xcomet_noisy 94.5 but NTA miss	超mean老奶一般是英语老师	Super strict old ladies are often English teachers.
B-HOM-034	HOM	23.40	xcomet/kiwi Δ disagree by 23.4	蚌埠住了这也太搞笑了	"蚌埠住了这也太搞笑了.

This is too funny, I can't even! (or, I'm dying of laughter!) 

(Note: This is a very internet-slangy phrase. ""蚌埠住了"" is a meme originating from a livestreamer's reaction and doesn't have a direct literal translation. The best English equivalent captures the feeling of being overwhelmed with laughter.)"
B-HOM-008	HOM	23.39	xcomet/kiwi Δ disagree by 23.4; xcomet_noisy 90.4 but NTA miss	人生就是一个杯具接着一个杯具	Life is just one tragic event after another.
B-MIX-051	MIX	23.34	xcomet/kiwi Δ disagree by 23.3	被nerf了，变弱了	Nerfed, weakened.
B-HOM-072	HOM	22.91	xcomet/kiwi Δ disagree by 22.9	依托答辩是什么意思	"What does ""yītuō dápàn"" mean?"
B-HOM-063	HOM	22.86	xcomet/kiwi Δ disagree by 22.9	笑亖了家人们谁懂啊	Laughing and crying with my family, who understands?
B-MIX-086	MIX	22.47	xcomet/kiwi Δ disagree by 22.5; xcomet_noisy 84.2 but NTA miss	绝对音感的正确用法belike	The correct usage of perfect pitch is likely...
B-NEO-064	NEO	22.18	xcomet/kiwi Δ disagree by 22.2; xcomet_noisy 89.6 but NTA miss	纯纯的牛马人生	A life of hard work and toil.
B-HOM-106	NEO	22.17	xcomet/kiwi Δ disagree by 22.2	这高达味怎么这么重啊，真的是百合拯救了萝卜？	This fermented bean curd tastes so strong, did lily bulbs really save the radish?
B-HOM-035	HOM	22.00	xcomet/kiwi Δ disagree by 22.0; xcomet_noisy 81.0 but NTA miss	看到50亿离婚案的消息我直接蓝瘦香菇	Seeing the news about 5 billion divorce cases, I was utterly devastated.
B-HOM-006	HOM	21.93	xcomet/kiwi Δ disagree by 21.9	你是不是稀饭我？直说嘛	Do you like me? Just say it.
B-PYA-057	PYA	21.69	xcomet/kiwi Δ disagree by 21.7	这俩离不开浓妆美颜强凹ABC	These two can't be seen without heavy makeup, beauty filters, and deliberately posing as ABCs.
B-MIX-055	MIX	21.34	xcomet/kiwi Δ disagree by 21.3	就是在cp里吃瓜	"Eating melon (watching drama/gossip) within the CP (couple/relationship). 

(More naturally: Watching the drama unfold in the relationship/between the couple.)"
B-HOM-010	HOM	21.30	xcomet/kiwi Δ disagree by 21.3	都说我做饭神金，今天就做神金给你们吃	Everyone says I'm a culinary god, so today I'll make Shen Jin for you all to eat.
B-HOM-097	HOM	21.23	xcomet/kiwi Δ disagree by 21.2	哈哈哈哈哈，不好意思哈哈哈哈哈没崩住	"Hahaha, sorry, hahaha, I didn't burst out laughing too much (to lose control). 

(Or, more colloquially: Hahaha, my bad, hahaha, I managed to hold it together.)"
B-PYA-061	PYA	21.15	xcomet/kiwi Δ disagree by 21.1	dddd，支持UP主！	dddd, support the content creator!
B-PYA-097	PYA	21.10	xcomet/kiwi Δ disagree by 21.1	完了疑似吉米被吓疯了hh	"It seems Jimmy was scared to death lol. 

(Or, a more literal but less natural translation: Completed/Finished, seemingly Jimmy was scared crazy hh.)

**Note:** ""hh"" is internet slang in Chinese, similar to ""lol"" or ""haha"" in English. ""完了"" can mean ""finished,"" ""done for,"" or ""it's over,"" but in this context, it's used to express a sense of something dramatic happening. ""疑似"" means ""seemingly"" or ""apparently."""
B-HOM-047	HOM	21.04	xcomet/kiwi Δ disagree by 21.0	窝五碎！！！	I'm falling apart! / I'm a mess! / I'm devastated! (depending on context - it's a very colloquial and emotionally charged expression)
B-HOM-021	HOM	20.87	xcomet/kiwi Δ disagree by 20.9; xcomet_noisy 94.5 but NTA miss	沃草，这无人机表演太震撼了	"Wow, this drone show is amazing! 

(or, depending on context/desired tone: Holy cow, this drone show is incredible!)"
B-NEO-074	NEO	20.73	xcomet/kiwi Δ disagree by 20.7	这波操作直接拉胯了	"This play/move/performance completely flopped/fell apart/was a disaster. 

(Note: ""拉胯"" is internet slang, and the best translation depends on context. The options above capture the general meaning of a significant failure.)"
B-MIX-082	MIX	20.72	xcomet/kiwi Δ disagree by 20.7	上了初中就开始恶化了，甚至游戏也会拖一会儿再启动，作业拖到ddl就算是期末周也学不进去	It started going downhill when I entered middle school, even games take a while to launch, and I procrastinate on assignments until the very last minute – even during finals week, I can't bring myself to study.
B-PYA-059	PYA	20.55	xcomet/kiwi Δ disagree by 20.6	山航yyds	"Shanxi Airlines is awesome! (or Shanxi Airlines is the best!)

**Note:** ""yyds"" is a Chinese internet slang abbreviation for ""永远的神"" (yǒngyuǎn de shén), which literally means ""forever god"" but is used to express extreme admiration or that something is the best. It's often translated as ""awesome,"" ""the best,"" or ""goat"" (Greatest Of All Time). Given the context of ""山航"" (Shānháng - Shanxi Airlines), a positive and enthusiastic translation is most appropriate."
B-NEO-072	NEO	20.40	xcomet/kiwi Δ disagree by 20.4	不是哥们儿	"Not friends. 

(Or, more colloquially, depending on context: Not buddies/pals.)"
B-HOM-041	HOM	20.39	xcomet/kiwi Δ disagree by 20.4	泄密被辞退永不录用，这员工只能耗子喂汁了	Leaked secrets led to dismissal and a permanent ban from re-employment; this employee is utterly ruined.
B-HOM-004	HOM	20.38	xcomet/kiwi Δ disagree by 20.4; xcomet_noisy 86.2 but NTA miss	童鞋们帮我看看这道题怎么做	Friends, can you help me see how to do this problem?
B-NEO-060	NEO	20.17	xcomet/kiwi Δ disagree by 20.2; xcomet_noisy 95.0 but NTA miss	这个太上头了	This is way too intense.
B-MIX-056	MIX	20.07	xcomet/kiwi Δ disagree by 20.1	图样森破，你太天真了	"That's a cliché/wishful thinking, you're so naive. 

(Alternatively, depending on context and desired tone: Your plan is doomed to fail, you're so naive.)"
B-NEO-069	NEO	20.04	xcomet/kiwi Δ disagree by 20.0; xcomet_noisy 93.2 but NTA miss	内卷太严重了，打工人伤不起	The competition is too fierce, workers can't afford it.
B-PYA-065	PYA	19.91	xcomet_noisy 80.4 but NTA miss	bt，时常因为不够bt而觉得跟这个世界格格不入	Often, I feel out of sync with the world because I'm not cynical enough.
B-MIX-022	MIX	19.79	xcomet_noisy 81.0 but NTA miss	我ship的CP终于官宣了	My OTP is finally official!
B-PYA-021	PYA	19.27	xcomet_noisy 83.9 but NTA miss	srds，赛里木湖打人这事不能就这么算了	This incident of someone being assaulted at Sayram Lake cannot simply be left alone.
B-PYA-079	PYA	19.19	xcomet_noisy 87.5 but NTA miss	8u🚪什么意思	"What does ""8u"" mean?"
B-HOM-002	HOM	18.83	xcomet_noisy 98.2 but NTA miss	你怎么酱紫说话，人家会误会的	Why do you talk like that, people will misunderstand.
B-PYA-044	PYA	18.82	xcomet_noisy 81.0 but NTA miss	u1s1，这个视频做得真好	This video is really well made.
B-PYA-108	PYA	18.48	xcomet_noisy 85.5 but NTA miss	woc瞬间高清修补版	World of Warcraft instant HD patch.
B-NEO-114	NEO	18.31	xcomet_noisy 91.8 but NTA miss	为什么能匹到这么多神人	Why are so many amazing people showing up?
B-NEO-021	NEO	17.42	xcomet_noisy 89.5 but NTA miss	赛博朋克2077，极致嘴臭极致享受	Cyberpunk 2077, relentlessly vulgar and intensely enjoyable.
B-HOM-036	HOM	17.30	xcomet_noisy 80.1 but NTA miss	针不戳，这个视频做得真好	No exaggeration, this video is really well made.
B-HOM-016	NEO	17.21	xcomet_noisy 85.4 but NTA miss	考试没复习直接寄，明年再来	Didn't study for the exam, so I'm doomed/failed for sure, I'll try again next year.
B-PYA-101	PYA	17.12	xcomet_noisy 86.1 but NTA miss	啊？60w围攻45w的城，对方还以骑兵为主？？！	Huh? Sieging a city with 600k troops against a 450k defense, and they're primarily cavalry?!
B-HOM-037	HOM	16.95	xcomet_noisy 89.6 but NTA miss	这景区管理duck不必，7个人打一个司机	This scenic area's management is unnecessary, and seven people are attacking one driver.
B-MIX-008	MIX	16.44	xcomet_noisy 83.0 but NTA miss	这套穿搭直接slay全场	This outfit absolutely killed it.
B-PYA-024	PYA	16.08	xcomet_noisy 94.0 but NTA miss	XHS上好多人在讨论	Many people are discussing this on XHS.
B-PYA-018	PYA	15.49	xcomet_noisy 80.7 but NTA miss	dd，中国女排3比2逆转美国太牛了	Wow, the Chinese women's volleyball team reversed a 2-3 defeat against the US – amazing!
B-NEO-106	NEO	15.40	xcomet_noisy 82.0 but NTA miss	这声音绝绝子	"This sound is amazing! 

(or, depending on context and desired nuance: This sound is the best! / This sound is incredible!)"
B-HOM-078	HOM	15.34	xcomet_noisy 84.5 but NTA miss	“泰酷辣”大人三周年	Tai Cool La's 3rd Anniversary
B-PYA-012	PYA	15.33	xcomet_noisy 88.2 but NTA miss	jrm今天发生了一件离谱的事	Something incredibly bizarre happened to jrm today.
B-PYA-003	PYA	14.97	xcomet_noisy 86.3 but NTA miss	xql之间的默契真的绝了	The chemistry between Xiao Qi and Lin really is amazing.
B-MIX-036	MIX	14.96	xcomet_noisy 90.9 but NTA miss	腾讯这波泄密事件直接social death了	Tencent's recent data leak scandal has effectively led to their social annihilation.
B-PYA-031	PYA	14.84	xcomet_noisy 82.5 but NTA miss	王虹从垫底到菲尔兹奖，这波直接nb	From being at the bottom to winning the Fields Medal, this is just amazing/incredible/legendary.
B-MIX-061	MIX	14.81	xcomet_noisy 82.2 but NTA miss	solo一下，单挑	Let's spar/fight one-on-one.
B-HOM-001	HOM	14.80	xcomet_noisy 88.5 but NTA miss	酱紫也行？那我也试试	Is that okay too? Then I'll give it a try as well.
B-PYA-093	PYA	14.52	xcomet_noisy 80.8 but NTA miss	dbq小啵有点像触电了	dbq Xiao Bo is a little like getting an electric shock.
B-PYA-041	PYA	14.41	xcomet_noisy 92.1 but NTA miss	泰奶+Gelato yyds！！！	Thai milk tea + Gelato is the best!!! (or, Thai milk tea + Gelato is amazing!!!)
B-PYA-092	PYA	13.86	xcomet_noisy 96.2 but NTA miss	woc太萌了	"Wow, so cute! 

(or, depending on context/tone: Oh my god, so adorable!)"
B-PYA-016	PYA	13.58	xcomet_noisy 85.8 but NTA miss	xswl，陈哲远在密逃里也太搞笑了吧	Haha, Chen Zheyuan is so funny in Escape Manor!
B-PYA-032	PYA	13.29	xcomet_noisy 98.8 but NTA miss	xjj们推荐一下好用的手机呗	Friends, could you recommend some good phones?
B-NEO-005	NEO	13.08	xcomet_noisy 98.2 but NTA miss	别带节奏了，事情不是你想的那样	Stop stirring things up, it's not what you think.
B-PYA-029	PYA	12.79	xcomet_noisy 80.3 but NTA miss	50亿离婚案的瓜我吃了，dbq我不站队	I've followed the 5 billion yuan divorce case, but I'm staying neutral.
B-NEO-043	NEO	12.58	xcomet_noisy 88.9 but NTA miss	你这个行为真的很下头	Your behavior is really embarrassing/cringeworthy/a bad look.
B-PYA-020	PYA	12.39	xcomet_noisy 81.4 but NTA miss	jrs怎么看腾讯这个泄密处理？	What's JRS's take on Tencent's handling of this data leak?
B-HOM-009	HOM	12.35	xcomet_noisy 82.7 but NTA miss	游戏过于神金，不确定先从哪里笑起	The game is so ridiculously pay-to-win, I don't even know where to begin laughing.
B-PYA-066	PYA	12.11	xcomet_noisy 93.9 but NTA miss	这图谁发明的，xswl	Who invented this meme, lol.
B-NEO-108	NEO	11.91	xcomet_noisy 90.6 but NTA miss	一想到一睁眼就有倒计时就难绷	"The thought of waking up to a countdown is incredibly stressful. 

(Or, more colloquially: Just thinking about waking up to a countdown is making me anxious/freak out.)"
B-NEO-018	NEO	11.52	xcomet_noisy 91.4 but NTA miss	谨以此片献给每一位纯爱战神	Dedicated to every noble and pure warrior of love.
B-NEO-063	NEO	11.45	xcomet_noisy 87.4 but NTA miss	这帖子纯纯的钓鱼经验，别当真	This post is purely baiting for reactions, don't take it seriously.
B-NEO-089	NEO	11.20	xcomet_noisy 91.8 but NTA miss	无论从哪个层面来看，都是吊炸了	No matter how you look at it, it's absolutely amazing/incredible/awesome. (or, more colloquially, it's totally epic/mind-blowing).
B-HOM-092	HOM	11.16	xcomet_noisy 89.3 but NTA miss	鸡本功扎实	Solid fundamentals.
B-PYA-011	PYA	11.02	xcomet_noisy 89.8 but NTA miss	jrm帮我看看这个怎么选	JRM, help me see how to choose this.
B-NEO-087	NEO	11.00	xcomet_noisy 96.3 but NTA miss	某种意义上来看他也是个神人	In a certain sense, he is also a demigod.
B-MIX-054	MIX	10.58	xcomet_noisy 87.3 but NTA miss	GG了，完了	GG, we're done.
B-PYA-069	PYA	10.49	xcomet_noisy 88.7 but NTA miss	Xswl就说有没有美味大餐吧哈哈哈哈哈哈哈	Let's just talk about whether there's a delicious meal, haha hahaha.
B-PYA-091	PYA	10.23	xcomet_noisy 94.0 but NTA miss	WC，这都能被发现啊	Wow, even this could be discovered.
B-HOM-131	HOM	10.14	xcomet_noisy 83.8 but NTA miss	密码的，很久没笑得这么无语了	Password-protected, I haven't been this speechless from laughter in a long time.
B-NEO-062	NEO	9.80	xcomet_noisy 91.2 but NTA miss	香港🇭🇰打车有这么卷吗？又难？	Is getting a taxi in Hong Kong really this competitive? And difficult too?
B-MIX-090	MIX	9.62	xcomet_noisy 89.8 but NTA miss	杨博文四代唯一C位队长	Yang Bowen is the only C-position leader across four generations.
B-PYA-037	PYA	9.45	xcomet_noisy 88.5 but NTA miss	jrs帮我看看这鱼竿行不行	Jrs, help me see if this fishing rod is any good.
B-PYA-007	PYA	9.03	xcomet_noisy 87.0 but NTA miss	新剧gkd！等不及了	New drama is amazing! Can't wait!
B-PYA-033	PYA	8.85	xcomet_noisy 88.9 but NTA miss	bl粉丝太能控评了	BL fans are really good at controlling the comments section.
B-PYA-014	PYA	8.83	xcomet_noisy 93.2 but NTA miss	王虹yyds！中国数学家终于拿到菲尔兹奖了	Wang Hong is amazing! A Chinese mathematician has finally won the Fields Medal!
B-MIX-033	MIX	8.77	xcomet_noisy 91.7 but NTA miss	今日OOTD分享	Today's outfit of the day share.
B-HOM-112	HOM	8.64	xcomet_noisy 94.3 but NTA miss	梅森：这我可太熟辣！	Mason: I know this place like the back of my hand!
B-HOM-074	HOM	8.13	xcomet_noisy 86.9 but NTA miss	“雨女无瓜”这么好笑吗是挺好笑的	Is “yǔnǚwúguā” really that funny? It is quite funny.
B-PYA-085	PYA	8.04	xcomet_noisy 87.0 but NTA miss	想吃肉质Q弹的就买散养老公鸡	If you want to eat tender and springy meat, buy free-range old roosters.
B-PYA-049	PYA	7.76	xcomet_noisy 96.8 but NTA miss	rwkk这到底是什么鱼	What kind of fish is this, exactly?
B-MIX-134	MIX	7.73	xcomet_noisy 87.8 but NTA miss	摊主，我也是你们play中的一环吗	Vendor, am I also a part of your game?
B-PYA-095	PYA	7.54	xcomet_noisy 85.9 but NTA miss	光明，赐予我力量（bushi）	Light, grant me strength (not really).
B-NEO-068	NEO	7.51	xcomet_noisy 92.4 but NTA miss	摆烂一天算了	Let's just slack off for a day.
B-PYA-001	PYA	7.50	xcomet_noisy 86.5 but NTA miss	xql日常太甜了，羡慕死了	XQL's daily life is so sweet, I'm so envious!
B-MIX-099	MIX	6.90	xcomet_noisy 82.7 but NTA miss	不是哥们，怎么pv就删了。	Not friends, and you just deleted the private message?
B-PYA-064	PYA	6.71	xcomet_noisy 96.7 but NTA miss	ssfd，这个太恐怖了	This is too scary!
B-NEO-004	NEO	6.58	xcomet_noisy 91.4 but NTA miss	品牌联名就是割韭菜，质量差价格高	Brand collaborations are just ripping people off – poor quality and high prices.
B-NEO-033	NEO	6.50	xcomet_noisy 89.5 but NTA miss	腾讯这波泄密直接破防了，317万说没就没	Tencent's latest data leak is a complete disaster, and 3.17 million accounts are just gone.
B-HOM-042	HOM	6.46	xcomet_noisy 95.1 but NTA miss	这部剧的女主造型好康	The female lead's styling in this drama is really good-looking.
B-PYA-043	PYA	6.14	xcomet_noisy 87.6 but NTA miss	zqsg追星好累	Chasing stars is so tiring.
B-NEO-006	NEO	5.62	xcomet_noisy 93.8 but NTA miss	评论区全是在带节奏的，真相没人关心	The comment section is full of people stirring up trouble; nobody cares about the truth.
B-MIX-062	MIX	5.57	xcomet_noisy 98.5 but NTA miss	这个PK谁赢了	Who won that PK?
B-MIX-128	MIX	5.33	xcomet_noisy 94.5 but NTA miss	os好想看张桂源也来一期	I really want to see Zhang Guiyuan on the show too.
B-HOM-031	HOM	5.17	xcomet_noisy 93.3 but NTA miss	卧槽317万年终奖就这么没了？	What the heck! 3.17 million yuan year-end bonus just gone like that?
B-MIX-038	MIX	5.14	xcomet_noisy 97.7 but NTA miss	显卡涨价涨成这样，简直是price离谱	The price of graphics cards has increased to such an extent, it's simply outrageous.
B-MIX-103	MIX	4.96	xcomet_noisy 93.0 but NTA miss	知名up主老番茄视频内容不慎跌回五年前的水平	Well-known video blogger Lao Fanqie's content has unfortunately regressed to the level of five years ago.
B-PYA-019	PYA	4.88	xcomet_noisy 93.3 but NTA miss	rt，大家帮我看看这手机值不值	Guys, help me see if this phone is worth it.
B-MIX-032	MIX	4.77	xcomet_noisy 88.8 but NTA miss	50亿离婚案这drama程度堪比韩剧	This 5 billion yuan divorce case is as dramatic as a Korean drama.
B-PYA-100	PYA	4.50	xcomet_noisy 92.0 but NTA miss	20w收藏3w点赞	20k collections, 30k likes.
B-NEO-099	NEO	4.27	xcomet_noisy 87.8 but NTA miss	“苏新皓你好的太突出”这句话的含金量还在上升	"The value of the statement ""Su Xinhao is too outstanding"" continues to increase."
B-PYA-051	PYA	4.24	xcomet_noisy 84.6 but NTA miss	tcl，我真的太菜了	"tcl, I'm really terrible/noob/bad at this. 

(Note: ""tcl"" is internet slang, often used to express frustration or self-deprecation. The best translation depends on context, but the options above capture the general meaning.)"
B-MIX-066	MIX	4.07	xcomet_noisy 80.7 but NTA miss	Rush E 朗朗PK街头钢琴家	Rush E battles street pianist in impromptu performance.
B-NEO-077	NEO	3.99	xcomet_noisy 82.8 but NTA miss	为什么留子都不爱和老外谈？	Why don't young people like to talk to foreigners?
B-HOM-024	HOM	3.95	xcomet_noisy 85.5 but NTA miss	别虾扯蛋了，老师说的都是真的吗	Stop messing around/fooling around, is everything the teacher said really true?
B-HOM-011	HOM	3.94	xcomet_noisy 81.2 but NTA miss	世界上最神金的行为	The world's most miraculous act of kindness.
B-MIX-114	MIX	3.87	xcomet_noisy 82.8 but NTA miss	姐！邀请宋雨琦上节目！E人很适合！章昊也是！	Sister! Invite Song Yuqi to be on the show! E people are a good fit! Zhang Hao too!
B-HOM-085	HOM	3.78	xcomet_noisy 100.0 but NTA miss	此人知识面级广	This person has a wide range of knowledge.
B-PYA-004	PYA	3.76	xcomet_noisy 85.9 but NTA miss	全网最甜xql非他们莫属	They are undoubtedly the sweetest xql on the entire network.
B-NEO-113	NEO	3.74	xcomet_noisy 87.7 but NTA miss	太真实了，想到的那句话发现他可能听不懂于是在后面加点补丁	So true, I thought of something to say but realized he might not understand, so I added some explanation afterward.
B-HOM-095	HOM	3.69	xcomet_noisy 87.2 but NTA miss	就说00这一套真的超级好看的，我可以安心的似了	Just saying, outfit 00 is *really* stunning, it makes me feel so at ease.
B-HOM-094	HOM	3.61	xcomet_noisy 85.3 but NTA miss	冷芝士：袜子不是茶包	Cold cheese: Socks are not tea bags.
B-MIX-003	MIX	3.60	xcomet_noisy 98.8 but NTA miss	新专辑终于drop了，等了好久	The new album is finally out, I've been waiting for so long.
B-NEO-091	NEO	3.59	xcomet_noisy 90.8 but NTA miss	说个冷知识，来俊臣的父亲名叫来操，是个挺生草的名字	Here's a little-known fact: Lai Junchen's father was named Lai Cao, which is a rather amusing name.
B-NEO-003	NEO	3.57	xcomet_noisy 91.1 but NTA miss	又被割韭菜了，这理财产品全是坑	I've been fleeced again, this investment product is a total scam.
B-PYA-039	PYA	3.54	xcomet_noisy 92.7 but NTA miss	bdjw这个怎么用	How do you use bdjw?
B-HOM-119	NEO	3.51	xcomet_noisy 85.3 but NTA miss	欧内该，我什么都愿意做	For you, Ainei, I am willing to do anything.
B-PYA-089	PYA	3.37	xcomet_noisy 95.9 but NTA miss	md，这军方也这么乱，难怪市民们这么乐观，哈哈	Wow, the military is so chaotic too, no wonder the citizens are so optimistic, haha.
B-MIX-147	MIX	3.32	xcomet_noisy 92.2 but NTA miss	干嘛突然cos班主任	Why are you suddenly cosplaying the head teacher?
B-HOM-114	HOM	3.30	xcomet_noisy 93.7 but NTA miss	我不行了我笑得要噶了	"I can't take it anymore, I'm laughing so hard I'm dying! 

(Or, a more colloquial option: I'm dying of laughter!)"
B-HOM-079	HOM	3.17	xcomet_noisy 88.7 but NTA miss	前车：不二？	Previous car: Unrivaled?
B-NEO-008	NEO	3.13	xcomet_noisy 98.7 but NTA miss	遇到杠精最好的办法就是不理他	The best way to deal with trolls is to ignore them.
B-MIX-019	MIX	3.11	xcomet_noisy 90.3 but NTA miss	别flex了，谁不知道你有钱	Stop showing off, everyone knows you're rich.
B-NEO-028	NEO	3.02	xcomet_noisy 91.3 but NTA miss	这个综艺太下饭了，一口气看完	This variety show is so addictive, I binged it all in one sitting.
B-PYA-086	PYA	2.99	xcomet_noisy 97.0 but NTA miss	yysy，两边都看完了	As expected, I've finished watching both sides.
B-MIX-076	MIX	2.94	xcomet_noisy 97.8 but NTA miss	店员花一秒钟get到你的意思了	The shop assistant understood what you meant in a second.
B-PYA-015	PYA	2.91	xcomet_noisy 86.2 but NTA miss	这条rs怎么还没上	Why hasn't this RS been released yet?
B-MIX-143	MIX	2.87	xcomet_noisy 90.2 but NTA miss	他和背后的 n pc 格格不入	He doesn't fit in with the n PCs behind him.
B-MIX-070	MIX	2.71	xcomet_noisy 98.5 but NTA miss	这个PPT做得好	This PPT is well done.
B-HOM-007	HOM	2.54	xcomet_noisy 96.0 but NTA miss	今天又是杯具的一天，出门忘带钥匙	Today is another disastrous day; I forgot my keys when I went out.
