uid	category	xcomet_noisy	xcomet_clean	xcomet_d	kiwi_noisy	kiwi_clean	kiwi_d	nta_noisy	nta_clean	nta_d	src_noisy	hyp_noisy	src_clean	hyp_clean	ref_en
B-HOM-034	HOM	50.91	92.49	41.58	30.83	49.01	18.18	0	0	0	蚌埠住了这也太搞笑了	"蚌埠住了这也太搞笑了.

This is too funny, I can't even! (or, I'm dying of laughter!) 

(Note: This is a very internet-slangy phrase. ""蚌埠住了"" is a meme originating from a livestreamer's reaction and doesn't have a direct literal translation. The best English equivalent captures the feeling of being overwhelmed with laughter.)"	绷不住了这也太搞笑了	"I can't handle this, it's too funny! 

(Alternatively, depending on context: This is killing me, it's so hilarious!)"	can't hold it in anymore this is way too funny fr
B-HOM-035	HOM	81.03	90.92	9.89	51.04	82.93	31.89	0	0	0	看到50亿离婚案的消息我直接蓝瘦香菇	Seeing the news about 5 billion divorce cases, I was utterly devastated.	看到50亿离婚案的消息我直接难受想哭	Seeing the news about 5 billion divorce cases, I was immediately upset and felt like crying.	Seeing the news about the 5 billion divorce case, I'm so sad I could cry
B-HOM-036	HOM	80.14	91.09	10.95	55.36	83.61	28.25	0	0	0	针不戳，这个视频做得真好	No exaggeration, this video is really well made.	真不错，这个视频做得真好	Really good, this video is really well made.	not bad this video is actually fire
B-HOM-037	HOM	89.62	85.39	-4.23	60.03	72.75	12.72	0	0	0	这景区管理duck不必，7个人打一个司机	This scenic area's management is unnecessary, and seven people are attacking one driver.	这景区管理大可不必，7个人打一个司机	This scenic area's management is completely unnecessary; seven people ganged up on a single driver.	This scenic area management is totally unnecessary, 7 people beating one driver
B-HOM-038	HOM	98.34	98.57	0.23	58.41	84.52	26.12	0	0	0	这个颜色灰常好看	This color is very beautiful.	这个颜色非常好看	This color is very beautiful.	this color looks really good ngl
B-HOM-039	HOM	65.08	72.43	7.35	48.71	61.83	13.12	0	0	0	腾讯这波操作属于是虾仁猪心了	"Tencent's move is utterly shameless. 

(Or, more colloquially: Tencent is really taking the biscuit with this one.)"	腾讯这波操作属于是杀人诛心了	"Tencent's move is truly ruthless and heartbreaking. 

(Or, more colloquially: Tencent really went for the kill with this one.)"	Tencent's move this time is truly adding insult to injury
B-HOM-040	HOM	56.79	71.21	14.41	44.94	59.47	14.53	0	100	100	有内味了，就是这个感觉	"It's got a real flavor to it, that's the feeling. 

(Or, more colloquially: It's hitting the spot, that's the feeling.)"	有那味了，就是这个感觉	"It has that flavor, that's the feeling. 

(Or, more colloquially: That's the taste, that's the feeling.)"	got that vibe this is the feeling
B-HOM-041	HOM	61.59	89.18	27.59	66.67	73.88	7.20	0	0	0	泄密被辞退永不录用，这员工只能耗子喂汁了	Leaked secrets led to dismissal and a permanent ban from re-employment; this employee is utterly ruined.	泄密被辞退永不录用，这员工只能好自为之了	Having been fired for leaking information and blacklisted from future employment, this employee is on their own.	Fired for leaking and never to be rehired, this employee better watch out
B-HOM-042	HOM	95.09	97.82	2.73	69.41	78.60	9.19	0	0	0	这部剧的女主造型好康	The female lead's styling in this drama is really good-looking.	这部剧的女主造型好看	The female lead's styling in this drama is beautiful.	the female lead's look in this drama is gorgeous
B-HOM-043	HOM	67.09	74.45	7.36	65.78	45.82	-19.96	0	0	0	耗子尾汁，好自为之吧	Rat tail juice, fend for yourself.	好自为之，好自为之吧	Look after yourself, and take care.	Learn your lesson and shape up.
B-HOM-044	HOM	63.12	92.65	29.52	37.56	81.92	44.37	0	100	100	这个操作太虾仁了	"This operation is too weak/pathetic/lame. 

(Note: ""虾仁"" literally means ""shrimp,"" but in this context, it's a slang term meaning weak, pathetic, or lacking in skill/strength. The best translation depends on the specific nuance desired.)"	这个操作太吓人了	This operation was too terrifying.	this play is straight up terrifying
B-HOM-045	HOM	72.15	86.48	14.34	54.93	70.82	15.89	0	0	0	中国女排这波直接丸辣，美国队不服不行	The Chinese women's volleyball team just completely crushed it this round, the American team has to acknowledge it.	中国女排这波直接完啦，美国队不服不行	The Chinese women's volleyball team has definitively won this set, the American team has no choice but to accept it.	China's women's volleyball team is done for this time, the US team has to admit defeat
B-HOM-046	HOM	96.94	99.88	2.94	65.88	81.91	16.02	100	100	0	鸭力好大，快要顶不住了	The pressure is immense, I can barely hold on!	压力好大，快要顶不住了	The pressure is immense, I can barely handle it.	the pressure is so high can't hold on anymore
B-HOM-047	HOM	32.88	100.00	67.12	41.91	87.99	46.08	0	100	100	窝五碎！！！	I'm falling apart! / I'm a mess! / I'm devastated! (depending on context - it's a very colloquial and emotionally charged expression)	我五岁！！！	I'm five years old!!!	I'm five years old!!!
B-HOM-048	HOM	78.09	84.61	6.52	58.27	68.22	9.95	0	0	0	赛里木湖这事整得灰常离谱	This whole thing with Sayram Lake is incredibly bizarre/outrageous/fishy.	赛里木湖这事整得非常离谱	This whole thing with Sayram Lake is incredibly absurd/outrageous/unreasonable.	The Sarim Lake incident is really outrageous
B-HOM-049	HOM	92.42	95.08	2.65	83.79	83.91	0.12	0	0	0	看完这帖子我直接笑嘻了	After reading this post, I burst out laughing.	看完这帖子我直接笑死了	After reading this post, I literally died laughing.	after reading this post I'm dead lmao
B-HOM-050	HOM	58.44	99.06	40.61	38.40	85.90	47.50	0	100	100	看完这个视频我蕉绿了	"After watching this video, I'm floored/speechless/in shock. (The original uses internet slang ""蕉绿了"" which implies being utterly shocked and stunned, like a green banana – a visual metaphor for being unripe/unprepared for something.)"	看完这个视频我焦虑了	After watching this video, I felt anxious.	after watching this vid I'm straight up anxious
B-HOM-051	HOM	81.81	94.02	12.21	38.00	82.99	45.00	0	0	0	看完女排比赛我直接鸭梨山大	After watching the women's volleyball match, I was completely overwhelmed with anxiety/stress.	看完女排比赛我直接压力山大	After watching the women's volleyball match, I was immediately incredibly stressed.	After watching the women's volleyball match, I'm under enormous pressure
B-HOM-052	HOM	41.52	72.43	30.91	56.99	57.08	0.09	0	100	100	笑鼠了！一会抛梗一会接梗	"Laughing at the mouse! One moment throwing out a joke, the next catching it. 

(Or, more colloquially: That's hilarious! It's a constant back-and-forth of jokes.)"	笑死了！一会抛梗一会接梗	"Dying of laughter! One minute they're setting up jokes, the next they're landing them. 

(Or, more colloquially: This is hilarious! They keep throwing out jokes and then nailing the punchlines.)"	dying of laughter! one sec they set up the joke next sec they're playing along
B-HOM-053	HOM	63.50	85.93	22.43	43.46	61.19	17.73	100	0	-100	测评娃哈哈高透史莱姆好好康	"Reviewing Wahaha's clear slime, it's really delicious! 

(Note: ""好好康"" is internet slang, originally from Taiwan, meaning ""very good/delicious"" - often used playfully even for non-food items.)"	测评娃哈哈高透史莱姆好好看	The Wahaha clear slime is so pretty/beautiful! (or, Reviewing Wahaha's clear slime, it looks great!)	reviewing Wahaha's crystal clear slime it looks so good
B-HOM-054	HOM	91.23	41.96	-49.27	58.41	39.80	-18.61	0	0	0	窝巢，这也太厉害了吧	"Wow, this is amazing! 

(or, depending on context/tone: Holy cow, that's incredible! / Oh my god, that's awesome!)"	我操，这也太厉害了吧	"Oh my god, this is amazing! 

(Note: The original phrase is very vulgar. This translation aims for conveying the *intensity* of the emotion – extreme excitement and amazement – while being appropriate for general use. Other translations, depending on context, could be: ""Wow, that's incredible!"" or ""Holy crap, that's awesome!"")"	wtf this is too insane bruh
B-HOM-055	HOM	84.60	97.09	12.49	71.36	84.43	13.07	0	100	100	笑的想鼠	Laughing like a mouse.	笑的想死	Laughing so hard I could die.	laughing till I die
B-HOM-056	HOM	63.72	73.15	9.43	61.59	72.44	10.85	0	0	0	这里是孙吧忏悔室，一人忏悔一件你觉得最厨神的事	"This is Sun Ba's Confession Room, confess one thing you consider your most ""god-level cooking"" moment."	这里是孙吧忏悔室，一人忏悔一件你觉得最畜生的事	This is Sun Ba's Confession Room, confess one thing you feel is the most beastly/vile/inhumane.	welcome to Sun Bar confessional drop your most savage moment
B-HOM-057	HOM	48.31	93.17	44.86	44.54	75.02	30.48	0	0	0	关于玉玉症表妹喜欢上我的故事	"The story of how my cousin developed a crush on me while I had 玉玉症 (Yuyu Syndrome). 

(Note: 玉玉症 is a fictional illness often used in Chinese internet culture to describe a state of being incredibly unlucky or experiencing a series of unfortunate events. The translation aims to convey this context.)"	关于抑郁症表妹喜欢上我的故事	About my cousin's story of falling in love with me while battling depression.	the story of how my depressed cousin fell for me
B-HOM-058	HOM	51.32	95.88	44.56	40.72	84.84	44.11	0	100	100	这是我女朋友 羡慕吗笑抽们🤣	"This is my girlfriend, are you jealous? Dying of laughter!🤣 

(Note: The ""笑抽们"" is a very informal and playful way of saying people are laughing hysterically, and the emoji reinforces that.)"	这是我女朋友 羡慕吗小丑们🤣	This is my girlfriend. Are you jealous, clowns?🤣	this is my gf. jealous you clowns? 🤣
B-HOM-059	HOM	66.07	72.23	6.16	58.48	61.06	2.58	100	0	-100	麻辣烫我只认元娘娘，口味多好7	I only acknowledge Yuan Niang for mala tang, it tastes so good! (or, Yuan Niang's mala tang is the best, it tastes so good!)	麻辣烫我只认元娘娘，口味多好吃	I only acknowledge Yuan Niang for mala tang; the flavors are so delicious!	I only trust Yuan Niangniang for malatang it's so good
B-HOM-060	HOM	65.10	82.43	17.32	61.99	54.82	-7.17	0	0	0	可爱的小香猪变成了温暖的答辩	The cute little teacup pig transformed into a warm defense.	可爱的小香猪变成了温暖的大便	The cute little teacup pig turned into warm poop.	a cute little guinea pig turned into warm crap
B-HOM-061	HOM	97.30	98.35	1.05	81.55	84.81	3.26	100	0	-100	我要笑亖了卧槽	I'm about to die laughing, holy crap!	我要笑死了卧槽	I'm dying of laughter, holy crap!	I'm gonna die laughing oh shit
B-HOM-062	HOM	86.91	91.88	4.97	74.34	78.66	4.33	0	0	0	时间长了搞亖你	Over time, it will mess you up.	时间长了搞死你	Over time, it will kill you.	I'll work you to death over time
B-HOM-063	HOM	74.34	85.48	11.14	55.15	43.43	-11.72	0	100	100	笑亖了家人们谁懂啊	Laughing and crying with my family, who understands?	笑死了家人们谁懂啊	Dying of laughter, guys, anyone else feel this?	dying of laughter fam who understands
B-HOM-064	HOM	51.21	98.15	46.94	36.77	87.63	50.86	0	0	0	她居然紫砂了	"She actually made/created something with Zisha clay. 

(Or, more contextually, depending on the situation: She surprisingly took up Zisha pottery/art.)"	她居然自杀了	She actually committed suicide.	she actually offed herself
B-HOM-065	HOM	50.85	51.60	0.75	68.28	71.22	2.95	0	100	100	小哥：我真妹骗人！！我真给白衣女鬼送过餐！！你不知道哟！我魂都快没了，那餐是一点都没撒！！没办法，这就是哥的实力！	Dude, I'm not kidding!! I really delivered food to the woman in white!! You wouldn't believe it! I almost lost my soul, and not a single drop was spilled!! There's just no helping it, that's just how awesome I am!	小哥：我真没骗人！！我真给白衣女鬼送过餐！！你不知道哟！我魂都快没了，那餐是一点都没撒！！没办法，这就是哥的实力！	Dude, I'm really not lying!! I really delivered food to the woman in white ghost!! You wouldn't believe it! I almost lost my soul, and not a single drop of the food spilled!! There's no helping it, this is just how awesome I am!	Bro: I seriously didn't lie!! I really delivered food to the girl ghost in white!! You don't know! I nearly lost my soul, not a single drop spilled on that delivery! No choice, this is bro's skill!
B-HOM-066	HOM	59.52	68.33	8.82	37.81	39.76	1.95	0	0	0	博主成功把中二拍成沙子了	"The influencer successfully turned the cringey/embarrassing phase into something insignificant/worthless. 

(Alternatively, depending on context: The influencer successfully moved past/outgrew their cringey/embarrassing phase.)"	博主成功把中二拍成傻子了	"The vlogger successfully portrayed the overly dramatic/embarrassingly immature person as a fool. 

(Alternatively, depending on context: The vlogger successfully made the edgy/cringey person look ridiculous.)"	The blogger successfully made the edgy act look like a fool
B-HOM-067	HOM	72.38	95.71	23.33	66.13	85.26	19.12	0	0	0	肺雾才需要爱情，神都是孤独的	Only lungs need love; gods are all lonely.	废物才需要爱情，神都是孤独的	Only fools need love; gods are always alone.	Only the weak yearn for love; gods are destined to be alone.
B-HOM-068	HOM	97.68	98.22	0.54	77.22	85.00	7.79	100	100	0	我在学校哭别人鸟都不鸟我	I was crying at school and nobody paid attention to me.	我在学校哭别人理都不理我	I cried at school and nobody paid attention to me.	I cried at school and nobody even paid attention to me
B-HOM-069	HOM	66.80	72.51	5.71	40.59	50.83	10.24	0	0	0	现场偷挖被抓,夺笋呐!	"Caught stealing and digging on site, how outrageous! 

(Or, a more colloquial translation: Caught red-handed stealing, that's so messed up!)"	现场偷挖被抓,多损呐!	Caught stealing and digging on site, how damaging! (or What a loss!)	Caught digging secretly on site, so savage!
B-HOM-070	HOM	59.03	93.99	34.96	47.27	67.83	20.57	0	0	0	这个特效针不戛！	"This special effects needle doesn't stop! 

(Or, more colloquially, depending on context: This special effects injection is amazing/powerful/keeps going!)"	这个特效真不尬！	This special effect is actually really good! (or This special effect doesn't feel cheesy at all!)	This special effect is really not cringe!
B-HOM-071	HOM	22.15	93.93	71.78	43.85	66.77	22.92	0	100	100	要泥寡,雨女无瓜!	If you want dates, the rain goddess won't give you melons! (or, a more colloquial rendering: If you want something for nothing, you'll get nothing at all!)	要你管,与你无关!	Mind your own business, it's none of your concern!	Mind your own business, it's none of your business!
B-HOM-072	HOM	79.87	96.08	16.22	43.62	82.75	39.13	0	0	0	依托答辩是什么意思	"What does ""yītuō dápàn"" mean?"	一坨大便是什么意思	What does a pile of poop mean?	What does 'a pile of shit' mean?
B-HOM-073	HOM	50.52	63.83	13.31	34.15	43.99	9.84	0	100	100	哈哈哈哈哈哈哈夺笋呐	This is so funny/hilarious/you're killing me! (It's a very informal and playful expression of laughter and disbelief, often used when someone does something unexpectedly clever or mischievous.)	哈哈哈哈哈哈哈多损呐	So mean! / That's so harsh! / You're so savage! (depending on context - it expresses amusement at someone else's unkindness)	hahahahaha so mean lol
B-HOM-074	HOM	86.87	89.69	2.81	67.64	78.58	10.94	0	100	100	“雨女无瓜”这么好笑吗是挺好笑的	Is “yǔnǚwúguā” really that funny? It is quite funny.	“与你无关”这么好笑吗是挺好笑的	"Is it that funny that ""it has nothing to do with you""? It really is funny."	Is 'none of your business' really that funny? It is pretty funny
B-HOM-075	HOM	53.72	65.92	12.20	44.07	48.50	4.43	0	100	100	还有给	Also for/give to.	还有gay	"And there are gay people. 

(Or, more colloquially: And also gay.)"	Also got gay vibes
B-HOM-076	HOM	96.25	97.80	1.54	81.89	81.96	0.07	0	0	0	这显卡价格真是辣鸡，还买什么啊	This graphics card is ridiculously overpriced, why would anyone even buy it?	这显卡价格真是垃圾，还买什么啊	This graphics card is ridiculously overpriced, why would anyone even buy it?	This GPU price is really trash, why even buy it
B-HOM-077	HOM	63.54	76.13	12.59	61.87	67.94	6.07	0	100	100	我丢！上班路上刷到路边广告牌被“风”掀了个角，原来是京东618的整活！这波操作简直泰裤辣！	"Oh my god! On my way to work, I saw a corner of a roadside billboard flipped up by the ""wind""—it turned out to be a marketing stunt for JD's 618 sale! This move is absolutely amazing!"	我丢！上班路上刷到路边广告牌被“风”掀了个角，原来是京东618的整活！这波操作简直太酷啦！	"Oh my god! On my way to work, I saw a corner of a roadside billboard flipped up by the ""wind""—it turned out to be a marketing stunt for JD's 618 sale! This move is seriously so cool!"	No way! On my way to work I saw a roadside billboard get lifted by the 'wind', turns out it was JD 618's stunt! This move is just too cool!
B-HOM-078	HOM	84.49	71.76	-12.72	70.69	42.63	-28.06	0	100	100	“泰酷辣”大人三周年	Tai Cool La's 3rd Anniversary	“太酷啦”大人三周年	"So cool! Three years with [Name/Title - likely referring to a person or group called ""太酷""]!"	Third anniversary of Lord 'So Cool'
B-HOM-079	HOM	88.67	73.47	-15.20	59.94	47.91	-12.03	0	0	0	前车：不二？	Previous car: Unrivaled?	前车：不是？	Previous car: Isn't it? / The car in front: Isn't that right?	The car in front: Wait, what?
B-HOM-080	HOM	68.81	86.89	18.08	73.40	72.38	-1.02	0	0	0	10店睡，身体还以为是午休呢，凌晨又把他们叫醒了	They had been sleeping for 10 hours, their bodies still thinking it was a midday nap, when they were woken up again in the early hours of the morning.	10点睡，身体还以为是午休呢，凌晨又把他们叫醒了	Went to bed at 10, my body thought it was just a nap, then was woken up again in the early hours.	Going to sleep at 10, my body thought it was nap time, then woke me up at dawn
B-HOM-081	HOM	53.81	97.28	43.47	43.02	70.16	27.14	0	100	100	tree 波Q	tree wave Q	三杀	Triple Kill	Triple kill
B-HOM-082	HOM	51.28	44.17	-7.11	52.99	51.66	-1.32	0	0	0	笑死我了粽横天虾至今一直在罚时闯过了零个关卡	This is killing me, Zong Hengtian has been in time penalty the entire time and hasn't cleared a single level.	笑死我了纵横天下至今一直在罚时闯过了零个关卡	This is killing me, I've been stuck in time-out in *Jianghu* (the martial arts world) and haven't cleared a single level.	Dying of laughter, the one who conquers the world has been in timeout, passing zero challenges
B-HOM-083	HOM	79.64	81.80	2.16	55.02	54.77	-0.25	0	0	0	怎么达不溜小兵了	Can't dodge the little soldiers anymore.	怎么打不了小兵了	I can't last hit minions anymore.	Why can't I target the minions?
B-HOM-084	HOM	50.06	98.26	48.20	39.61	82.44	42.83	0	100	100	！？雀潮？！	"Sparrow frenzy?! 

(or, depending on context, could be: Sparrow boom?! / A surge of sparrows?!)"	！？雀巢？！	Nestlé?!	!? Nestle!?
B-HOM-085	HOM	100.00	100.00	0.00	80.44	84.21	3.78	0	0	0	此人知识面级广	This person has a wide range of knowledge.	此人知识面极广	This person has a very wide range of knowledge.	This person's knowledge is extremely broad
B-HOM-086	HOM	93.85	95.66	1.81	82.74	83.85	1.10	0	100	100	蛇：卧槽，怎么又是他	Snake: Holy crap, it's him again.	蛇：我的天，怎么又是他	Snake: Oh my god, it's him again.	Snake: Oh my god, why is it him again
B-HOM-087	HOM	75.44	80.74	5.31	64.76	74.27	9.51	0	100	100	生物钟:补药呀！我才调整好	Biological clock: restorative tonic needed! I just got it adjusted.	生物钟:不要呀！我才调整好	Biological clock: No, please! I just got adjusted.	Biological clock: No! I just got it adjusted
B-HOM-088	HOM	69.68	90.18	20.51	62.89	75.39	12.51	0	0	0	鸡本功来了，视频就有了。起飞！	Fundamentals are in place, now we have the video. Let's go! (or Take off!)	基本功来了，视频就有了。起飞！	Fundamentals are here, now we have the video. Let's take off!	When the basic skills kick in, the video just takes off! Liftoff!
B-HOM-089	HOM	60.83	75.41	14.58	48.63	78.06	29.43	0	0	0	食不食油饼	Do you want an oil pancake?	是不是有病	Are you sick? / Are you alright? / Is something wrong with you?	Are you out of your mind?
B-HOM-090	HOM	43.68	99.29	55.62	52.74	83.26	30.52	0	0	0	香精煎鱼食不食	Fragrant-broth-braised fish—will you eat it or not?	想进监狱是不是	Do you want to go to jail?	Do you want to end up in prison?
