uid	category	severity	reasons	src_noisy	hyp_noisy
B-MIX-141	MIX	23.71	xcomet/kiwi Δ disagree by 23.7; xcomet_noisy 92.0 but NTA miss	怎么说呢 很怀疑up主的精神状态	I'm really questioning the streamer's mental state.
B-HOM-037	HOM	23.23	xcomet/kiwi Δ disagree by 23.2	这景区管理duck不必，7个人打一个司机	The management of this scenic area doesn’t need to be complicated; 7 people need one driver.
B-NEO-051	NEO	22.32	xcomet/kiwi Δ disagree by 22.3; xcomet_noisy 80.8 but NTA miss	互联网嘴替实锤	Internet mobs are exposed.
B-PYA-050	PYA	22.28	xcomet/kiwi Δ disagree by 22.3; xcomet_noisy 88.0 but NTA miss	dd我一下	Give me a hug.
B-PYA-007	PYA	22.27	xcomet/kiwi Δ disagree by 22.3; xcomet_noisy 87.3 but NTA miss	新剧gkd！等不及了	New drama gkd! Can't wait!
B-PYA-034	PYA	22.11	xcomet/kiwi Δ disagree by 22.1	会聊天的男生真的yyds	The guy who can chat is seriously yyds.
B-PYA-062	PYA	22.11	xcomet/kiwi Δ disagree by 22.1; xcomet_noisy 91.7 but NTA miss	xswl打印机都沦没墨了	The printers have run out of ink.
B-NEO-008	NEO	21.97	xcomet/kiwi Δ disagree by 22.0; xcomet_noisy 84.9 but NTA miss	遇到杠精最好的办法就是不理他	The best way to deal with a keyboard warrior is to ignore him.
B-NEO-082	NEO	21.95	xcomet/kiwi Δ disagree by 22.0	爷青回	It's a wonderful feeling to be young again.
B-NEO-034	NEO	21.92	xcomet/kiwi Δ disagree by 21.9	梅老板今年真可怜，这么强的个人发挥啥没有得到	Mei Lao Ban is really pitiful this year, he didn't get any recognition for such strong individual performance.
B-MIX-014	MIX	21.89	xcomet/kiwi Δ disagree by 21.9	刻在骨子里的秀粉DNA瞬间苏醒	The foundation DNA ingrained in your bones instantly awakens.
B-PYA-065	PYA	21.78	xcomet/kiwi Δ disagree by 21.8	bt，时常因为不够bt而觉得跟这个世界格格不入	Often feels out of sync with the world because of a lack of being “bt.”
B-HOM-109	HOM	21.59	xcomet/kiwi Δ disagree by 21.6	又第一了 带领兄弟萌再冲一次～～～～	Once again, lead the brothers to charge!
B-HOM-118	HOM	21.56	xcomet/kiwi Δ disagree by 21.6; xcomet_noisy 96.8 but NTA miss	雾草这幕太美了	Wow, this scene is so beautiful!
B-NEO-007	NEO	21.53	xcomet/kiwi Δ disagree by 21.5; xcomet_noisy 86.4 but NTA miss	杠精无处不在，说啥都要反驳	Keyboard warriors are everywhere, always arguing and refuting everything.
B-PYA-071	PYA	21.29	xcomet/kiwi Δ disagree by 21.3	xswl一人血书求这个短剧拍真人版	Someone is pleading for this short drama to be made into a live-action version with their blood book.
B-PYA-072	PYA	21.28	xcomet/kiwi Δ disagree by 21.3	szd，这个是真的	That's true.
B-HOM-060	HOM	21.26	xcomet/kiwi Δ disagree by 21.3	可爱的小香猪变成了温暖的答辩	The cute little piglets transformed into a warm defense/presentation.
B-PYA-061	PYA	21.24	xcomet/kiwi Δ disagree by 21.2	dddd，支持UP主！	Support streamers!
B-HOM-001	HOM	20.99	xcomet/kiwi Δ disagree by 21.0; xcomet_noisy 93.9 but NTA miss	酱紫也行？那我也试试	Is this okay? Then I’ll try it too.
B-NEO-061	NEO	20.49	xcomet/kiwi Δ disagree by 20.5; xcomet_noisy 85.4 but NTA miss	他好会营业	He’s good at marketing/promotion.
B-HOM-023	HOM	20.41	xcomet/kiwi Δ disagree by 20.4	你想peach呢，哪有这么好的事	What do you want with a peach? There’s nothing good about it.
B-MIX-019	MIX	20.26	xcomet/kiwi Δ disagree by 20.3	别flex了，谁不知道你有钱	Don't flex, everyone knows you're rich.
B-MIX-123	MIX	20.19	xcomet/kiwi Δ disagree by 20.2; xcomet_noisy 82.6 but NTA miss	记者会？不，个人show time	Reporter’s meeting? No, it’s my personal time to shine.
B-MIX-084	MIX	20.14	xcomet/kiwi Δ disagree by 20.1	asmr助眠真的有用吗	Does ASMR sleep help really work?
B-NEO-042	NEO	20.12	xcomet/kiwi Δ disagree by 20.1; xcomet_noisy 93.1 but NTA miss	这手机信号拉胯到离谱	The mobile signal is terrible and ridiculous.
B-PYA-091	PYA	20.09	xcomet/kiwi Δ disagree by 20.1; xcomet_noisy 83.0 but NTA miss	WC，这都能被发现啊	This can all be found, too.
B-HOM-104	HOM	20.05	xcomet/kiwi Δ disagree by 20.1; xcomet_noisy 83.5 but NTA miss	真旅行青蛙！  去哪了 会给麻麻带明信片回来  真好	“Wow, what a cool frog! Where did he go? He’ll bring me a postcard back. That’s great!”
B-PYA-003	PYA	19.51	xcomet_noisy 97.4 but NTA miss	xql之间的默契真的绝了	The chemistry between them is amazing.
B-PYA-028	PYA	19.48	xcomet_noisy 80.9 but NTA miss	nb！这个操作太秀了	Wow, this is so over-the-top!
B-HOM-064	HOM	19.33	xcomet_noisy 93.1 but NTA miss	她居然紫砂了	She turned purple.
B-PYA-048	PYA	19.31	xcomet_noisy 85.0 but NTA miss	xswl 这都能洗？	Is this even washable?
B-NEO-068	NEO	19.28	xcomet_noisy 85.3 but NTA miss	摆烂一天算了	Give up for the day.
B-PYA-046	PYA	19.24	xcomet_noisy 91.8 but NTA miss	这吧里xfxy的，天天吵架	These guys in this group (or forum) are always arguing.
B-HOM-002	HOM	19.03	xcomet_noisy 98.1 but NTA miss	你怎么酱紫说话，人家会误会的	Why are you talking like that? People will misunderstand you.
B-MIX-086	MIX	18.20	xcomet_noisy 92.2 but NTA miss	绝对音感的正确用法belike	Absolute pitch (also known as perfect pitch) – proper usage
B-NEO-055	NEO	17.77	xcomet_noisy 83.6 but NTA miss	拔草了不买	Cleared the way, no need to buy.
B-NEO-074	NEO	17.69	xcomet_noisy 85.9 but NTA miss	这波操作直接拉胯了	This operation completely tanked.
B-PYA-057	PYA	17.49	xcomet_noisy 88.5 but NTA miss	这俩离不开浓妆美颜强凹ABC	These two are hopelessly reliant on heavy makeup and beauty filters.
B-MIX-029	MIX	17.48	xcomet_noisy 90.2 but NTA miss	在上海街头随性citywalk	Wandering aimlessly through the streets of Shanghai
B-NEO-060	NEO	17.05	xcomet_noisy 90.7 but NTA miss	这个太上头了	This is too intense.
B-PYA-066	PYA	16.80	xcomet_noisy 94.4 but NTA miss	这图谁发明的，xswl	Who invented this picture, damn it?
B-NEO-017	NEO	16.58	xcomet_noisy 85.8 but NTA miss	纯爱战神轰然倒地	Pure love god collapsed with a thunderous crash.
B-HOM-008	HOM	16.41	xcomet_noisy 89.6 but NTA miss	人生就是一个杯具接着一个杯具	Life is one disaster after another.
B-PYA-016	PYA	16.25	xcomet_noisy 88.1 but NTA miss	xswl，陈哲远在密逃里也太搞笑了吧	That's so hilarious, even Chen Zheyuan was ridiculously funny while escaping!
B-PYA-068	PYA	16.19	xcomet_noisy 91.1 but NTA miss	zqsg追了这么多年，终于更新了	After so many years, it’s finally been updated.
B-NEO-038	NEO	15.84	xcomet_noisy 87.9 but NTA miss	这帖子水分太大，灌水灌的	This post is too watered down; it’s just fluff.
B-PYA-009	PYA	15.07	xcomet_noisy 98.1 but NTA miss	xgg们推荐一下好用的手机呗	Could you recommend some good phones, please?
B-NEO-087	NEO	15.05	xcomet_noisy 96.0 but NTA miss	某种意义上来看他也是个神人	In a way, he's a god among mortals.
B-HOM-030	HOM	14.97	xcomet_noisy 86.7 but NTA miss	蚌埠住了，这也太好笑了吧	That’s so hilarious!
B-HOM-093	HOM	14.70	xcomet_noisy 84.5 but NTA miss	蚌不住了	Can't stop (anymore)
B-HOM-026	HOM	14.47	xcomet_noisy 94.9 but NTA miss	蚌埠住了，腾讯这泄密处理速度也太快了吧	It's unbelievable how quickly Tencent handled this leak!
B-NEO-114	NEO	13.67	xcomet_noisy 92.5 but NTA miss	为什么能匹到这么多神人	Why can you attract so many gods and immortals?
B-NEO-106	NEO	13.37	xcomet_noisy 93.3 but NTA miss	这声音绝绝子	This sound is absolutely wonderful!
B-PYA-049	PYA	13.34	xcomet_noisy 95.8 but NTA miss	rwkk这到底是什么鱼	What exactly is this fish?
B-MIX-036	MIX	12.47	xcomet_noisy 90.2 but NTA miss	腾讯这波泄密事件直接social death了	This data leak incident has essentially killed Tencent's social image.
B-HOM-068	HOM	12.42	xcomet_noisy 92.0 but NTA miss	我在学校哭别人鸟都不鸟我	Nobody cares when I cry at school.
B-HOM-010	HOM	12.06	xcomet_noisy 88.1 but NTA miss	都说我做饭神金，今天就做神金给你们吃	Everyone says I'm a god at cooking, so today I'm going to cook something amazing for you all.
B-PYA-094	PYA	12.05	xcomet_noisy 96.0 but NTA miss	无线能源是基于无线水的原理吗？(bushi)	Is wireless energy based on the principle of wireless water?
B-PYA-092	PYA	12.03	xcomet_noisy 94.0 but NTA miss	woc太萌了	That girl is so cute!
B-PYA-032	PYA	12.00	xcomet_noisy 95.2 but NTA miss	xjj们推荐一下好用的手机呗	Could you recommend some good phones?
B-MIX-134	MIX	12.00	xcomet_noisy 87.7 but NTA miss	摊主，我也是你们play中的一环吗	Vendor, am I also part of your game?
B-PYA-064	PYA	11.58	xcomet_noisy 96.2 but NTA miss	ssfd，这个太恐怖了	That’s too scary.
B-HOM-062	HOM	11.54	xcomet_noisy 82.5 but NTA miss	时间长了搞亖你	It’s going to be a long time before I give up on you.
B-PYA-106	PYA	11.35	xcomet_noisy 90.9 but NTA miss	牛啊，我怎么幻听出歌词了(bushi)	Wow, how am I hearing the lyrics out of nowhere?
B-HOM-108	HOM	11.06	xcomet_noisy 92.9 but NTA miss	免责声明，此为系统自动播放，与我无瓜	Disclaimer: This is an automated playback and is not from me.
B-MIX-103	MIX	11.03	xcomet_noisy 84.6 but NTA miss	知名up主老番茄视频内容不慎跌回五年前的水平	Well-known YouTuber Lao Fanqa’s video content has accidentally dropped back to the level of five years ago.
B-NEO-102	NEO	10.94	xcomet_noisy 83.3 but NTA miss	反派看到了硬控他的回忆……	The villain saw the system controlling his memories…
B-NEO-069	NEO	10.75	xcomet_noisy 90.5 but NTA miss	内卷太严重了，打工人伤不起	The competition is so intense and exhausting, it’s heartbreaking for workers.
B-MIX-026	MIX	10.47	xcomet_noisy 87.6 but NTA miss	看到317万年终奖我直接emo了	I immediately felt a wave of negative emotions seeing a 3.17 million year-end bonus.
B-NEO-048	NEO	10.39	xcomet_noisy 84.5 but NTA miss	天天水经验，也不发点有用的帖子	Posting every day with no useful content.
B-PYA-054	PYA	9.97	xcomet_noisy 82.2 but NTA miss	马到成功yyds	Success from the start, legendary!
B-PYA-043	PYA	9.71	xcomet_noisy 93.8 but NTA miss	zqsg追星好累	Being a fan is so exhausting.
B-PYA-109	PYA	9.65	xcomet_noisy 80.4 but NTA miss	拍了拍博士的石棺盖子hhhhh	Tapped the doctor’s sarcophagus lid hhhhh
B-PYA-014	PYA	9.64	xcomet_noisy 83.7 but NTA miss	王虹yyds！中国数学家终于拿到菲尔兹奖了	Wang Hong, yyds! Finally, a Chinese mathematician has won the Fields Medal!
B-NEO-019	NEO	9.23	xcomet_noisy 87.9 but NTA miss	兄弟们我润美国了	Brothers, I’ve arrived in the US.
B-MIX-073	MIX	9.22	xcomet_noisy 86.2 but NTA miss	这个ins风好看	This Ins aesthetic is good.
B-MIX-038	MIX	9.12	xcomet_noisy 96.1 but NTA miss	显卡涨价涨成这样，简直是price离谱	The graphics card price has gone up this much, it’s completely ridiculous/absurd in terms of price.
B-PYA-089	PYA	8.54	xcomet_noisy 94.1 but NTA miss	md，这军方也这么乱，难怪市民们这么乐观，哈哈	This military is also a mess, no wonder the citizens are so optimistic, haha.
B-PYA-001	PYA	8.46	xcomet_noisy 82.1 but NTA miss	xql日常太甜了，羡慕死了	xqL’s daily life is too sweet, I’m dying of envy.
B-HOM-092	HOM	8.36	xcomet_noisy 87.3 but NTA miss	鸡本功扎实	Solid foundation in poultry science.
B-PYA-079	PYA	8.30	xcomet_noisy 95.8 but NTA miss	8u🚪什么意思	What does that mean?
B-HOM-031	HOM	8.19	xcomet_noisy 86.5 but NTA miss	卧槽317万年终奖就这么没了？	What the hell? A 31.7 million yuan end-of-year bonus just disappeared?!
B-MIX-047	MIX	8.06	xcomet_noisy 96.2 but NTA miss	这个角色太OP了	This character is too OP.
B-NEO-100	NEO	7.72	xcomet_noisy 80.2 but NTA miss	扎格列斯之手的含金量还在上升！	The value of Zales's Hand is still rising!
B-PYA-037	PYA	7.45	xcomet_noisy 93.8 but NTA miss	jrs帮我看看这鱼竿行不行	JRS, can you take a look at this fishing rod and see if it works?
B-HOM-034	HOM	7.44	xcomet_noisy 82.9 but NTA miss	蚌埠住了这也太搞笑了	This is so funny!
B-MIX-025	MIX	7.38	xcomet_noisy 86.5 but NTA miss	这也太离谱了吧我直接emo	This is so ridiculous, I'm just feeling really down.
B-NEO-072	NEO	7.28	xcomet_noisy 85.6 but NTA miss	不是哥们儿	Not buddy.
B-PYA-053	PYA	7.23	xcomet_noisy 80.5 but NTA miss	xswl这弱智吧的帖子太搞笑了	This post is so stupid and hilarious.
B-PYA-051	PYA	7.15	xcomet_noisy 95.4 but NTA miss	tcl，我真的太菜了	I'm so bad at this.
B-HOM-024	HOM	7.07	xcomet_noisy 93.0 but NTA miss	别虾扯蛋了，老师说的都是真的吗	Don't be a complete idiot, are the teacher's words true?
B-MIX-080	MIX	6.88	xcomet_noisy 94.8 but NTA miss	cult导演后悔道剧组没有你	The director regrets that you weren’t part of the crew.
B-HOM-114	HOM	6.69	xcomet_noisy 84.7 but NTA miss	我不行了我笑得要噶了	I can't, I'm going to burst out laughing!
B-NEO-089	NEO	6.18	xcomet_noisy 82.3 but NTA miss	无论从哪个层面来看，都是吊炸了	It’s absolutely insane/wild/amazing.
B-PYA-085	PYA	6.10	xcomet_noisy 90.7 but NTA miss	想吃肉质Q弹的就买散养老公鸡	If you want something with a chewy, juicy texture, buy free-range roosters.
B-NEO-003	NEO	6.03	xcomet_noisy 83.0 but NTA miss	又被割韭菜了，这理财产品全是坑	They’ve been fleeced again, these investment products are all scams.
B-NEO-030	NEO	6.01	xcomet_noisy 85.4 but NTA miss	社恐人的噩梦，大型聚会	Social anxiety's nightmare, large gatherings
B-MIX-066	MIX	6.00	xcomet_noisy 87.3 but NTA miss	Rush E 朗朗PK街头钢琴家	Rush E competes with a street pianist.
B-PYA-042	PYA	5.79	xcomet_noisy 91.4 but NTA miss	yygq什么呢，有话直说不行吗	What’s up? Can you just say what you want to say?
B-HOM-011	HOM	5.74	xcomet_noisy 82.9 but NTA miss	世界上最神金的行为	The most divine and golden deed in the world
B-HOM-009	HOM	5.67	xcomet_noisy 84.3 but NTA miss	游戏过于神金，不确定先从哪里笑起	The game is too overwhelmingly grand and fantastical, making it uncertain where to begin laughing.
B-HOM-039	HOM	5.56	xcomet_noisy 80.5 but NTA miss	腾讯这波操作属于是虾仁猪心了	This move by Tencent is truly outrageous/disgusting/a complete mess.
B-PYA-100	PYA	5.52	xcomet_noisy 88.2 but NTA miss	20w收藏3w点赞	20w likes, 3w shares
B-NEO-096	NEO	5.41	xcomet_noisy 84.5 but NTA miss	泪目，我一直不知道自己想做什么，感觉选择的大都错了，已经索性不想选择了...糟糕啊...	Tears welling up in my eyes, I’ve never really known what I wanted to do, and I’ve felt like almost all of my choices were wrong. I’ve simply stopped trying to choose… This is awful…
B-PYA-005	PYA	5.40	xcomet_noisy 90.2 but NTA miss	看到别人去欧洲旅游的照片，xmsl	Seeing photos of people traveling in Europe, xmsl
B-PYA-012	PYA	5.30	xcomet_noisy 99.1 but NTA miss	jrm今天发生了一件离谱的事	Something bizarre happened today.
B-HOM-112	HOM	5.18	xcomet_noisy 95.9 but NTA miss	梅森：这我可太熟辣！	Mason: I know that really well!
B-PYA-018	PYA	4.87	xcomet_noisy 88.9 but NTA miss	dd，中国女排3比2逆转美国太牛了	China’s women’s volleyball team overturned the United States 3-2, that’s amazing!
B-NEO-077	NEO	4.86	xcomet_noisy 80.2 but NTA miss	为什么留子都不爱和老外谈？	Why do their children not like to talk to foreigners?
B-MIX-078	MIX	4.80	xcomet_noisy 90.3 but NTA miss	学习上problem不能发作	The problem with learning shouldn't manifest/occur.
B-MIX-128	MIX	4.80	xcomet_noisy 80.9 but NTA miss	os好想看张桂源也来一期	I really want to see Zhang Guiyuan get a copy too.
B-PYA-097	PYA	4.74	xcomet_noisy 92.3 but NTA miss	完了疑似吉米被吓疯了hh	It seems like Jimmy went completely crazy from fear hh
B-NEO-010	NEO	4.68	xcomet_noisy 82.6 but NTA miss	选择你的躲藏点，被抓到就芭比Q了	Choose your hiding spot, or you’ll be Barbie-Q’d.
B-HOM-119	NEO	4.63	xcomet_noisy 85.4 but NTA miss	欧内该，我什么都愿意做	"Okay, here's the translation:

Okay, I’ll do anything."
B-NEO-108	NEO	4.47	xcomet_noisy 96.8 but NTA miss	一想到一睁眼就有倒计时就难绷	The thought of seeing a countdown immediately upon opening my eyes was unbearable.
B-HOM-091	HOM	4.34	xcomet_noisy 83.9 but NTA miss	立马去郊区浇筑一个刚进混凝土的地下堡垒	Go immediately to the suburbs and pour a basement fortress with freshly poured concrete.
B-MIX-116	MIX	4.26	xcomet_noisy 81.8 but NTA miss	小时候我没有cp这个概念，一直认为这俩只是朋友	"When I was young, I didn't have a concept of ""crush,"" and I always thought they were just friends."
B-HOM-076	HOM	4.00	xcomet_noisy 90.4 but NTA miss	这显卡价格真是辣鸡，还买什么啊	This graphics card price is awful, what are you even buying it for?
B-PYA-022	PYA	3.88	xcomet_noisy 85.6 but NTA miss	白色真是yyds	White is truly yyds.
B-NEO-103	NEO	3.86	xcomet_noisy 92.0 but NTA miss	我还以为是9.9元拼好饭呢	I thought it was a 9.9 yuan pre-made meal.
B-MIX-090	MIX	3.64	xcomet_noisy 84.5 but NTA miss	杨博文四代唯一C位队长	Yang Bowen is the only C position captain for four generations.
B-NEO-028	NEO	3.63	xcomet_noisy 93.0 but NTA miss	这个综艺太下饭了，一口气看完	This variety show is so addictive, I watched it all in one sitting.
B-HOM-094	HOM	3.61	xcomet_noisy 85.3 but NTA miss	冷芝士：袜子不是茶包	Cold cheese: Socks are not tea bags.
B-MIX-074	MIX	3.55	xcomet_noisy 81.8 but NTA miss	我的文化水平belike	My cultural level is like...
B-HOM-083	HOM	3.24	xcomet_noisy 81.9 but NTA miss	怎么达不溜小兵了	How do you get past the little soldiers?
B-PYA-095	PYA	3.23	xcomet_noisy 96.7 but NTA miss	光明，赐予我力量（bushi）	Light, grant me strength.
B-HOM-096	HOM	3.22	xcomet_noisy 83.1 but NTA miss	孩好像真的很困了，但是一直被麻麻薅过来薅过去配合拍视频	He seems really tired, but he’s constantly being pulled this way and that by Mama to cooperate with taking videos.
B-HOM-058	HOM	3.19	xcomet_noisy 82.5 but NTA miss	这是我女朋友 羡慕吗笑抽们🤣	Is my girlfriend jealous? You guys are laughing 😂
B-MIX-062	MIX	3.12	xcomet_noisy 98.7 but NTA miss	这个PK谁赢了	Who won this PK?
B-HOM-021	HOM	3.09	xcomet_noisy 97.9 but NTA miss	沃草，这无人机表演太震撼了	Wow, that drone show was so amazing!
B-NEO-043	NEO	2.95	xcomet_noisy 88.9 but NTA miss	你这个行为真的很下头	That’s really low behavior.
B-NEO-050	NEO	2.85	xcomet_noisy 84.1 but NTA miss	内耗太严重了	It’s draining too much energy.
B-HOM-007	HOM	2.76	xcomet_noisy 94.7 but NTA miss	今天又是杯具的一天，出门忘带钥匙	Today was a complete disaster, I forgot my keys when I went out.
B-MIX-076	MIX	2.76	xcomet_noisy 97.4 but NTA miss	店员花一秒钟get到你的意思了	The salesperson understood your meaning in a second.
B-MIX-070	MIX	2.71	xcomet_noisy 98.5 but NTA miss	这个PPT做得好	This PPT is well done.
B-HOM-084	HOM	2.70	xcomet_noisy 91.8 but NTA miss	！？雀潮？！	?! Swarm of Sparrows?!
B-HOM-086	HOM	2.67	xcomet_noisy 91.3 but NTA miss	蛇：卧槽，怎么又是他	Snake: “Damn it, it’s him again!”
B-NEO-020	NEO	2.57	xcomet_noisy 90.9 but NTA miss	公司要黄了的5个征兆，当公司开始严抓考勤，你该考虑润了	5 signs a company is about to fail, and you should consider leaving when it starts strictly enforcing attendance.
B-PYA-023	PYA	2.56	xcomet_noisy 92.4 but NTA miss	u1s1，317万年终奖确实让人眼红	That bonus of 3.17 million after one year is truly enviable.
B-PYA-098	PYA	2.49	xcomet_noisy 90.2 but NTA miss	看清楚材质吧，pdd很多都是聚酯纤维，你问客服没几个敢说是纯棉的	Take a good look at the material; a lot of the products on PDD are polyester, and when you ask the customer service, not many are willing to say they're 100% cotton.
B-HOM-061	HOM	2.34	xcomet_noisy 93.2 but NTA miss	我要笑亖了卧槽	I'm about to burst out laughing, damn it.
B-PYA-011	PYA	2.32	xcomet_noisy 95.8 but NTA miss	jrm帮我看看这个怎么选	Can you help me figure out how to choose this?
B-HOM-103	HOM	2.31	xcomet_noisy 82.0 but NTA miss	笑成猪头最好笑是因为！！！我本来就觉得很好笑哈哈哈，看到这个蚌不住了！！！	It’s the funniest because!!! I already found it hilarious haha, I couldn’t help but burst out laughing!!!
B-HOM-014	HOM	2.10	xcomet_noisy 91.4 but NTA miss	新来的00后程序员写的代码，看到这段注释真的快把我笑拥了	The code written by a new generation (Z) programmer, seeing this comment, almost made me burst out laughing.
B-NEO-063	NEO	1.91	xcomet_noisy 89.3 but NTA miss	这帖子纯纯的钓鱼经验，别当真	This post is purely fishing experience, don't take it seriously.
B-HOM-085	HOM	1.80	xcomet_noisy 98.8 but NTA miss	此人知识面级广	This person has a broad knowledge base.
B-NEO-045	NEO	1.77	xcomet_noisy 84.9 but NTA miss	他这个人好油腻	He’s a slippery character.
B-PYA-010	PYA	1.59	xcomet_noisy 87.9 but NTA miss	这个xgg好帅，求联系方式	This xgg is so handsome, please give me your contact information.
B-PYA-090	PYA	1.58	xcomet_noisy 90.1 but NTA miss	wc我想要高斯裤子的链接，真的好帅	I want the link to Gauss's underwear, it's so handsome.
B-NEO-006	NEO	1.56	xcomet_noisy 92.8 but NTA miss	评论区全是在带节奏的，真相没人关心	The comment section is all about hype, no one cares about the truth.
B-PYA-084	PYA	1.53	xcomet_noisy 82.6 but NTA miss	塔图姆NB	TatummNB
