uid	category	severity	reasons	src_noisy	hyp_noisy
B-PYA-111	PYA	25.55	xcomet/kiwi Δ disagree by 25.6	就说问啥听不到，nnd只带了一个耳机	I was just asking why I couldn't hear anything, damn it, I only had one earphone with me.
B-HOM-047	HOM	24.61	xcomet/kiwi Δ disagree by 24.6	窝五碎！！！	This is utterly awful!
B-PYA-071	PYA	24.47	xcomet/kiwi Δ disagree by 24.5	xswl一人血书求这个短剧拍真人版	I'm dying to get this short drama made into a live-action version!
B-HOM-110	HOM	23.97	xcomet/kiwi Δ disagree by 24.0	预计会火，火钳刘明	It's expected to be popular, fire tongs Liu Ming
B-PYA-078	PYA	23.74	xcomet/kiwi Δ disagree by 23.7	真的栓Q了家人们	It really tied up the family members.
B-HOM-118	HOM	23.56	xcomet/kiwi Δ disagree by 23.6; xcomet_noisy 96.5 but NTA miss	雾草这幕太美了	This scene is so beautiful!
B-MIX-009	MIX	23.46	xcomet/kiwi Δ disagree by 23.5; xcomet_noisy 83.7 but NTA miss	王虹这波演讲直接slay	Wang Hong's speech was absolutely slay!
B-HOM-006	HOM	23.43	xcomet/kiwi Δ disagree by 23.4	你是不是稀饭我？直说嘛	Do you like me? Just say so.
B-PYA-022	PYA	23.09	xcomet/kiwi Δ disagree by 23.1; xcomet_noisy 90.2 but NTA miss	白色真是yyds	White is so cool!
B-PYA-044	PYA	22.87	xcomet/kiwi Δ disagree by 22.9	u1s1，这个视频做得真好	To be honest, this video is really well made.
B-NEO-069	NEO	22.60	xcomet/kiwi Δ disagree by 22.6; xcomet_noisy 93.9 but NTA miss	内卷太严重了，打工人伤不起	The competition is too fierce; working people can't afford it.
B-HOM-074	HOM	22.47	xcomet/kiwi Δ disagree by 22.5	“雨女无瓜”这么好笑吗是挺好笑的	"Is ""It's none of your business"" really that funny? It is quite funny."
B-HOM-035	HOM	22.42	xcomet/kiwi Δ disagree by 22.4	看到50亿离婚案的消息我直接蓝瘦香菇	Seeing the news of the 5 billion yuan divorce case made me feel utterly heartbroken.
B-NEO-027	NEO	22.42	xcomet/kiwi Δ disagree by 22.4	电子榨菜输出中，午饭点准时到	Electronic pickled mustard tuber is being dispensed; it will arrive promptly at lunchtime.
B-MIX-124	MIX	22.17	xcomet/kiwi Δ disagree by 22.2	这一场演得不好，应该喊cut重来	"This performance was poor; they should call ""cut"" and start over."
B-HOM-032	HOM	22.11	xcomet/kiwi Δ disagree by 22.1	你就耗子尾汁吧，别折腾了	Just use rat tail juice, don't bother with anything else.
B-NEO-056	NEO	22.06	xcomet/kiwi Δ disagree by 22.1; xcomet_noisy 88.1 but NTA miss	他好会整活	He's good at creating drama.
B-HOM-008	HOM	22.01	xcomet/kiwi Δ disagree by 22.0	人生就是一个杯具接着一个杯具	Life is one tragedy after another.
B-HOM-001	HOM	21.80	xcomet/kiwi Δ disagree by 21.8; xcomet_noisy 93.7 but NTA miss	酱紫也行？那我也试试	Is that okay? I'll give it a try.
B-HOM-056	HOM	21.76	xcomet/kiwi Δ disagree by 21.8	这里是孙吧忏悔室，一人忏悔一件你觉得最厨神的事	This is Sunba's Confession Room, where each person can confess one thing they think is the most amazing thing about a chef.
B-PYA-063	PYA	21.62	xcomet/kiwi Δ disagree by 21.6	fs们太能打了	The FS players are too good at fighting.
B-MIX-098	MIX	20.96	xcomet/kiwi Δ disagree by 21.0	别什么过场都搞qte，破坏连贯	Don't use QTEs for every cutscene; it disrupts the flow.
B-MIX-039	MIX	20.89	xcomet/kiwi Δ disagree by 20.9	这个GMV变高了	The GMV has increased.
B-HOM-025	HOM	20.86	xcomet/kiwi Δ disagree by 20.9	先报上自己的分数啊搞辣菜	First, state your score and then prepare spicy dishes.
B-HOM-134	HOM	20.74	xcomet/kiwi Δ disagree by 20.7	我真怕药水一拳给向左打晕过去	I'm really afraid the medicine will knock me unconscious with a single punch to the left.
B-HOM-075	HOM	20.72	xcomet/kiwi Δ disagree by 20.7	还有给	And give
B-HOM-121	HOM	20.57	xcomet/kiwi Δ disagree by 20.6	年轻人不讲武德！耗子尾汁	Young people lack martial ethics! (Rat tail juice)
B-NEO-071	NEO	20.48	xcomet/kiwi Δ disagree by 20.5	内卷到头秃，躺平又心慌	Coping to the point of baldness, lying down makes me anxious.
B-HOM-071	HOM	20.44	xcomet/kiwi Δ disagree by 20.4	要泥寡,雨女无瓜!	If it's muddy and there's no rain, then it has nothing to do with me!
B-PYA-081	PYA	20.29	xcomet/kiwi Δ disagree by 20.3	氪金也能让各家fs满意	Pay-to-win can satisfy all the players.
B-MIX-143	MIX	20.05	xcomet/kiwi Δ disagree by 20.0	他和背后的 n pc 格格不入	He was out of place with the NPCs behind him.
B-HOM-036	HOM	20.03	xcomet/kiwi Δ disagree by 20.0	针不戳，这个视频做得真好	This video is really well made, not bad.
B-PYA-028	PYA	19.98	xcomet_noisy 80.0 but NTA miss	nb！这个操作太秀了	Wow! That was amazing!
B-NEO-042	NEO	19.60	xcomet_noisy 94.8 but NTA miss	这手机信号拉胯到离谱	The cell phone signal is ridiculously bad.
B-PYA-091	PYA	19.50	xcomet_noisy 86.8 but NTA miss	WC，这都能被发现啊	Wow, how did they even notice that?
B-PYA-052	PYA	18.43	xcomet_noisy 90.3 but NTA miss	夏天就好这一口！！天妇罗冰锅yyds！！	This is the perfect summer treat!! Tempura ice cream is the best!!
B-NEO-019	NEO	17.10	xcomet_noisy 93.4 but NTA miss	兄弟们我润美国了	Brothers, I've made it to America!
B-PYA-074	PYA	16.56	xcomet_noisy 82.0 but NTA miss	这个耳朵前后的颜色变化xswl	The color change of that ear is hilarious!
B-NEO-039	NEO	16.41	xcomet_noisy 90.5 but NTA miss	打工人看完317万年终奖直接躺平了	After seeing their 3.17 million yuan year-end bonus, working people just collapsed in despair.
B-PYA-011	PYA	16.14	xcomet_noisy 93.0 but NTA miss	jrm帮我看看这个怎么选	JRM, could you help me figure out how to choose this?
B-PYA-095	PYA	16.03	xcomet_noisy 85.9 but NTA miss	光明，赐予我力量（bushi）	Light, grant me strength (not really).
B-NEO-048	NEO	15.52	xcomet_noisy 91.1 but NTA miss	天天水经验，也不发点有用的帖子	You just post random experience points all day long, and never post anything useful.
B-PYA-031	PYA	15.19	xcomet_noisy 91.5 but NTA miss	王虹从垫底到菲尔兹奖，这波直接nb	Wang Hong went from being at the bottom to winning the Fields Medal; this is truly amazing.
B-NEO-005	NEO	15.02	xcomet_noisy 96.4 but NTA miss	别带节奏了，事情不是你想的那样	Stop spreading rumors, things aren't as you think.
B-NEO-062	NEO	14.81	xcomet_noisy 93.6 but NTA miss	香港🇭🇰打车有这么卷吗？又难？	Is it really that difficult to hail a taxi in Hong Kong?
B-HOM-070	HOM	14.48	xcomet_noisy 81.1 but NTA miss	这个特效针不戛！	This special effect is so seamless!
B-HOM-002	HOM	14.24	xcomet_noisy 98.1 but NTA miss	你怎么酱紫说话，人家会误会的	How can you talk like that? People will misunderstand.
B-PYA-110	PYA	13.93	xcomet_noisy 88.2 but NTA miss	万恶的zi ben jia	The evil Zibenjia
B-MIX-049	MIX	13.71	xcomet_noisy 85.5 but NTA miss	加个buff，变得更强	Add a buff and become stronger.
B-HOM-115	HOM	13.56	xcomet_noisy 95.5 but NTA miss	活到老学到老,似了也要学习	One should never stop learning, even when one is old.
B-NEO-055	NEO	13.44	xcomet_noisy 81.0 but NTA miss	拔草了不买	Weeded but didn't buy
B-NEO-051	NEO	12.90	xcomet_noisy 85.2 but NTA miss	互联网嘴替实锤	Internet-based fake testimonials confirmed
B-PYA-033	PYA	12.81	xcomet_noisy 90.0 but NTA miss	bl粉丝太能控评了	BL fans are too good at controlling comments.
B-PYA-100	PYA	12.76	xcomet_noisy 93.6 but NTA miss	20w收藏3w点赞	200,000 favorites, 30,000 likes
B-HOM-069	HOM	12.44	xcomet_noisy 83.6 but NTA miss	现场偷挖被抓,夺笋呐!	They were caught illegally digging up bamboo shoots!
B-NEO-068	NEO	12.12	xcomet_noisy 87.8 but NTA miss	摆烂一天算了	Let's just give up for a day.
B-MIX-066	MIX	11.70	xcomet_noisy 89.1 but NTA miss	Rush E 朗朗PK街头钢琴家	Rush E Lang Lang vs. Street Pianist
B-PYA-015	PYA	11.46	xcomet_noisy 84.9 but NTA miss	这条rs怎么还没上	Why hasn't this RS been uploaded yet?
B-PYA-001	PYA	11.45	xcomet_noisy 86.5 but NTA miss	xql日常太甜了，羡慕死了	XQL's daily life is so sweet, I'm so envious!
B-MIX-054	MIX	11.43	xcomet_noisy 84.7 but NTA miss	GG了，完了	It's GG, it's over.
B-MIX-038	MIX	11.41	xcomet_noisy 97.0 but NTA miss	显卡涨价涨成这样，简直是price离谱	The price increase of graphics cards is simply outrageous.
B-PYA-049	PYA	11.27	xcomet_noisy 87.5 but NTA miss	rwkk这到底是什么鱼	rwkk What kind of fish is this?
B-PYA-099	PYA	10.92	xcomet_noisy 87.6 but NTA miss	27W收藏4W点赞服了不提醒还不知道........	270,000 favorites and 40,000 likes—I'm amazed! I wouldn't even know unless I was told...
B-PYA-032	PYA	10.74	xcomet_noisy 97.9 but NTA miss	xjj们推荐一下好用的手机呗	Hey everyone, can you recommend some good mobile phones?
B-MIX-078	MIX	10.69	xcomet_noisy 91.2 but NTA miss	学习上problem不能发作	Problems in learning cannot be manifested.
B-NEO-010	NEO	10.12	xcomet_noisy 90.0 but NTA miss	选择你的躲藏点，被抓到就芭比Q了	Choose your hiding spot; if you get caught, you'll be Barbie Q!
B-MIX-036	MIX	10.10	xcomet_noisy 87.3 but NTA miss	腾讯这波泄密事件直接social death了	This data breach at Tencent has resulted in social death.
B-PYA-018	PYA	9.99	xcomet_noisy 86.3 but NTA miss	dd，中国女排3比2逆转美国太牛了	dd, the Chinese women's volleyball team's 3-2 comeback victory against the United States is amazing!
B-PYA-062	PYA	9.83	xcomet_noisy 84.5 but NTA miss	xswl打印机都沦没墨了	The XSwl printer is out of ink.
B-PYA-046	PYA	9.82	xcomet_noisy 94.8 but NTA miss	这吧里xfxy的，天天吵架	This forum is full of people who are always arguing.
B-NEO-046	NEO	9.18	xcomet_noisy 84.8 but NTA miss	没绷住破绷了	It broke because I couldn't hold it in.
B-PYA-059	PYA	9.00	xcomet_noisy 86.0 but NTA miss	山航yyds	Shandong Airlines yyds
B-PYA-003	PYA	8.68	xcomet_noisy 87.8 but NTA miss	xql之间的默契真的绝了	The teamwork between xql is truly amazing.
B-HOM-112	HOM	8.68	xcomet_noisy 91.4 but NTA miss	梅森：这我可太熟辣！	Mason: I know this like the back of my hand!
B-PYA-014	PYA	8.53	xcomet_noisy 93.2 but NTA miss	王虹yyds！中国数学家终于拿到菲尔兹奖了	Wang Hong is amazing! A Chinese mathematician has finally won the Fields Medal!
B-NEO-115	NEO	8.44	xcomet_noisy 90.5 but NTA miss	所以男主在嘎掉的威胁下领悟了？	So the male protagonist realized something under the threat of being killed?
B-PYA-043	PYA	8.37	xcomet_noisy 95.0 but NTA miss	zqsg追星好累	It's so tiring to be a fan!
B-PYA-034	PYA	8.28	xcomet_noisy 91.4 but NTA miss	会聊天的男生真的yyds	Guys who are good at chatting are really awesome!
B-NEO-045	NEO	8.27	xcomet_noisy 92.5 but NTA miss	他这个人好油腻	He's such a greasy person.
B-PYA-041	PYA	8.23	xcomet_noisy 80.7 but NTA miss	泰奶+Gelato yyds！！！	Thai milk+Gelato yyds! ! !
B-HOM-135	HOM	8.18	xcomet_noisy 80.2 but NTA miss	甲亢哥：我还能再看亿遍	Hyperthyroidism Guy: I could watch it a billion more times.
B-MIX-047	MIX	8.06	xcomet_noisy 96.2 but NTA miss	这个角色太OP了	This character is too OP.
B-HOM-033	HOM	7.77	xcomet_noisy 90.1 but NTA miss	王虹这波属实深藏blue了，拿完奖还这么低调	Wang Hong is truly hiding her true colors; she's remained so low-key even after winning the award.
B-HOM-045	HOM	7.73	xcomet_noisy 83.4 but NTA miss	中国女排这波直接丸辣，美国队不服不行	The Chinese women's volleyball team's performance was absolutely stunning; the American team has no choice but to admit defeat.
B-NEO-077	NEO	7.66	xcomet_noisy 80.8 but NTA miss	为什么留子都不爱和老外谈？	Why does Ryuko not like to talk to foreigners?
B-MIX-145	NEO	7.60	xcomet_noisy 83.1 but NTA miss	甲亢哥：我DNA动了	Hyperthyroidism Guy: My DNA Has Been Moved
B-HOM-057	HOM	7.48	xcomet_noisy 84.3 but NTA miss	关于玉玉症表妹喜欢上我的故事	The story of my cousin with Yu Yu syndrome falling in love with me
B-PYA-042	PYA	7.48	xcomet_noisy 84.5 but NTA miss	yygq什么呢，有话直说不行吗	What's with the 'yygq'? Can't you just say what you mean?
B-NEO-016	NEO	7.35	xcomet_noisy 81.0 but NTA miss	看似输了实际赢麻了	Seemingly lost, but actually won to the point of numbness.
B-PYA-017	PYA	7.23	xcomet_noisy 89.2 but NTA miss	14个月正是穿lulu的时候	14 months is the perfect time to wear Lulu.
B-NEO-110	NEO	7.04	xcomet_noisy 89.3 but NTA miss	泪目了，米哈游你坏事做尽	I'm so moved, miHoYo, you've done so many bad things!
B-NEO-108	NEO	6.76	xcomet_noisy 98.9 but NTA miss	一想到一睁眼就有倒计时就难绷	The thought of waking up to a countdown is unbearable.
B-MIX-030	MIX	6.75	xcomet_noisy 94.0 but NTA miss	中国女排这vibe太强了，3比2逆转太燃	The Chinese women's volleyball team is too strong! Their 3-2 comeback victory is so exciting!
B-HOM-040	HOM	6.64	xcomet_noisy 88.1 but NTA miss	有内味了，就是这个感觉	That's the vibe, that's the feeling!
B-MIX-025	MIX	6.55	xcomet_noisy 96.6 but NTA miss	这也太离谱了吧我直接emo	This is outrageous! I'm totally speechless.
B-HOM-063	HOM	6.53	xcomet_noisy 85.2 but NTA miss	笑亖了家人们谁懂啊	I laughed so hard, but none of my family members understand.
B-NEO-053	NEO	6.52	xcomet_noisy 82.3 but NTA miss	双持党表示苹果和华为都不够用	Dual-use users say that neither Apple nor Huawei is enough.
B-PYA-036	PYA	6.51	xcomet_noisy 82.8 but NTA miss	减脂党狂喜！番茄鸡蛋燕麦粥yyds	Weight loss enthusiasts rejoice! Tomato, egg, and oatmeal porridge is awesome!
B-NEO-064	NEO	6.47	xcomet_noisy 80.8 but NTA miss	纯纯的牛马人生	A pure life of cattle and horses
B-NEO-006	NEO	6.27	xcomet_noisy 94.0 but NTA miss	评论区全是在带节奏的，真相没人关心	The comments section is full of people stirring up trouble; nobody cares about the truth.
B-PYA-087	PYA	6.17	xcomet_noisy 85.5 but NTA miss	快别TM说了，抓紧睡半个钟头，不然去早餐店要迟到了	Stop talking the hell out of here, hurry up and get some sleep for half an hour, or you'll be late for breakfast.
B-NEO-041	NEO	6.16	xcomet_noisy 80.2 but NTA miss	这员工凡尔赛式晒年终奖，结果翻车了	This employee's Versailles-style year-end bonus posting backfired.
B-NEO-021	NEO	6.10	xcomet_noisy 90.0 but NTA miss	赛博朋克2077，极致嘴臭极致享受	Cyberpunk 2077: The ultimate in foul language, the ultimate enjoyment.
B-PYA-054	PYA	6.08	xcomet_noisy 89.2 but NTA miss	马到成功yyds	May you achieve your goal!
B-MIX-032	MIX	5.72	xcomet_noisy 89.1 but NTA miss	50亿离婚案这drama程度堪比韩剧	The 5 billion yuan divorce case is as dramatic as a Korean drama.
B-HOM-093	HOM	5.70	xcomet_noisy 91.5 but NTA miss	蚌不住了	The clam couldn't hold on any longer.
B-HOM-011	HOM	5.68	xcomet_noisy 81.4 but NTA miss	世界上最神金的行为	The most divine gold behavior in the world
B-HOM-097	HOM	5.55	xcomet_noisy 93.4 but NTA miss	哈哈哈哈哈，不好意思哈哈哈哈哈没崩住	Hahahaha, sorry hahahaha I couldn't hold it in.
B-PYA-012	PYA	5.33	xcomet_noisy 93.6 but NTA miss	jrm今天发生了一件离谱的事	Something outrageous happened at JRM today.
B-NEO-058	NEO	5.21	xcomet_noisy 89.2 but NTA miss	景区打人还理直气壮的，真是绝绝子	It's utterly despicable that someone assaulted someone at a tourist attraction and then acted so self-righteously.
B-NEO-067	NEO	5.19	xcomet_noisy 84.1 but NTA miss	摆烂了，爱咋咋地	I'm giving up, whatever.
B-PYA-086	PYA	5.09	xcomet_noisy 90.3 but NTA miss	yysy，两边都看完了	yysy, I've watched both sides.
B-NEO-113	NEO	4.86	xcomet_noisy 81.3 but NTA miss	太真实了，想到的那句话发现他可能听不懂于是在后面加点补丁	That's so true! I thought of a line, but realized he might not understand, so I added some embellishments at the end.
B-NEO-012	NEO	4.83	xcomet_noisy 92.3 but NTA miss	人一旦染上班味，这辈子就去不掉了	"Once you get that ""work smell,"" you can never get rid of it."
B-PYA-084	PYA	4.70	xcomet_noisy 86.5 but NTA miss	塔图姆NB	Tatum NB
B-HOM-095	HOM	4.60	xcomet_noisy 84.0 but NTA miss	就说00这一套真的超级好看的，我可以安心的似了	This outfit of 00's is absolutely gorgeous, I can finally wear it with peace of mind.
B-PYA-068	PYA	4.30	xcomet_noisy 92.2 but NTA miss	zqsg追了这么多年，终于更新了	After following ZQSG for so many years, it's finally updated!
B-NEO-070	NEO	4.23	xcomet_noisy 94.6 but NTA miss	这波操作属实逆天了	This move was truly incredible.
B-NEO-040	NEO	4.10	xcomet_noisy 91.8 but NTA miss	这剧情给我整破防了	This plot has completely overwhelmed me.
B-NEO-091	NEO	4.01	xcomet_noisy 89.6 but NTA miss	说个冷知识，来俊臣的父亲名叫来操，是个挺生草的名字	Here's a little-known fact: Lai Junchen's father's name was Lai Cao, which is quite a quirky name.
B-NEO-100	NEO	3.90	xcomet_noisy 85.9 but NTA miss	扎格列斯之手的含金量还在上升！	The value of the Hand of Zagreb is still rising!
B-NEO-109	NEO	3.83	xcomet_noisy 89.5 but NTA miss	逆天，吴国给日本朝贡都来了	Unbelievable! The Kingdom of Wu has even come to pay tribute to Japan!
B-PYA-064	PYA	3.62	xcomet_noisy 92.2 but NTA miss	ssfd，这个太恐怖了	ssfd, that's terrifying.
B-NEO-059	NEO	3.61	xcomet_noisy 86.3 but NTA miss	破防了	My defenses have been breached.
B-NEO-023	NEO	3.60	xcomet_noisy 97.2 but NTA miss	孙红雷演技炸裂，20万人打出7.5分	Sun Honglei's acting was phenomenal; 200,000 people gave it a 7.5 rating.
B-HOM-091	HOM	3.56	xcomet_noisy 83.2 but NTA miss	立马去郊区浇筑一个刚进混凝土的地下堡垒	Immediately go to the suburbs to pour concrete for an underground fortress.
B-HOM-079	HOM	3.47	xcomet_noisy 82.4 but NTA miss	前车：不二？	The car in front: No one?
B-NEO-112	NEO	3.41	xcomet_noisy 84.1 but NTA miss	看勇哥直播，各种神人	Watching Yong Ge's live stream, you see all sorts of amazing people.
B-MIX-130	MIX	3.37	xcomet_noisy 95.6 but NTA miss	从来没有get到他颜值	I've never been interested in his looks.
B-MIX-027	MIX	3.28	xcomet_noisy 96.3 but NTA miss	掉san了，这个太恐怖了	I lost my sanity, this is terrifying.
B-PYA-004	PYA	3.26	xcomet_noisy 86.8 but NTA miss	全网最甜xql非他们莫属	The sweetest romance on the entire internet has to be them.
B-PYA-069	PYA	3.20	xcomet_noisy 85.6 but NTA miss	Xswl就说有没有美味大餐吧哈哈哈哈哈哈哈	Xswl, just tell me, is there a delicious meal coming up? Hahahaha
B-HOM-085	HOM	3.18	xcomet_noisy 100.0 but NTA miss	此人知识面级广	This person has a broad range of knowledge.
B-NEO-063	NEO	3.10	xcomet_noisy 89.0 but NTA miss	这帖子纯纯的钓鱼经验，别当真	This post is purely phishing advice, don't take it seriously.
B-MIX-013	MIX	3.08	xcomet_noisy 92.1 but NTA miss	e人累了一周还要爬起来继续嗨	After a tiring week, people still have to get up and keep having fun.
B-PYA-107	PYA	3.05	xcomet_noisy 95.0 but NTA miss	心灵感应原版就是致敬火花hhh	The original version of Telepathy is clearly a tribute to Spark, haha.
B-PYA-025	PYA	3.03	xcomet_noisy 91.6 but NTA miss	显卡涨价这消息直接让我blx了	The news of graphics card price increases really made me angry.
B-PYA-083	PYA	3.00	xcomet_noisy 83.0 but NTA miss	她俩要是有cpf这都能当谈过的证据了	If they have a romantic relationship, this could be considered evidence that they were dating.
B-NEO-114	NEO	3.00	xcomet_noisy 93.5 but NTA miss	为什么能匹到这么多神人	Why can I match with so many amazing people?
B-HOM-092	HOM	2.93	xcomet_noisy 86.3 but NTA miss	鸡本功扎实	Chicken has solid skills
B-HOM-048	HOM	2.93	xcomet_noisy 85.4 but NTA miss	赛里木湖这事整得灰常离谱	The Sayram Lake incident is extremely absurd.
B-NEO-098	NEO	2.93	xcomet_noisy 83.2 but NTA miss	虽然整个乐队前期像拼好队一样，但是结局随着独角兽的回归写的还是不错的	Although the band's early stages felt like a hastily assembled team, the ending, with the return of the unicorn, was quite well-written.
B-MIX-056	MIX	2.93	xcomet_noisy 92.6 but NTA miss	图样森破，你太天真了	You're too naive.
B-NEO-089	NEO	2.84	xcomet_noisy 94.6 but NTA miss	无论从哪个层面来看，都是吊炸了	From any perspective, it's absolutely amazing.
B-NEO-038	NEO	2.84	xcomet_noisy 82.5 but NTA miss	这帖子水分太大，灌水灌的	This post is full of fluff and irrelevant content.
B-HOM-007	HOM	2.78	xcomet_noisy 96.7 but NTA miss	今天又是杯具的一天，出门忘带钥匙	Today was another unfortunate day; I forgot my keys when I went out.
B-MIX-076	MIX	2.75	xcomet_noisy 97.8 but NTA miss	店员花一秒钟get到你的意思了	The shop assistant understood what you meant in a second.
B-MIX-100	MIX	2.74	xcomet_noisy 97.5 but NTA miss	要是做出这样的mod，那就有意思了	That would be interesting.
B-NEO-028	NEO	2.66	xcomet_noisy 91.8 but NTA miss	这个综艺太下饭了，一口气看完	This variety show is so good for watching while eating, I watched it all in one go.
B-MIX-128	MIX	2.61	xcomet_noisy 95.5 but NTA miss	os好想看张桂源也来一期	I really want to see Zhang Guiyuan in an episode too.
B-NEO-008	NEO	2.59	xcomet_noisy 97.6 but NTA miss	遇到杠精最好的办法就是不理他	The best way to deal with a troll is to ignore them.
B-MIX-103	MIX	2.56	xcomet_noisy 94.0 but NTA miss	知名up主老番茄视频内容不慎跌回五年前的水平	Popular YouTuber Lao Fanqie's video content has inadvertently fallen back to the level of five years ago.
B-HOM-013	HOM	2.49	xcomet_noisy 88.8 but NTA miss	笑拥了！带货主播推荐的迷惑水果太离谱了吧	LOL! The perplexing fruits recommended by the livestreaming sales host are outrageous!
B-PYA-024	PYA	2.22	xcomet_noisy 94.3 but NTA miss	XHS上好多人在讨论	Many people on XHS are discussing this.
B-PYA-051	PYA	2.18	xcomet_noisy 91.9 but NTA miss	tcl，我真的太菜了	I'm such a noob at TCL.
B-PYA-039	PYA	2.15	xcomet_noisy 92.8 but NTA miss	bdjw这个怎么用	How do I use bdjw?
B-PYA-085	PYA	2.14	xcomet_noisy 92.3 but NTA miss	想吃肉质Q弹的就买散养老公鸡	If you want tender, springy meat, buy free-range roosters.
B-HOM-086	HOM	2.12	xcomet_noisy 96.0 but NTA miss	蛇：卧槽，怎么又是他	Snake: Holy crap, it's him again!
B-HOM-114	HOM	2.09	xcomet_noisy 95.5 but NTA miss	我不行了我笑得要噶了	I can't take it anymore, I'm laughing so hard I'm about to burst!
B-HOM-039	HOM	2.06	xcomet_noisy 85.7 but NTA miss	腾讯这波操作属于是虾仁猪心了	Tencent's move is utterly disingenuous.
B-PYA-027	PYA	2.05	xcomet_noisy 82.9 but NTA miss	某些景区管理真是yygq，表面道歉背后照样	Some scenic area management is truly incompetent; they apologize on the surface but continue their practices behind the scenes.
B-HOM-130	HOM	1.99	xcomet_noisy 95.4 but NTA miss	哎你怎么似了	Hey, what's wrong with you?
