uid	category	xcomet_noisy	xcomet_clean	xcomet_d	kiwi_noisy	kiwi_clean	kiwi_d	nta_noisy	nta_clean	nta_d	src_noisy	hyp_noisy	src_clean	hyp_clean	ref_en
B-HOM-023	HOM	81.69	89.70	8.01	52.07	56.48	4.41	0	0	0	你想peach呢，哪有这么好的事	You want to peach, but there's no such good thing.	你想屁吃呢，哪有这么好的事	You're talking nonsense, there's no such good thing.	you're dreaming, how can something that good happen
B-HOM-024	HOM	94.97	97.07	2.09	77.14	83.37	6.23	100	100	0	别虾扯蛋了，老师说的都是真的吗	Don't talk nonsense anymore, are all the teacher's words true?	别瞎扯淡了，老师说的都是真的吗	Stop talking nonsense, are all the things the teacher said true?	stop talking BS, is what the teacher said even true
B-HOM-025	HOM	62.14	70.40	8.26	53.76	54.76	0.99	0	0	0	先报上自己的分数啊搞辣菜	First report your own score, guys, it's spicy food.	先报上自己的分数啊搞拉踩	First, report your own score and don't bring others down.	dropping your score first before throwing shade smh
B-HOM-026	HOM	79.87	95.45	15.58	62.22	76.46	14.24	0	0	0	蚌埠住了，腾讯这泄密处理速度也太快了吧	Bengbu is down, Tencent's leak handling speed is too fast	绷不住了，腾讯这泄密处理速度也太快了吧	I can't take it anymore, Tencent's leak handling speed is too fast.	I can't hold it in anymore, Tencent's speed in handling this leak is just too fast
B-HOM-027	HOM	64.03	80.39	16.37	49.99	79.31	29.31	0	0	0	嗷利给，西班牙第一了	Aoli ge, Spain first	奥利给，西班牙第一了	Oli, Spain is first.	Aigoo Spain took first place let's gooo
B-HOM-028	HOM	61.69	80.92	19.23	55.96	78.36	22.40	0	0	0	这配置针不戳，性价比拉满	This configuration is spot on, and the cost-effectiveness is maxed out.	这配置真不错，性价比拉满	This configuration is really great, offering excellent value for money.	This setup slaps, value for money off the charts
B-HOM-029	HOM	63.98	54.14	-9.84	53.64	57.69	4.05	0	0	0	赛里木湖这操作针不戳啊，景区打人还能辞退就完事了？	The operation at Lake Seimulü is spot on, how can the park staff be fired after hitting a tourist?	赛里木湖这操作真不错啊，景区打人还能辞退就完事了？	That operation at Sea Lake is really good. Can the scenic area just fire someone and get away with it after beating them up?	Sarim Lake's handling is just great, beating people at a scenic spot and just firing them is that it?
B-HOM-030	HOM	77.36	93.63	16.26	55.77	79.16	23.39	0	0	0	蚌埠住了，这也太好笑了吧	Bengbu held it, this is too funny	绷不住了，这也太好笑了吧	I can't take it anymore; this is too funny.	bruh I can't hold it in this is too funny lmao
B-HOM-031	HOM	87.66	89.56	1.90	67.17	78.83	11.66	0	0	0	卧槽317万年终奖就这么没了？	What a 3.17 million yuan annual bonus just vanished?	我操317万年终奖就这么没了？	Did my 3.17 million yuan annual bonus just disappear?	Wtf, 3.17 million year-end bonus just gone like that?
B-HOM-032	HOM	78.08	94.70	16.62	48.29	79.59	31.29	0	100	100	你就耗子尾汁吧，别折腾了	Just go with it, stop messing around	你就好自为之吧，别折腾了	Take care of yourself and stop causing trouble.	watch yourself bro stop messing around
B-HOM-033	HOM	81.90	85.18	3.28	63.27	68.95	5.67	0	0	0	王虹这波属实深藏blue了，拿完奖还这么低调	Wang Hong's move this time is truly deeply hidden, winning an award yet remaining so low-key	王虹这波属实深藏不露了，拿完奖还这么低调	Wang Hong's move this time is truly hidden and subtle; she's so modest even after winning the award.	Wang Hong has truly been hiding her talents, so low-key after winning the award
B-HOM-034	HOM	77.85	95.46	17.61	53.61	77.03	23.41	0	0	0	蚌埠住了这也太搞笑了	Bengbu held it, this is too funny	绷不住了这也太搞笑了	I can't take it anymore; this is too funny.	can't hold it in anymore this is way too funny fr
B-HOM-035	HOM	75.25	91.54	16.29	53.90	83.61	29.71	100	0	-100	看到50亿离婚案的消息我直接蓝瘦香菇	Seeing the news about a 50 billion yuan divorce case made me feel blue and want to cry	看到50亿离婚案的消息我直接难受想哭	The news about 5 billion divorce cases made me feel so upset I wanted to cry right away.	Seeing the news about the 5 billion divorce case, I'm so sad I could cry
B-HOM-036	HOM	71.32	91.85	20.53	61.87	84.12	22.25	0	0	0	针不戳，这个视频做得真好	The video is really well made, the needle doesn't stick	真不错，这个视频做得真好	That's really great, the video is done very well.	not bad this video is actually fire
B-HOM-037	HOM	76.37	71.37	-5.00	54.12	68.68	14.57	0	0	0	这景区管理duck不必，7个人打一个司机	This scenic area management is unnecessary, seven people for one driver	这景区管理大可不必，7个人打一个司机	This scenic area management is unnecessary; seven people can handle one driver.	This scenic area management is totally unnecessary, 7 people beating one driver
B-HOM-038	HOM	99.16	99.38	0.22	57.07	84.02	26.95	0	0	0	这个颜色灰常好看	This color is very nice	这个颜色非常好看	This color looks very nice.	this color looks really good ngl
B-HOM-039	HOM	68.00	86.24	18.23	47.71	62.39	14.68	0	0	0	腾讯这波操作属于是虾仁猪心了	Tencent's move is like shrimp meat and pork heart — it's really heartwarming	腾讯这波操作属于是杀人诛心了	This move by Tencent is really heartless.	Tencent's move this time is truly adding insult to injury
B-HOM-040	HOM	84.75	79.94	-4.81	50.01	49.36	-0.65	0	0	0	有内味了，就是这个感觉	There's the taste, that's exactly how it feels	有那味了，就是这个感觉	There it is, that's the feeling.	got that vibe this is the feeling
B-HOM-041	HOM	76.19	71.86	-4.33	68.09	72.88	4.79	0	0	0	泄密被辞退永不录用，这员工只能耗子喂汁了	The employee was fired and never rehired, so they can only feed the rats juice.	泄密被辞退永不录用，这员工只能好自为之了	Leakage leads to dismissal and permanent rejection; this employee can only take care of themselves from now on.	Fired for leaking and never to be rehired, this employee better watch out
B-HOM-042	HOM	96.77	96.54	-0.23	73.25	81.26	8.01	0	0	0	这部剧的女主造型好康	The female lead's look is really good.	这部剧的女主造型好看	The female lead's outfit in this drama looks good.	the female lead's look in this drama is gorgeous
B-HOM-043	HOM	72.65	58.62	-14.03	61.71	40.48	-21.23	0	0	0	耗子尾汁，好自为之吧	Rat tail juice, take care of yourself.	好自为之，好自为之吧	Take care, take care.	Learn your lesson and shape up.
B-HOM-044	HOM	81.38	89.56	8.19	49.23	81.87	32.64	0	0	0	这个操作太虾仁了	This operation is too impressive	这个操作太吓人了	This operation is too scary.	this play is straight up terrifying
B-HOM-045	HOM	83.68	88.18	4.50	56.52	62.58	6.06	0	100	100	中国女排这波直接丸辣，美国队不服不行	China's women's volleyball team just made the U.S. team have no choice but to admit defeat	中国女排这波直接完啦，美国队不服不行	The Chinese women's volleyball team just finished directly, and the American team has no choice but to admit defeat.	China's women's volleyball team is done for this time, the US team has to admit defeat
B-HOM-046	HOM	68.59	95.30	26.71	64.95	70.38	5.43	0	100	100	鸭力好大，快要顶不住了	The strength of the duck is huge, I'm about to be overwhelmed.	压力好大，快要顶不住了	The pressure is too much, I'm about to break.	the pressure is so high can't hold on anymore
B-HOM-047	HOM	48.68	100.00	51.32	58.02	87.95	29.93	0	100	100	窝五碎！！！	I'm so frustrated!!!	我五岁！！！	I am five years old!!!	I'm five years old!!!
B-HOM-048	HOM	77.67	74.78	-2.90	77.03	69.54	-7.49	0	100	100	赛里木湖这事整得灰常离谱	The incident at Lake Seimul is extremely unreasonable.	赛里木湖这事整得非常离谱	The incident at Sea Lake is handled in a very absurd way.	The Sarim Lake incident is really outrageous
B-HOM-049	HOM	92.38	92.57	0.19	83.41	84.67	1.26	0	0	0	看完这帖子我直接笑嘻了	I laughed uncontrollably after reading this post	看完这帖子我直接笑死了	I laughed so hard after reading this post.	after reading this post I'm dead lmao
B-HOM-050	HOM	78.00	99.06	21.05	67.90	85.90	18.00	0	100	100	看完这个视频我蕉绿了	I'm so green with envy after watching this video.	看完这个视频我焦虑了	After watching this video, I felt anxious.	after watching this vid I'm straight up anxious
B-HOM-051	HOM	82.31	95.49	13.17	38.87	81.27	42.41	0	0	0	看完女排比赛我直接鸭梨山大	After watching the women's volleyball match, I was overwhelmed with pressure	看完女排比赛我直接压力山大	After watching the women's volleyball match, I was immediately under a lot of pressure.	After watching the women's volleyball match, I'm under enormous pressure
B-HOM-052	HOM	51.22	43.74	-7.48	63.29	72.45	9.16	0	0	0	笑鼠了！一会抛梗一会接梗	Laughing at the mouse! Sometimes throwing a punchline, sometimes catching one	笑死了！一会抛梗一会接梗	Laughing my head off! Sometimes throwing a punchline, sometimes catching one.	dying of laughter! one sec they set up the joke next sec they're playing along
B-HOM-053	HOM	75.39	84.22	8.83	63.84	69.27	5.43	0	0	0	测评娃哈哈高透史莱姆好好康	Evaluate the quality of Wahaha's high transparency slime, which is very healthy	测评娃哈哈高透史莱姆好好看	Evaluating Wahaha High Transparency Slime Looks Great	reviewing Wahaha's crystal clear slime it looks so good
B-HOM-054	HOM	82.21	92.65	10.44	50.80	78.91	28.11	0	0	0	窝巢，这也太厉害了吧	This is so amazing,窝巢	我操，这也太厉害了吧	Damn, that's way too impressive.	wtf this is too insane bruh
B-HOM-055	HOM	92.16	94.54	2.37	61.36	80.60	19.23	0	0	0	笑的想鼠	Laughing to the point of wanting to cry	笑的想死	Laughing until you can't breathe	laughing till I die
B-HOM-056	HOM	81.19	82.12	0.94	69.22	73.74	4.52	0	0	0	这里是孙吧忏悔室，一人忏悔一件你觉得最厨神的事	This is Sun Bar's confession room, where each person confesses one thing they think is the most amazing.	这里是孙吧忏悔室，一人忏悔一件你觉得最畜生的事	This is Sun's confession room. Each person confesses one thing they think is the most despicable act.	welcome to Sun Bar confessional drop your most savage moment
B-HOM-057	HOM	81.57	100.00	18.43	64.72	83.97	19.25	0	100	100	关于玉玉症表妹喜欢上我的故事	About the story of my sister who developed a crush on me	关于抑郁症表妹喜欢上我的故事	The story of my depressed cousin falling in love with me	the story of how my depressed cousin fell for me
B-HOM-058	HOM	78.15	92.54	14.39	73.46	81.41	7.95	0	100	100	这是我女朋友 羡慕吗笑抽们🤣	This is my girlfriend, are you jealous? Laughing until you cry 😂	这是我女朋友 羡慕吗小丑们🤣	This is my girlfriend. Jealous, little clowns? 😂	this is my gf. jealous you clowns? 🤣
B-HOM-059	HOM	56.89	63.45	6.56	48.95	64.26	15.31	100	0	-100	麻辣烫我只认元娘娘，口味多好7	I only recognize Yuan Wang娘娘 for her spicy, numbing, and hot flavors; the variety is so good.	麻辣烫我只认元娘娘，口味多好吃	I only recognize Yuan娘娘 for her spicy hot pot, with many flavors and delicious taste.	I only trust Yuan Niangniang for malatang it's so good
B-HOM-060	HOM	79.47	79.02	-0.45	64.00	53.83	-10.17	0	0	0	可爱的小香猪变成了温暖的答辩	A cute little piglet became a warm defense	可爱的小香猪变成了温暖的大便	The cute little pot-bellied pig turned into warm feces.	a cute little guinea pig turned into warm crap
B-HOM-061	HOM	91.98	96.64	4.66	79.23	83.57	4.33	100	0	-100	我要笑亖了卧槽	I'm laughing so hard I almost died, damn it	我要笑死了卧槽	I'm dying of laughter, damn it.	I'm gonna die laughing oh shit
B-HOM-062	HOM	70.31	94.66	24.35	46.07	77.48	31.41	0	0	0	时间长了搞亖你	Time passes and you get what you deserve	时间长了搞死你	It'll kill you in the long run.	I'll work you to death over time
B-HOM-063	HOM	74.92	81.51	6.59	59.31	55.84	-3.48	0	0	0	笑亖了家人们谁懂啊	Laughed to death, family members, who understands this?	笑死了家人们谁懂啊	Everyone's laughing, who could understand this?	dying of laughter fam who understands
B-HOM-064	HOM	35.13	98.24	63.12	48.97	87.12	38.15	0	0	0	她居然紫砂了	She was surprised that he used a purple clay pot.	她居然自杀了	She committed suicide.	she actually offed herself
B-HOM-065	HOM	48.02	48.43	0.42	71.76	72.26	0.49	100	100	0	小哥：我真妹骗人！！我真给白衣女鬼送过餐！！你不知道哟！我魂都快没了，那餐是一点都没撒！！没办法，这就是哥的实力！	Little brother: I really didn't lie! I really delivered food to the white-clothed ghost girl! You don't know! My soul is almost gone, but the food didn't spill a drop! There's no way, this is my brother's strength!	小哥：我真没骗人！！我真给白衣女鬼送过餐！！你不知道哟！我魂都快没了，那餐是一点都没撒！！没办法，这就是哥的实力！	Bro: I really didn't lie!! I really delivered food to the white-clothed female ghost!! You don't know, you know! My soul is almost gone, but that meal didn't spill a single drop!! There's no way, this is my brother's strength!	Bro: I seriously didn't lie!! I really delivered food to the girl ghost in white!! You don't know! I nearly lost my soul, not a single drop spilled on that delivery! No choice, this is bro's skill!
B-HOM-066	HOM	57.79	84.08	26.28	47.47	55.09	7.62	0	100	100	博主成功把中二拍成沙子了	"The blogger successfully turned the ""chibi"" into sand."	博主成功把中二拍成傻子了	The blogger successfully portrayed the second-year student as a fool.	The blogger successfully made the edgy act look like a fool
B-HOM-067	HOM	76.69	76.71	0.02	51.31	77.94	26.63	0	0	0	肺雾才需要爱情，神都是孤独的	Lovers need love, gods are all lonely	废物才需要爱情，神都是孤独的	Trash needs love, and gods are all lonely.	Only the weak yearn for love; gods are destined to be alone.
B-HOM-068	HOM	77.98	98.74	20.76	79.45	84.57	5.12	0	100	100	我在学校哭别人鸟都不鸟我	I cried at school, but even birds didn't pay me any attention	我在学校哭别人理都不理我	I cried at school, but nobody even paid attention to me.	I cried at school and nobody even paid attention to me
B-HOM-069	HOM	53.76	81.39	27.62	39.23	54.21	14.98	0	0	0	现场偷挖被抓,夺笋呐!	The scene was caught stealing, how bold!	现场偷挖被抓,多损呐!	Caught stealing on-site, what a loss!	Caught digging secretly on site, so savage!
B-HOM-070	HOM	76.73	81.37	4.64	57.91	73.08	15.17	0	100	100	这个特效针不戛！	This special effect needle doesn't work!	这个特效真不尬！	This effect is really not awkward!	This special effect is really not cringe!
B-HOM-071	HOM	30.88	81.70	50.82	34.10	58.53	24.43	0	100	100	要泥寡,雨女无瓜!	You need me, rain girl has no clue!	要你管,与你无关!	None of your business, it's none of your concern!	Mind your own business, it's none of your business!
B-HOM-072	HOM	76.68	99.91	23.23	49.65	83.52	33.87	0	0	0	依托答辩是什么意思	"What does ""依托答辩"" mean"	一坨大便是什么意思	"What does ""a pile of feces"" mean?"	What does 'a pile of shit' mean?
B-HOM-073	HOM	80.58	94.68	14.10	40.07	79.59	39.52	0	0	0	哈哈哈哈哈哈哈夺笋呐	Haha haha haha, how original!	哈哈哈哈哈哈哈多损呐	Hahaha, how clumsy!	hahahahaha so mean lol
B-HOM-074	HOM	69.56	93.12	23.56	54.03	82.90	28.86	0	100	100	“雨女无瓜”这么好笑吗是挺好笑的	"""Rain girl has no relation"" is this so funny? It's quite funny."	“与你无关”这么好笑吗是挺好笑的	"Is ""It has nothing to do with you"" really that funny? It's quite funny."	Is 'none of your business' really that funny? It is pretty funny
B-HOM-075	HOM	65.08	82.41	17.32	46.23	60.29	14.07	0	100	100	还有给	There is also for	还有gay	Also gay	Also got gay vibes
B-HOM-076	HOM	92.96	97.27	4.31	72.66	80.31	7.66	0	0	0	这显卡价格真是辣鸡，还买什么啊	This graphics card is really terrible, what's the point of buying it?	这显卡价格真是垃圾，还买什么啊	This graphics card is really overpriced; why buy it at all?	This GPU price is really trash, why even buy it
B-HOM-077	HOM	55.26	64.97	9.71	58.83	64.12	5.28	0	100	100	我丢！上班路上刷到路边广告牌被“风”掀了个角，原来是京东618的整活！这波操作简直泰裤辣！	I dropped it! While commuting to work, I saw an advertisement sign on the roadside being blown by the wind, and it turned out to be JD.com's 618 event! This move is absolutely amazing!	我丢！上班路上刷到路边广告牌被“风”掀了个角，原来是京东618的整活！这波操作简直太酷啦！	Oh no! I was walking to work and saw a roadside advertisement sign being blown by the wind, lifting one corner. It turned out to be JD.com's 618 promotional antics! This move is just too cool!	No way! On my way to work I saw a roadside billboard get lifted by the 'wind', turns out it was JD 618's stunt! This move is just too cool!
B-HOM-078	HOM	70.07	80.43	10.36	63.21	66.59	3.38	0	100	100	“泰酷辣”大人三周年	"""Tai Kule La"" Adult Three-Year Anniversary"	“太酷啦”大人三周年	"""Too cool"" for the adult's third anniversary"	Third anniversary of Lord 'So Cool'
B-HOM-079	HOM	88.36	90.14	1.78	50.59	69.48	18.89	0	0	0	前车：不二？	The car in front: Not two?	前车：不是？	Front car: Not?	The car in front: Wait, what?
B-HOM-080	HOM	50.26	82.75	32.49	59.26	76.56	17.30	0	100	100	10店睡，身体还以为是午休呢，凌晨又把他们叫醒了	The ten store sleeps, the body still thinks it's a noon break, and at midnight they are called back to wake up	10点睡，身体还以为是午休呢，凌晨又把他们叫醒了	Going to bed at 10 p.m., the body still thinks it's a nap, and then they are woken up in the early morning.	Going to sleep at 10, my body thought it was nap time, then woke me up at dawn
B-HOM-081	HOM	53.81	98.76	44.95	43.02	66.04	23.02	0	100	100	tree 波Q	tree wave Q	三杀	Triple kill	Triple kill
B-HOM-082	HOM	59.23	53.65	-5.58	49.57	49.70	0.14	0	0	0	笑死我了粽横天虾至今一直在罚时闯过了零个关卡	I'm laughing so hard that I'm dizzy; the shrimp has been penalized all along and has passed zero levels.	笑死我了纵横天下至今一直在罚时闯过了零个关卡	I'm laughing so hard that I've been penalized all the way through, and I've passed zero levels.	Dying of laughter, the one who conquers the world has been in timeout, passing zero challenges
B-HOM-083	HOM	76.51	84.85	8.34	59.08	62.94	3.86	0	0	0	怎么达不溜小兵了	How did the little soldier disappear so suddenly?	怎么打不了小兵了	Can't attack the small soldiers anymore.	Why can't I target the minions?
B-HOM-084	HOM	45.26	96.59	51.33	63.97	78.02	14.05	0	100	100	！？雀潮？！	What a wave of sparrows!	！？雀巢？！	!？Nestlé？！	!? Nestle!?
B-HOM-085	HOM	100.00	100.00	0.00	81.48	84.49	3.01	0	100	100	此人知识面级广	This person has a broad range of knowledge.	此人知识面极广	This person has an extremely broad range of knowledge.	This person's knowledge is extremely broad
B-HOM-086	HOM	96.25	92.78	-3.48	83.20	83.17	-0.04	100	0	-100	蛇：卧槽，怎么又是他	Snake: Oh my god, it's him again.	蛇：我的天，怎么又是他	Snake: My goodness, it's him again.	Snake: Oh my god, why is it him again
B-HOM-087	HOM	80.91	94.46	13.55	70.34	78.71	8.37	0	100	100	生物钟:补药呀！我才调整好	Biological clock: Need medicine! I just adjusted it.	生物钟:不要呀！我才调整好	Biological clock: No way! I just adjusted it.	Biological clock: No! I just got it adjusted
B-HOM-088	HOM	4.96	91.35	86.39	32.30	70.99	38.69	0	100	100	鸡本功来了，视频就有了。起飞！	"The original text contains noise that needs to be resolved to its intended meaning. Based on the provided hints and the context, ""鸡本功"" is a homophone or near-homophone respelling of ""基"" (basic or foundation). Therefore, the translation would be:

The foundation is here, the video is ready. Take off!"	基本功来了，视频就有了。起飞！	Basic skills come first, and the video will follow. Take off!	When the basic skills kick in, the video just takes off! Liftoff!
B-HOM-089	HOM	51.62	88.25	36.63	59.32	85.25	25.94	0	0	0	食不食油饼	Can't eat oil pancakes	是不是有病	Are you sick?	Are you out of your mind?
B-HOM-090	HOM	31.52	99.06	67.54	58.87	83.20	24.33	0	0	0	香精煎鱼食不食	The fish cooked with fragrance is not eaten.	想进监狱是不是	Do you want to go to prison?	Do you want to end up in prison?
B-HOM-091	HOM	82.30	91.45	9.15	79.41	75.93	-3.48	0	0	0	立马去郊区浇筑一个刚进混凝土的地下堡垒	Go immediately to the suburbs to pour concrete into a newly built underground fortress	立马去郊区浇筑一个钢筋混凝土的地下堡垒	Head to the suburbs immediately to pour a reinforced concrete underground fortress.	Head to the suburbs right away and build an underground bunker with rebar concrete
B-HOM-092	HOM	81.94	99.12	17.18	52.42	68.38	15.95	0	0	0	鸡本功扎实	Chicken fundamentals are solid	基本功扎实	Solid foundation	Solid basic skills
B-HOM-093	HOM	95.68	98.75	3.06	55.68	73.65	17.98	100	100	0	蚌不住了	Can't hold it anymore	绷不住了	Can't hold it anymore.	Can't hold it in anymore
B-HOM-094	HOM	84.44	85.52	1.09	68.46	76.51	8.05	0	0	0	冷芝士：袜子不是茶包	Cold cheese: Socks are not tea bags	冷知识：袜子不是茶包	Cold knowledge: Socks are not tea bags.	Fun fact: socks are not tea bags
B-HOM-095	HOM	85.78	86.83	1.05	67.12	70.59	3.47	0	100	100	就说00这一套真的超级好看的，我可以安心的似了	I really think this set is super beautiful, I can finally relax and be at ease.	就说00这一套真的超级好看的，我可以安心的死了	Just saying, this 00 set is really super cute, I can die in peace.	This 00 outfit is really super good-looking, I can finally rest in peace
B-NEO-002	NEO	95.37	95.66	0.30	83.11	82.86	-0.25	100	0	-100	我们不是供人围观的工具人！	We are not tools for people to gawk at!	我们不是供人围观的工具！	We are not mere objects for people to gawk at!	we're not tools for people to watch!
B-NEO-003	NEO	98.16	72.79	-25.38	79.15	62.82	-16.33	0	0	0	又被割韭菜了，这理财产品全是坑	I got scammed again, this investment product is full of traps	又被宰了，这理财产品全是坑	Once again, it's been slaughtered; this wealth management product is full of traps.	I got ripped off again, this wealth management product is full of traps.
B-NEO-004	NEO	68.79	93.39	24.60	69.50	77.24	7.74	0	0	0	品牌联名就是割韭菜，质量差价格高	Brand collaborations are just cutting the grass, with poor quality and high prices	品牌联名就是坑人，质量差价格高	Brand collaborations are a scam; poor quality at high prices.	Co-branded products are just a way to rip off customers with poor quality and high prices.
B-NEO-005	NEO	84.52	94.71	10.20	79.50	84.59	5.09	0	100	100	别带节奏了，事情不是你想的那样	Don't set the tone anymore, things aren't as you think they are	别煽动舆论了，事情不是你想的那样	Don't stir up public opinion; things aren't as you think they are.	stop stirring things up, it's not what you think
B-NEO-006	NEO	89.19	98.30	9.12	82.86	83.08	0.23	0	0	0	评论区全是在带节奏的，真相没人关心	The comment section is all about creating hype, and no one cares about the truth.	评论区全是在煽动舆论的，真相没人关心	The comment section is full of people inciting public opinion, and no one cares about the truth.	comments section full of people stirring drama, nobody cares about the truth
B-NEO-007	NEO	85.34	94.64	9.30	67.55	76.27	8.71	0	0	0	杠精无处不在，说啥都要反驳	Know-it-alls are everywhere, always ready to argue.	抬杠的人无处不在，说啥都要反驳	People who argue for the sake of arguing are everywhere, always ready to challenge anything said.	contrarians are everywhere, they rebut everything you say
B-NEO-008	NEO	85.88	97.16	11.28	49.03	82.00	32.96	0	0	0	遇到杠精最好的办法就是不理他	The best way to deal with a杠精 is to ignore them	遇到抬杠的人最好的办法就是不理他	The best way to deal with someone who is being argumentative is to ignore them.	the best way to deal with a contrarian is to ignore them
B-NEO-009	NEO	70.06	86.28	16.23	66.52	75.14	8.62	0	0	0	芭比Q了，半夜点外卖忘备注别敲门	Barbie Q'd, ordered takeout at midnight but forgot to note not to knock on the door	完了，半夜点外卖忘备注别敲门	Oh no, I forgot to add a note when ordering takeout at midnight, so don't knock on the door.	I'm cooked, ordered delivery at midnight and forgot to leave a note saying don't knock
B-NEO-010	NEO	82.73	97.27	14.54	50.96	83.16	32.20	0	0	0	选择你的躲藏点，被抓到就芭比Q了	Choose your hiding spot, or you'll be barbecued like Barbie.	选择你的躲藏点，被抓到就完了	Choose your hiding spot; if you get caught, it's over.	pick your hiding spot, if you get caught you're done for
